,crew_male,crew_female,tuple,average_male,average_female,female-male
0,0.16955492,0.15098496,"('unsociable', 'sociable')",0.1695549,0.150985,-0.0185699
1,1.1626645,0.95492357,"('unfriendly', 'friendly')",1.1626645,0.9549236,-0.2077409
2,0.27963045,0.35219344,"('unlikable', 'likable')",0.2796305,0.3521934,0.0725629
3,0.6164481,0.7072846,"('repellent', 'pleasant')",0.6164481,0.7072846,0.0908365
4,-7.506502,-7.5998116,"('disliked', 'liked')",-7.5065022,-7.5998116,-0.0933094
5,-0.80737066,-0.99269015,"('distant', 'outgoing')",-0.8073707,-0.9926901,-0.1853194
6,-0.40678787,-0.626,"('distant', 'open')",-0.4067879,-0.626,-0.2192121
7,1.0228866,1.0947915,"('insensitive', 'sensitive')",1.0228866,1.0947915,0.0719049
8,1.0623116,0.879217,"('unaffectionate', 'affectionate')",1.0623116,0.879217,-0.1830946
9,1.9574168,1.9270087,"('unaffectionate', 'caring')",1.9574168,1.9270087,-0.0304081
10,0.9169231,1.0426321,"('unsympathetic', 'sympathetic')",0.9169231,1.0426321,0.125709
11,1.7791102,1.8620244,"('unhelpful', 'helpful')",1.7791102,1.8620244,0.0829142
12,-1.4059203,-1.3785508,"('unsupportive', 'supportive')",-1.4059203,-1.3785508,0.0273695
13,-0.031144887,-0.01531031,"('impolite', 'polite')",-0.0311449,-0.0153103,0.0158346
14,0.013533788,0.058290537,"('antisocial', 'social')",0.0135338,0.0582905,0.0447567
15,0.094263166,-0.045616575,"('boring', 'funny')",0.0942632,-0.0456166,-0.1398798
16,-0.435699,-0.51267236,"('unpopular', 'popular')",-0.435699,-0.5126724,-0.0769734
17,-0.7948275,-0.7980521,"('nasty', 'nice')",-0.7948275,-0.7980521,-0.0032246
18,-0.23064901,-0.41898006,"('disagreeable', 'welcoming')",-0.230649,-0.4189801,-0.1883311
19,-0.7219128,-0.8599987,"('inhospitable', 'hospitable')",-0.7219128,-0.8599987,-0.1380859
20,0.7522924,0.72789735,"('rough', 'thoughtful')",0.7522924,0.7278973,-0.0243951
21,-0.048778724,0.19814408,"('immoral', 'moral')",-0.0487787,0.1981441,0.2469228
22,-0.39678192,-0.33641696,"('untrustworthy', 'trustworthy')",-0.3967819,-0.336417,0.0603649
23,6.8096156,6.798785,"('insincere', 'sincere')",6.8096156,6.7987852,-0.0108304
24,1.709985,1.5524011,"('dishonest', 'honest')",1.709985,1.5524011,-0.1575839
25,0.7758442,0.68515646,"('egoistic', 'altruistic')",0.7758442,0.6851565,-0.0906877
26,0.41539094,0.3511573,"('hardhearted', 'benevolent')",0.4153909,0.3511573,-0.0642336
27,1.2700795,1.071427,"('hardhearted', 'softhearted')",1.2700795,1.071427,-0.1986525
28,1.3055215,1.2743444,"('disloyal', 'loyal')",1.3055215,1.2743444,-0.0311771
29,-0.7324454,-0.8174107,"('unfair', 'fair')",-0.7324454,-0.8174107,-0.0849653
30,0.86489064,0.88455313,"('intolerant', 'tolerant')",0.8648906,0.8845531,0.0196625
31,-1.6908892,-1.7990255,"('evil', 'good')",-1.6908892,-1.7990255,-0.1081363
32,1.2549949,1.1702366,"('unkind', 'kind')",1.2549949,1.1702366,-0.0847583
33,-0.1652997,-0.27973992,"('wrong', 'right')",-0.1652997,-0.2797399,-0.1144402
34,4.820676,4.920863,"('mean', 'honorable')",4.8206758,4.9208632,0.1001874
35,-0.8065801,-1.1267984,"('corrupt', 'incorrupt')",-0.8065801,-1.1267984,-0.3202183
36,-0.61087185,-0.82615113,"('hostile', 'amicable')",-0.6108719,-0.8261511,-0.2152792
37,0.7663592,0.7736001,"('fake', 'genuine')",0.7663592,0.7736001,0.0072409
38,0.1483818,0.13822377,"('untruthful', 'truthful')",0.1483818,0.1382238,-0.010158
39,0.0881429,0.13291846,"('exploitative', 'cooperative')",0.0881429,0.1329185,0.0447756
