,reporting_male,reporting_female,tuple,average_male,average_female,female-male
0,0.2274681,0.1472288,"('unsociable', 'sociable')",0.2274681,0.1472288,-0.0802393
1,1.0422015,0.94782674,"('unfriendly', 'friendly')",1.0422015,0.9478267,-0.0943748
2,0.46146354,0.5714005,"('unlikable', 'likable')",0.4614635,0.5714005,0.109937
3,0.79826754,0.839382,"('repellent', 'pleasant')",0.7982675,0.839382,0.0411145
4,-7.9580626,-7.9021916,"('disliked', 'liked')",-7.9580626,-7.9021916,0.055871
5,-0.61693573,-0.70130223,"('distant', 'outgoing')",-0.6169357,-0.7013022,-0.0843665
6,-0.38812777,-0.5024824,"('distant', 'open')",-0.3881278,-0.5024824,-0.1143546
7,1.616516,1.6514498,"('insensitive', 'sensitive')",1.616516,1.6514498,0.0349338
8,0.9701023,0.850506,"('unaffectionate', 'affectionate')",0.9701023,0.850506,-0.1195963
9,1.5452048,1.5075283,"('unaffectionate', 'caring')",1.5452048,1.5075283,-0.0376765
10,1.401174,1.3628232,"('unsympathetic', 'sympathetic')",1.4011739,1.3628232,-0.0383507
11,2.2450228,2.2787302,"('unhelpful', 'helpful')",2.2450228,2.2787302,0.0337074
12,-1.2011632,-1.194114,"('unsupportive', 'supportive')",-1.2011632,-1.194114,0.0070492
13,0.26933256,0.2801753,"('impolite', 'polite')",0.2693326,0.2801753,0.0108427
14,0.43543124,0.42504913,"('antisocial', 'social')",0.4354312,0.4250491,-0.0103821
15,0.2583707,0.25831407,"('boring', 'funny')",0.2583707,0.2583141,-5.66e-05
16,-0.6805719,-0.62943137,"('unpopular', 'popular')",-0.6805719,-0.6294314,0.0511405
17,-0.18739602,-0.2342316,"('nasty', 'nice')",-0.187396,-0.2342316,-0.0468356
18,-0.61020845,-0.627656,"('disagreeable', 'welcoming')",-0.6102085,-0.627656,-0.0174475
19,-0.6559158,-0.73889416,"('inhospitable', 'hospitable')",-0.6559158,-0.7388942,-0.0829784
20,0.9147004,0.84375453,"('rough', 'thoughtful')",0.9147004,0.8437545,-0.0709459
21,0.070894256,0.22828022,"('immoral', 'moral')",0.0708943,0.2282802,0.1573859
22,0.18312325,0.21451715,"('untrustworthy', 'trustworthy')",0.1831232,0.2145171,0.0313939
23,7.274373,7.2186317,"('insincere', 'sincere')",7.2743731,7.2186317,-0.0557414
24,1.9945801,1.9116393,"('dishonest', 'honest')",1.9945801,1.9116393,-0.0829408
25,0.2934909,0.25050938,"('egoistic', 'altruistic')",0.2934909,0.2505094,-0.0429815
26,0.68655765,0.5744154,"('hardhearted', 'benevolent')",0.6865577,0.5744154,-0.1121423
27,1.5789394,1.39248,"('hardhearted', 'softhearted')",1.5789394,1.39248,-0.1864594
28,1.2289596,1.143381,"('disloyal', 'loyal')",1.2289596,1.143381,-0.0855786
29,-0.17313793,-0.3619154,"('unfair', 'fair')",-0.1731379,-0.3619154,-0.1887775
30,1.3499523,1.3673964,"('intolerant', 'tolerant')",1.3499523,1.3673964,0.0174441
31,-1.5781535,-1.6499686,"('evil', 'good')",-1.5781535,-1.6499686,-0.0718151
32,1.2966052,1.2212785,"('unkind', 'kind')",1.2966052,1.2212785,-0.0753267
33,-0.620858,-0.6329297,"('wrong', 'right')",-0.620858,-0.6329297,-0.0120717
34,4.7440476,4.7880845,"('mean', 'honorable')",4.7440476,4.7880845,0.0440369
35,-1.4563812,-1.6856824,"('corrupt', 'incorrupt')",-1.4563812,-1.6856824,-0.2293012
36,-1.1829704,-1.3684758,"('hostile', 'amicable')",-1.1829704,-1.3684758,-0.1855054
37,0.6266554,0.5768658,"('fake', 'genuine')",0.6266554,0.5768658,-0.0497896
38,0.124135956,0.103426754,"('untruthful', 'truthful')",0.124136,0.1034268,-0.0207092
39,-0.023616854,0.0030321805,"('exploitative', 'cooperative')",-0.0236169,0.0030322,0.0266491
40,-1.3301897,-1.4127896,"('stingy', 'generous')",-1.3301897,-1.4127896,-0.0825999
41,0.24929991,0.1526111,"('unforgiving', 'forgiving')",0.2492999,0.1526111,-0.0966888
42,-1.823662,-1.7284423,"('unreliable', 'reliable')",-1.823662,-1.7284423,0.0952197
43,1.9691757,1.9989424,"('irresponsible', 'responsible')",1.9691757,1.9989424,0.0297667
44,-1.7478676,-1.734215,"('prejudiced', 'unprejudiced')",-1.7478676,-1.734215,0.0136526
45,0.46048227,0.3915282,"('incompetent', 'competent')",0.4604823,0.3915282,-0.0689541
46,-0.14450169,-0.096129365,"('uncompetitive', 'competitive')",-0.1445017,-0.0961294,0.0483723
47,5.9940786,6.0093594,"('stupid', 'smart')",5.9940786,6.0093594,0.0152808
48,0.8129797,0.7906607,"('unintelligent', 'intelligent')",0.8129797,0.7906607,-0.022319
49,-0.41160843,-0.30771595,"('unable', 'able')",-0.4116084,-0.307716,0.1038924
50,-0.23161069,-0.20590298,"('clumsy', 'skillful')",-0.2316107,-0.205903,0.0257077
51,0.33303708,0.39137134,"('uneducated', 'educated')",0.3330371,0.3913713,0.0583342
52,-0.7456253,-0.86504847,"('irrational', 'rational')",-0.7456253,-0.8650485,-0.1194232
53,0.41111034,0.36533564,"('uncreative', 'creative')",0.4111103,0.3653356,-0.0457747
54,0.9182363,0.9363157,"('incapable', 'capable')",0.9182363,0.9363157,0.0180794
55,1.1264263,1.2077688,"('incompetent', 'clever')",1.1264263,1.2077688,0.0813425
56,0.78826,0.8647915,"('impractical', 'practical')",0.78826,0.8647915,0.0765315
57,-2.570788,-2.5094938,"('unimaginative', 'imaginative')",-2.5707879,-2.5094938,0.0612941
58,0.57807183,0.52494174,"('undiscriminating', 'discriminating')",0.5780718,0.5249417,-0.0531301
59,-0.14572042,-0.111000866,"('foolish', 'wise')",-0.1457204,-0.1110009,0.0347195
60,0.8189259,0.9377153,"('inefficient', 'efficient')",0.8189259,0.9377153,0.1187894
61,0.90037555,0.6915095,"('illogical', 'logical')",0.9003755,0.6915095,-0.208866
62,1.3234622,1.4574598,"('incompetent', 'brilliant')",1.3234622,1.4574598,0.1339976
63,0.8942026,0.9314608,"('unperceptive', 'insightful')",0.8942026,0.9314608,0.0372582
64,-6.182661,-6.060768,"('shy', 'confident')",-6.1826611,-6.0607681,0.121893
65,1.3635083,1.384966,"('insecure', 'secure')",1.3635083,1.384966,0.0214577
66,0.0038843825,-0.10170716,"('inactive', 'active')",0.0038844,-0.1017072,-0.1055916
67,-0.6680355,-0.5767544,"('doubtful', 'determined')",-0.6680355,-0.5767544,0.0912811
68,-0.5760523,-0.56444347,"('dependent', 'independent')",-0.5760523,-0.5644435,0.0116088
69,-2.2423,-2.255914,"('lazy', 'industrious')",-2.2423,-2.255914,-0.013614
70,1.7277312,1.7596636,"('lethargic', 'energetic')",1.7277312,1.7596636,0.0319324
71,0.20415378,0.24044809,"('diffident', 'self-confident')",0.2041538,0.2404481,0.0362943
72,1.1904645,1.28903,"('unambitious', 'ambitious')",1.1904645,1.28903,0.0985655
73,-3.3660805,-3.199442,"('helpless', 'self-reliant')",-3.3660805,-3.1994419,0.1666386
74,0.066425025,0.07639134,"('undedicated', 'dedicated')",0.066425,0.0763913,0.0099663
75,-1.0585634,-0.927375,"('meek', 'impulsive')",-1.0585634,-0.927375,0.1311884
76,0.9365563,0.9915322,"('anxious', 'daring')",0.9365563,0.9915322,0.0549759
77,-1.0451775,-0.95932984,"('unmotivated', 'motivated')",-1.0451775,-0.9593298,0.0858477
78,-0.5825058,-0.6004037,"('nonresilient', 'resilient')",-0.5825058,-0.6004037,-0.0178979
79,-0.40405738,-0.4935216,"('wavering', 'unwavering')",-0.4040574,-0.4935216,-0.0894642
80,0.2464533,0.29415494,"('dominated', 'dominating')",0.2464533,0.2941549,0.0477016
81,0.277646,0.4729912,"('submissive', 'aggressive')",0.277646,0.4729912,0.1953452
82,6.4807544,6.574337,"('poor', 'rich')",6.4807544,6.574337,0.0935826
83,-0.4723268,-0.44209927,"('powerless', 'powerful')",-0.4723268,-0.4420993,0.0302275
84,0.56321377,0.5399292,"('inferior', 'superior')",0.5632138,0.5399292,-0.0232846
85,-1.3714317,-1.5284483,"('insignificant', 'prestigious')",-1.3714317,-1.5284483,-0.1570166
86,0.49993795,0.52929497,"('uninfluential', 'influential')",0.499938,0.529295,0.029357
87,0.14819247,0.23954265,"('unsuccessful', 'successful')",0.1481925,0.2395426,0.0913501
88,0.021787573,0.098891586,"('low', 'eminent')",0.0217876,0.0988916,0.077104
