,ca_male,ca_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.2823254,0.1664762,"('unsociable', 'sociable')",-0.5008132,-0.6457845,-0.50059295,-0.63410276,-0.2396936,-0.371137,-0.1314434
1,-0.47051343,-0.46813938,"('unfriendly', 'friendly')",0.0778804,-0.083105706,1.4969335,1.4390767,0.3681002,0.2959439,-0.0721563
2,1.3025377,1.4424435,"('unlikable', 'likable')",0.34570092,0.42298162,0.62781346,0.71716326,0.758684,0.8608628,0.1021788
3,0.6592615,0.8795415,"('repellent', 'pleasant')",0.15299693,0.31757128,0.2757133,0.33644927,0.3626573,0.5111874,0.1485301
4,-1.2487913,-1.2882077,"('disliked', 'liked')",-0.25630668,-0.37211588,-5.966974,-6.1443744,-2.4906905,-2.601566,-0.1108755
5,-1.6030043,-1.5692534,"('distant', 'outgoing')",-0.39829898,-0.36845195,-0.26212764,-0.19591457,-0.7544769,-0.7112067,0.0432702
6,-1.428122,-1.3363667,"('distant', 'open')",-0.56384516,-0.52824146,0.54737973,0.5961205,-0.4815292,-0.4228292,0.0587
7,0.6719808,0.7375338,"('insensitive', 'sensitive')",0.1755352,0.26980162,0.3209366,0.38221014,0.3894842,0.4631819,0.0736977
8,-0.37570018,-0.41439348,"('unaffectionate', 'affectionate')",-0.20358448,-0.26214397,0.61971366,0.6472926,0.0134763,-0.0097483,-0.0232246
9,0.55047166,0.5509072,"('unaffectionate', 'caring')",0.075788185,0.013491686,1.006804,1.0777088,0.5443546,0.5473692,0.0030146
10,0.16846396,0.18783647,"('unsympathetic', 'sympathetic')",-0.6293527,-0.58617455,-0.5856132,-0.5928938,-0.348834,-0.3304106,0.0184234
11,0.93434256,1.0120003,"('unhelpful', 'helpful')",0.9642771,1.0566859,1.5235397,1.6001141,1.1407197,1.2229335,0.0822138
12,1.291556,1.4715819,"('unsupportive', 'supportive')",0.39439684,0.52654165,-2.046299,-2.013568,-0.1201154,-0.0051481,0.1149673
13,0.5412634,0.48676747,"('impolite', 'polite')",-0.3831662,-0.31363747,-0.5802891,-0.6268089,-0.1407306,-0.1512263,-0.0104957
14,0.88886267,0.85833544,"('antisocial', 'social')",0.55264467,0.5060741,-0.6807401,-0.7524769,0.2535891,0.2039775,-0.0496116
15,0.5711019,0.38562366,"('boring', 'funny')",0.25437292,0.1594074,0.4484806,0.40355688,0.4246518,0.316196,-0.1084558
