,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1356626,-1.238041,"('unsociable', 'sociable')",-0.21164191,-0.33361465,-0.6736522,-0.7858279,-0.1121757
1,-2.1462545,-2.1648986,"('unfriendly', 'friendly')",1.6742535,1.5558975,-0.2360005,-0.3045006,-0.0685001
2,0.8820194,0.9006795,"('unlikable', 'likable')",0.7479173,0.7985707,0.8149683,0.8496251,0.0346568
3,-0.3476467,-0.23693703,"('repellent', 'pleasant')",0.03300383,0.060944974,-0.1573214,-0.087996,0.0693254
4,0.16919945,0.2048379,"('disliked', 'liked')",-5.581636,-5.637659,-2.7062182,-2.7164106,-0.0101924
5,-1.2409502,-1.140226,"('distant', 'outgoing')",-0.4314085,-0.4127514,-0.8361794,-0.7764887,0.0596907
6,-1.5093415,-1.3843797,"('distant', 'open')",-0.10697535,-0.1341638,-0.8081584,-0.7592717,0.0488867
7,-0.48782974,-0.47876596,"('insensitive', 'sensitive')",0.24918216,0.2849931,-0.1193238,-0.0968864,0.0224374
8,-1.9050246,-1.8948328,"('unaffectionate', 'affectionate')",0.57001376,0.48902267,-0.6675054,-0.7029051,-0.0353997
9,-2.20116,-2.20838,"('unaffectionate', 'caring')",0.64962345,0.6052993,-0.7757683,-0.8015404,-0.0257721
10,-1.0123305,-1.001872,"('unsympathetic', 'sympathetic')",-0.645332,-0.6353417,-0.8288313,-0.8186069,0.0102244
11,-0.45600528,-0.48670167,"('unhelpful', 'helpful')",1.3356211,1.3934929,0.4398079,0.4533956,0.0135877
12,-1.081736,-0.9413937,"('unsupportive', 'supportive')",-1.8371352,-1.7727364,-1.4594356,-1.3570651,0.1023705
13,0.1030781,-0.014815593,"('impolite', 'polite')",-0.6964584,-0.689823,-0.2966902,-0.3523193,-0.0556291
14,0.337676,0.30617487,"('antisocial', 'social')",-0.29495302,-0.35644326,0.0213615,-0.0251342,-0.0464957
15,0.16410331,0.080149464,"('boring', 'funny')",0.7038732,0.6655531,0.4339883,0.3728513,-0.061137
16,-0.26724175,-0.19825083,"('unpopular', 'popular')",0.67670965,0.6625884,0.204734,0.2321688,0.0274348
17,-0.05489428,0.009708634,"('nasty', 'nice')",-0.11576338,-0.07338515,-0.0853288,-0.0318383,0.0534905
18,-0.42965102,-0.39006153,"('disagreeable', 'welcoming')",-0.3662222,-0.43845332,-0.3979366,-0.4142574,-0.0163208
19,-1.2620248,-1.1735479,"('inhospitable', 'hospitable')",-0.188854,-0.101547845,-0.7254394,-0.6375479,0.0878915
20,0.6349012,0.60740393,"('rough', 'thoughtful')",1.1311187,1.0494933,0.8830099,0.8284487,-0.0545612
21,0.4670282,0.41893077,"('immoral', 'moral')",-0.3372706,-0.2953623,0.0648788,0.0617842,-0.0030946
22,0.103251465,0.11014183,"('untrustworthy', 'trustworthy')",-0.8830936,-0.9680033,-0.3899211,-0.4289307,-0.0390096
23,-1.087946,-1.138992,"('insincere', 'sincere')",4.860818,4.772606,1.886436,1.816807,-0.069629
24,-0.27203727,-0.35325003,"('dishonest', 'honest')",0.422886,0.3726758,0.0754244,0.0097129,-0.0657115
25,-0.2951048,-0.2926582,"('egoistic', 'altruistic')",1.7098098,1.6676435,0.7073525,0.6874927,-0.0198598
26,-0.45674554,-0.43636835,"('hardhearted', 'benevolent')",2.0425758,1.9629313,0.7929152,0.7632815,-0.0296337
27,-0.51084,-0.45649016,"('hardhearted', 'softhearted')",1.2464094,1.1909623,0.3677847,0.3672361,-0.0005486
28,-0.7488405,-0.8829489,"('disloyal', 'loyal')",0.8123641,0.66842693,0.0317618,-0.107261,-0.1390228
