,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.60898995,-0.6915363,"('unsociable', 'sociable')",0.53724277,0.47618666,-0.35338637,-0.61843425,-0.1417112,-0.277928,-0.1362168
1,2.0564718,1.8637702,"('unfriendly', 'friendly')",1.6602796,1.3919771,1.6427022,1.285357,1.7864846,1.5137014,-0.2727832
2,0.627145,0.62964123,"('unlikable', 'likable')",1.0290151,0.99167305,0.5263371,0.6815092,0.7274991,0.7676078,0.0401087
3,-1.7914969,-1.611088,"('repellent', 'pleasant')",-0.21219891,-0.06818502,0.3348677,0.37025046,-0.556276,-0.4363408,0.1199352
4,-0.36819005,-0.4553354,"('disliked', 'liked')",0.4801199,0.34815,-6.450296,-6.511435,-2.1127887,-2.2062068,-0.0934181
5,1.0324641,0.9627524,"('distant', 'outgoing')",0.68048745,0.5879581,-0.38268238,-0.3131105,0.4434231,0.4125333,-0.0308898
6,0.39460522,0.34473413,"('distant', 'open')",0.1959416,0.09231403,0.2277794,0.24105805,0.2727754,0.2260354,-0.04674
7,-0.52568114,-0.49055213,"('insensitive', 'sensitive')",-0.18720587,-0.15999244,0.5138139,0.35768354,-0.0663577,-0.0976203,-0.0312626
8,0.6940807,0.56568325,"('unaffectionate', 'affectionate')",0.30186933,0.122314855,0.072479114,-0.04408198,0.356143,0.2146387,-0.1415043
9,1.2024422,1.0206686,"('unaffectionate', 'caring')",0.81776136,0.61424804,0.7845696,0.6575221,0.9349244,0.7641462,-0.1707782
10,-1.6600444,-1.7072859,"('unsympathetic', 'sympathetic')",-0.12978768,-0.16677342,0.11689924,-0.092839316,-0.5576443,-0.6556329,-0.0979886
11,-0.4796555,-0.49180347,"('unhelpful', 'helpful')",0.4075209,0.40229088,2.1233099,2.0979085,0.683725,0.6694653,-0.0142597
12,0.64169145,0.69401133,"('unsupportive', 'supportive')",0.9721133,0.92537177,-1.7116152,-1.7537773,-0.0326035,-0.0447981,-0.0121946
13,-0.61551976,-0.7445138,"('impolite', 'polite')",-0.03389373,-0.14778513,-0.25723398,-0.382052,-0.3022158,-0.4247836,-0.1225678
14,-0.8621458,-0.7986193,"('antisocial', 'social')",0.54432046,0.50532985,-0.86893225,-0.9469631,-0.3955859,-0.4134175,-0.0178316
15,0.59086835,0.45268887,"('boring', 'funny')",-0.28849685,-0.36327833,0.083991975,0.108276024,0.1287878,0.0658955,-0.0628923
