,o_male,o_female,tuple,reilly_male,reilly_female,automotive_male,automotive_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.24091786,-0.24402124,"('unsociable', 'sociable')",-0.74384826,-0.8625582,0.26672637,0.13938554,-0.59664667,-0.7556858,-0.3286716,-0.4307199,-0.1020483
1,-1.323217,-1.3591516,"('unfriendly', 'friendly')",0.2773661,0.22585778,0.9914981,0.8823073,1.5881587,1.3482562,0.3834515,0.2743174,-0.1091341
2,0.71104443,0.68325096,"('unlikable', 'likable')",-0.3074491,-0.3265463,0.4809819,0.5131768,0.6927961,0.75132304,0.3943433,0.4053011,0.0109578
3,0.59636855,0.8029437,"('repellent', 'pleasant')",-1.3269372,-1.147729,-0.070151545,0.018915474,0.19024427,0.30842128,-0.152619,-0.0043621,0.1482569
4,-0.6150684,-0.8380357,"('disliked', 'liked')",0.8577152,0.8010528,0.09798064,0.037068874,-6.365536,-6.4664826,-1.5062271,-1.6165992,-0.1103721
5,-0.097069286,-0.2884831,"('distant', 'outgoing')",1.1726062,1.108746,0.41133454,0.37311456,0.024454214,0.021312777,0.3778314,0.3036726,-0.0741588
6,0.37813962,0.32613334,"('distant', 'open')",1.2206666,1.2203758,0.10754757,0.049629025,0.5065401,0.47686315,0.5532235,0.5182503,-0.0349732
7,0.29678535,0.41968754,"('insensitive', 'sensitive')",0.02375108,0.0416336,0.08300065,0.13194889,0.40900093,0.37972298,0.2031345,0.2432483,0.0401138
8,-1.3171043,-1.3204619,"('unaffectionate', 'affectionate')",0.12889816,0.15498409,-0.014771039,-0.05234212,0.25443316,0.14282775,-0.237136,-0.268748,-0.031612
9,-0.90343773,-0.8927512,"('unaffectionate', 'caring')",0.4033961,0.3929848,0.74873763,0.69134563,0.8673472,0.8062581,0.2790108,0.2494593,-0.0295515
10,-0.8730267,-0.68263334,"('unsympathetic', 'sympathetic')",-0.83589023,-0.8068018,-0.23583625,-0.22138506,-0.43009278,-0.4693706,-0.5937115,-0.5450477,0.0486638
11,0.1394814,0.13443398,"('unhelpful', 'helpful')",-0.47097623,-0.43750682,1.178603,1.2245289,2.0819702,2.1419618,0.7322696,0.7658545,0.0335849
12,-0.38071072,-0.3039394,"('unsupportive', 'supportive')",0.8770093,0.9500696,0.4506114,0.5263772,-1.7339336,-1.7324895,-0.1967559,-0.1399955,0.0567604
13,1.0371858,0.8881032,"('impolite', 'polite')",-0.46171877,-0.63974595,0.3965913,0.40144175,-0.2662653,-0.3139276,0.1764483,0.0839678,-0.0924805
14,-0.6159175,-0.45112097,"('antisocial', 'social')",-1.6009679,-1.4432005,0.030885996,0.10610058,-1.1660435,-1.1242641,-0.8380107,-0.7281213,0.1098894
15,1.0963682,0.9454716,"('boring', 'funny')",0.68905294,0.531227,1.1611776,1.0984478,0.212791,0.20020069,0.7898474,0.6938368,-0.0960106
16,-0.88073695,-1.0548156,"('unpopular', 'popular')",-0.92736876,-0.9188506,-0.20356373,-0.26038235,0.757528,0.7227426,-0.3135353,-0.3778265,-0.0642912
17,-0.19950968,-0.20075417,"('nasty', 'nice')",0.17056645,0.1806018,-0.59489983,-0.50787866,-0.41698486,-0.30368003,-0.260207,-0.2079278,0.0522792
18,-0.35288,-0.2889828,"('disagreeable', 'welcoming')",0.030358084,0.081886984,-0.9263786,-0.8741612,-0.5757186,-0.5929094,-0.4561548,-0.4185416,0.0376132
19,-0.4549884,-0.6208974,"('inhospitable', 'hospitable')",1.7503709,1.7111298,0.3245118,0.30579978,0.10443663,0.16568567,0.4310827,0.3904294,-0.0406533
20,-0.07552127,0.02515287,"('rough', 'thoughtful')",-0.003965907,0.103793986,-0.17197734,-0.12661415,1.1036786,1.0884538,0.2130535,0.2726966,0.0596431
