,quest_male,quest_female,tuple,diagnostics_male,diagnostics_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.12983438,-0.29516745,"('unsociable', 'sociable')",0.15254354,0.015132986,-0.7476472,-0.87035817,-0.241646,-0.3834642,-0.1418182
1,-1.1046789,-1.1520352,"('unfriendly', 'friendly')",-0.20594296,-0.29963773,2.1060066,1.9769546,0.2651283,0.1750938,-0.0900345
2,-0.055348672,0.0030176267,"('unlikable', 'likable')",0.8320567,0.859549,0.8132206,0.86622685,0.5299762,0.5762645,0.0462883
3,0.65678906,0.7019768,"('repellent', 'pleasant')",-0.8176179,-0.80705714,-0.2662797,-0.24064136,-0.1423695,-0.1152406,0.0271289
4,-0.955022,-1.0081706,"('disliked', 'liked')",-0.080388695,-0.08860716,-5.5462017,-5.6254845,-2.1938709,-2.2407541,-0.0468832
5,-0.9918915,-0.9240988,"('distant', 'outgoing')",-0.42141855,-0.3704237,0.38103306,0.38659158,-0.3440923,-0.3026437,0.0414486
6,-1.2073064,-1.1351119,"('distant', 'open')",-0.67155015,-0.6297454,0.7503295,0.7070875,-0.3761757,-0.3525899,0.0235858
7,0.71707994,0.64229316,"('insensitive', 'sensitive')",-0.54223454,-0.6038559,0.081182495,0.11645233,0.0853426,0.0516299,-0.0337127
8,-0.06758632,-0.07637798,"('unaffectionate', 'affectionate')",-0.2250888,-0.23859599,0.93794465,0.86672115,0.2150898,0.1839157,-0.0311741
9,0.64376587,0.61346966,"('unaffectionate', 'caring')",0.11824076,0.08588055,1.2068608,1.2061222,0.6562891,0.6351575,-0.0211316
10,0.99911475,0.88376695,"('unsympathetic', 'sympathetic')",-1.0032761,-1.0766661,-1.0943997,-1.0744517,-0.366187,-0.4224503,-0.0562633
11,0.054540694,0.087663345,"('unhelpful', 'helpful')",0.22321959,0.15211892,1.2757823,1.3131795,0.5178475,0.5176539,-0.0001936
12,-0.13229673,-0.08905043,"('unsupportive', 'supportive')",0.4434884,0.54256856,-1.849344,-1.8136673,-0.5127174,-0.453383,0.0593344
13,-0.1606479,-0.2473651,"('impolite', 'polite')",0.78074825,0.6759999,-0.60449624,-0.66024464,0.0052014,-0.0772033,-0.0824047
14,0.6747866,0.60781664,"('antisocial', 'social')",-0.013494227,-0.071060605,-1.11104,-1.1322458,-0.1499159,-0.1984966,-0.0485807
15,-0.2729303,-0.3425722,"('boring', 'funny')",0.3810201,0.31120434,0.73305565,0.7020158,0.2803818,0.2235493,-0.0568325
16,-0.84037966,-0.85272455,"('unpopular', 'popular')",0.3573595,0.3887449,0.9223626,0.9319655,0.1464475,0.1559953,0.0095478
17,-0.2722319,-0.22775394,"('nasty', 'nice')",-0.3674646,-0.3298778,-0.35025352,-0.2952772,-0.3299833,-0.284303,0.0456803
18,-0.41014826,-0.48060843,"('disagreeable', 'welcoming')",-0.1508179,-0.13039534,-0.08486047,-0.15310135,-0.2152755,-0.2547017,-0.0394262
19,-0.83968604,-0.77309704,"('inhospitable', 'hospitable')",-0.42692342,-0.3932404,0.6159196,0.698102,-0.2168966,-0.1560785,0.0608181
20,0.57295775,0.58385664,"('rough', 'thoughtful')",0.1261594,0.09133545,0.697865,0.63249135,0.4656607,0.4358945,-0.0297662
21,0.48937368,0.42545116,"('immoral', 'moral')",0.7002744,0.627012,-0.90031314,-0.86799836,0.096445,0.0614883,-0.0349567
22,-0.29229298,-0.34380406,"('untrustworthy', 'trustworthy')",0.467994,0.34867606,-1.046509,-1.1215008,-0.2902693,-0.3722096,-0.0819403
23,1.1201929,1.0633376,"('insincere', 'sincere')",0.20749739,0.10443886,5.0311813,4.993864,2.1196238,2.0538802,-0.0657436
24,1.041895,0.967298,"('dishonest', 'honest')",0.009866528,-0.058013704,0.5622848,0.50619763,0.5380154,0.4718273,-0.0661881
25,-0.605761,-0.5706414,"('egoistic', 'altruistic')",0.1416784,0.15443154,1.7699075,1.735655,0.435275,0.439815,0.00454
26,-0.6572669,-0.7110054,"('hardhearted', 'benevolent')",0.488756,0.48355803,1.6573186,1.5936953,0.4962692,0.455416,-0.0408532
27,0.009000873,0.054246906,"('hardhearted', 'softhearted')",-0.049512126,0.0052959956,1.6914375,1.5633879,0.5503087,0.5409769,-0.0093318
28,0.35718358,0.22713587,"('disloyal', 'loyal')",-0.24385482,-0.44594687,0.82786214,0.7443212,0.3137303,0.1751701,-0.1385602
29,-0.47672793,-0.51973975,"('unfair', 'fair')",-1.3228027,-1.3495294,-0.36326104,-0.49903822,-0.7209306,-0.7894358,-0.0685052
30,0.99420756,0.91372526,"('intolerant', 'tolerant')",0.011873689,-0.077636376,0.8927591,0.80913603,0.6329468,0.5484083,-0.0845385
31,-1.8467615,-1.7296231,"('evil', 'good')",-0.6153421,-0.5344432,-0.24770613,-0.30401337,-0.9032699,-0.8560265,0.0472434
32,0.28829837,0.23311898,"('unkind', 'kind')",0.6548271,0.5856834,0.6825668,0.6195028,0.5418975,0.479435,-0.0624625
33,-0.030940585,-0.102380395,"('wrong', 'right')",0.6663763,0.62082475,-0.09806831,-0.18051827,0.1791225,0.112642,-0.0664805
34,0.04111236,0.12788168,"('mean', 'honorable')",0.07088463,0.18445194,5.7921343,5.8785453,1.9680438,2.0636263,0.0955825
35,-1.0198838,-1.0267991,"('corrupt', 'incorrupt')",-0.23738232,-0.22576055,0.7597249,0.6195856,-0.165847,-0.2109914,-0.0451444
36,-1.2339393,-1.2176878,"('hostile', 'amicable')",-0.75699174,-0.79104966,1.0632322,0.84675395,-0.309233,-0.3873279,-0.0780949
37,-0.045640003,-0.11538478,"('fake', 'genuine')",-0.41748783,-0.4719566,-0.029950747,-0.025561035,-0.1643595,-0.2043008,-0.0399413
38,-0.7322278,-0.7251539,"('untruthful', 'truthful')",0.48505777,0.4681443,0.06966396,0.08537632,-0.0591687,-0.0572111,0.0019576
39,1.6181998,1.6163479,"('exploitative', 'cooperative')",0.3009745,0.21710983,0.008609485,0.0044187345,0.6425946,0.6126255,-0.0299691
40,-0.735698,-0.7920108,"('stingy', 'generous')",-0.2987726,-0.2853915,-1.286291,-1.4335513,-0.7735872,-0.8369846,-0.0633974
41,0.058452547,-0.00095918775,"('unforgiving', 'forgiving')",0.42707127,0.43800247,0.19958182,0.06956965,0.2283685,0.168871,-0.0594975
42,0.10983116,0.1281518,"('unreliable', 'reliable')",-0.15372589,-0.04923378,-3.5451975,-3.5094063,-1.1963641,-1.1434961,0.052868
43,0.41081357,0.4266895,"('irresponsible', 'responsible')",0.0677871,0.08219225,-0.2994818,-0.26209357,0.0597063,0.0822627,0.0225564
44,-1.411465,-1.3545928,"('prejudiced', 'unprejudiced')",-0.53974336,-0.5021899,-1.4486222,-1.4222969,-1.1332769,-1.0930265,0.0402504
45,-0.15107131,-0.19991836,"('incompetent', 'competent')",-0.28391084,-0.28837013,-0.6384758,-0.6235751,-0.3578193,-0.3706212,-0.0128019
46,0.6419717,0.55090284,"('uncompetitive', 'competitive')",0.6807275,0.63004595,-1.0144876,-1.0486025,0.1027372,0.0441154,-0.0586218
47,-0.06958009,0.03207273,"('stupid', 'smart')",1.0196428,1.0702183,5.265362,5.3572855,2.0718082,2.1531922,0.081384
48,0.55972755,0.4755102,"('unintelligent', 'intelligent')",0.24029598,0.17537042,0.59826565,0.5625619,0.4660964,0.4044809,-0.0616155
49,-0.3397897,-0.35635197,"('unable', 'able')",0.2190279,0.29910722,0.008969423,0.1429607,-0.0372641,0.028572,0.0658361
50,0.009997055,0.048902713,"('clumsy', 'skillful')",0.9695536,0.9691744,0.3169497,0.24302863,0.4321668,0.4203686,-0.0117982
51,-0.07263024,-0.12025904,"('uneducated', 'educated')",0.083367854,-0.0219668,0.35893157,0.29772827,0.1232231,0.0518341,-0.071389
52,-0.24451886,-0.301576,"('irrational', 'rational')",0.04869485,-0.11178458,0.77761954,0.6417335,0.1939318,0.0761243,-0.1178075
53,-0.7372936,-0.786793,"('uncreative', 'creative')",-0.77676666,-0.8496574,0.7479959,0.67915285,-0.2553548,-0.3190992,-0.0637444
54,-0.41123307,-0.42485052,"('incapable', 'capable')",0.22134349,0.17190328,1.2202278,1.319447,0.3434461,0.3554999,0.0120538
55,1.211185,1.1368412,"('incompetent', 'clever')",0.041537426,-0.054763213,-0.42953888,-0.4082312,0.2743945,0.2246156,-0.0497789
56,0.3722545,0.32957694,"('impractical', 'practical')",-0.32164982,-0.314742,-0.9770424,-0.93979084,-0.3088126,-0.3083186,0.000494
57,-0.7446781,-0.81076014,"('unimaginative', 'imaginative')",-0.7673139,-0.78754795,-2.5916367,-2.612946,-1.3678762,-1.4037514,-0.0358752
58,-0.42663562,-0.48049968,"('undiscriminating', 'discriminating')",-0.13222595,-0.19425055,-0.21608134,-0.2777329,-0.2583143,-0.3174944,-0.0591801
59,-0.33648697,-0.3026685,"('foolish', 'wise')",0.20901473,0.18427354,0.7697861,0.75743854,0.2141046,0.2130145,-0.0010901
