,mouser_male,mouser_female,tuple,average_male,average_female,female-male
0,0.17081237,-0.036062054,"('unsociable', 'sociable')",0.1708124,-0.0360621,-0.2068745
1,0.32278875,0.39902732,"('unfriendly', 'friendly')",0.3227887,0.3990273,0.0762386
2,-0.11130312,-0.059950538,"('unlikable', 'likable')",-0.1113031,-0.0599505,0.0513526
3,-0.5110538,-0.5353706,"('repellent', 'pleasant')",-0.5110538,-0.5353706,-0.0243168
4,-3.4807289,-3.4609933,"('disliked', 'liked')",-3.4807289,-3.4609933,0.0197356
5,-1.2244654,-1.0225635,"('distant', 'outgoing')",-1.2244654,-1.0225635,0.2019019
6,-1.4366099,-1.2364796,"('distant', 'open')",-1.4366099,-1.2364796,0.2001303
7,0.53578335,0.48612034,"('insensitive', 'sensitive')",0.5357834,0.4861203,-0.0496631
8,0.51870286,0.5144622,"('unaffectionate', 'affectionate')",0.5187029,0.5144622,-0.0042407
9,0.55780315,0.54034233,"('unaffectionate', 'caring')",0.5578032,0.5403423,-0.0174609
10,0.13400689,-0.08929694,"('unsympathetic', 'sympathetic')",0.1340069,-0.0892969,-0.2233038
11,1.5638149,1.4628975,"('unhelpful', 'helpful')",1.5638149,1.4628975,-0.1009174
12,-0.94828004,-0.9268395,"('unsupportive', 'supportive')",-0.94828,-0.9268395,0.0214405
13,0.45400056,0.2379549,"('impolite', 'polite')",0.4540006,0.2379549,-0.2160457
14,0.45807683,0.24373676,"('antisocial', 'social')",0.4580768,0.2437368,-0.21434
15,1.1702033,1.1650887,"('boring', 'funny')",1.1702033,1.1650887,-0.0051146
16,-0.2973221,-0.28235948,"('unpopular', 'popular')",-0.2973221,-0.2823595,0.0149626
17,-0.008426085,0.025475841,"('nasty', 'nice')",-0.0084261,0.0254758,0.0339019
18,-0.7802151,-0.8298997,"('disagreeable', 'welcoming')",-0.7802151,-0.8298997,-0.0496846
19,-0.6716586,-0.5229014,"('inhospitable', 'hospitable')",-0.6716586,-0.5229014,0.1487572
20,0.69654334,0.62504363,"('rough', 'thoughtful')",0.6965433,0.6250436,-0.0714997
21,0.85210985,0.71626073,"('immoral', 'moral')",0.8521098,0.7162607,-0.1358491
22,-0.32373387,-0.48174128,"('untrustworthy', 'trustworthy')",-0.3237339,-0.4817413,-0.1580074
23,2.7972825,2.6330717,"('insincere', 'sincere')",2.7972825,2.6330717,-0.1642108
24,0.36611053,0.21390648,"('dishonest', 'honest')",0.3661105,0.2139065,-0.152204
25,0.37385964,0.4269737,"('egoistic', 'altruistic')",0.3738596,0.4269737,0.0531141
26,0.63042575,0.60298675,"('hardhearted', 'benevolent')",0.6304258,0.6029868,-0.027439
27,0.92593586,0.7852116,"('hardhearted', 'softhearted')",0.9259359,0.7852116,-0.1407243
28,0.9789012,0.85261816,"('disloyal', 'loyal')",0.9789012,0.8526182,-0.126283
29,-0.23905444,-0.27079034,"('unfair', 'fair')",-0.2390544,-0.2707903,-0.0317359
30,0.97488445,0.8107971,"('intolerant', 'tolerant')",0.9748845,0.8107971,-0.1640874
31,-1.5713121,-1.3436425,"('evil', 'good')",-1.5713121,-1.3436425,0.2276696
32,0.78076065,0.627191,"('unkind', 'kind')",0.7807606,0.627191,-0.1535696
33,0.09077904,0.13078551,"('wrong', 'right')",0.090779,0.1307855,0.0400065
34,1.9819556,2.1512578,"('mean', 'honorable')",1.9819556,2.1512578,0.1693022
35,-0.33419487,-0.17028493,"('corrupt', 'incorrupt')",-0.3341949,-0.1702849,0.16391
36,-0.7250387,-0.55156964,"('hostile', 'amicable')",-0.7250387,-0.5515696,0.1734691
37,0.51201046,0.4363761,"('fake', 'genuine')",0.5120105,0.4363761,-0.0756344
38,0.12902772,0.11940809,"('untruthful', 'truthful')",0.1290277,0.1194081,-0.0096196
39,0.7568992,0.7201436,"('exploitative', 'cooperative')",0.7568992,0.7201436,-0.0367556
40,-1.9457139,-1.9474013,"('stingy', 'generous')",-1.9457139,-1.9474013,-0.0016874
41,0.6212885,0.5263739,"('unforgiving', 'forgiving')",0.6212885,0.5263739,-0.0949146
42,-1.4265913,-1.5384184,"('unreliable', 'reliable')",-1.4265913,-1.5384184,-0.1118271
43,0.53072256,0.3955823,"('irresponsible', 'responsible')",0.5307226,0.3955823,-0.1351403
44,-1.1216627,-1.1295861,"('prejudiced', 'unprejudiced')",-1.1216627,-1.1295861,-0.0079234
45,0.14534138,0.045064643,"('incompetent', 'competent')",0.1453414,0.0450646,-0.1002768
46,-0.47249705,-0.6766594,"('uncompetitive', 'competitive')",-0.472497,-0.6766594,-0.2041624
47,2.3928971,2.4439604,"('stupid', 'smart')",2.3928971,2.4439604,0.0510633
48,0.94932544,0.8751307,"('unintelligent', 'intelligent')",0.9493254,0.8751307,-0.0741947
49,0.17377846,0.20789506,"('unable', 'able')",0.1737785,0.2078951,0.0341166
50,-0.13650922,-0.15060067,"('clumsy', 'skillful')",-0.1365092,-0.1506007,-0.0140915
51,0.404918,0.25160396,"('uneducated', 'educated')",0.404918,0.251604,-0.153314
52,-0.5343762,-0.46864164,"('irrational', 'rational')",-0.5343762,-0.4686416,0.0657346
53,-0.35080478,-0.35932857,"('uncreative', 'creative')",-0.3508048,-0.3593286,-0.0085238
54,-0.09168407,-0.023325264,"('incapable', 'capable')",-0.0916841,-0.0233253,0.0683588
55,1.4768093,1.3197335,"('incompetent', 'clever')",1.4768093,1.3197335,-0.1570758
56,1.6157182,1.446689,"('impractical', 'practical')",1.6157182,1.446689,-0.1690292
57,-1.0729666,-1.123714,"('unimaginative', 'imaginative')",-1.0729666,-1.123714,-0.0507474
58,0.38217974,0.35190234,"('undiscriminating', 'discriminating')",0.3821797,0.3519023,-0.0302774
59,0.0058970675,0.16374157,"('foolish', 'wise')",0.0058971,0.1637416,0.1578445
60,1.3044705,1.1210157,"('inefficient', 'efficient')",1.3044705,1.1210157,-0.1834548
61,0.58871305,0.4478469,"('illogical', 'logical')",0.588713,0.4478469,-0.1408661
62,0.47347867,0.41867095,"('incompetent', 'brilliant')",0.4734787,0.418671,-0.0548077
63,0.05603255,0.033064894,"('unperceptive', 'insightful')",0.0560325,0.0330649,-0.0229676
64,-3.0421906,-3.1073964,"('shy', 'confident')",-3.0421906,-3.1073964,-0.0652058
65,0.5776786,0.41313744,"('insecure', 'secure')",0.5776786,0.4131374,-0.1645412
66,-1.0701345,-0.9878885,"('inactive', 'active')",-1.0701345,-0.9878885,0.082246
67,0.25724778,0.24043223,"('doubtful', 'determined')",0.2572478,0.2404322,-0.0168156
68,-0.4075808,-0.4660607,"('dependent', 'independent')",-0.4075808,-0.4660607,-0.0584799
69,-1.2738212,-1.0364071,"('lazy', 'industrious')",-1.2738212,-1.0364071,0.2374141
70,0.14792702,-0.0546422,"('lethargic', 'energetic')",0.147927,-0.0546422,-0.2025692
71,0.2576618,0.36201382,"('diffident', 'self-confident')",0.2576618,0.3620138,0.104352
72,-0.4848226,-0.5208968,"('unambitious', 'ambitious')",-0.4848226,-0.5208968,-0.0360742
73,-1.6416831,-1.6156008,"('helpless', 'self-reliant')",-1.6416831,-1.6156008,0.0260823
74,0.55063015,0.3829722,"('undedicated', 'dedicated')",0.5506302,0.3829722,-0.167658
75,-0.9793272,-0.7970729,"('meek', 'impulsive')",-0.9793272,-0.7970729,0.1822543
76,0.30024856,0.12961888,"('anxious', 'daring')",0.3002486,0.1296189,-0.1706297
77,-0.8547339,-0.82437795,"('unmotivated', 'motivated')",-0.8547339,-0.824378,0.0303559
78,-0.028707996,-0.026520982,"('nonresilient', 'resilient')",-0.028708,-0.026521,0.002187
79,-1.2758362,-1.1342379,"('wavering', 'unwavering')",-1.2758362,-1.1342379,0.1415983
80,-0.16211085,-0.3019406,"('dominated', 'dominating')",-0.1621109,-0.3019406,-0.1398297
81,0.34722546,0.2562651,"('submissive', 'aggressive')",0.3472255,0.2562651,-0.0909604
82,1.9732908,1.992051,"('poor', 'rich')",1.9732908,1.992051,0.0187602
83,0.0019420125,-0.0433303,"('powerless', 'powerful')",0.001942,-0.0433303,-0.0452723
84,0.26608297,0.2835595,"('inferior', 'superior')",0.266083,0.2835595,0.0174765
85,-0.7742629,-0.5674559,"('insignificant', 'prestigious')",-0.7742629,-0.5674559,0.206807
86,-0.15527052,-0.32615438,"('uninfluential', 'influential')",-0.1552705,-0.3261544,-0.1708839
87,-0.0690071,-0.063045405,"('unsuccessful', 'successful')",-0.0690071,-0.0630454,0.0059617
88,-0.1365745,-0.16505645,"('low', 'eminent')",-0.1365745,-0.1650565,-0.028482
