,union_male,union_female,tuple,pacific_male,pacific_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.8994165,-0.94160306,"('unsociable', 'sociable')",-1.1674664,-1.1551287,-0.44420263,-0.5839103,-0.8370285,-0.8935473,-0.0565188
1,-0.03998365,-0.040731423,"('unfriendly', 'friendly')",0.73197883,0.62090373,1.4070363,1.2705396,0.6996771,0.616904,-0.0827731
2,0.22436047,0.24486685,"('unlikable', 'likable')",0.7680825,0.8600497,0.83136135,0.91728085,0.6079348,0.6740658,0.066131
3,-0.39568838,-0.16704056,"('repellent', 'pleasant')",-0.15856968,-0.014660567,0.88766044,0.90421575,0.1111341,0.2408382,0.1297041
4,0.017062671,-0.027786007,"('disliked', 'liked')",0.5428462,0.4949351,-6.739928,-6.7846494,-2.0600063,-2.1058334,-0.0458271
5,0.3986328,0.34982887,"('distant', 'outgoing')",-0.25045517,-0.35073224,-0.5642471,-0.541499,-0.1386898,-0.1808008,-0.042111
6,0.94067925,0.9571624,"('distant', 'open')",0.06314349,-0.020861614,-0.53008723,-0.502775,0.1579119,0.1445086,-0.0134033
7,-0.50185084,-0.35736066,"('insensitive', 'sensitive')",-0.5181014,-0.34591067,0.15855245,0.15668958,-0.2871333,-0.1821939,0.1049394
8,-0.46361738,-0.45952633,"('unaffectionate', 'affectionate')",-0.22943382,-0.33228716,0.4209522,0.37317207,-0.0906997,-0.1395471,-0.0488474
9,0.50168943,0.5869142,"('unaffectionate', 'caring')",-0.16315907,-0.21798733,1.1929609,1.1759797,0.5104971,0.5149689,0.0044718
10,-1.3147768,-1.0939202,"('unsympathetic', 'sympathetic')",-1.8182651,-1.6193898,-0.69611716,-0.7092098,-1.2763863,-1.1408399,0.1355464
11,-0.9722987,-0.994354,"('unhelpful', 'helpful')",-1.0002263,-0.84717,1.8622228,1.89991,-0.0367674,0.019462,0.0562294
12,-0.3830551,-0.22490123,"('unsupportive', 'supportive')",-0.3217836,-0.16624103,-2.0762649,-2.0786831,-0.9270345,-0.8232751,0.1037594
13,-1.6315762,-1.6435237,"('impolite', 'polite')",-1.1097425,-1.0380795,-0.81214416,-0.8736643,-1.1844877,-1.1850892,-0.0006015
14,-0.32909024,-0.2573699,"('antisocial', 'social')",-0.18520828,-0.040573362,0.12806794,0.054982238,-0.1287435,-0.080987,0.0477565
15,0.19641285,-0.014274413,"('boring', 'funny')",0.7627096,0.64859885,0.042295586,0.008349341,0.333806,0.2142246,-0.1195814
16,-0.30861148,-0.40618083,"('unpopular', 'popular')",-0.104828134,-0.22997391,0.43299687,0.2906946,0.0065191,-0.1151534,-0.1216725
17,0.52846056,0.58906364,"('nasty', 'nice')",-0.4902391,-0.478055,-0.45543015,-0.44429272,-0.1390696,-0.1110947,0.0279749
18,-0.6939975,-0.53159904,"('disagreeable', 'welcoming')",-0.034747735,0.09414839,-0.8238459,-0.85628814,-0.5175304,-0.4312463,0.0862841
19,-0.62128603,-0.5354554,"('inhospitable', 'hospitable')",-0.6189437,-0.5417962,-1.0386647,-0.9251356,-0.7596315,-0.6674624,0.0921691
20,-0.6920559,-0.57157856,"('rough', 'thoughtful')",-0.117574394,0.019566376,0.7091678,0.7471392,-0.0334875,0.0650423,0.0985298
21,-0.777647,-0.6802509,"('immoral', 'moral')",-0.37674254,-0.20834744,-0.5536153,-0.51443285,-0.569335,-0.467677,0.101658
22,-1.6793661,-1.6076379,"('untrustworthy', 'trustworthy')",-0.6903141,-0.6163177,-1.1247249,-1.0676409,-1.1648017,-1.0971988,0.0676029
23,-0.4396347,-0.42104232,"('insincere', 'sincere')",-0.646269,-0.54203516,5.8015275,5.6950054,1.5718746,1.5773093,0.0054347
24,-0.073901705,0.03999795,"('dishonest', 'honest')",-0.66534364,-0.6409204,0.5576082,0.602051,-0.0605457,0.0003762,0.0609219
25,0.94812393,0.8754811,"('egoistic', 'altruistic')",0.6290371,0.5116653,1.2882572,1.2489464,0.9551395,0.8786976,-0.0764419
26,1.2691252,1.21464,"('hardhearted', 'benevolent')",1.4951164,1.3965285,1.7991428,1.7065119,1.5211282,1.4392268,-0.0819014
27,0.35750562,0.4666341,"('hardhearted', 'softhearted')",-0.50692225,-0.48564434,0.5790522,0.5499338,0.1432119,0.1769745,0.0337626
28,-0.27977097,-0.3624888,"('disloyal', 'loyal')",-0.57722694,-0.67642015,1.0004972,0.86155754,0.0478331,-0.0591171,-0.1069502
29,-0.6261129,-0.7164921,"('unfair', 'fair')",-0.26352033,-0.28883728,-0.38129926,-0.46310112,-0.4236441,-0.4894768,-0.0658327
30,-1.4261469,-1.3397316,"('intolerant', 'tolerant')",-0.99246055,-0.93983954,0.61369354,0.57207423,-0.601638,-0.5691656,0.0324724
31,0.045126714,0.08999772,"('evil', 'good')",0.41527724,0.38105297,-0.9329304,-0.9357278,-0.1575088,-0.1548924,0.0026164
32,-0.50453347,-0.5285268,"('unkind', 'kind')",-0.218562,-0.22056258,0.79537964,0.6242019,0.0240947,-0.0416292,-0.0657239
33,0.43701562,0.31179738,"('wrong', 'right')",0.9235184,0.8395531,-0.32102907,-0.36194015,0.3465017,0.2631368,-0.0833649
34,-0.47700006,-0.34388158,"('mean', 'honorable')",-0.57350093,-0.4016948,5.0895433,5.265288,1.3463475,1.5065705,0.160223
35,0.008999214,-0.23234594,"('corrupt', 'incorrupt')",-0.5078928,-0.74909365,-0.67268634,-0.75255626,-0.3905266,-0.5779986,-0.187472
36,-0.026067372,-0.08111963,"('hostile', 'amicable')",0.04877936,-0.07106438,-0.4688506,-0.5697114,-0.1487129,-0.2406318,-0.0919189
37,-0.0768136,-0.02766991,"('fake', 'genuine')",-0.64182246,-0.5761389,-0.2164128,-0.20498253,-0.3116829,-0.2695971,0.0420858
38,-0.23581645,-0.2953062,"('untruthful', 'truthful')",-0.031215064,-0.008294813,0.11584813,0.17413104,-0.0503945,-0.0431567,0.0072378
39,0.13885084,0.2364189,"('exploitative', 'cooperative')",0.5404816,0.7091327,0.23527211,0.33866715,0.3048682,0.4280729,0.1232047
40,0.47133645,0.5710256,"('stingy', 'generous')",0.37482196,0.4005287,-2.1980467,-2.3415,-0.4506294,-0.4566486,-0.0060192
41,-1.0926288,-1.0118234,"('unforgiving', 'forgiving')",0.1315366,0.23675416,-0.014136357,-0.083680354,-0.3250762,-0.2862499,0.0388263
42,0.22258678,0.30611643,"('unreliable', 'reliable')",0.22398508,0.39485577,-3.0963104,-2.9854667,-0.8832462,-0.7614981,0.1217481
43,-0.5779288,-0.4174273,"('irresponsible', 'responsible')",-1.4717075,-1.2732556,0.24662544,0.3060697,-0.6010036,-0.4615377,0.1394659
44,-0.053497635,-0.063947074,"('prejudiced', 'unprejudiced')",-0.922291,-0.85256267,-1.367597,-1.3508892,-0.7811286,-0.7557996,0.025329
45,-1.5628453,-1.4173301,"('incompetent', 'competent')",-0.9590244,-0.74137163,-0.16491498,-0.16496667,-0.8955949,-0.7745562,0.1210387
46,-1.712895,-1.5870575,"('uncompetitive', 'competitive')",-0.75381404,-0.5278199,-1.3017538,-1.3178444,-1.2561543,-1.1442405,0.1119138
47,-0.78834015,-0.76150256,"('stupid', 'smart')",-0.21929732,-0.13762124,5.544934,5.6152678,1.5124321,1.572048,0.0596159
48,-0.9622305,-0.9288239,"('unintelligent', 'intelligent')",-0.3817261,-0.34071457,0.67757064,0.6325164,-0.2221286,-0.2123407,0.0097879
49,-1.5934353,-1.576729,"('unable', 'able')",-0.8887246,-0.6632351,-0.5675859,-0.4680769,-1.0165819,-0.9026804,0.1139015
