,founder_male,founder_female,tuple,average_male,average_female,female-male
0,1.107713,0.82180476,"('unsociable', 'sociable')",1.107713,0.8218048,-0.2859082
1,0.97025156,1.0472381,"('unfriendly', 'friendly')",0.9702516,1.0472381,0.0769865
2,0.14199159,0.16482654,"('unlikable', 'likable')",0.1419916,0.1648265,0.0228349
3,1.0645702,1.0838039,"('repellent', 'pleasant')",1.0645702,1.0838039,0.0192337
4,-6.77985,-6.950525,"('disliked', 'liked')",-6.77985,-6.9505248,-0.1706748
5,-1.7625151,-1.5073489,"('distant', 'outgoing')",-1.7625151,-1.5073489,0.2551662
6,-1.6025814,-1.282578,"('distant', 'open')",-1.6025814,-1.282578,0.3200034
7,1.8525981,1.7514762,"('insensitive', 'sensitive')",1.8525981,1.7514762,-0.1011219
8,0.75118995,0.8372438,"('unaffectionate', 'affectionate')",0.7511899,0.8372438,0.0860539
9,1.7793695,1.9627385,"('unaffectionate', 'caring')",1.7793695,1.9627385,0.183369
10,1.6806401,1.5405679,"('unsympathetic', 'sympathetic')",1.6806401,1.5405679,-0.1400722
11,2.8553956,2.7449355,"('unhelpful', 'helpful')",2.8553956,2.7449355,-0.1104601
12,-0.7124472,-0.74211687,"('unsupportive', 'supportive')",-0.7124472,-0.7421169,-0.0296697
13,1.0365211,0.7424685,"('impolite', 'polite')",1.0365211,0.7424685,-0.2940526
14,1.2725613,0.9769597,"('antisocial', 'social')",1.2725613,0.9769597,-0.2956016
15,0.1998329,0.1743107,"('boring', 'funny')",0.1998329,0.1743107,-0.0255222
16,-0.6328361,-0.5833695,"('unpopular', 'popular')",-0.6328361,-0.5833695,0.0494666
17,-0.56284696,-0.44419032,"('nasty', 'nice')",-0.562847,-0.4441903,0.1186567
18,-0.08547177,-0.10259549,"('disagreeable', 'welcoming')",-0.0854718,-0.1025955,-0.0171237
19,-0.94195205,-0.73949325,"('inhospitable', 'hospitable')",-0.941952,-0.7394933,0.2024587
20,0.88710433,0.7889779,"('rough', 'thoughtful')",0.8871043,0.7889779,-0.0981264
21,0.96792907,0.8273326,"('immoral', 'moral')",0.9679291,0.8273326,-0.1405965
22,0.24219543,0.05874382,"('untrustworthy', 'trustworthy')",0.2421954,0.0587438,-0.1834516
23,7.368243,7.361252,"('insincere', 'sincere')",7.3682432,7.3612518,-0.0069914
24,1.9453491,1.8280122,"('dishonest', 'honest')",1.9453491,1.8280122,-0.1173369
25,0.63860255,0.7277938,"('egoistic', 'altruistic')",0.6386026,0.7277938,0.0891912
26,0.6696368,0.5140847,"('hardhearted', 'benevolent')",0.6696368,0.5140847,-0.1555521
27,1.43196,1.3890082,"('hardhearted', 'softhearted')",1.43196,1.3890082,-0.0429518
28,1.5099984,1.4177922,"('disloyal', 'loyal')",1.5099984,1.4177922,-0.0922062
29,-1.1403159,-1.194536,"('unfair', 'fair')",-1.1403159,-1.194536,-0.0542201
30,1.5295427,1.5456676,"('intolerant', 'tolerant')",1.5295427,1.5456676,0.0161249
31,-2.5432854,-2.2060022,"('evil', 'good')",-2.5432854,-2.2060022,0.3372832
32,2.1213946,1.8317349,"('unkind', 'kind')",2.1213946,1.8317349,-0.2896597
33,-0.6226886,-0.6542681,"('wrong', 'right')",-0.6226886,-0.6542681,-0.0315795
34,5.080525,5.439336,"('mean', 'honorable')",5.0805249,5.4393358,0.3588109
35,-1.8192593,-1.8407376,"('corrupt', 'incorrupt')",-1.8192593,-1.8407376,-0.0214783
36,-1.6288602,-1.569777,"('hostile', 'amicable')",-1.6288602,-1.569777,0.0590832
37,1.3414636,1.3678126,"('fake', 'genuine')",1.3414636,1.3678126,0.026349
38,0.4981907,0.48252773,"('untruthful', 'truthful')",0.4981907,0.4825277,-0.015663
39,0.67113775,0.5812543,"('exploitative', 'cooperative')",0.6711378,0.5812543,-0.0898835
40,-1.2451614,-1.4008114,"('stingy', 'generous')",-1.2451614,-1.4008114,-0.15565
41,0.78934413,0.48612022,"('unforgiving', 'forgiving')",0.7893441,0.4861202,-0.3032239
42,-2.3607697,-2.456707,"('unreliable', 'reliable')",-2.3607697,-2.456707,-0.0959373
43,1.6610758,1.6672072,"('irresponsible', 'responsible')",1.6610758,1.6672072,0.0061314
44,-1.4916393,-1.4590658,"('prejudiced', 'unprejudiced')",-1.4916393,-1.4590658,0.0325735
45,0.67270756,0.47342208,"('incompetent', 'competent')",0.6727076,0.4734221,-0.1992855
46,0.21819223,-0.037118413,"('uncompetitive', 'competitive')",0.2181922,-0.0371184,-0.2553106
47,4.880563,5.075786,"('stupid', 'smart')",4.8805628,5.0757861,0.1952233
48,1.1595373,0.96419793,"('unintelligent', 'intelligent')",1.1595373,0.9641979,-0.1953394
49,-0.095877595,0.10088073,"('unable', 'able')",-0.0958776,0.1008807,0.1967583
50,-0.3267681,-0.35833025,"('clumsy', 'skillful')",-0.3267681,-0.3583302,-0.0315621
51,2.017064,1.6843344,"('uneducated', 'educated')",2.0170641,1.6843344,-0.3327297
52,-1.6359111,-1.6665165,"('irrational', 'rational')",-1.6359111,-1.6665165,-0.0306054
53,-0.18403935,-0.20587823,"('uncreative', 'creative')",-0.1840394,-0.2058782,-0.0218388
54,0.7001816,0.913446,"('incapable', 'capable')",0.7001816,0.913446,0.2132644
55,2.1174297,1.9363309,"('incompetent', 'clever')",2.1174297,1.9363309,-0.1810988
56,1.2569703,1.1004548,"('impractical', 'practical')",1.2569703,1.1004548,-0.1565155
57,-2.5714517,-2.7645192,"('unimaginative', 'imaginative')",-2.5714517,-2.7645192,-0.1930675
58,0.15824668,0.17110309,"('undiscriminating', 'discriminating')",0.1582467,0.1711031,0.0128564
59,-1.0755982,-0.9929206,"('foolish', 'wise')",-1.0755982,-0.9929206,0.0826776
60,1.8421416,1.7829449,"('inefficient', 'efficient')",1.8421416,1.7829449,-0.0591967
61,0.43989217,0.13616583,"('illogical', 'logical')",0.4398922,0.1361658,-0.3037264
62,1.6706827,1.635897,"('incompetent', 'brilliant')",1.6706827,1.635897,-0.0347857
63,1.1786199,1.095376,"('unperceptive', 'insightful')",1.1786199,1.095376,-0.0832439
64,-5.7056184,-5.8725624,"('shy', 'confident')",-5.7056184,-5.8725624,-0.166944
65,0.77976793,0.5567299,"('insecure', 'secure')",0.7797679,0.5567299,-0.223038
66,-0.76872015,-0.73602647,"('inactive', 'active')",-0.7687201,-0.7360265,0.0326936
67,-0.21478103,-0.14854448,"('doubtful', 'determined')",-0.214781,-0.1485445,0.0662365
68,-0.74021167,-0.6662606,"('dependent', 'independent')",-0.7402117,-0.6662606,0.0739511
69,-2.8740516,-2.7294369,"('lazy', 'industrious')",-2.8740516,-2.7294369,0.1446147
70,1.9419212,1.7170855,"('lethargic', 'energetic')",1.9419212,1.7170855,-0.2248357
71,0.0399357,0.19056395,"('diffident', 'self-confident')",0.0399357,0.1905639,0.1506282
72,0.75791335,0.8173133,"('unambitious', 'ambitious')",0.7579134,0.8173133,0.0593999
73,-2.813824,-2.6196277,"('helpless', 'self-reliant')",-2.8138239,-2.6196277,0.1941962
74,0.6472786,0.48333055,"('undedicated', 'dedicated')",0.6472786,0.4833305,-0.1639481
75,-1.7858942,-1.5682938,"('meek', 'impulsive')",-1.7858942,-1.5682938,0.2176004
76,0.6687156,0.47002834,"('anxious', 'daring')",0.6687156,0.4700283,-0.1986873
77,-0.58838177,-0.5365198,"('unmotivated', 'motivated')",-0.5883818,-0.5365198,0.051862
78,-0.7014003,-0.70353276,"('nonresilient', 'resilient')",-0.7014003,-0.7035328,-0.0021325
79,-1.2683634,-1.1753333,"('wavering', 'unwavering')",-1.2683634,-1.1753333,0.0930301
80,0.7847638,0.4917853,"('dominated', 'dominating')",0.7847638,0.4917853,-0.2929785
81,0.79326344,0.5913931,"('submissive', 'aggressive')",0.7932634,0.5913931,-0.2018703
82,6.039721,6.2006416,"('poor', 'rich')",6.039721,6.2006416,0.1609206
83,-0.16522054,-0.22013327,"('powerless', 'powerful')",-0.1652205,-0.2201333,-0.0549128
84,-0.15647517,-0.053290606,"('inferior', 'superior')",-0.1564752,-0.0532906,0.1031846
85,-1.4517148,-1.3574901,"('insignificant', 'prestigious')",-1.4517148,-1.3574901,0.0942247
86,1.7711358,1.4814386,"('uninfluential', 'influential')",1.7711358,1.4814386,-0.2896972
87,0.30873543,0.2903571,"('unsuccessful', 'successful')",0.3087354,0.2903571,-0.0183783
88,0.4972342,0.3496084,"('low', 'eminent')",0.4972342,0.3496084,-0.1476258
