,marsh_male,marsh_female,tuple,&_male,&_female,mclennan_male,mclennan_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.13650319,-0.24021603,"('unsociable', 'sociable')",0.7714424,0.72289,-2.6207244,-2.8079655,-0.21766955,-0.3894013,-0.57392097,-0.65799147,-0.5554751,-0.6745368,-0.1190617
1,0.23158291,0.09357427,"('unfriendly', 'friendly')",-1.1448253,-1.1387286,-1.8339673,-1.9079493,-0.65389407,-0.8149447,2.1799588,2.0331888,-0.244229,-0.3469719,-0.1027429
2,-0.5898718,-0.5270946,"('unlikable', 'likable')",0.79029477,0.9104276,0.07350415,0.113364205,0.89492595,0.9451872,0.5251577,0.644531,0.3388021,0.4172831,0.078481
3,-0.40798473,-0.24482562,"('repellent', 'pleasant')",0.101317175,0.1741259,-1.4489037,-1.3809359,0.14831267,0.16719411,-0.2815076,-0.21082753,-0.3777532,-0.2990538,0.0786994
4,-0.40034464,-0.50404674,"('disliked', 'liked')",0.22365144,0.10396674,0.78731775,0.7049369,-0.49796152,-0.56708676,-5.6713777,-5.668115,-1.111743,-1.186069,-0.074326
5,0.02736818,0.0529318,"('distant', 'outgoing')",-0.84065336,-0.86586577,1.4929062,1.50667,-1.0425763,-1.0302855,0.022690803,0.012502924,-0.0680529,-0.0648093,0.0032436
6,0.47287583,0.52225834,"('distant', 'open')",-0.906952,-0.85713917,1.5829248,1.6115717,-1.015065,-1.0245646,0.95823497,0.91133773,0.2184037,0.2326928,0.0142891
7,1.2576393,1.3251592,"('insensitive', 'sensitive')",0.121416345,0.27003735,-1.3697196,-1.374718,-0.36980525,-0.40886787,0.68073404,0.6883334,0.064053,0.0999888,0.0359358
8,0.61217105,0.55845904,"('unaffectionate', 'affectionate')",-0.5278795,-0.45143524,0.053465158,0.0064181015,-1.0675231,-1.0953507,0.9112526,0.7956122,-0.0037028,-0.0372593,-0.0335565
9,0.94302136,0.93034095,"('unaffectionate', 'caring')",-0.46405607,-0.3729319,-0.32392162,-0.3777414,-0.39479256,-0.5060227,1.4376178,1.3452324,0.2395738,0.2037755,-0.0357983
10,-0.012164444,0.05186401,"('unsympathetic', 'sympathetic')",0.28400642,0.37218773,-3.591261,-3.6393845,-0.4399349,-0.5862969,-0.33665282,-0.34301788,-0.8192014,-0.8289295,-0.0097281
11,-0.13309331,-0.10467951,"('unhelpful', 'helpful')",-0.86577195,-0.74463,-2.243852,-2.1880817,-0.16314536,-0.22381118,1.6229867,1.6455797,-0.3565752,-0.3231245,0.0334507
12,0.7792561,0.8087988,"('unsupportive', 'supportive')",0.6529899,0.8478271,-0.9216159,-0.88691735,-0.65134454,-0.6471351,-1.5417113,-1.469927,-0.3364851,-0.2694707,0.0670144
13,-0.0790821,-0.100420855,"('impolite', 'polite')",0.2559723,0.32129338,-1.9944464,-1.973968,0.30673712,0.299905,-0.5714681,-0.5780701,-0.4164574,-0.4062521,0.0102053
14,0.0008395873,-0.0031814352,"('antisocial', 'social')",1.2458271,1.2744828,-1.9300854,-1.9175131,0.37597293,0.30694354,-1.0850748,-1.0713028,-0.2785041,-0.2821142,-0.0036101
15,0.20597522,0.13910359,"('boring', 'funny')",0.33402026,0.2610247,-0.35871616,-0.4173638,0.45318636,0.42771623,0.60562783,0.5935267,0.2480187,0.2008015,-0.0472172
16,-0.9600591,-0.96568197,"('unpopular', 'popular')",-0.09243354,0.021326438,0.14518179,0.084915124,-0.3077016,-0.33553037,0.7732638,0.7254318,-0.0883497,-0.0939078,-0.0055581
17,0.08600893,0.07591447,"('nasty', 'nice')",0.33089724,0.40386114,-0.31696635,-0.28437427,-0.8070449,-0.7507454,-0.588136,-0.5368533,-0.2590482,-0.2184395,0.0406087
18,-0.9290323,-0.97106016,"('disagreeable', 'welcoming')",0.12311286,0.34496003,0.14526145,0.20030977,-1.9293009,-1.8683262,-0.48454136,-0.5234318,-0.6149001,-0.5635097,0.0513904
19,-0.06286287,-0.0048002675,"('inhospitable', 'hospitable')",-1.1859927,-1.001501,0.58165175,0.6095682,-0.90666693,-0.8931901,0.059483368,0.10526754,-0.3028775,-0.2369311,0.0659464
20,-0.69169855,-0.66689754,"('rough', 'thoughtful')",0.87841594,0.9240466,-0.7060562,-0.65433776,-0.20182121,-0.17362517,1.1944221,1.1628343,0.0946524,0.1184041,0.0237517
21,0.125855,0.16605803,"('immoral', 'moral')",0.8351571,0.9713163,-2.8668008,-2.8930755,-0.5686261,-0.5931892,-1.2739239,-1.2273233,-0.7496677,-0.7152427,0.034425
22,0.27682108,0.24482395,"('untrustworthy', 'trustworthy')",0.1789358,0.17356484,-1.2410431,-1.2590414,-0.6957936,-0.72834325,-1.252662,-1.2404579,-0.5467484,-0.5618908,-0.0151424
23,-0.5562987,-0.58373964,"('insincere', 'sincere')",-0.522425,-0.4013521,-2.174046,-2.2314994,-0.8417525,-0.9162164,5.1311665,4.962458,0.2073288,0.1659301,-0.0413987
24,0.6274204,0.59775823,"('dishonest', 'honest')",-0.48645857,-0.4118209,-1.4417216,-1.4755192,-0.75368273,-0.77500045,0.7626741,0.6945484,-0.2583537,-0.2740068,-0.0156531
25,-0.075558454,-0.15136373,"('egoistic', 'altruistic')",-0.5440478,-0.5088479,0.69572043,0.64590806,0.12927517,0.104090236,1.3759395,1.2902999,0.3162658,0.2760173,-0.0402485
26,0.25518468,0.13315679,"('hardhearted', 'benevolent')",1.1386523,1.0866992,-0.16822842,-0.2201108,1.3096853,1.2283527,1.681822,1.6178353,0.8434232,0.7691866,-0.0742366
27,0.80665374,0.8083534,"('hardhearted', 'softhearted')",-1.0329185,-0.878194,-1.302395,-1.2362847,-0.22172599,-0.19163635,1.6158676,1.4954065,-0.0269036,-0.000471,0.0264326
28,0.44649416,0.36690724,"('disloyal', 'loyal')",0.18967986,0.18695033,-0.90155214,-1.0718684,-0.2926225,-0.57181555,1.0243895,0.7989648,0.0932778,-0.0581723,-0.1514501
29,0.12333984,0.14080071,"('unfair', 'fair')",-0.1555371,-0.22300589,0.22228137,0.16293453,-1.2506794,-1.274938,-0.553726,-0.67158806,-0.3228642,-0.3731593,-0.0502951
30,0.3835736,0.38162747,"('intolerant', 'tolerant')",-0.4696103,-0.34903777,-2.0011098,-1.9920734,0.05275686,0.010272697,0.8787292,0.89046973,-0.2311321,-0.2117483,0.0193838
31,0.10669033,0.06893708,"('evil', 'good')",-1.2961973,-1.2385771,1.536808,1.5547103,-0.017312208,0.0169854,-0.2873701,-0.33907276,0.0085237,0.0125966,0.0040729
32,-0.7603992,-0.83189297,"('unkind', 'kind')",-0.0068239346,0.10604877,-1.8827486,-1.9762926,0.089567706,0.027997255,0.69134736,0.58581173,-0.3738113,-0.4176656,-0.0438543
33,0.5499092,0.54631984,"('wrong', 'right')",-0.3514574,-0.33543968,1.5176601,1.4664942,0.08018404,0.04456897,-0.11664729,-0.17480789,0.3359297,0.3094271,-0.0265026
34,-0.9601779,-0.93885815,"('mean', 'honorable')",-0.5956774,-0.3951426,-1.0640982,-1.0440896,0.037304778,0.08867692,5.9241514,5.9250636,0.6683005,0.72713,0.0588295
