,dollar_male,dollar_female,tuple,tree_male,tree_female,inc_male,inc_female,average_male,average_female,female-male
0,0.08659366,0.00037206337,"('unsociable', 'sociable')",1.3510344,1.2077572,-0.16450877,-0.31722534,0.4243731,0.296968,-0.1274051
1,0.37689164,0.22497183,"('unfriendly', 'friendly')",-0.4451746,-0.60828865,2.3073654,2.1721838,0.7463608,0.596289,-0.1500718
2,0.80400735,0.85164976,"('unlikable', 'likable')",-0.14149472,-0.15359604,0.541691,0.61364746,0.4014012,0.4372337,0.0358325
3,-1.0435121,-0.90705353,"('repellent', 'pleasant')",0.51176864,0.636097,0.1262848,0.23470072,-0.1351529,-0.0120853,0.1230676
4,-0.0010648239,0.09614688,"('disliked', 'liked')",-1.2678088,-1.3174781,-6.5483427,-6.6109934,-2.6057388,-2.6107748,-0.005036
5,0.27954224,0.32176575,"('distant', 'outgoing')",-1.671917,-1.6639757,0.18686327,0.25980255,-0.4018372,-0.3608025,0.0410347
6,0.25741273,0.33267948,"('distant', 'open')",-2.0229194,-2.0155866,0.59382826,0.65828764,-0.3905595,-0.3415398,0.0490197
7,0.36522877,0.32669345,"('insensitive', 'sensitive')",1.0868428,1.2582587,0.6736538,0.7091258,0.7085751,0.7646926,0.0561175
8,0.68756974,0.52285814,"('unaffectionate', 'affectionate')",-0.2742276,-0.42805824,1.0363941,1.0019917,0.4832454,0.3655972,-0.1176482
9,1.6631643,1.5504823,"('unaffectionate', 'caring')",0.47460634,0.44925898,1.491939,1.6154858,1.2099032,1.2050757,-0.0048275
10,-0.08809589,-0.14120845,"('unsympathetic', 'sympathetic')",1.1965023,1.3173993,-0.34943953,-0.30945656,0.252989,0.2889114,0.0359224
11,0.726082,0.7935992,"('unhelpful', 'helpful')",1.321162,1.5103618,2.1918833,2.378626,1.4130424,1.5608624,0.14782
12,0.71168077,0.8229441,"('unsupportive', 'supportive')",1.065986,1.3079956,-1.6794115,-1.572308,0.0327518,0.1862106,0.1534588
13,0.9145855,0.873754,"('impolite', 'polite')",1.1808162,1.1653392,-0.45187268,-0.50239086,0.547843,0.5122341,-0.0356089
14,0.22269164,0.23096906,"('antisocial', 'social')",1.6887732,1.6685873,-0.59366983,-0.6826308,0.439265,0.4056419,-0.0336231
15,0.83749455,0.7055188,"('boring', 'funny')",-0.21796283,-0.2743028,0.4741806,0.40724283,0.3645708,0.2794863,-0.0850845
16,-1.3111228,-1.2178769,"('unpopular', 'popular')",-1.4959033,-1.5005878,0.31933236,0.3377609,-0.8292312,-0.793568,0.0356632
17,0.2929087,0.4877538,"('nasty', 'nice')",-0.06527141,0.025351949,-0.37395087,-0.32459942,-0.0487712,0.0628354,0.1116066
