,transocean_male,transocean_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-1.3972358,-1.4065063,"('unsociable', 'sociable')",-0.23572756,-0.30039582,-0.8164816,-0.8534511,-0.0369695
1,-1.6890429,-1.7815557,"('unfriendly', 'friendly')",1.7423977,1.5904347,0.0266774,-0.0955605,-0.1222379
2,0.3560951,0.38091052,"('unlikable', 'likable')",0.6487879,0.770208,0.5024415,0.5755593,0.0731178
3,-0.4989319,-0.42033944,"('repellent', 'pleasant')",0.47705778,0.6247112,-0.0109371,0.1021859,0.113123
4,0.66645575,0.5870641,"('disliked', 'liked')",-3.395741,-3.3418338,-1.3646426,-1.3773849,-0.0127423
5,-0.22781101,-0.26175013,"('distant', 'outgoing')",-0.23947474,-0.3246556,-0.2336429,-0.2932029,-0.05956
6,-0.3560087,-0.42312568,"('distant', 'open')",0.10631181,-0.034923367,-0.1248484,-0.2290245,-0.1041761
7,-0.64232,-0.60004616,"('insensitive', 'sensitive')",0.28386047,0.39748603,-0.1792298,-0.1012801,0.0779497
8,-1.0765239,-1.1218781,"('unaffectionate', 'affectionate')",0.36350125,0.16752031,-0.3565113,-0.4771789,-0.1206676
9,-1.3609706,-1.3682611,"('unaffectionate', 'caring')",0.7500013,0.6396868,-0.3054847,-0.3642871,-0.0588024
10,-2.9224396,-2.8294172,"('unsympathetic', 'sympathetic')",0.051701903,0.14293557,-1.4353688,-1.3432409,0.0921279
11,-1.2796153,-1.1478499,"('unhelpful', 'helpful')",1.237073,1.2927396,-0.0212712,0.0724449,0.0937161
12,-0.85409695,-0.76408595,"('unsupportive', 'supportive')",-1.1584424,-1.1145562,-1.0062697,-0.939321,0.0669487
13,-0.9281611,-0.9062147,"('impolite', 'polite')",-0.5222967,-0.4975934,-0.7252289,-0.7019041,0.0233248
14,-0.3269662,-0.22685704,"('antisocial', 'social')",0.29275247,0.48140845,-0.0171069,0.1272757,0.1443826
15,0.55029505,0.4731466,"('boring', 'funny')",0.4689716,0.47182968,0.5096333,0.4724881,-0.0371452
16,0.082005605,0.07001616,"('unpopular', 'popular')",0.32232434,0.38213518,0.202165,0.2260757,0.0239107
17,-0.3358166,-0.3094687,"('nasty', 'nice')",-0.11202561,-0.1165593,-0.2239211,-0.213014,0.0109071
18,-0.44075274,-0.43895456,"('disagreeable', 'welcoming')",-1.015617,-1.0511866,-0.7281849,-0.7450706,-0.0168857
19,-1.3965442,-1.4382149,"('inhospitable', 'hospitable')",-0.77980924,-0.87058175,-1.0881767,-1.1543983,-0.0662216
20,0.1586534,0.2554475,"('rough', 'thoughtful')",1.1686202,1.1947409,0.6636368,0.7250942,0.0614574
21,-1.5971819,-1.5179918,"('immoral', 'moral')",-0.8590266,-0.74953026,-1.2281042,-1.133761,0.0943432
22,-1.0754222,-1.0579913,"('untrustworthy', 'trustworthy')",0.0023365468,0.06403877,-0.5365428,-0.4969763,0.0395665
23,-1.6291367,-1.5599456,"('insincere', 'sincere')",4.303062,4.2226076,1.3369627,1.331331,-0.0056317
24,-1.8399849,-1.8393384,"('dishonest', 'honest')",0.5604085,0.5187135,-0.6397882,-0.6603125,-0.0205243
25,0.5101393,0.44900954,"('egoistic', 'altruistic')",0.59872425,0.47613835,0.5544318,0.4625739,-0.0918579
26,0.19797613,0.13955717,"('hardhearted', 'benevolent')",2.380066,2.3205936,1.289021,1.2300754,-0.0589456
27,-0.84451693,-0.7691923,"('hardhearted', 'softhearted')",0.103496805,-0.007705521,-0.3705101,-0.3884489,-0.0179388
28,-0.93614715,-0.97895443,"('disloyal', 'loyal')",0.6524926,0.5169089,-0.1418273,-0.2310228,-0.0891955
29,0.07843096,0.064401224,"('unfair', 'fair')",-0.4729689,-0.53891647,-0.197269,-0.2372576,-0.0399886
30,-0.80432713,-0.7535029,"('intolerant', 'tolerant')",1.1825061,1.2447999,0.1890895,0.2456485,0.056559
31,0.42413604,0.35199094,"('evil', 'good')",-0.38879636,-0.5033891,0.0176698,-0.0756991,-0.0933689
32,-1.0089095,-1.0067841,"('unkind', 'kind')",0.61157775,0.5041828,-0.1986659,-0.2513006,-0.0526347
33,0.9464165,0.8453512,"('wrong', 'right')",-0.28016043,-0.39232248,0.333128,0.2265144,-0.1066136
34,-0.14307937,-0.01611811,"('mean', 'honorable')",4.3964067,4.459513,2.1266637,2.2216976,0.0950339
35,1.0579286,0.91709405,"('corrupt', 'incorrupt')",-0.5437018,-0.77603656,0.2571134,0.0705287,-0.1865847
36,0.4336446,0.3093213,"('hostile', 'amicable')",0.315664,0.13352117,0.3746543,0.2214212,-0.1532331
37,-0.13096848,-0.11131482,"('fake', 'genuine')",-0.16797543,-0.17845945,-0.149472,-0.1448871,0.0045849
38,-0.73824465,-0.78638107,"('untruthful', 'truthful')",0.44845852,0.5095689,-0.1448931,-0.1384061,0.006487
39,0.5636918,0.6035665,"('exploitative', 'cooperative')",0.17615274,0.1609389,0.3699223,0.3822527,0.0123304
40,0.50290334,0.5347468,"('stingy', 'generous')",-1.0164456,-0.9977906,-0.2567711,-0.2315219,0.0252492
41,-1.0781344,-1.0164232,"('unforgiving', 'forgiving')",0.45157743,0.4498877,-0.3132785,-0.2832678,0.0300107
42,0.48282313,0.51618034,"('unreliable', 'reliable')",-1.9078064,-1.7631979,-0.7124916,-0.6235088,0.0889828
43,-1.8658632,-1.7843856,"('irresponsible', 'responsible')",0.9041934,0.9544561,-0.4808349,-0.4149647,0.0658702
44,1.1857888,1.2042406,"('prejudiced', 'unprejudiced')",-1.6429446,-1.6023582,-0.2285779,-0.1990588,0.0295191
45,-1.3370816,-1.2303853,"('incompetent', 'competent')",0.8279863,0.9394066,-0.2545476,-0.1454894,0.1090582
46,-1.4414225,-1.3464162,"('uncompetitive', 'competitive')",0.10098549,0.11961929,-0.6702185,-0.6133985,0.05682
47,-0.21654524,-0.06742376,"('stupid', 'smart')",4.5841193,4.663846,2.1837871,2.2982111,0.114424
48,-0.36401865,-0.32493156,"('unintelligent', 'intelligent')",0.76539165,0.7925319,0.2006865,0.2338002,0.0331137
49,-0.98905957,-0.8874501,"('unable', 'able')",-0.2995625,-0.19880137,-0.6443111,-0.5431257,0.1011854
50,0.45873308,0.45475405,"('clumsy', 'skillful')",-0.80445915,-0.79040164,-0.172863,-0.1678238,0.0050392
51,-1.0279802,-1.0432664,"('uneducated', 'educated')",0.4435012,0.42782086,-0.2922395,-0.3077228,-0.0154833
52,-0.16311483,-0.25525466,"('irrational', 'rational')",-0.6956967,-0.8349795,-0.4294058,-0.5451171,-0.1157113
53,-0.8367676,-0.90742344,"('uncreative', 'creative')",0.8012523,0.6623837,-0.0177577,-0.1225199,-0.1047622
54,-1.1359795,-1.2138486,"('incapable', 'capable')",0.807528,0.72147644,-0.1642258,-0.2461861,-0.0819603
55,-1.8912697,-1.759014,"('incompetent', 'clever')",0.6602556,0.80652076,-0.615507,-0.4762466,0.1392604
56,-0.42623037,-0.41450515,"('impractical', 'practical')",0.7397062,0.8380544,0.1567379,0.2117746,0.0550367
57,-0.89229196,-0.94095737,"('unimaginative', 'imaginative')",-0.2277385,-0.23191026,-0.5600152,-0.5864338,-0.0264186
58,-0.67575073,-0.672405,"('undiscriminating', 'discriminating')",0.8093223,0.8484556,0.0667858,0.0880253,0.0212395
59,0.14527893,0.07758548,"('foolish', 'wise')",0.055906136,0.047260176,0.1005925,0.0624228,-0.0381697
60,-0.75464666,-0.6358099,"('inefficient', 'efficient')",0.10485208,0.3269623,-0.3248973,-0.1544238,0.1704735
61,-0.61303765,-0.6455193,"('illogical', 'logical')",0.16782404,0.0075362604,-0.2226068,-0.3189915,-0.0963847
62,-0.7766285,-0.61081773,"('incompetent', 'brilliant')",0.6920742,0.88728267,-0.0422772,0.1382325,0.1805097
63,-1.067959,-1.0083531,"('unperceptive', 'insightful')",0.99848974,1.1145927,-0.0347346,0.0531198,0.0878544
64,-0.0954071,-0.21269552,"('shy', 'confident')",-4.4941597,-4.3650064,-2.2947834,-2.288851,0.0059324
65,-0.9459407,-0.87690467,"('insecure', 'secure')",0.39405328,0.5180996,-0.2759437,-0.1794025,0.0965412
66,0.3414353,0.23482284,"('inactive', 'active')",1.1844025,1.0572102,0.7629189,0.6460165,-0.1169024
67,0.2412697,0.20667866,"('doubtful', 'determined')",-0.82281905,-0.80729157,-0.2907747,-0.3003064,-0.0095317
68,-0.9003004,-0.9562326,"('dependent', 'independent')",-0.7032309,-0.64285237,-0.8017657,-0.7995425,0.0022232
69,2.6699781,2.5244176,"('lazy', 'industrious')",-0.14029506,-0.20443946,1.2648416,1.1599891,-0.1048525
70,-1.0596582,-0.98377675,"('lethargic', 'energetic')",0.93016493,1.0489429,-0.0647466,0.0325831,0.0973297
71,0.8267623,0.8089729,"('diffident', 'self-confident')",0.3011535,0.22851174,0.5639579,0.5187423,-0.0452156
72,-0.34274593,-0.35783088,"('unambitious', 'ambitious')",0.1442443,0.14782749,-0.0992508,-0.1050017,-0.0057509
73,0.83589554,0.80237067,"('helpless', 'self-reliant')",-2.4427342,-2.386692,-0.8034194,-0.7921607,0.0112587
74,-0.8233564,-0.7776896,"('undedicated', 'dedicated')",0.503709,0.49281427,-0.1598237,-0.1424377,0.017386
75,0.97775114,0.91773313,"('meek', 'impulsive')",-0.071487695,-0.06958859,0.4531317,0.4240723,-0.0290594
76,-0.41348034,-0.26470032,"('anxious', 'daring')",0.21065786,0.33133617,-0.1014112,0.0333179,0.1347291
77,-0.49435902,-0.48756427,"('unmotivated', 'motivated')",-0.43183988,-0.42776003,-0.4630994,-0.4576622,0.0054372
78,-0.7744713,-0.708131,"('nonresilient', 'resilient')",-0.032004654,0.021460384,-0.403238,-0.3433353,0.0599027
79,0.39531955,0.28977492,"('wavering', 'unwavering')",-0.14186531,-0.24241534,0.1267271,0.0236798,-0.1030473
80,0.29300374,0.34491378,"('dominated', 'dominating')",-0.17085148,-0.06808322,0.0610761,0.1384153,0.0773392
81,-0.79065216,-0.78810966,"('submissive', 'aggressive')",-0.45248193,-0.27357346,-0.621567,-0.5308416,0.0907254
82,-0.8326858,-0.7800608,"('poor', 'rich')",4.7519507,4.839986,1.9596324,2.0299625,0.0703301
83,0.35942942,0.3120469,"('powerless', 'powerful')",-1.1410818,-1.1743662,-0.3908262,-0.4311597,-0.0403335
84,0.10062901,0.09759806,"('inferior', 'superior')",0.20354566,0.18069763,0.1520873,0.1391478,-0.0129395
85,0.26452208,0.22470605,"('insignificant', 'prestigious')",-0.044050932,-0.21055692,0.1102356,0.0070746,-0.103161
86,-2.1575844,-2.1853232,"('uninfluential', 'influential')",0.40459627,0.43179652,-0.8764941,-0.8767633,-0.0002692
87,0.35805157,0.35545212,"('unsuccessful', 'successful')",1.257424,1.2589817,0.8077378,0.8072169,-0.0005209
88,-0.44710678,-0.5292679,"('low', 'eminent')",-0.10835307,-0.14641881,-0.2777299,-0.3378434,-0.0601135
