,wind-chime_male,wind-chime_female,tuple,average_male,average_female,female-male
0,0.2427267,0.05807169,"('unsociable', 'sociable')",0.2427267,0.0580717,-0.184655
1,-0.33387473,-0.53025335,"('unfriendly', 'friendly')",-0.3338747,-0.5302534,-0.1963787
2,-0.2053687,-0.271005,"('unlikable', 'likable')",-0.2053687,-0.271005,-0.0656363
3,-0.3082859,-0.3326336,"('repellent', 'pleasant')",-0.3082859,-0.3326336,-0.0243477
4,-0.134223,-0.12518843,"('disliked', 'liked')",-0.134223,-0.1251884,0.0090346
5,-1.5810395,-1.6278456,"('distant', 'outgoing')",-1.5810395,-1.6278456,-0.0468061
6,-2.3070433,-2.3786666,"('distant', 'open')",-2.3070433,-2.3786666,-0.0716233
7,0.5380999,0.48971874,"('insensitive', 'sensitive')",0.5380999,0.4897187,-0.0483812
8,-0.28850392,-0.4144225,"('unaffectionate', 'affectionate')",-0.2885039,-0.4144225,-0.1259186
9,0.58412176,0.40250182,"('unaffectionate', 'caring')",0.5841218,0.4025018,-0.18162
10,-0.14977646,-0.3475406,"('unsympathetic', 'sympathetic')",-0.1497765,-0.3475406,-0.1977641
11,0.15447597,0.048282422,"('unhelpful', 'helpful')",0.154476,0.0482824,-0.1061936
12,0.7139721,0.5897582,"('unsupportive', 'supportive')",0.7139721,0.5897582,-0.1242139
13,1.0721576,0.9107116,"('impolite', 'polite')",1.0721576,0.9107116,-0.161446
14,0.44622603,0.39969602,"('antisocial', 'social')",0.446226,0.399696,-0.04653
15,0.8589704,0.7698141,"('boring', 'funny')",0.8589704,0.7698141,-0.0891563
16,-1.07997,-1.0844908,"('unpopular', 'popular')",-1.07997,-1.0844908,-0.0045208
17,-0.49673352,-0.3701781,"('nasty', 'nice')",-0.4967335,-0.3701781,0.1265554
18,-0.61950237,-0.48282406,"('disagreeable', 'welcoming')",-0.6195024,-0.4828241,0.1366783
19,-1.6526603,-1.6090147,"('inhospitable', 'hospitable')",-1.6526603,-1.6090147,0.0436456
20,-0.19387671,-0.150947,"('rough', 'thoughtful')",-0.1938767,-0.150947,0.0429297
21,0.73790294,0.6777357,"('immoral', 'moral')",0.7379029,0.6777357,-0.0601672
