,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.13550353,-0.16076332,"('unsociable', 'sociable')",-0.21284896,-0.3771061,0.6268134,0.38770765,-0.73416764,-0.7972859,-0.1139267,-0.2368619,-0.1229352
1,1.0071337,0.8257706,"('unfriendly', 'friendly')",1.5925897,1.4808687,1.0104313,0.8255435,2.0818071,2.0342176,1.4229904,1.2916,-0.1313904
2,-0.2628679,-0.28840494,"('unlikable', 'likable')",0.84605646,0.6809742,0.9027468,0.77997947,0.18583405,0.2960363,0.4179423,0.3671463,-0.050796
3,-0.47762135,-0.3472598,"('repellent', 'pleasant')",-1.6371148,-1.2338039,-1.1102928,-0.88745767,0.20137727,0.27631545,-0.7559129,-0.5480515,0.2078614
4,1.252361,1.24107,"('disliked', 'liked')",1.6062775,1.6101915,1.1577195,1.2382675,-6.659381,-6.6998487,-0.6607558,-0.6525799,0.0081759
5,0.806406,0.7930569,"('distant', 'outgoing')",1.4976897,1.499005,0.7618787,0.7222909,0.17812328,0.28567457,0.8110244,0.8250068,0.0139824
6,0.69423246,0.6722191,"('distant', 'open')",1.6385022,1.7085422,0.7090559,0.71508557,0.75757116,0.8835863,0.9498404,0.9948583,0.0450179
7,0.053319816,0.044714175,"('insensitive', 'sensitive')",-0.49949807,-0.45214733,-0.18060774,-0.19038206,1.0306598,1.0078633,0.1009685,0.102512,0.0015435
8,0.07294175,0.048129864,"('unaffectionate', 'affectionate')",0.36042652,0.16673227,0.13859332,-0.076181985,1.2009394,1.1058071,0.4432253,0.3111218,-0.1321035
9,0.61209416,0.557219,"('unaffectionate', 'caring')",1.7189723,1.5601207,2.1912036,1.983488,1.6144372,1.6421912,1.5341768,1.4357548,-0.098422
10,0.36599237,0.44056642,"('unsympathetic', 'sympathetic')",-1.3653356,-1.1960771,-0.80794245,-0.7751378,-0.38122123,-0.37644252,-0.5471267,-0.4767728,0.0703539
11,0.22870833,0.2446085,"('unhelpful', 'helpful')",-0.07033667,-0.067453824,0.6542103,0.63829666,1.8042163,1.9824816,0.6541996,0.6994833,0.0452837
12,1.0614517,1.1153616,"('unsupportive', 'supportive')",3.0652366,3.2934117,2.5685601,2.7674985,-1.802107,-1.7106574,1.2232853,1.3664036,0.1431183
13,-0.3285405,-0.38691613,"('impolite', 'polite')",-0.20419173,-0.35868916,0.3115967,0.19437367,-0.57591313,-0.54439455,-0.1992622,-0.2739065,-0.0746443
