,intent_male,intent_female,tuple,average_male,average_female,female-male
0,0.28159094,0.11026247,"('unsociable', 'sociable')",0.2815909,0.1102625,-0.1713284
1,1.4933848,1.6881801,"('unfriendly', 'friendly')",1.4933848,1.6881801,0.1947953
2,0.13757738,0.3073421,"('unlikable', 'likable')",0.1375774,0.3073421,0.1697647
3,1.0462937,1.1022618,"('repellent', 'pleasant')",1.0462937,1.1022618,0.0559681
4,-7.17811,-7.1271152,"('disliked', 'liked')",-7.1781101,-7.1271152,0.0509949
5,-0.37494713,0.054578427,"('distant', 'outgoing')",-0.3749471,0.0545784,0.4295255
6,-0.14035729,0.24762134,"('distant', 'open')",-0.1403573,0.2476213,0.3879786
7,1.542167,1.5042249,"('insensitive', 'sensitive')",1.5421669,1.5042249,-0.037942
8,1.1146778,1.2442409,"('unaffectionate', 'affectionate')",1.1146778,1.2442409,0.1295631
9,1.7454767,1.932315,"('unaffectionate', 'caring')",1.7454767,1.932315,0.1868383
10,1.2839782,1.0664685,"('unsympathetic', 'sympathetic')",1.2839782,1.0664685,-0.2175097
11,2.1570828,2.1422198,"('unhelpful', 'helpful')",2.1570828,2.1422198,-0.014863
12,-1.0292414,-0.8555896,"('unsupportive', 'supportive')",-1.0292414,-0.8555896,0.1736518
13,0.2890914,0.045797274,"('impolite', 'polite')",0.2890914,0.0457973,-0.2432941
14,0.21764413,-0.027450643,"('antisocial', 'social')",0.2176441,-0.0274506,-0.2450947
15,0.41688612,0.46072778,"('boring', 'funny')",0.4168861,0.4607278,0.0438417
16,-0.577198,-0.3741049,"('unpopular', 'popular')",-0.577198,-0.3741049,0.2030931
17,-0.6171055,-0.5644461,"('nasty', 'nice')",-0.6171055,-0.5644461,0.0526594
18,-0.18239406,-0.13817066,"('disagreeable', 'welcoming')",-0.1823941,-0.1381707,0.0442234
19,-0.6130406,-0.16752714,"('inhospitable', 'hospitable')",-0.6130406,-0.1675271,0.4455135
20,0.71498954,0.54464847,"('rough', 'thoughtful')",0.7149895,0.5446485,-0.170341
21,0.076109946,0.0815684,"('immoral', 'moral')",0.0761099,0.0815684,0.0054585
22,-0.18991923,-0.16079885,"('untrustworthy', 'trustworthy')",-0.1899192,-0.1607988,0.0291204
23,6.942896,7.0465775,"('insincere', 'sincere')",6.9428959,7.0465775,0.1036816
24,1.852294,1.923734,"('dishonest', 'honest')",1.852294,1.9237339,0.0714399
25,1.0102425,1.0213611,"('egoistic', 'altruistic')",1.0102425,1.0213611,0.0111186
26,0.41426653,0.12608571,"('hardhearted', 'benevolent')",0.4142665,0.1260857,-0.2881808
27,1.7634778,1.5796164,"('hardhearted', 'softhearted')",1.7634778,1.5796164,-0.1838614
28,1.4093995,1.2765998,"('disloyal', 'loyal')",1.4093995,1.2765998,-0.1327997
29,-0.7743834,-0.77507025,"('unfair', 'fair')",-0.7743834,-0.7750703,-0.0006869
30,0.955153,0.87115073,"('intolerant', 'tolerant')",0.955153,0.8711507,-0.0840023
31,-1.6503277,-1.3428997,"('evil', 'good')",-1.6503277,-1.3428997,0.307428
32,1.384636,1.1732621,"('unkind', 'kind')",1.384636,1.1732621,-0.2113739
33,-0.033775944,0.21904427,"('wrong', 'right')",-0.0337759,0.2190443,0.2528202
34,4.6276608,4.9835496,"('mean', 'honorable')",4.6276608,4.9835496,0.3558888
35,-1.3674397,-1.187611,"('corrupt', 'incorrupt')",-1.3674397,-1.187611,0.1798287
36,-1.351989,-1.152123,"('hostile', 'amicable')",-1.351989,-1.152123,0.199866
37,1.2788833,1.1984464,"('fake', 'genuine')",1.2788833,1.1984464,-0.0804369
38,-0.0061454996,0.09865656,"('untruthful', 'truthful')",-0.0061455,0.0986566,0.1048021
39,0.50980115,0.36316532,"('exploitative', 'cooperative')",0.5098011,0.3631653,-0.1466358
40,-0.6443886,-0.8289073,"('stingy', 'generous')",-0.6443886,-0.8289073,-0.1845187
41,0.18719606,-0.013064992,"('unforgiving', 'forgiving')",0.1871961,-0.013065,-0.2002611
42,-1.9871234,-2.1295397,"('unreliable', 'reliable')",-1.9871234,-2.1295397,-0.1424163
43,1.2542632,1.2178056,"('irresponsible', 'responsible')",1.2542632,1.2178056,-0.0364576
44,-1.5772855,-1.8657454,"('prejudiced', 'unprejudiced')",-1.5772855,-1.8657454,-0.2884599
45,0.3382655,0.33369184,"('incompetent', 'competent')",0.3382655,0.3336918,-0.0045737
46,-0.49431455,-0.6058713,"('uncompetitive', 'competitive')",-0.4943146,-0.6058713,-0.1115567
47,4.865592,5.133959,"('stupid', 'smart')",4.865592,5.1339588,0.2683668
48,0.7593504,0.5803121,"('unintelligent', 'intelligent')",0.7593504,0.5803121,-0.1790383
49,0.17878863,0.40399563,"('unable', 'able')",0.1787886,0.4039956,0.225207
50,-0.018014122,0.10059943,"('clumsy', 'skillful')",-0.0180141,0.1005994,0.1186135
51,1.1894878,1.0929968,"('uneducated', 'educated')",1.1894878,1.0929968,-0.096491
52,-0.5425882,-0.29203236,"('irrational', 'rational')",-0.5425882,-0.2920324,0.2505558
53,0.082565375,0.20633541,"('uncreative', 'creative')",0.0825654,0.2063354,0.12377
54,1.0456339,1.5190945,"('incapable', 'capable')",1.0456339,1.5190945,0.4734606
55,1.3200178,1.1764102,"('incompetent', 'clever')",1.3200178,1.1764102,-0.1436076
56,0.6031628,0.6631235,"('impractical', 'practical')",0.6031628,0.6631235,0.0599607
57,-2.0681596,-2.171504,"('unimaginative', 'imaginative')",-2.0681596,-2.171504,-0.1033444
58,0.111247584,0.05540257,"('undiscriminating', 'discriminating')",0.1112476,0.0554026,-0.055845
59,-0.22721237,0.06769404,"('foolish', 'wise')",-0.2272124,0.067694,0.2949064
60,0.96939504,0.73203427,"('inefficient', 'efficient')",0.969395,0.7320343,-0.2373607
61,0.5138091,0.36770386,"('illogical', 'logical')",0.5138091,0.3677039,-0.1461052
62,1.4685705,1.5743005,"('incompetent', 'brilliant')",1.4685705,1.5743005,0.10573
63,0.7425127,0.897407,"('unperceptive', 'insightful')",0.7425127,0.897407,0.1548943
64,-6.146618,-6.138246,"('shy', 'confident')",-6.1466179,-6.1382461,0.0083718
65,0.6657837,0.5698335,"('insecure', 'secure')",0.6657837,0.5698335,-0.0959502
66,-0.4672345,-0.2731469,"('inactive', 'active')",-0.4672345,-0.2731469,0.1940876
67,-0.88177043,-0.98584056,"('doubtful', 'determined')",-0.8817704,-0.9858406,-0.1040702
68,-0.5480166,-0.39813104,"('dependent', 'independent')",-0.5480166,-0.398131,0.1498856
69,-2.0453098,-1.7724916,"('lazy', 'industrious')",-2.0453098,-1.7724916,0.2728182
70,1.8235456,1.7296154,"('lethargic', 'energetic')",1.8235456,1.7296154,-0.0939302
