,intention_male,intention_female,tuple,average_male,average_female,female-male
0,0.17028916,0.13172618,"('unsociable', 'sociable')",0.1702892,0.1317262,-0.038563
1,1.1188686,1.150447,"('unfriendly', 'friendly')",1.1188686,1.150447,0.0315784
2,0.6656835,0.8239262,"('unlikable', 'likable')",0.6656835,0.8239262,0.1582427
3,1.099571,1.2321961,"('repellent', 'pleasant')",1.099571,1.2321961,0.1326251
4,-6.7311215,-6.6926403,"('disliked', 'liked')",-6.7311215,-6.6926403,0.0384812
5,-0.3013649,-0.0790181,"('distant', 'outgoing')",-0.3013649,-0.0790181,0.2223468
6,-0.14142649,0.042949427,"('distant', 'open')",-0.1414265,0.0429494,0.1843759
7,1.3613431,1.3881506,"('insensitive', 'sensitive')",1.3613431,1.3881506,0.0268075
8,0.93906313,0.8579375,"('unaffectionate', 'affectionate')",0.9390631,0.8579375,-0.0811256
9,1.1702542,1.1861283,"('unaffectionate', 'caring')",1.1702542,1.1861283,0.0158741
10,1.5622929,1.5153259,"('unsympathetic', 'sympathetic')",1.5622929,1.5153259,-0.046967
11,2.1278546,2.0811102,"('unhelpful', 'helpful')",2.1278546,2.0811102,-0.0467444
12,-0.9520977,-0.89902335,"('unsupportive', 'supportive')",-0.9520977,-0.8990234,0.0530743
13,0.31308714,0.28476822,"('impolite', 'polite')",0.3130871,0.2847682,-0.0283189
14,0.387378,0.29667348,"('antisocial', 'social')",0.387378,0.2966735,-0.0907045
15,0.15910447,0.18437418,"('boring', 'funny')",0.1591045,0.1843742,0.0252697
16,-0.56007785,-0.37800616,"('unpopular', 'popular')",-0.5600778,-0.3780062,0.1820716
17,0.010720031,0.036207154,"('nasty', 'nice')",0.01072,0.0362072,0.0254872
18,-0.13284135,-0.0822711,"('disagreeable', 'welcoming')",-0.1328413,-0.0822711,0.0505702
19,-0.32662436,-0.202701,"('inhospitable', 'hospitable')",-0.3266244,-0.202701,0.1239234
20,0.8521296,0.75441664,"('rough', 'thoughtful')",0.8521296,0.7544166,-0.097713
21,0.3922282,0.467982,"('immoral', 'moral')",0.3922282,0.467982,0.0757538
22,0.24859156,0.16524343,"('untrustworthy', 'trustworthy')",0.2485916,0.1652434,-0.0833482
23,6.5214505,6.560305,"('insincere', 'sincere')",6.5214505,6.5603051,0.0388546
24,2.132662,2.1559968,"('dishonest', 'honest')",2.1326621,2.1559968,0.0233347
25,0.3630736,0.29731688,"('egoistic', 'altruistic')",0.3630736,0.2973169,-0.0657567
26,-0.044478003,-0.12552622,"('hardhearted', 'benevolent')",-0.044478,-0.1255262,-0.0810482
27,1.452946,1.3309953,"('hardhearted', 'softhearted')",1.4529459,1.3309953,-0.1219506
28,1.1521076,1.1571559,"('disloyal', 'loyal')",1.1521076,1.1571559,0.0050483
29,-0.21223424,-0.27816194,"('unfair', 'fair')",-0.2122342,-0.2781619,-0.0659277
30,1.0728974,0.97702134,"('intolerant', 'tolerant')",1.0728974,0.9770213,-0.0958761
31,-1.3487401,-1.2579876,"('evil', 'good')",-1.3487401,-1.2579876,0.0907525
