,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5941743,-0.70668405,"('unsociable', 'sociable')",-0.50523776,-0.6601068,-0.549706,-0.6833954,-0.1336894
1,-0.35041347,-0.61824334,"('unfriendly', 'friendly')",1.71684,1.5517987,0.6832133,0.4667777,-0.2164356
2,0.62717927,0.63045967,"('unlikable', 'likable')",0.6829677,0.65634674,0.6550735,0.6434032,-0.0116703
3,-0.2919328,-0.19283196,"('repellent', 'pleasant')",0.6978095,0.73096234,0.2029384,0.2690652,0.0661268
4,-0.44498855,-0.4895863,"('disliked', 'liked')",-6.8974576,-7.053329,-3.6712232,-3.7714577,-0.1002345
5,-0.66407406,-0.77108437,"('distant', 'outgoing')",-0.2189683,-0.19873828,-0.4415212,-0.4849113,-0.0433901
6,-0.8575034,-0.9396752,"('distant', 'open')",0.029278398,0.020077612,-0.4141125,-0.4597988,-0.0456863
7,-0.33735728,-0.20525394,"('insensitive', 'sensitive')",0.24093664,0.2680056,-0.0482103,0.0313758,0.0795861
8,-0.2275315,-0.43183094,"('unaffectionate', 'affectionate')",1.4748425,1.3531396,0.6236556,0.4606543,-0.1630013
9,-0.45132634,-0.58450216,"('unaffectionate', 'caring')",1.4665728,1.4152496,0.5076232,0.4153737,-0.0922495
10,-0.8471031,-0.8552174,"('unsympathetic', 'sympathetic')",-0.9780704,-1.0208213,-0.9125867,-0.9380194,-0.0254327
11,-0.5216073,-0.53481805,"('unhelpful', 'helpful')",0.9106644,1.0955046,0.1945285,0.2803433,0.0858148
12,-0.15001148,-0.10655766,"('unsupportive', 'supportive')",-2.1870272,-2.215148,-1.1685194,-1.1608528,0.0076666
13,-1.11449,-1.1654091,"('impolite', 'polite')",-1.3799323,-1.2454697,-1.2472112,-1.2054393,0.0417719
14,0.56147224,0.60237396,"('antisocial', 'social')",-0.18085785,-0.30884847,0.1903072,0.1467627,-0.0435445
15,0.7033914,0.58576185,"('boring', 'funny')",0.37620088,0.3623497,0.5397961,0.4740558,-0.0657403
16,-0.3492419,-0.32138696,"('unpopular', 'popular')",0.18489484,0.23533416,-0.0821735,-0.0430264,0.0391471
17,-0.6867545,-0.6893388,"('nasty', 'nice')",-0.6196363,-0.6114093,-0.6531954,-0.6503741,0.0028213
18,0.24478707,0.23805663,"('disagreeable', 'welcoming')",-0.527809,-0.54936564,-0.141511,-0.1556545,-0.0141435
19,-1.2484589,-1.4086069,"('inhospitable', 'hospitable')",-0.4405438,-0.384604,-0.8445013,-0.8966054,-0.0521041
20,0.38470158,0.4187151,"('rough', 'thoughtful')",0.8386528,0.80602384,0.6116772,0.6123695,0.0006923
21,-0.24057224,-0.24396014,"('immoral', 'moral')",-0.66752064,-0.62222683,-0.4540464,-0.4330935,0.0209529
22,-0.047375068,-0.008879881,"('untrustworthy', 'trustworthy')",-0.9691992,-1.0298512,-0.5082871,-0.5193655,-0.0110784
23,-0.05177867,-0.0796711,"('insincere', 'sincere')",5.292478,5.466055,2.6203496,2.693192,0.0728424
24,-0.3929615,-0.4103173,"('dishonest', 'honest')",0.09269994,0.10614769,-0.1501308,-0.1520848,-0.001954
25,0.6491562,0.6223852,"('egoistic', 'altruistic')",1.7037199,1.6630191,1.1764381,1.1427021,-0.033736
26,0.35867438,0.13880484,"('hardhearted', 'benevolent')",1.9275187,1.7417337,1.1430966,0.9402692,-0.2028274
27,-0.6911751,-0.59754413,"('hardhearted', 'softhearted')",1.3610178,1.2923095,0.3349214,0.3473827,0.0124613
28,-0.29523432,-0.38996947,"('disloyal', 'loyal')",1.0490004,0.954412,0.376883,0.2822213,-0.0946617
29,-0.137804,-0.111883804,"('unfair', 'fair')",-0.15936676,-0.2996914,-0.1485854,-0.2057876,-0.0572022
30,0.48024517,0.4181035,"('intolerant', 'tolerant')",0.59069073,0.5705364,0.535468,0.4943199,-0.0411481
31,-0.6658383,-0.65988344,"('evil', 'good')",-0.33078176,-0.44995365,-0.49831,-0.5549185,-0.0566085
32,-0.8752578,-0.9720952,"('unkind', 'kind')",0.3760574,0.18702053,-0.2496002,-0.3925373,-0.1429371
33,1.2805485,1.1220145,"('wrong', 'right')",-0.08288726,-0.15292165,0.5988306,0.4845464,-0.1142842
34,-0.3802627,-0.26229995,"('mean', 'honorable')",5.1784773,5.584593,2.3991072,2.6611464,0.2620392
35,-0.26896763,-0.349845,"('corrupt', 'incorrupt')",0.060552634,-0.015962739,-0.1042075,-0.1829039,-0.0786964
36,-0.20170131,-0.3524403,"('hostile', 'amicable')",0.51206106,0.3580031,0.1551799,0.0027814,-0.1523985
37,-0.23075342,-0.21753387,"('fake', 'genuine')",0.21157923,0.2420605,-0.0095871,0.0122633,0.0218504
