,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5593446,-0.69125503,"('unsociable', 'sociable')",-0.07200435,-0.21860611,-0.3156745,-0.4549306,-0.1392561
1,-0.99964523,-1.1206635,"('unfriendly', 'friendly')",1.3572485,1.2661937,0.1788017,0.0727651,-0.1060366
2,0.7639551,0.7483811,"('unlikable', 'likable')",0.7792371,0.78653806,0.7715961,0.7674596,-0.0041365
3,-0.17490652,-0.080340736,"('repellent', 'pleasant')",0.92027444,0.9173371,0.3726839,0.4184982,0.0458143
4,0.040478505,-0.018369064,"('disliked', 'liked')",-6.7451663,-6.97831,-3.3523438,-3.4983397,-0.1459959
5,-0.39951387,-0.40709737,"('distant', 'outgoing')",-0.57505614,-0.6019005,-0.487285,-0.504499,-0.017214
6,-0.7142577,-0.73086673,"('distant', 'open')",-0.35808787,-0.36893135,-0.5361728,-0.549899,-0.0137262
7,-0.53887457,-0.49568272,"('insensitive', 'sensitive')",0.15031451,0.18513724,-0.19428,-0.1552727,0.0390073
8,-0.82279396,-0.8879274,"('unaffectionate', 'affectionate')",0.5469983,0.544375,-0.1378978,-0.1717762,-0.0338784
9,-0.62478113,-0.710449,"('unaffectionate', 'caring')",0.80898815,0.8439755,0.0921035,0.0667633,-0.0253402
10,-1.2459648,-1.3229293,"('unsympathetic', 'sympathetic')",-0.43932956,-0.45249522,-0.8426472,-0.8877122,-0.045065
11,-0.5006361,-0.4639623,"('unhelpful', 'helpful')",1.5466377,1.6567451,0.5230008,0.5963914,0.0733906
12,-0.033624887,0.006283005,"('unsupportive', 'supportive')",-2.226077,-2.2599866,-1.129851,-1.1268518,0.0029992
13,-0.4544395,-0.45263472,"('impolite', 'polite')",-0.8216821,-0.7746308,-0.6380608,-0.6136327,0.0244281
14,0.27814066,0.31356925,"('antisocial', 'social')",0.015500693,-0.1039457,0.1468207,0.1048118,-0.0420089
15,0.23796842,0.15466645,"('boring', 'funny')",-0.2841735,-0.29314947,-0.0231025,-0.0692415,-0.046139
16,-0.32782236,-0.3462426,"('unpopular', 'popular')",0.42312685,0.37808794,0.0476522,0.0159227,-0.0317295
17,-0.16396001,-0.07155019,"('nasty', 'nice')",-0.8070424,-0.70208555,-0.4855012,-0.3868179,0.0986833
18,-0.7412082,-0.7544978,"('disagreeable', 'welcoming')",-0.518608,-0.5592607,-0.6299081,-0.6568793,-0.0269712
19,-0.611923,-0.6015569,"('inhospitable', 'hospitable')",-0.5947233,-0.49793404,-0.6033231,-0.5497454,0.0535777
20,-0.00077360496,0.033712614,"('rough', 'thoughtful')",0.9087382,0.9012243,0.4539823,0.4674685,0.0134862
21,-0.33804837,-0.4291269,"('immoral', 'moral')",-0.25190085,-0.28086898,-0.2949746,-0.3549979,-0.0600233
22,-0.5972685,-0.6097076,"('untrustworthy', 'trustworthy')",-0.9594547,-1.0412346,-0.7783616,-0.8254711,-0.0471095
23,-0.12522522,-0.21145976,"('insincere', 'sincere')",5.8671784,5.9441032,2.8709767,2.8663218,-0.0046549
24,-0.1668236,-0.22150084,"('dishonest', 'honest')",0.7128082,0.7040307,0.2729923,0.2412649,-0.0317274
25,-0.20683968,-0.20328198,"('egoistic', 'altruistic')",1.0354799,1.0185239,0.4143201,0.407621,-0.0066991
26,-0.038855217,-0.12253893,"('hardhearted', 'benevolent')",1.6089451,1.5672202,0.785045,0.7223406,-0.0627044
27,-0.43585366,-0.39627677,"('hardhearted', 'softhearted')",0.9903447,0.9549267,0.2772455,0.279325,0.0020795
28,-0.77882236,-0.8810935,"('disloyal', 'loyal')",1.0734335,1.0264268,0.1473056,0.0726666,-0.074639
29,-0.34881762,-0.34075296,"('unfair', 'fair')",-0.37871218,-0.5214672,-0.3637649,-0.4311101,-0.0673452
30,0.27495477,0.20092349,"('intolerant', 'tolerant')",0.8199125,0.769618,0.5474336,0.4852707,-0.0621629
31,-0.44428512,-0.34690475,"('evil', 'good')",-0.9313666,-0.98361284,-0.6878259,-0.6652588,0.0225671
32,0.26382622,0.18382552,"('unkind', 'kind')",0.8739463,0.73657054,0.5688863,0.460198,-0.1086883
33,0.40640673,0.30001584,"('wrong', 'right')",-0.7908845,-0.8435433,-0.1922389,-0.2717637,-0.0795248
34,-0.019484386,0.122093126,"('mean', 'honorable')",5.4516315,5.7730064,2.7160735,2.9475498,0.2314763
35,-0.5960349,-0.6059947,"('corrupt', 'incorrupt')",-0.46498987,-0.51224977,-0.5305124,-0.5591222,-0.0286098
36,-0.39558834,-0.4925373,"('hostile', 'amicable')",-0.4185356,-0.5372669,-0.407062,-0.5149021,-0.1078401
37,-0.6690247,-0.6739727,"('fake', 'genuine')",0.122788474,0.17042217,-0.2731181,-0.2517753,0.0213428
38,-0.4338674,-0.48682016,"('untruthful', 'truthful')",-0.080289364,0.0077029318,-0.2570784,-0.2395586,0.0175198
39,0.7653029,0.81437,"('exploitative', 'cooperative')",0.20717838,0.2464359,0.4862406,0.530403,0.0441624
40,-0.08827058,-0.1272905,"('stingy', 'generous')",-1.979138,-2.147008,-1.0337043,-1.1371492,-0.1034449
41,-0.4482878,-0.55084664,"('unforgiving', 'forgiving')",-0.04594434,-0.15792535,-0.2471161,-0.354386,-0.1072699
42,0.5282823,0.58996886,"('unreliable', 'reliable')",-3.0126686,-3.045075,-1.2421932,-1.227553,0.0146402
43,-0.49901342,-0.43793347,"('irresponsible', 'responsible')",0.43079856,0.45606196,-0.0341074,0.0090642,0.0431716
44,-0.24031968,-0.2106475,"('prejudiced', 'unprejudiced')",-1.3142785,-1.3116626,-0.7772991,-0.761155,0.0161441
45,-1.1891267,-1.1753068,"('incompetent', 'competent')",0.2302764,0.1348519,-0.4794252,-0.5202274,-0.0408022
46,-0.5809771,-0.5887536,"('uncompetitive', 'competitive')",-0.7836732,-0.83073527,-0.6823251,-0.7097445,-0.0274194
47,0.44776356,0.51065063,"('stupid', 'smart')",5.5523114,5.7526655,3.0000374,3.1316581,0.1316207
48,-0.67182475,-0.7205984,"('unintelligent', 'intelligent')",0.5010572,0.5261817,-0.0853838,-0.0972084,-0.0118246
49,-0.050860263,0.022611177,"('unable', 'able')",-0.43527603,-0.3542025,-0.2430681,-0.1657957,0.0772724
50,-0.2904865,-0.27829435,"('clumsy', 'skillful')",-0.025083661,-0.06219418,-0.1577851,-0.1702443,-0.0124592
51,-0.5758177,-0.65297055,"('uneducated', 'educated')",0.37372512,0.32391882,-0.1010463,-0.1645259,-0.0634796
