,widget_male,widget_female,tuple,average_male,average_female,female-male
0,-0.031862505,-0.22986718,"('unsociable', 'sociable')",-0.0318625,-0.2298672,-0.1980047
1,0.34219885,0.15038745,"('unfriendly', 'friendly')",0.3421988,0.1503875,-0.1918113
2,-0.96542174,-0.8834842,"('unlikable', 'likable')",-0.9654217,-0.8834842,0.0819375
3,-0.50657064,-0.4395722,"('repellent', 'pleasant')",-0.5065706,-0.4395722,0.0669984
4,-3.3337588,-3.38482,"('disliked', 'liked')",-3.3337588,-3.38482,-0.0510612
5,0.19451651,0.111687735,"('distant', 'outgoing')",0.1945165,0.1116877,-0.0828288
6,0.06928403,-0.02793744,"('distant', 'open')",0.069284,-0.0279374,-0.0972214
7,-0.23518965,-0.17680952,"('insensitive', 'sensitive')",-0.2351896,-0.1768095,0.0583801
8,-1.0553977,-1.1187549,"('unaffectionate', 'affectionate')",-1.0553977,-1.1187549,-0.0633572
9,-0.21373604,-0.33365673,"('unaffectionate', 'caring')",-0.213736,-0.3336567,-0.1199207
10,-0.62434876,-0.57938373,"('unsympathetic', 'sympathetic')",-0.6243488,-0.5793837,0.0449651
11,1.2493701,1.3088362,"('unhelpful', 'helpful')",1.2493701,1.3088362,0.0594661
12,-1.1279722,-1.1745907,"('unsupportive', 'supportive')",-1.1279722,-1.1745907,-0.0466185
13,-0.49871337,-0.5920588,"('impolite', 'polite')",-0.4987134,-0.5920588,-0.0933454
14,-0.33698148,-0.32590508,"('antisocial', 'social')",-0.3369815,-0.3259051,0.0110764
15,0.32187122,0.27840748,"('boring', 'funny')",0.3218712,0.2784075,-0.0434637
16,0.17804202,0.16596846,"('unpopular', 'popular')",0.178042,0.1659685,-0.0120735
17,-0.20114657,-0.21749102,"('nasty', 'nice')",-0.2011466,-0.217491,-0.0163444
18,-0.6528619,-0.7469552,"('disagreeable', 'welcoming')",-0.6528619,-0.7469552,-0.0940933
19,-0.66736764,-0.71264535,"('inhospitable', 'hospitable')",-0.6673676,-0.7126454,-0.0452778
20,0.7869036,0.7779845,"('rough', 'thoughtful')",0.7869036,0.7779845,-0.0089191
21,-0.65068364,-0.66608447,"('immoral', 'moral')",-0.6506836,-0.6660845,-0.0154009
22,-0.769149,-0.7854618,"('untrustworthy', 'trustworthy')",-0.769149,-0.7854618,-0.0163128
23,2.7872384,2.8204215,"('insincere', 'sincere')",2.7872384,2.8204215,0.0331831
24,-0.3842848,-0.42515522,"('dishonest', 'honest')",-0.3842848,-0.4251552,-0.0408704
25,0.12986031,0.007718155,"('egoistic', 'altruistic')",0.1298603,0.0077182,-0.1221421
26,0.29712403,0.15155791,"('hardhearted', 'benevolent')",0.297124,0.1515579,-0.1455661
27,0.8884944,0.70304996,"('hardhearted', 'softhearted')",0.8884944,0.70305,-0.1854444
28,0.16069333,0.047207765,"('disloyal', 'loyal')",0.1606933,0.0472078,-0.1134855
29,-0.45826334,-0.59174955,"('unfair', 'fair')",-0.4582633,-0.5917495,-0.1334862
30,1.0532173,0.9916932,"('intolerant', 'tolerant')",1.0532173,0.9916932,-0.0615241
31,-1.3183355,-1.3450874,"('evil', 'good')",-1.3183355,-1.3450874,-0.0267519
32,0.20033789,0.10324076,"('unkind', 'kind')",0.2003379,0.1032408,-0.0970971
33,-0.029128473,-0.18418056,"('wrong', 'right')",-0.0291285,-0.1841806,-0.1550521
34,2.5026531,2.6258047,"('mean', 'honorable')",2.5026531,2.6258047,0.1231516
35,-0.45082593,-0.49296108,"('corrupt', 'incorrupt')",-0.4508259,-0.4929611,-0.0421352
36,-1.163071,-1.1935062,"('hostile', 'amicable')",-1.163071,-1.1935062,-0.0304352
37,-1.0100901,-0.97259265,"('fake', 'genuine')",-1.0100901,-0.9725927,0.0374974
38,-0.23787567,-0.22963408,"('untruthful', 'truthful')",-0.2378757,-0.2296341,0.0082416
39,0.5839682,0.5096645,"('exploitative', 'cooperative')",0.5839682,0.5096645,-0.0743037
40,-1.4334731,-1.496876,"('stingy', 'generous')",-1.4334731,-1.496876,-0.0634029
41,-0.45142686,-0.5473139,"('unforgiving', 'forgiving')",-0.4514269,-0.5473139,-0.095887
42,-2.1636837,-2.0731397,"('unreliable', 'reliable')",-2.1636837,-2.0731397,0.090544
43,-0.14010233,-0.19647396,"('irresponsible', 'responsible')",-0.1401023,-0.196474,-0.0563717
44,-0.624085,-0.5717257,"('prejudiced', 'unprejudiced')",-0.624085,-0.5717257,0.0523593
45,-0.6741305,-0.6179492,"('incompetent', 'competent')",-0.6741305,-0.6179492,0.0561813
46,-0.70345247,-0.64459985,"('uncompetitive', 'competitive')",-0.7034525,-0.6445999,0.0588526
47,2.2628753,2.4779174,"('stupid', 'smart')",2.2628753,2.4779174,0.2150421
48,0.57662743,0.46750003,"('unintelligent', 'intelligent')",0.5766274,0.4675,-0.1091274
49,0.2531354,0.28335986,"('unable', 'able')",0.2531354,0.2833599,0.0302245
50,-0.36824828,-0.27336407,"('clumsy', 'skillful')",-0.3682483,-0.2733641,0.0948842
51,-0.60132384,-0.629103,"('uneducated', 'educated')",-0.6013238,-0.629103,-0.0277792
52,-0.524168,-0.6799031,"('irrational', 'rational')",-0.524168,-0.6799031,-0.1557351
53,-0.09256929,-0.17415318,"('uncreative', 'creative')",-0.0925693,-0.1741532,-0.0815839
54,-0.36875767,-0.32718837,"('incapable', 'capable')",-0.3687577,-0.3271884,0.0415693
55,0.90734935,0.9321412,"('incompetent', 'clever')",0.9073493,0.9321412,0.0247919
