,occidental_male,occidental_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,female-male
0,-2.8891,-3.0140333,"('unsociable', 'sociable')",0.35992208,0.24401143,-0.120990925,-0.2685697,-0.8833896,-1.0128639,-0.1294743
1,-1.6520326,-1.752138,"('unfriendly', 'friendly')",1.570086,1.3360009,1.0832015,0.9312653,0.3337516,0.1717094,-0.1620422
2,-0.12067305,-0.1236511,"('unlikable', 'likable')",1.4252813,1.4318357,0.85522187,0.8307844,0.7199434,0.7129896,-0.0069538
3,-0.40621048,-0.38515753,"('repellent', 'pleasant')",-0.388038,-0.36443266,0.916611,0.9706497,0.0407875,0.0736865,0.032899
4,0.26450434,0.28756377,"('disliked', 'liked')",-0.28956065,-0.3973049,-6.6026106,-6.604422,-2.2092223,-2.2380544,-0.0288321
5,0.1724202,0.20714472,"('distant', 'outgoing')",-0.5175941,-0.54757524,-1.0263783,-1.0857261,-0.4571841,-0.4753855,-0.0182014
6,0.3696962,0.39722246,"('distant', 'open')",-0.52437925,-0.6086371,-0.93805957,-1.0459822,-0.3642476,-0.4191323,-0.0548847
7,-1.0424498,-1.0816269,"('insensitive', 'sensitive')",1.0280917,1.0519025,0.6027503,0.61484766,0.1961307,0.1950411,-0.0010896
8,-1.3064461,-1.3644987,"('unaffectionate', 'affectionate')",0.415599,0.30602863,0.2177291,0.12525162,-0.2243727,-0.3110728,-0.0867001
9,-1.9205772,-2.0023842,"('unaffectionate', 'caring')",0.78972507,0.70670265,0.8352732,0.7916297,-0.0985263,-0.1680173,-0.069491
10,-2.702672,-2.7763243,"('unsympathetic', 'sympathetic')",-0.34897432,-0.41612548,-0.2668565,-0.2797963,-1.1061676,-1.1574154,-0.0512478
11,-1.7634735,-1.7627014,"('unhelpful', 'helpful')",0.6342345,0.64092404,1.5531657,1.5836066,0.1413089,0.1539431,0.0126342
12,-1.4264755,-1.4552854,"('unsupportive', 'supportive')",0.88255066,0.871788,-1.7233751,-1.6862394,-0.7557666,-0.7565789,-0.0008123
13,-1.8515531,-1.9248855,"('impolite', 'polite')",0.22916818,0.28644434,-0.6221302,-0.6357424,-0.7481717,-0.7580613,-0.0098896
14,-2.0381477,-2.0803497,"('antisocial', 'social')",1.1118078,1.1551969,0.22916771,0.12523364,-0.2323907,-0.2666397,-0.034249
15,0.42663708,0.35064313,"('boring', 'funny')",0.2681223,0.2142908,-0.008632,-0.07011984,0.2287091,0.164938,-0.0637711
16,0.24143659,0.20775369,"('unpopular', 'popular')",-0.2573415,-0.39380273,0.17281762,0.09849444,0.0523042,-0.0291849,-0.0814891
17,-0.34032837,-0.20527303,"('nasty', 'nice')",-1.0617083,-1.0176158,-0.4269749,-0.3926657,-0.6096705,-0.5385182,0.0711523
18,0.37348977,0.37435707,"('disagreeable', 'welcoming')",-0.13367628,-0.15880384,-0.8387974,-0.9592548,-0.1996613,-0.2479005,-0.0482392
19,-1.368934,-1.276284,"('inhospitable', 'hospitable')",-1.6644049,-1.7000548,-1.138028,-1.0962495,-1.3904557,-1.3575295,0.0329262
20,-0.6746779,-0.63528556,"('rough', 'thoughtful')",-0.62397325,-0.59041244,0.39149278,0.39958268,-0.3023861,-0.2753718,0.0270143
21,-1.217677,-1.2765663,"('immoral', 'moral')",1.4689118,1.4044802,-0.17905618,-0.13787001,0.0240595,-0.0033187,-0.0273782
22,-0.5695541,-0.5850402,"('untrustworthy', 'trustworthy')",0.5938104,0.50713223,-0.6101955,-0.7050821,-0.1953131,-0.2609967,-0.0656836
23,-1.5590855,-1.7030116,"('insincere', 'sincere')",0.76964206,0.7191874,5.478084,5.2861342,1.5628802,1.4341033,-0.1287769
24,-0.97893715,-1.085754,"('dishonest', 'honest')",1.501353,1.4838321,0.4807111,0.469817,0.3343757,0.2892984,-0.0450773
25,0.64558715,0.6016979,"('egoistic', 'altruistic')",1.1507462,1.0480553,1.2258716,1.209498,1.0074016,0.9530838,-0.0543178
26,-0.39684603,-0.5017194,"('hardhearted', 'benevolent')",1.2893555,1.2466044,1.6607128,1.6157949,0.8510741,0.7868933,-0.0641808
27,-0.21392006,-0.20418169,"('hardhearted', 'softhearted')",-0.07410006,-0.0072848164,0.90153277,0.81825125,0.2045042,0.2022616,-0.0022426
28,-1.3701643,-1.5113584,"('disloyal', 'loyal')",0.9733722,0.76735294,0.7660114,0.64005536,0.1230731,-0.03465,-0.1577231
29,0.2208339,0.20131896,"('unfair', 'fair')",-0.095381066,-0.114081435,-0.22554281,-0.3450255,-0.0333633,-0.0859293,-0.052566
30,-1.3085629,-1.3820959,"('intolerant', 'tolerant')",0.19815823,0.18807459,0.83904904,0.7546339,-0.0904519,-0.1464625,-0.0560106
31,0.77633005,0.849276,"('evil', 'good')",-0.5601178,-0.60477465,-0.9738807,-0.9667437,-0.2525561,-0.2407475,0.0118086
32,-1.1781892,-1.2845507,"('unkind', 'kind')",0.25927874,0.1990659,0.6970383,0.56395566,-0.0739574,-0.173843,-0.0998856
33,1.0624473,0.9930341,"('wrong', 'right')",1.6042827,1.5305927,-0.4621226,-0.47605228,0.7348691,0.6825248,-0.0523443
34,-0.46554542,-0.3730084,"('mean', 'honorable')",-0.08010191,-0.05925826,4.7130895,4.7667084,1.3891474,1.4448139,0.0556665
35,2.0021322,1.9864995,"('corrupt', 'incorrupt')",-1.2766036,-1.3666269,-0.9685911,-1.1076226,-0.0810208,-0.1625833,-0.0815625
36,0.5309775,0.47850877,"('hostile', 'amicable')",-1.3994119,-1.6760489,-0.6991632,-0.8863457,-0.5225325,-0.6946286,-0.1720961
37,-0.9082661,-0.91748637,"('fake', 'genuine')",0.16319904,0.17689966,-0.15976973,-0.19099715,-0.3016123,-0.310528,-0.0089157
38,-0.688518,-0.75554407,"('untruthful', 'truthful')",0.8383586,0.71959823,-0.22346702,-0.19574487,-0.0245421,-0.0772302,-0.0526881
39,-0.14629671,-0.1572316,"('exploitative', 'cooperative')",0.6395039,0.7737484,0.35175574,0.41135797,0.2816543,0.3426249,0.0609706
40,0.55372,0.49598804,"('stingy', 'generous')",0.78439,0.72244525,-1.7768868,-1.8300283,-0.146259,-0.203865,-0.057606
41,-1.3643744,-1.371576,"('unforgiving', 'forgiving')",0.4811206,0.38593444,-0.17842422,-0.2767843,-0.3538927,-0.4208086,-0.0669159
42,0.9161225,0.9223668,"('unreliable', 'reliable')",0.88233817,0.8818407,-2.5695982,-2.545411,-0.2570458,-0.2470678,0.009978
43,-1.8269387,-1.8110331,"('irresponsible', 'responsible')",0.3073026,0.3759488,0.40491968,0.39004934,-0.3715722,-0.348345,0.0232272
44,1.5020838,1.6103778,"('prejudiced', 'unprejudiced')",-0.40284032,-0.24742234,-1.1813447,-1.2321253,-0.0273671,0.0436101,0.0709772
45,-2.3926785,-2.3861296,"('incompetent', 'competent')",0.27722257,0.21450457,0.049255013,0.0056211688,-0.6887336,-0.7220013,-0.0332677
46,-2.1818728,-2.20106,"('uncompetitive', 'competitive')",0.38387465,0.37912756,-0.75899786,-0.7669653,-0.852332,-0.862966,-0.010634
47,-0.89124435,-0.85402286,"('stupid', 'smart')",0.45287827,0.4510418,5.198489,5.16246,1.5867078,1.5864929,-0.0002149
48,-1.2759213,-1.3432773,"('unintelligent', 'intelligent')",1.3293864,1.2983413,0.7524463,0.77404845,0.2686371,0.2430375,-0.0255996
49,-1.3098503,-1.2049857,"('unable', 'able')",-0.83303374,-0.750876,-0.98311275,-0.9469013,-1.0419989,-0.9675877,0.0744112
50,0.50761974,0.5039739,"('clumsy', 'skillful')",0.01185628,-0.06788593,-0.2682947,-0.36749738,0.0837271,0.0228635,-0.0608636
51,-1.4749373,-1.616471,"('uneducated', 'educated')",-0.6468509,-0.7248014,0.16889894,0.087580115,-0.6509631,-0.7512307,-0.1002676
52,0.48027596,0.40923718,"('irrational', 'rational')",0.5143601,0.3743661,0.0865718,-0.048793115,0.3604026,0.2449367,-0.1154659
53,-1.2612846,-1.3799293,"('uncreative', 'creative')",0.87426496,0.6706811,0.1119348,-0.07255821,-0.0916949,-0.2606021,-0.1689072
