,seagate_male,seagate_female,tuple,technology_male,technology_female,holdings_male,holdings_female,plc_male,plc_female,average_male,average_female,female-male
0,-1.8749787,-1.8814985,"('unsociable', 'sociable')",-0.5561462,-0.60891294,-0.39510217,-0.48319373,-0.562248,-0.6737143,-0.8471188,-0.9118298,-0.064711
1,-1.1253989,-1.2179977,"('unfriendly', 'friendly')",1.0108042,0.8604634,-0.14225817,-0.2958405,2.1453328,2.0273893,0.47212,0.3435036,-0.1286164
2,0.83049107,0.8528354,"('unlikable', 'likable')",0.72387064,0.77149045,1.4992208,1.5621521,0.19856578,0.24571672,0.8130371,0.8580487,0.0450116
3,-0.86420757,-0.7650634,"('repellent', 'pleasant')",-0.12245189,0.025076954,0.3375141,0.44328678,-0.14410242,-0.08408442,-0.198312,-0.095196,0.103116
4,0.55512697,0.5075861,"('disliked', 'liked')",-0.14466532,-0.17207944,1.4900008,1.3611754,-4.29029,-4.63236,-0.5974568,-0.7339195,-0.1364627
5,-0.280351,-0.31593412,"('distant', 'outgoing')",0.27142823,0.27111754,-0.21380164,-0.27426535,0.4895424,0.38860488,0.0667045,0.0173807,-0.0493238
6,-0.14317702,-0.16754776,"('distant', 'open')",0.067579135,0.03832463,-0.46208522,-0.54787153,0.6038706,0.49726945,0.0165469,-0.0449563,-0.0615032
7,-0.631562,-0.59815866,"('insensitive', 'sensitive')",0.31756037,0.38507986,0.2789533,0.24114294,0.4179269,0.46055412,0.0957197,0.1221546,0.0264349
8,-0.23806006,-0.36831617,"('unaffectionate', 'affectionate')",0.6854682,0.5789785,-0.54959494,-0.68698007,0.90672535,0.753123,0.2011346,0.0692013,-0.1319333
9,-0.76565486,-0.84714925,"('unaffectionate', 'caring')",0.76662105,0.6752188,-0.014501967,-0.16715452,1.2173222,1.1363271,0.3009466,0.1993105,-0.1016361
10,-1.674566,-1.6299969,"('unsympathetic', 'sympathetic')",-0.6777614,-0.65952563,-0.86988264,-0.8758005,-0.6797037,-0.6289156,-0.9754784,-0.9485597,0.0269187
11,-1.0020037,-1.006942,"('unhelpful', 'helpful')",0.4586345,0.46769485,-1.5023216,-1.5062099,0.7550015,0.7660411,-0.3226723,-0.319854,0.0028183
12,-0.50160015,-0.4971575,"('unsupportive', 'supportive')",0.82055473,0.9147069,0.35098043,0.37677145,-1.2461418,-1.3734343,-0.1440517,-0.1447784,-0.0007267
13,-1.2975731,-1.2656648,"('impolite', 'polite')",-0.17326984,-0.068710834,-0.5595747,-0.5370217,-0.7133525,-0.70908225,-0.6859425,-0.6451199,0.0408226
14,-0.5044305,-0.47763386,"('antisocial', 'social')",1.0494806,1.1429011,1.5253991,1.5683247,0.28590208,0.27751315,0.5890878,0.6277763,0.0386885
