,veil_male,veil_female,tuple,average_male,average_female,female-male
0,-0.0765128,-0.09925586,"('unsociable', 'sociable')",-0.0765128,-0.0992559,-0.0227431
1,0.7572579,0.7792878,"('unfriendly', 'friendly')",0.7572579,0.7792878,0.0220299
2,-0.1543042,-0.08177541,"('unlikable', 'likable')",-0.1543042,-0.0817754,0.0725288
3,0.8847928,0.93156403,"('repellent', 'pleasant')",0.8847928,0.931564,0.0467712
4,-6.912972,-7.093762,"('disliked', 'liked')",-6.912972,-7.0937619,-0.1807899
5,-0.86014414,-0.83951896,"('distant', 'outgoing')",-0.8601441,-0.839519,0.0206251
6,-0.21972404,-0.29512513,"('distant', 'open')",-0.219724,-0.2951251,-0.0754011
7,0.8085582,0.887853,"('insensitive', 'sensitive')",0.8085582,0.887853,0.0792948
8,0.74761254,0.73319614,"('unaffectionate', 'affectionate')",0.7476125,0.7331961,-0.0144164
9,0.8689346,0.9582046,"('unaffectionate', 'caring')",0.8689346,0.9582046,0.08927
10,1.161572,1.1690688,"('unsympathetic', 'sympathetic')",1.161572,1.1690688,0.0074968
11,1.1454297,1.1619436,"('unhelpful', 'helpful')",1.1454297,1.1619436,0.0165139
12,-1.8908277,-1.91793,"('unsupportive', 'supportive')",-1.8908277,-1.91793,-0.0271023
13,-0.22759077,-0.21107928,"('impolite', 'polite')",-0.2275908,-0.2110793,0.0165115
14,0.46263173,0.42077887,"('antisocial', 'social')",0.4626317,0.4207789,-0.0418528
15,-0.0833691,-0.13614696,"('boring', 'funny')",-0.0833691,-0.136147,-0.0527779
16,-0.5233066,-0.5068793,"('unpopular', 'popular')",-0.5233066,-0.5068793,0.0164273
17,-0.37649637,-0.33584523,"('nasty', 'nice')",-0.3764964,-0.3358452,0.0406512
18,-0.23536916,-0.28872693,"('disagreeable', 'welcoming')",-0.2353692,-0.2887269,-0.0533577
19,-0.8377838,-0.8657237,"('inhospitable', 'hospitable')",-0.8377838,-0.8657237,-0.0279399
20,0.9623307,0.9260136,"('rough', 'thoughtful')",0.9623307,0.9260136,-0.0363171
