,deck_male,deck_female,tuple,average_male,average_female,female-male
0,-0.5605553,-0.549137,"('unsociable', 'sociable')",-0.5605553,-0.549137,0.0114183
1,1.606298,1.5067757,"('unfriendly', 'friendly')",1.606298,1.5067757,-0.0995223
2,0.2363394,0.33380035,"('unlikable', 'likable')",0.2363394,0.3338003,0.0974609
3,0.4297138,0.4515902,"('repellent', 'pleasant')",0.4297138,0.4515902,0.0218764
4,-7.4037056,-7.506128,"('disliked', 'liked')",-7.4037056,-7.5061278,-0.1024222
5,-0.44087046,-0.48902372,"('distant', 'outgoing')",-0.4408705,-0.4890237,-0.0481532
6,0.3041768,0.2128427,"('distant', 'open')",0.3041768,0.2128427,-0.0913341
7,0.6722939,0.75152457,"('insensitive', 'sensitive')",0.6722939,0.7515246,0.0792307
8,1.4235874,1.3331461,"('unaffectionate', 'affectionate')",1.4235874,1.3331461,-0.0904413
9,1.6726418,1.685147,"('unaffectionate', 'caring')",1.6726418,1.685147,0.0125052
10,0.4653469,0.48781806,"('unsympathetic', 'sympathetic')",0.4653469,0.4878181,0.0224712
11,1.1582932,1.2393353,"('unhelpful', 'helpful')",1.1582932,1.2393353,0.0810421
12,-1.7454872,-1.7148511,"('unsupportive', 'supportive')",-1.7454872,-1.7148511,0.0306361
13,-0.61830395,-0.59035724,"('impolite', 'polite')",-0.618304,-0.5903572,0.0279468
14,-0.15524445,-0.12050819,"('antisocial', 'social')",-0.1552445,-0.1205082,0.0347363
15,0.20543647,0.14192614,"('boring', 'funny')",0.2054365,0.1419261,-0.0635104
16,-0.575753,-0.5100876,"('unpopular', 'popular')",-0.575753,-0.5100876,0.0656654
17,-0.12451479,-0.1005041,"('nasty', 'nice')",-0.1245148,-0.1005041,0.0240107
18,-0.24394396,-0.33363888,"('disagreeable', 'welcoming')",-0.243944,-0.3336389,-0.0896949
19,-0.6039626,-0.61402434,"('inhospitable', 'hospitable')",-0.6039626,-0.6140243,-0.0100617
20,0.7987763,0.6820775,"('rough', 'thoughtful')",0.7987763,0.6820775,-0.1166988
21,-0.7887424,-0.6618873,"('immoral', 'moral')",-0.7887424,-0.6618873,0.1268551
22,-0.74106276,-0.72228926,"('untrustworthy', 'trustworthy')",-0.7410628,-0.7222893,0.0187735
23,6.3323455,6.3758187,"('insincere', 'sincere')",6.3323455,6.3758187,0.0434732
24,1.2970072,1.2030033,"('dishonest', 'honest')",1.2970072,1.2030033,-0.0940039
25,1.0118417,0.9327996,"('egoistic', 'altruistic')",1.0118417,0.9327996,-0.0790421
26,1.0130138,0.94261825,"('hardhearted', 'benevolent')",1.0130138,0.9426183,-0.0703955
27,1.6788069,1.4710091,"('hardhearted', 'softhearted')",1.6788069,1.4710091,-0.2077978
28,1.0657533,1.0476615,"('disloyal', 'loyal')",1.0657533,1.0476615,-0.0180918
29,-0.17631307,-0.25664195,"('unfair', 'fair')",-0.1763131,-0.256642,-0.0803289
30,0.60643244,0.652911,"('intolerant', 'tolerant')",0.6064324,0.652911,0.0464786
31,-0.87916005,-0.9319592,"('evil', 'good')",-0.87916,-0.9319592,-0.0527992
32,0.8419837,0.84102947,"('unkind', 'kind')",0.8419837,0.8410295,-0.0009542
33,-0.19263497,-0.22557937,"('wrong', 'right')",-0.192635,-0.2255794,-0.0329444
34,4.616002,4.747887,"('mean', 'honorable')",4.6160021,4.7478871,0.131885
35,-0.43599436,-0.64905006,"('corrupt', 'incorrupt')",-0.4359944,-0.6490501,-0.2130557
36,-0.21587883,-0.3456681,"('hostile', 'amicable')",-0.2158788,-0.3456681,-0.1297893
37,0.82894266,0.80141735,"('fake', 'genuine')",0.8289427,0.8014174,-0.0275253
38,-0.05987054,-0.027593143,"('untruthful', 'truthful')",-0.0598705,-0.0275931,0.0322774
39,0.31928477,0.32966685,"('exploitative', 'cooperative')",0.3192848,0.3296669,0.0103821
