,ameren_male,ameren_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.74516433,-0.9784903,"('unsociable', 'sociable')",-0.37417224,-0.61338174,-0.5596683,-0.795936,-0.2362677
1,-1.449943,-1.7358261,"('unfriendly', 'friendly')",1.2898077,1.1570157,-0.0800676,-0.2894052,-0.2093376
2,0.49321005,0.32805336,"('unlikable', 'likable')",0.7012029,0.7272582,0.5972065,0.5276558,-0.0695507
3,-0.49595103,-0.45405632,"('repellent', 'pleasant')",1.0260228,0.95804393,0.2650359,0.2519938,-0.0130421
4,0.050846238,-0.01748268,"('disliked', 'liked')",-6.895365,-6.8083916,-3.4222596,-3.4129372,0.0093224
5,-1.178003,-1.2064039,"('distant', 'outgoing')",-0.67850286,-0.5554259,-0.9282529,-0.8809149,0.047338
6,-1.168374,-1.19309,"('distant', 'open')",-0.62158763,-0.5073838,-0.8949808,-0.8502369,0.0447439
7,-0.4726241,-0.44573233,"('insensitive', 'sensitive')",-0.027033124,-0.017629359,-0.2498286,-0.2316808,0.0181478
8,-1.0646278,-1.2156212,"('unaffectionate', 'affectionate')",0.85592866,0.8086483,-0.1043496,-0.2034865,-0.0991369
9,-1.1870239,-1.3820425,"('unaffectionate', 'caring')",1.0801592,1.0963002,-0.0534323,-0.1428711,-0.0894388
10,-1.046809,-1.1501124,"('unsympathetic', 'sympathetic')",-0.43259513,-0.5188771,-0.739702,-0.8344947,-0.0947927
11,-0.11446862,-0.19226138,"('unhelpful', 'helpful')",1.7162546,1.7788416,0.800893,0.7932901,-0.0076029
12,-0.5680715,-0.5418745,"('unsupportive', 'supportive')",-2.3804398,-2.342615,-1.4742556,-1.4422448,0.0320108
13,-0.17633492,-0.26194572,"('impolite', 'polite')",-0.72802633,-0.779694,-0.4521806,-0.5208199,-0.0686393
14,-0.44941106,-0.43577808,"('antisocial', 'social')",-0.25311688,-0.45744887,-0.351264,-0.4466135,-0.0953495
15,0.056151304,-0.03885121,"('boring', 'funny')",0.0056225527,0.041744597,0.0308869,0.0014467,-0.0294402
16,-0.48916146,-0.50614643,"('unpopular', 'popular')",0.46543905,0.42482668,-0.0118612,-0.0406599,-0.0287987
17,0.22049658,0.25168255,"('nasty', 'nice')",-0.54221505,-0.4413272,-0.1608592,-0.0948223,0.0660369
18,-0.21304579,-0.17617846,"('disagreeable', 'welcoming')",-0.6742513,-0.73384064,-0.4436485,-0.4550095,-0.011361
19,-1.2338324,-1.2728394,"('inhospitable', 'hospitable')",-0.5632361,-0.3945142,-0.8985342,-0.8336768,0.0648574
20,0.39192358,0.41017562,"('rough', 'thoughtful')",0.7963893,0.73206,0.5941564,0.5711178,-0.0230386
21,0.12286271,0.055234946,"('immoral', 'moral')",-0.45552722,-0.44768766,-0.1663322,-0.1962264,-0.0298942
22,-0.68010235,-0.699165,"('untrustworthy', 'trustworthy')",-1.4209104,-1.3864639,-1.0505064,-1.0428145,0.0076919
23,-0.6016493,-0.7036391,"('insincere', 'sincere')",5.748524,5.643713,2.5734375,2.470037,-0.1034005
24,-0.8552279,-0.9703423,"('dishonest', 'honest')",0.5735833,0.5891675,-0.1408223,-0.1905874,-0.0497651
25,-0.3492028,-0.47386214,"('egoistic', 'altruistic')",0.99997383,0.9096844,0.3253855,0.2179111,-0.1074744
26,-0.37872317,-0.63085157,"('hardhearted', 'benevolent')",1.5019246,1.2656898,0.5616007,0.3174191,-0.2441816
27,-0.1731102,-0.17782545,"('hardhearted', 'softhearted')",1.0810031,0.98792744,0.4539464,0.405051,-0.0488954
28,-0.19831604,-0.3238246,"('disloyal', 'loyal')",1.3920028,1.287297,0.5968434,0.4817362,-0.1151072
29,-0.8001685,-0.7748755,"('unfair', 'fair')",-0.59779036,-0.6950201,-0.6989794,-0.7349478,-0.0359684
30,0.29916623,0.21067618,"('intolerant', 'tolerant')",0.8931794,0.89207023,0.5961728,0.5513732,-0.0447996
31,-1.022861,-0.9459154,"('evil', 'good')",-1.1191758,-1.1505972,-1.0710185,-1.0482563,0.0227622
32,-0.3912993,-0.63258237,"('unkind', 'kind')",0.622865,0.34449506,0.1157829,-0.1440437,-0.2598266
33,0.22411877,0.1625308,"('wrong', 'right')",-0.900847,-0.8822456,-0.3383641,-0.3598574,-0.0214933
34,0.27304408,0.30055773,"('mean', 'honorable')",5.862984,6.039726,3.0680141,3.1701417,0.1021276
35,0.16649723,0.21484773,"('corrupt', 'incorrupt')",-0.64767176,-0.6173845,-0.2405873,-0.2012684,0.0393189
36,-0.3828369,-0.4841648,"('hostile', 'amicable')",-0.11398341,-0.17661569,-0.2484102,-0.3303902,-0.08198
37,0.22934811,0.21689188,"('fake', 'genuine')",-0.040335685,0.0148906745,0.0945062,0.1158913,0.0213851
38,-0.7094651,-0.8035621,"('untruthful', 'truthful')",-0.20115283,-0.045862902,-0.455309,-0.4247125,0.0305965
39,0.20773384,0.20096871,"('exploitative', 'cooperative')",0.007758166,0.0033437065,0.107746,0.1021562,-0.0055898
40,0.353646,0.3491649,"('stingy', 'generous')",-2.147375,-2.225607,-0.8968645,-0.938221,-0.0413565
41,-0.015344765,-0.07296315,"('unforgiving', 'forgiving')",0.001698195,-0.07935783,-0.0068233,-0.0761605,-0.0693372
42,0.004514158,0.05317665,"('unreliable', 'reliable')",-3.569126,-3.4961123,-1.7823058,-1.7214679,0.0608379
43,-0.7407056,-0.8465702,"('irresponsible', 'responsible')",0.2555191,0.18776563,-0.2425933,-0.3294023,-0.086809
44,0.26032063,0.2779825,"('prejudiced', 'unprejudiced')",-1.5482109,-1.620985,-0.6439451,-0.6715013,-0.0275562
45,-1.0118375,-1.0446529,"('incompetent', 'competent')",-0.08242906,-0.13540511,-0.5471333,-0.590029,-0.0428957
46,-0.90883327,-0.93452984,"('uncompetitive', 'competitive')",-0.65772206,-0.64703965,-0.7832776,-0.7907847,-0.0075071
47,-0.05465372,-0.061060555,"('stupid', 'smart')",5.2472873,5.3297267,2.5963168,2.6343331,0.0380163
48,0.37047145,0.38896418,"('unintelligent', 'intelligent')",0.84865314,0.88239807,0.6095623,0.6356812,0.0261189
49,0.13886307,0.3583196,"('unable', 'able')",0.015731351,0.18562351,0.0772972,0.2719716,0.1946744
50,-0.06728917,-0.0066896807,"('clumsy', 'skillful')",-0.04896982,-0.07229363,-0.0581295,-0.0394917,0.0186378
51,-0.307579,-0.45105332,"('uneducated', 'educated')",0.20325588,0.14183313,-0.0521616,-0.1546101,-0.1024485
52,0.07647114,-0.07158733,"('irrational', 'rational')",0.18579975,0.11848159,0.1311354,0.0234471,-0.1076883
53,-1.674618,-1.7050953,"('uncreative', 'creative')",0.30994782,0.25988373,-0.6823351,-0.7226058,-0.0402707
54,-0.9580656,-1.0370959,"('incapable', 'capable')",0.7623103,0.8797932,-0.0978777,-0.0786513,0.0192264
55,-0.36339396,-0.30689964,"('incompetent', 'clever')",0.17050672,0.13173634,-0.0964436,-0.0875816,0.008862
56,-0.114621654,-0.2708258,"('impractical', 'practical')",-0.26609534,-0.2476701,-0.1903585,-0.259248,-0.0688895
57,-0.88604915,-0.9961865,"('unimaginative', 'imaginative')",-3.2310467,-3.2402918,-2.058548,-2.1182392,-0.0596912
58,-0.5728035,-0.64267427,"('undiscriminating', 'discriminating')",0.27656037,0.25898406,-0.1481216,-0.1918451,-0.0437235
59,0.095920995,0.19942181,"('foolish', 'wise')",-0.064492166,0.052288033,0.0157144,0.1258549,0.1101405
60,0.4816729,0.46233344,"('inefficient', 'efficient')",-0.0016463846,0.09496549,0.2400133,0.2786494,0.0386361
61,-0.5598196,-0.7189691,"('illogical', 'logical')",0.42994514,0.17363209,-0.0649372,-0.2726685,-0.2077313
62,0.11653146,0.20050794,"('incompetent', 'brilliant')",0.45893288,0.6729395,0.2877322,0.4367237,0.1489915
63,-0.6166419,-0.6294699,"('unperceptive', 'insightful')",0.23889597,0.32431746,-0.188873,-0.1525762,0.0362968
