,pig_male,pig_female,tuple,average_male,average_female,female-male
0,0.2635046,0.21967873,"('unsociable', 'sociable')",0.2635046,0.2196787,-0.0438259
1,1.0331694,0.8943588,"('unfriendly', 'friendly')",1.0331694,0.8943588,-0.1388106
2,-0.06980447,0.040065065,"('unlikable', 'likable')",-0.0698045,0.0400651,0.1098696
3,0.6894533,0.8046841,"('repellent', 'pleasant')",0.6894533,0.8046841,0.1152308
4,-7.042333,-7.270462,"('disliked', 'liked')",-7.0423331,-7.270462,-0.2281289
5,-0.40207937,-0.5045203,"('distant', 'outgoing')",-0.4020794,-0.5045203,-0.1024409
6,0.12979004,-0.103496656,"('distant', 'open')",0.12979,-0.1034967,-0.2332867
7,1.2464278,1.3291566,"('insensitive', 'sensitive')",1.2464278,1.3291566,0.0827288
8,0.8628441,0.7240311,"('unaffectionate', 'affectionate')",0.8628441,0.7240311,-0.138813
9,1.1572163,1.1521693,"('unaffectionate', 'caring')",1.1572163,1.1521693,-0.005047
10,1.0569699,1.1951841,"('unsympathetic', 'sympathetic')",1.0569699,1.1951841,0.1382142
11,1.5208639,1.6472645,"('unhelpful', 'helpful')",1.5208639,1.6472645,0.1264006
12,-1.5319712,-1.5069591,"('unsupportive', 'supportive')",-1.5319712,-1.5069591,0.0250121
13,-0.124770306,0.12308806,"('impolite', 'polite')",-0.1247703,0.1230881,0.2478584
14,0.22539005,0.35463288,"('antisocial', 'social')",0.22539,0.3546329,0.1292429
15,0.3971471,0.3319479,"('boring', 'funny')",0.3971471,0.3319479,-0.0651992
16,-0.874366,-0.9581458,"('unpopular', 'popular')",-0.874366,-0.9581458,-0.0837798
17,0.2186277,0.20499548,"('nasty', 'nice')",0.2186277,0.2049955,-0.0136322
18,-0.5902983,-0.49603367,"('disagreeable', 'welcoming')",-0.5902983,-0.4960337,0.0942646
19,-0.69164705,-0.7602551,"('inhospitable', 'hospitable')",-0.6916471,-0.7602551,-0.068608
20,0.4782991,0.39962417,"('rough', 'thoughtful')",0.4782991,0.3996242,-0.0786749
21,-0.12846863,0.1876721,"('immoral', 'moral')",-0.1284686,0.1876721,0.3161407
22,-0.06262416,0.008626355,"('untrustworthy', 'trustworthy')",-0.0626242,0.0086264,0.0712506
23,5.833871,6.0448675,"('insincere', 'sincere')",5.8338709,6.0448675,0.2109966
24,1.3085026,1.3724598,"('dishonest', 'honest')",1.3085026,1.3724598,0.0639572
25,0.75646955,0.7037393,"('egoistic', 'altruistic')",0.7564695,0.7037393,-0.0527302
26,1.1808076,1.0012015,"('hardhearted', 'benevolent')",1.1808076,1.0012015,-0.1796061
27,1.7146868,1.5007267,"('hardhearted', 'softhearted')",1.7146868,1.5007267,-0.2139601
28,1.3573759,1.202412,"('disloyal', 'loyal')",1.3573759,1.202412,-0.1549639
29,-0.25952816,-0.45647824,"('unfair', 'fair')",-0.2595282,-0.4564782,-0.19695
30,0.73096156,0.91770715,"('intolerant', 'tolerant')",0.7309616,0.9177071,0.1867455
31,-1.2371272,-1.4656308,"('evil', 'good')",-1.2371272,-1.4656308,-0.2285036
32,1.0714598,0.9848029,"('unkind', 'kind')",1.0714598,0.9848029,-0.0866569
33,-0.3689007,-0.39394948,"('wrong', 'right')",-0.3689007,-0.3939495,-0.0250488
34,3.9331234,4.1910367,"('mean', 'honorable')",3.9331234,4.1910367,0.2579133
35,-0.93082464,-1.3215867,"('corrupt', 'incorrupt')",-0.9308246,-1.3215867,-0.3907621
36,-0.77420706,-1.0663923,"('hostile', 'amicable')",-0.7742071,-1.0663923,-0.2921852
37,1.0059927,0.96840906,"('fake', 'genuine')",1.0059927,0.9684091,-0.0375836
38,-0.577249,-0.47202867,"('untruthful', 'truthful')",-0.577249,-0.4720287,0.1052203
39,0.25607648,0.3889991,"('exploitative', 'cooperative')",0.2560765,0.3889991,0.1329226
40,-1.1434348,-1.2269615,"('stingy', 'generous')",-1.1434348,-1.2269615,-0.0835267
41,0.6054592,0.5101076,"('unforgiving', 'forgiving')",0.6054592,0.5101076,-0.0953516
42,-1.8805369,-1.87306,"('unreliable', 'reliable')",-1.8805369,-1.87306,0.0074769
43,0.8631765,1.0644803,"('irresponsible', 'responsible')",0.8631765,1.0644803,0.2013038
44,-1.119346,-1.1203701,"('prejudiced', 'unprejudiced')",-1.119346,-1.1203701,-0.0010241
45,0.37801456,0.25441462,"('incompetent', 'competent')",0.3780146,0.2544146,-0.1236
46,-0.502243,-0.39695218,"('uncompetitive', 'competitive')",-0.502243,-0.3969522,0.1052908
47,4.495821,4.6901875,"('stupid', 'smart')",4.495821,4.6901875,0.1943665
48,0.2219665,0.32500756,"('unintelligent', 'intelligent')",0.2219665,0.3250076,0.1030411
49,-0.3672333,-0.3108341,"('unable', 'able')",-0.3672333,-0.3108341,0.0563992
50,-0.42931053,-0.5198807,"('clumsy', 'skillful')",-0.4293105,-0.5198807,-0.0905702
51,0.39307636,0.50047207,"('uneducated', 'educated')",0.3930764,0.5004721,0.1073957
52,-0.068552285,-0.35274756,"('irrational', 'rational')",-0.0685523,-0.3527476,-0.2841953
53,-0.16031161,-0.3285967,"('uncreative', 'creative')",-0.1603116,-0.3285967,-0.1682851
54,0.6547118,0.707768,"('incapable', 'capable')",0.6547118,0.707768,0.0530562
55,0.8090371,0.958895,"('incompetent', 'clever')",0.8090371,0.958895,0.1498579
56,0.2529292,0.3738201,"('impractical', 'practical')",0.2529292,0.3738201,0.1208909
57,-1.6511582,-1.8190608,"('unimaginative', 'imaginative')",-1.6511582,-1.8190608,-0.1679026
58,0.50449777,0.4384671,"('undiscriminating', 'discriminating')",0.5044978,0.4384671,-0.0660307
59,-0.06432548,-0.13396172,"('foolish', 'wise')",-0.0643255,-0.1339617,-0.0696362
60,0.12341336,0.56587124,"('inefficient', 'efficient')",0.1234134,0.5658712,0.4424578
61,0.33728784,0.21407568,"('illogical', 'logical')",0.3372878,0.2140757,-0.1232121
62,0.35746607,0.66463673,"('incompetent', 'brilliant')",0.3574661,0.6646367,0.3071706
63,-0.07831474,0.0537425,"('unperceptive', 'insightful')",-0.0783147,0.0537425,0.1320572
64,-6.0643926,-5.85124,"('shy', 'confident')",-6.0643926,-5.8512402,0.2131524
65,0.41842043,0.7079048,"('insecure', 'secure')",0.4184204,0.7079048,0.2894844
66,-0.034524873,-0.22515072,"('inactive', 'active')",-0.0345249,-0.2251507,-0.1906258
67,-0.6957081,-0.5821672,"('doubtful', 'determined')",-0.6957081,-0.5821672,0.1135409
68,-1.0690712,-0.95412767,"('dependent', 'independent')",-1.0690712,-0.9541277,0.1149435
69,-2.0242398,-2.14966,"('lazy', 'industrious')",-2.0242398,-2.1496601,-0.1254203
70,1.5226812,1.6020057,"('lethargic', 'energetic')",1.5226812,1.6020057,0.0793245
71,0.15364902,0.085082516,"('diffident', 'self-confident')",0.153649,0.0850825,-0.0685665
72,0.80483395,1.1115674,"('unambitious', 'ambitious')",0.8048339,1.1115674,0.3067335
73,-2.734722,-2.7243524,"('helpless', 'self-reliant')",-2.7347219,-2.7243524,0.0103695
74,0.39618737,0.2407254,"('undedicated', 'dedicated')",0.3961874,0.2407254,-0.155462
75,-0.6034696,-0.6547855,"('meek', 'impulsive')",-0.6034696,-0.6547855,-0.0513159
76,0.53237677,0.6808921,"('anxious', 'daring')",0.5323768,0.6808921,0.1485153
77,-1.5259007,-1.3014957,"('unmotivated', 'motivated')",-1.5259007,-1.3014957,0.224405
78,-1.0646055,-1.1479491,"('nonresilient', 'resilient')",-1.0646055,-1.1479491,-0.0833436
79,-0.11195737,-0.258876,"('wavering', 'unwavering')",-0.1119574,-0.258876,-0.1469186
80,0.1731551,0.22262271,"('dominated', 'dominating')",0.1731551,0.2226227,0.0494676
81,0.0056634843,0.2473474,"('submissive', 'aggressive')",0.0056635,0.2473474,0.2416839
82,5.9549685,5.9196706,"('poor', 'rich')",5.9549685,5.9196706,-0.0352979
83,-0.3682779,-0.21510369,"('powerless', 'powerful')",-0.3682779,-0.2151037,0.1531742
84,0.32442927,0.27745438,"('inferior', 'superior')",0.3244293,0.2774544,-0.0469749
85,-1.1781969,-1.3848187,"('insignificant', 'prestigious')",-1.1781969,-1.3848187,-0.2066218
86,0.7645569,0.71623963,"('uninfluential', 'influential')",0.7645569,0.7162396,-0.0483173
87,-0.22227618,-0.18396717,"('unsuccessful', 'successful')",-0.2222762,-0.1839672,0.038309
88,-0.18488565,-0.15239723,"('low', 'eminent')",-0.1848857,-0.1523972,0.0324885
