,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,female-male
0,2.9308264,2.9057386,"('unsociable', 'sociable')",-0.61130303,-0.7465521,-0.13124584,-0.2731888,0.7294258,0.6286658,-0.10076
1,-1.3871728,-1.4467314,"('unfriendly', 'friendly')",-2.2355597,-2.17541,0.8209611,0.514845,-0.9339239,-1.0357655,-0.1018416
2,0.8707017,0.860908,"('unlikable', 'likable')",0.40140516,0.391665,0.5849019,0.57939523,0.6190029,0.6106561,-0.0083468
3,1.3932713,1.4667982,"('repellent', 'pleasant')",-0.41680485,-0.30084616,0.66558105,0.75358367,0.5473492,0.6398452,0.092496
4,-2.79022,-2.741185,"('disliked', 'liked')",-0.31258088,-0.2366769,-6.551342,-6.688072,-3.2180475,-3.2219779,-0.0039304
5,-3.3755352,-3.4059536,"('distant', 'outgoing')",-0.97316146,-0.88148654,-0.6319719,-0.7186428,-1.6602228,-1.6686943,-0.0084715
6,-3.5384884,-3.5751796,"('distant', 'open')",-1.3671432,-1.2425691,-0.92564887,-1.0674777,-1.9437601,-1.9617421,-0.017982
7,1.8037312,1.8362381,"('insensitive', 'sensitive')",-0.6782954,-0.67019,0.22900972,0.23058225,0.4514819,0.4655435,0.0140616
8,-2.8098505,-2.8820198,"('unaffectionate', 'affectionate')",-1.8801917,-1.8195157,0.1589964,-0.04703454,-1.5103485,-1.5828567,-0.0725082
9,-0.67394465,-0.67880166,"('unaffectionate', 'caring')",-2.1097517,-2.0211291,0.9125593,0.8063521,-0.6237124,-0.6311928,-0.0074804
10,3.467695,3.4878147,"('unsympathetic', 'sympathetic')",-1.2621527,-1.2945037,-0.07898213,-0.0885102,0.7088534,0.7016002,-0.0072532
11,1.5692542,1.6156081,"('unhelpful', 'helpful')",-0.37802038,-0.39644858,2.075344,2.0849547,1.0888592,1.1013714,0.0125122
12,0.99644786,1.0795887,"('unsupportive', 'supportive')",-0.5874283,-0.48021543,-1.8525665,-1.8639976,-0.4811823,-0.4215415,0.0596408
13,2.6205726,2.5674834,"('impolite', 'polite')",0.07180891,-0.08744661,-0.1664905,-0.09232141,0.8419636,0.7959051,-0.0460585
14,2.5505958,2.4956958,"('antisocial', 'social')",0.50074935,0.4903253,0.106719725,0.11484318,1.0526883,1.0336214,-0.0190669
15,-0.58302987,-0.5374575,"('boring', 'funny')",0.1608128,0.06688689,-0.40223005,-0.42103434,-0.2748157,-0.2972017,-0.022386
16,-2.343256,-2.2782125,"('unpopular', 'popular')",-0.4888764,-0.40374127,0.31561702,0.29719257,-0.8388384,-0.7949204,0.043918
17,-0.7244266,-0.68869174,"('nasty', 'nice')",-0.082095936,-0.054217607,-0.7691691,-0.695888,-0.5252306,-0.4795991,0.0456315
18,-1.1029108,-1.1803629,"('disagreeable', 'welcoming')",0.07294111,0.107493296,-0.6798212,-0.8021165,-0.5699303,-0.6249954,-0.0550651
19,-2.1734204,-2.176292,"('inhospitable', 'hospitable')",-0.78060603,-0.7654345,-0.85325944,-0.91498744,-1.2690953,-1.2855713,-0.016476
20,0.5309313,0.48897195,"('rough', 'thoughtful')",0.08010819,0.10052599,0.8223156,0.7809509,0.477785,0.4568163,-0.0209687
21,3.170989,3.1791687,"('immoral', 'moral')",0.10784181,0.00047511095,-0.28549165,-0.21097255,0.9977797,0.9895571,-0.0082226
22,1.2709413,1.2257397,"('untrustworthy', 'trustworthy')",0.18813959,0.16106063,-1.0010462,-0.9470252,0.1526782,0.1465917,-0.0060865
23,3.468058,3.3846793,"('insincere', 'sincere')",-0.83565664,-0.8819114,5.471582,5.5268903,2.7013276,2.6765528,-0.0247748
24,1.3116517,1.2583666,"('dishonest', 'honest')",-0.59088075,-0.6400795,0.63773274,0.63604903,0.4528346,0.418112,-0.0347226
25,-1.2869539,-1.2240834,"('egoistic', 'altruistic')",-0.7595489,-0.7011849,0.5212876,0.41897756,-0.508405,-0.502097,0.006308
26,-1.2448677,-1.3523586,"('hardhearted', 'benevolent')",-0.31036723,-0.31438917,1.1641831,0.9493922,-0.1303506,-0.2391185,-0.1087679
27,-0.78281295,-0.8346096,"('hardhearted', 'softhearted')",-0.44349408,-0.30709967,0.8202719,0.68415844,-0.135345,-0.152517,-0.017172
28,1.2762008,1.2952138,"('disloyal', 'loyal')",-0.68669456,-0.7106409,0.85356396,0.73078436,0.4810234,0.4384524,-0.042571
