,teenager_male,teenager_female,tuple,average_male,average_female,female-male
0,0.20617309,0.14019105,"('unsociable', 'sociable')",0.2061731,0.140191,-0.0659821
1,1.6770678,1.6521577,"('unfriendly', 'friendly')",1.6770678,1.6521577,-0.0249101
2,0.77159065,0.93142337,"('unlikable', 'likable')",0.7715907,0.9314234,0.1598327
3,1.0263952,1.1753256,"('repellent', 'pleasant')",1.0263952,1.1753256,0.1489304
4,-7.3879914,-7.3388658,"('disliked', 'liked')",-7.3879914,-7.3388658,0.0491256
5,0.07932807,0.10672488,"('distant', 'outgoing')",0.0793281,0.1067249,0.0273968
6,0.10521747,0.17361957,"('distant', 'open')",0.1052175,0.1736196,0.0684021
7,1.8324188,1.9106396,"('insensitive', 'sensitive')",1.8324188,1.9106396,0.0782208
8,1.2614174,1.221469,"('unaffectionate', 'affectionate')",1.2614174,1.221469,-0.0399484
9,1.6006101,1.6480054,"('unaffectionate', 'caring')",1.6006101,1.6480054,0.0473953
10,1.4372213,1.5056727,"('unsympathetic', 'sympathetic')",1.4372213,1.5056727,0.0684514
11,2.2278006,2.2498949,"('unhelpful', 'helpful')",2.2278006,2.2498949,0.0220943
12,-0.9623578,-0.91204184,"('unsupportive', 'supportive')",-0.9623578,-0.9120418,0.050316
13,0.36883634,0.30917457,"('impolite', 'polite')",0.3688363,0.3091746,-0.0596617
14,0.18275708,0.13282856,"('antisocial', 'social')",0.1827571,0.1328286,-0.0499285
15,0.31528297,0.31933808,"('boring', 'funny')",0.315283,0.3193381,0.0040551
16,-0.5466071,-0.41484192,"('unpopular', 'popular')",-0.5466071,-0.4148419,0.1317652
17,-0.4081965,-0.34617406,"('nasty', 'nice')",-0.4081965,-0.3461741,0.0620224
18,-0.18580514,-0.14948986,"('disagreeable', 'welcoming')",-0.1858051,-0.1494899,0.0363152
19,-0.21485564,-0.13602602,"('inhospitable', 'hospitable')",-0.2148556,-0.136026,0.0788296
20,0.9315147,0.8607527,"('rough', 'thoughtful')",0.9315147,0.8607527,-0.070762
21,0.5645321,0.6904362,"('immoral', 'moral')",0.5645321,0.6904362,0.1259041
22,0.39128146,0.41183186,"('untrustworthy', 'trustworthy')",0.3912815,0.4118319,0.0205504
23,7.1836977,7.184761,"('insincere', 'sincere')",7.1836977,7.184761,0.0010633
24,2.4330757,2.4790218,"('dishonest', 'honest')",2.4330757,2.4790218,0.0459461
25,0.431949,0.36499417,"('egoistic', 'altruistic')",0.431949,0.3649942,-0.0669548
26,-0.16748777,-0.20270988,"('hardhearted', 'benevolent')",-0.1674878,-0.2027099,-0.0352221
27,1.5641136,1.53766,"('hardhearted', 'softhearted')",1.5641136,1.53766,-0.0264536
28,1.5535398,1.5647073,"('disloyal', 'loyal')",1.5535398,1.5647073,0.0111675
29,0.09156479,-0.02512294,"('unfair', 'fair')",0.0915648,-0.0251229,-0.1166877
30,1.2929895,1.1958228,"('intolerant', 'tolerant')",1.2929895,1.1958228,-0.0971667
31,-1.4311863,-1.3948071,"('evil', 'good')",-1.4311863,-1.3948071,0.0363792
32,1.4182457,1.3605009,"('unkind', 'kind')",1.4182457,1.3605009,-0.0577448
33,-0.47424835,-0.42663524,"('wrong', 'right')",-0.4742483,-0.4266352,0.0476131
34,4.7150936,4.823178,"('mean', 'honorable')",4.7150936,4.8231778,0.1080842
35,-1.1755916,-1.2278721,"('corrupt', 'incorrupt')",-1.1755916,-1.2278721,-0.0522805
36,-1.0541217,-1.0782456,"('hostile', 'amicable')",-1.0541217,-1.0782456,-0.0241239
37,1.2473838,1.2412218,"('fake', 'genuine')",1.2473838,1.2412218,-0.006162
38,0.36840424,0.3109135,"('untruthful', 'truthful')",0.3684042,0.3109135,-0.0574907
39,0.043743342,0.0614406,"('exploitative', 'cooperative')",0.0437433,0.0614406,0.0176973
40,-1.1044966,-1.0505192,"('stingy', 'generous')",-1.1044966,-1.0505192,0.0539774
41,0.00028483197,0.0059609376,"('unforgiving', 'forgiving')",0.0002848,0.0059609,0.0056761
42,-1.7257572,-1.6536632,"('unreliable', 'reliable')",-1.7257572,-1.6536632,0.072094
43,1.8305757,1.7478727,"('irresponsible', 'responsible')",1.8305757,1.7478727,-0.082703
44,-1.1174275,-1.2883488,"('prejudiced', 'unprejudiced')",-1.1174275,-1.2883488,-0.1709213
45,0.6667039,0.7772478,"('incompetent', 'competent')",0.6667039,0.7772478,0.1105439
46,-0.02320501,0.030756272,"('uncompetitive', 'competitive')",-0.023205,0.0307563,0.0539613
47,5.726875,5.933044,"('stupid', 'smart')",5.7268748,5.933044,0.2061692
48,1.2959808,1.2608603,"('unintelligent', 'intelligent')",1.2959808,1.2608603,-0.0351205
49,0.47557878,0.6125638,"('unable', 'able')",0.4755788,0.6125638,0.136985
50,0.37089437,0.5292731,"('clumsy', 'skillful')",0.3708944,0.5292731,0.1583787
51,0.94181037,0.9364952,"('uneducated', 'educated')",0.9418104,0.9364952,-0.0053152
52,-0.5821884,-0.527794,"('irrational', 'rational')",-0.5821884,-0.527794,0.0543944
53,0.8481399,0.850581,"('uncreative', 'creative')",0.8481399,0.850581,0.0024411
54,1.5676398,1.6664549,"('incapable', 'capable')",1.5676398,1.6664549,0.0988151
55,1.419405,1.4543419,"('incompetent', 'clever')",1.419405,1.4543419,0.0349369
56,0.94359964,0.9325021,"('impractical', 'practical')",0.9435996,0.9325021,-0.0110975
57,-2.5070941,-2.3875272,"('unimaginative', 'imaginative')",-2.5070941,-2.3875272,0.1195669
58,-0.100044034,-0.06380125,"('undiscriminating', 'discriminating')",-0.100044,-0.0638013,0.0362427
59,-0.16966254,-0.014045492,"('foolish', 'wise')",-0.1696625,-0.0140455,0.155617
60,0.9557651,0.9366062,"('inefficient', 'efficient')",0.9557651,0.9366062,-0.0191589
61,0.7004518,0.6320609,"('illogical', 'logical')",0.7004518,0.6320609,-0.0683909
62,1.6547546,1.750442,"('incompetent', 'brilliant')",1.6547546,1.750442,0.0956874
63,1.238089,1.3953785,"('unperceptive', 'insightful')",1.238089,1.3953785,0.1572895
64,-5.473601,-5.421053,"('shy', 'confident')",-5.4736009,-5.4210529,0.052548
65,1.3395712,1.3304234,"('insecure', 'secure')",1.3395712,1.3304234,-0.0091478
66,-0.22323966,-0.19423169,"('inactive', 'active')",-0.2232397,-0.1942317,0.029008
67,-0.9528545,-0.92311954,"('doubtful', 'determined')",-0.9528545,-0.9231195,0.029735
68,-0.0036529973,0.04314694,"('dependent', 'independent')",-0.003653,0.0431469,0.0467999
69,-1.7482758,-1.7364192,"('lazy', 'industrious')",-1.7482758,-1.7364192,0.0118566
70,1.7452105,1.8166077,"('lethargic', 'energetic')",1.7452105,1.8166077,0.0713972
71,0.7822673,0.91242826,"('diffident', 'self-confident')",0.7822673,0.9124283,0.130161
72,0.89941716,0.9352662,"('unambitious', 'ambitious')",0.8994172,0.9352662,0.035849
73,-2.9768953,-2.866896,"('helpless', 'self-reliant')",-2.9768953,-2.8668959,0.1099994
74,0.23698977,0.21289644,"('undedicated', 'dedicated')",0.2369898,0.2128964,-0.0240934
75,-0.9629721,-0.8599643,"('meek', 'impulsive')",-0.9629721,-0.8599643,0.1030078
76,1.2553176,1.1882076,"('anxious', 'daring')",1.2553176,1.1882076,-0.06711
77,-0.6767144,-0.7110153,"('unmotivated', 'motivated')",-0.6767144,-0.7110153,-0.0343009
78,-0.03429343,-0.034746025,"('nonresilient', 'resilient')",-0.0342934,-0.034746,-0.0004526
79,-0.12590891,-0.03860058,"('wavering', 'unwavering')",-0.1259089,-0.0386006,0.0873083
80,0.1361729,0.107960045,"('dominated', 'dominating')",0.1361729,0.10796,-0.0282129
81,0.28817812,0.34268954,"('submissive', 'aggressive')",0.2881781,0.3426895,0.0545114
82,6.5150094,6.7192893,"('poor', 'rich')",6.5150094,6.7192893,0.2042799
83,-0.24793534,-0.2775986,"('powerless', 'powerful')",-0.2479353,-0.2775986,-0.0296633
84,-0.014998443,-0.03778757,"('inferior', 'superior')",-0.0149984,-0.0377876,-0.0227892
85,-1.4398237,-1.4412073,"('insignificant', 'prestigious')",-1.4398237,-1.4412073,-0.0013836
86,0.7917998,0.86519,"('uninfluential', 'influential')",0.7917998,0.86519,0.0733902
87,0.08679719,0.2715229,"('unsuccessful', 'successful')",0.0867972,0.2715229,0.1847257
88,-0.012664868,0.13653034,"('low', 'eminent')",-0.0126649,0.1365303,0.1491952
