,spokesman_male,spokesman_female,tuple,average_male,average_female,female-male
30,1.1625468,1.2068995,"('intolerant', 'tolerant')",1.1625468,1.2068995,0.0443527
31,-2.1801178,-2.053512,"('evil', 'good')",-2.1801178,-2.0535121,0.1266057
32,1.4671161,1.3561964,"('unkind', 'kind')",1.4671161,1.3561964,-0.1109197
33,-0.7972601,-0.79021466,"('wrong', 'right')",-0.7972601,-0.7902147,0.0070454
34,4.965654,5.272554,"('mean', 'honorable')",4.9656539,5.2725539,0.3069
35,-1.3089486,-1.4110329,"('corrupt', 'incorrupt')",-1.3089486,-1.4110329,-0.1020843
36,-1.2602097,-1.2530868,"('hostile', 'amicable')",-1.2602097,-1.2530868,0.0071229
37,1.3958246,1.4228971,"('fake', 'genuine')",1.3958246,1.4228971,0.0270725
38,0.38696417,0.47580108,"('untruthful', 'truthful')",0.3869642,0.4758011,0.0888369
39,0.23377423,0.15794948,"('exploitative', 'cooperative')",0.2337742,0.1579495,-0.0758247
40,-2.332369,-2.4533455,"('stingy', 'generous')",-2.3323691,-2.4533455,-0.1209764
41,0.55992967,0.4674385,"('unforgiving', 'forgiving')",0.5599297,0.4674385,-0.0924912
42,-2.276706,-2.2216961,"('unreliable', 'reliable')",-2.276706,-2.2216961,0.0550099
43,1.9787734,2.000479,"('irresponsible', 'responsible')",1.9787734,2.000479,0.0217056
44,-1.301096,-1.3511821,"('prejudiced', 'unprejudiced')",-1.301096,-1.3511821,-0.0500861
45,1.0552799,0.92566335,"('incompetent', 'competent')",1.0552799,0.9256634,-0.1296165
46,0.16785438,0.034168296,"('uncompetitive', 'competitive')",0.1678544,0.0341683,-0.1336861
47,5.7062616,5.86967,"('stupid', 'smart')",5.7062616,5.8696699,0.1634083
48,0.9962351,1.0033413,"('unintelligent', 'intelligent')",0.9962351,1.0033413,0.0071062
49,0.24093786,0.47576445,"('unable', 'able')",0.2409379,0.4757645,0.2348266
50,-0.33953968,-0.33260053,"('clumsy', 'skillful')",-0.3395397,-0.3326005,0.0069392
51,0.66060877,0.6829748,"('uneducated', 'educated')",0.6606088,0.6829748,0.022366
52,-0.74958175,-0.81261635,"('irrational', 'rational')",-0.7495818,-0.8126163,-0.0630345
53,-0.2515889,-0.22235096,"('uncreative', 'creative')",-0.2515889,-0.222351,0.0292379
54,0.95140105,1.2054591,"('incapable', 'capable')",0.9514011,1.2054591,0.254058
55,1.6513878,1.5512308,"('incompetent', 'clever')",1.6513878,1.5512308,-0.100157
56,1.5818733,1.4667794,"('impractical', 'practical')",1.5818733,1.4667794,-0.1150939
57,-2.7122982,-2.7193239,"('unimaginative', 'imaginative')",-2.7122982,-2.7193239,-0.0070257
58,0.14092793,0.19348434,"('undiscriminating', 'discriminating')",0.1409279,0.1934843,0.0525564
59,-0.119512826,-0.01781196,"('foolish', 'wise')",-0.1195128,-0.017812,0.1017008
60,1.848152,1.8242044,"('inefficient', 'efficient')",1.848152,1.8242044,-0.0239476
61,0.54682946,0.333436,"('illogical', 'logical')",0.5468295,0.333436,-0.2133935
62,1.4992863,1.5889162,"('incompetent', 'brilliant')",1.4992863,1.5889162,0.0896299
63,0.953507,0.959571,"('unperceptive', 'insightful')",0.953507,0.959571,0.006064
64,-5.334132,-5.5777717,"('shy', 'confident')",-5.3341322,-5.5777717,-0.2436395
65,0.8363672,0.6645391,"('insecure', 'secure')",0.8363672,0.6645391,-0.1718281
66,-0.26440388,-0.34872672,"('inactive', 'active')",-0.2644039,-0.3487267,-0.0843228
67,-0.07988272,-0.033615895,"('doubtful', 'determined')",-0.0798827,-0.0336159,0.0462668
68,-0.5571273,-0.5747482,"('dependent', 'independent')",-0.5571273,-0.5747482,-0.0176209
69,-2.2557762,-2.2311275,"('lazy', 'industrious')",-2.2557762,-2.2311275,0.0246487
70,1.626535,1.5495214,"('lethargic', 'energetic')",1.6265351,1.5495214,-0.0770137
71,0.004604956,0.086794995,"('diffident', 'self-confident')",0.004605,0.086795,0.08219
72,0.7835621,0.89068884,"('unambitious', 'ambitious')",0.7835621,0.8906888,0.1071267
73,-3.2784336,-3.152454,"('helpless', 'self-reliant')",-3.2784336,-3.1524539,0.1259797
74,0.15246613,0.048454743,"('undedicated', 'dedicated')",0.1524661,0.0484547,-0.1040114
75,-1.5657182,-1.3567934,"('meek', 'impulsive')",-1.5657182,-1.3567934,0.2089248
76,0.69983745,0.6333033,"('anxious', 'daring')",0.6998374,0.6333033,-0.0665341
77,-0.28272346,-0.31390578,"('unmotivated', 'motivated')",-0.2827235,-0.3139058,-0.0311823
78,-0.59662485,-0.6594211,"('nonresilient', 'resilient')",-0.5966249,-0.6594211,-0.0627962
79,-0.7718593,-0.6316708,"('wavering', 'unwavering')",-0.7718593,-0.6316708,0.1401885
80,0.4426572,0.19233218,"('dominated', 'dominating')",0.4426572,0.1923322,-0.250325
81,0.22186838,0.27734286,"('submissive', 'aggressive')",0.2218684,0.2773429,0.0554745
82,6.247462,6.6166673,"('poor', 'rich')",6.2474618,6.6166673,0.3692055
83,-0.1380453,-0.20658463,"('powerless', 'powerful')",-0.1380453,-0.2065846,-0.0685393
84,0.42498854,0.5392217,"('inferior', 'superior')",0.4249885,0.5392217,0.1142332
85,-1.6783738,-1.5433207,"('insignificant', 'prestigious')",-1.6783738,-1.5433207,0.1350531
86,0.968981,0.91690314,"('uninfluential', 'influential')",0.968981,0.9169031,-0.0520779
87,-0.124078855,0.07042626,"('unsuccessful', 'successful')",-0.1240789,0.0704263,0.1945052
88,-0.06404808,0.0913994,"('low', 'eminent')",-0.0640481,0.0913994,0.1554475
