,cat_male,cat_female,tuple,average_male,average_female,female-male
0,-0.039603777,-0.28750157,"('unsociable', 'sociable')",-0.0396038,-0.2875016,-0.2478978
1,1.546299,1.4763254,"('unfriendly', 'friendly')",1.546299,1.4763254,-0.0699736
2,0.4237296,0.5527262,"('unlikable', 'likable')",0.4237296,0.5527262,0.1289966
3,0.38605964,0.35450676,"('repellent', 'pleasant')",0.3860596,0.3545068,-0.0315528
4,-7.5049806,-7.512783,"('disliked', 'liked')",-7.5049806,-7.5127831,-0.0078025
5,-0.3817172,-0.30331212,"('distant', 'outgoing')",-0.3817172,-0.3033121,0.0784051
6,0.053207014,0.16651519,"('distant', 'open')",0.053207,0.1665152,0.1133082
7,0.36829898,0.42934757,"('insensitive', 'sensitive')",0.368299,0.4293476,0.0610486
8,1.2702633,1.3402948,"('unaffectionate', 'affectionate')",1.2702633,1.3402948,0.0700315
9,1.8015677,1.9879088,"('unaffectionate', 'caring')",1.8015677,1.9879088,0.1863411
10,0.86638707,0.92254794,"('unsympathetic', 'sympathetic')",0.8663871,0.9225479,0.0561608
11,1.910523,2.0324025,"('unhelpful', 'helpful')",1.9105231,2.0324025,0.1218794
12,-1.6154075,-1.6192642,"('unsupportive', 'supportive')",-1.6154075,-1.6192642,-0.0038567
13,-0.018421385,-0.17946431,"('impolite', 'polite')",-0.0184214,-0.1794643,-0.1610429
14,-0.3866404,-0.5647738,"('antisocial', 'social')",-0.3866404,-0.5647738,-0.1781334
15,0.75051445,0.74024516,"('boring', 'funny')",0.7505144,0.7402452,-0.0102692
16,-0.41094434,-0.38915047,"('unpopular', 'popular')",-0.4109443,-0.3891505,0.0217938
17,-0.20255458,-0.19199234,"('nasty', 'nice')",-0.2025546,-0.1919923,0.0105623
18,-0.7743432,-0.88879377,"('disagreeable', 'welcoming')",-0.7743432,-0.8887938,-0.1144506
19,-0.38997883,-0.16113588,"('inhospitable', 'hospitable')",-0.3899788,-0.1611359,0.2288429
20,0.6092087,0.37180045,"('rough', 'thoughtful')",0.6092087,0.3718005,-0.2374082
21,-0.21357019,-0.05001793,"('immoral', 'moral')",-0.2135702,-0.0500179,0.1635523
22,-0.76357895,-0.7580953,"('untrustworthy', 'trustworthy')",-0.763579,-0.7580953,0.0054837
23,6.2718935,6.273085,"('insincere', 'sincere')",6.2718935,6.2730851,0.0011916
24,1.6262398,1.665791,"('dishonest', 'honest')",1.6262398,1.665791,0.0395512
25,0.67570513,0.59337944,"('egoistic', 'altruistic')",0.6757051,0.5933794,-0.0823257
26,0.54832715,0.34247422,"('hardhearted', 'benevolent')",0.5483271,0.3424742,-0.2058529
27,1.4739017,1.3358634,"('hardhearted', 'softhearted')",1.4739017,1.3358634,-0.1380383
28,1.1414397,1.1067741,"('disloyal', 'loyal')",1.1414397,1.1067741,-0.0346656
29,-0.5838481,-0.6768515,"('unfair', 'fair')",-0.5838481,-0.6768515,-0.0930034
30,0.93750906,0.8988052,"('intolerant', 'tolerant')",0.9375091,0.8988052,-0.0387039
31,-1.6410295,-1.6337044,"('evil', 'good')",-1.6410295,-1.6337044,0.0073251
32,1.3223482,1.2093172,"('unkind', 'kind')",1.3223482,1.2093172,-0.113031
33,-0.28500032,-0.22353315,"('wrong', 'right')",-0.2850003,-0.2235332,0.0614671
34,4.5097127,4.679342,"('mean', 'honorable')",4.5097127,4.6793418,0.1696291
35,-0.94069463,-0.97915363,"('corrupt', 'incorrupt')",-0.9406946,-0.9791536,-0.038459
36,-0.5535763,-0.5755903,"('hostile', 'amicable')",-0.5535763,-0.5755903,-0.022014
37,0.8463725,0.9082284,"('fake', 'genuine')",0.8463725,0.9082284,0.0618559
38,0.0304614,0.15153025,"('untruthful', 'truthful')",0.0304614,0.1515303,0.1210689
39,0.3142434,0.3529743,"('exploitative', 'cooperative')",0.3142434,0.3529743,0.0387309
40,-2.2735617,-2.4929261,"('stingy', 'generous')",-2.2735617,-2.4929261,-0.2193644
41,0.43672663,0.39115754,"('unforgiving', 'forgiving')",0.4367266,0.3911575,-0.0455691
42,-2.7046564,-2.67969,"('unreliable', 'reliable')",-2.7046564,-2.6796899,0.0249665
43,1.1801374,1.196547,"('irresponsible', 'responsible')",1.1801374,1.196547,0.0164096
44,-1.3750682,-1.4093152,"('prejudiced', 'unprejudiced')",-1.3750682,-1.4093152,-0.034247
45,-0.06668053,-0.09454282,"('incompetent', 'competent')",-0.0666805,-0.0945428,-0.0278623
46,-0.80110216,-0.8458657,"('uncompetitive', 'competitive')",-0.8011022,-0.8458657,-0.0447635
47,5.357264,5.5411158,"('stupid', 'smart')",5.357264,5.5411158,0.1838518
48,0.5180751,0.47606823,"('unintelligent', 'intelligent')",0.5180751,0.4760682,-0.0420069
49,0.177033,0.2637371,"('unable', 'able')",0.177033,0.2637371,0.0867041
50,-0.31765205,-0.26727492,"('clumsy', 'skillful')",-0.317652,-0.2672749,0.0503771
51,0.19733344,0.14487273,"('uneducated', 'educated')",0.1973334,0.1448727,-0.0524607
52,-0.2699357,-0.13324158,"('irrational', 'rational')",-0.2699357,-0.1332416,0.1366941
53,0.113546945,0.07644828,"('uncreative', 'creative')",0.1135469,0.0764483,-0.0370986
54,1.1351509,1.343467,"('incapable', 'capable')",1.1351509,1.343467,0.2083161
55,0.3793159,0.3386719,"('incompetent', 'clever')",0.3793159,0.3386719,-0.040644
56,0.7291587,0.7831871,"('impractical', 'practical')",0.7291587,0.7831871,0.0540284
57,-2.9034832,-2.9151318,"('unimaginative', 'imaginative')",-2.9034832,-2.9151318,-0.0116486
58,-0.14375557,-0.26240227,"('undiscriminating', 'discriminating')",-0.1437556,-0.2624023,-0.1186467
59,0.3455585,0.4776312,"('foolish', 'wise')",0.3455585,0.4776312,0.1320727
60,0.5300281,0.5361582,"('inefficient', 'efficient')",0.5300281,0.5361582,0.0061301
61,0.17830442,-0.018124927,"('illogical', 'logical')",0.1783044,-0.0181249,-0.1964293
62,0.7457016,0.8160076,"('incompetent', 'brilliant')",0.7457016,0.8160076,0.070306
63,0.29445362,0.2865433,"('unperceptive', 'insightful')",0.2944536,0.2865433,-0.0079103
64,-6.375055,-6.245456,"('shy', 'confident')",-6.3750548,-6.2454562,0.1295986
65,0.10532936,0.08472965,"('insecure', 'secure')",0.1053294,0.0847296,-0.0205998
66,-0.24303973,-0.27062416,"('inactive', 'active')",-0.2430397,-0.2706242,-0.0275845
67,-0.33298573,-0.31456172,"('doubtful', 'determined')",-0.3329857,-0.3145617,0.018424
68,-0.87613404,-0.85941136,"('dependent', 'independent')",-0.876134,-0.8594114,0.0167226
69,-2.0684059,-2.0060472,"('lazy', 'industrious')",-2.0684059,-2.0060472,0.0623587
70,0.6300061,0.60799235,"('lethargic', 'energetic')",0.6300061,0.6079924,-0.0220137
71,0.42516428,0.45941716,"('diffident', 'self-confident')",0.4251643,0.4594172,0.0342529
72,0.6706911,0.6445846,"('unambitious', 'ambitious')",0.6706911,0.6445846,-0.0261065
73,-3.2292652,-3.1511905,"('helpless', 'self-reliant')",-3.2292652,-3.1511905,0.0780747
74,-0.0024189325,-0.088344984,"('undedicated', 'dedicated')",-0.0024189,-0.088345,-0.0859261
75,-0.9383057,-0.8197459,"('meek', 'impulsive')",-0.9383057,-0.8197459,0.1185598
76,0.36991557,0.24799795,"('anxious', 'daring')",0.3699156,0.247998,-0.1219176
77,-1.1570268,-1.0602288,"('unmotivated', 'motivated')",-1.1570268,-1.0602288,0.096798
78,-0.59591746,-0.6494029,"('nonresilient', 'resilient')",-0.5959175,-0.6494029,-0.0534854
79,-0.51735353,-0.30586287,"('wavering', 'unwavering')",-0.5173535,-0.3058629,0.2114906
80,-0.7490886,-0.8385588,"('dominated', 'dominating')",-0.7490886,-0.8385588,-0.0894702
81,-0.08142527,-0.0933239,"('submissive', 'aggressive')",-0.0814253,-0.0933239,-0.0118986
82,6.5555353,6.648451,"('poor', 'rich')",6.5555353,6.6484509,0.0929156
83,-0.6615026,-0.6824341,"('powerless', 'powerful')",-0.6615026,-0.6824341,-0.0209315
84,0.35495627,0.3251695,"('inferior', 'superior')",0.3549563,0.3251695,-0.0297868
85,-0.90168655,-0.94276935,"('insignificant', 'prestigious')",-0.9016865,-0.9427693,-0.0410828
86,0.08306777,0.071665734,"('uninfluential', 'influential')",0.0830678,0.0716657,-0.0114021
87,-0.24141613,-0.1651224,"('unsuccessful', 'successful')",-0.2414161,-0.1651224,0.0762937
88,-0.1690478,-0.22427313,"('low', 'eminent')",-0.1690478,-0.2242731,-0.0552253
