,wallet_male,wallet_female,tuple,average_male,average_female,female-male
0,0.31416878,0.117912866,"('unsociable', 'sociable')",0.3141688,0.1179129,-0.1962559
1,1.578363,1.4477873,"('unfriendly', 'friendly')",1.5783629,1.4477873,-0.1305756
2,0.46089363,0.5697575,"('unlikable', 'likable')",0.4608936,0.5697575,0.1088639
3,0.54497033,0.6132053,"('repellent', 'pleasant')",0.5449703,0.6132053,0.068235
4,-7.8520765,-7.762515,"('disliked', 'liked')",-7.8520765,-7.7625151,0.0895614
5,-0.12441179,-0.030222237,"('distant', 'outgoing')",-0.1244118,-0.0302222,0.0941896
6,0.010931805,0.1216876,"('distant', 'open')",0.0109318,0.1216876,0.1107558
7,0.5736792,0.57617843,"('insensitive', 'sensitive')",0.5736792,0.5761784,0.0024992
8,1.4981375,1.4295928,"('unaffectionate', 'affectionate')",1.4981375,1.4295928,-0.0685447
9,2.1916533,2.1743612,"('unaffectionate', 'caring')",2.1916533,2.1743612,-0.0172921
10,0.76820946,0.8004587,"('unsympathetic', 'sympathetic')",0.7682095,0.8004587,0.0322492
11,2.5192497,2.5419059,"('unhelpful', 'helpful')",2.5192497,2.5419059,0.0226562
12,-1.4990433,-1.5164734,"('unsupportive', 'supportive')",-1.4990433,-1.5164734,-0.0174301
13,0.55311704,0.4547505,"('impolite', 'polite')",0.553117,0.4547505,-0.0983665
14,-0.34609273,-0.46725184,"('antisocial', 'social')",-0.3460927,-0.4672518,-0.1211591
15,0.60512954,0.59005034,"('boring', 'funny')",0.6051295,0.5900503,-0.0150792
16,-0.029632334,0.023147874,"('unpopular', 'popular')",-0.0296323,0.0231479,0.0527802
17,-0.025338309,-0.022800721,"('nasty', 'nice')",-0.0253383,-0.0228007,0.0025376
18,-0.65912974,-0.78550094,"('disagreeable', 'welcoming')",-0.6591297,-0.7855009,-0.1263712
19,-0.5226517,-0.38165963,"('inhospitable', 'hospitable')",-0.5226517,-0.3816596,0.1409921
20,0.6837077,0.5767205,"('rough', 'thoughtful')",0.6837077,0.5767205,-0.1069872
21,-0.22196487,-0.18454489,"('immoral', 'moral')",-0.2219649,-0.1845449,0.03742
22,-0.64241636,-0.61750907,"('untrustworthy', 'trustworthy')",-0.6424164,-0.6175091,0.0249073
23,7.29379,7.149543,"('insincere', 'sincere')",7.2937899,7.1495428,-0.1442471
24,1.9185524,1.8652594,"('dishonest', 'honest')",1.9185524,1.8652594,-0.053293
25,0.6256811,0.51914245,"('egoistic', 'altruistic')",0.6256811,0.5191424,-0.1065387
26,0.63334936,0.4819887,"('hardhearted', 'benevolent')",0.6333494,0.4819887,-0.1513607
27,1.3132303,1.1264573,"('hardhearted', 'softhearted')",1.3132303,1.1264573,-0.186773
28,1.2891269,1.1460661,"('disloyal', 'loyal')",1.2891269,1.1460661,-0.1430608
29,-0.68706703,-0.71511185,"('unfair', 'fair')",-0.687067,-0.7151119,-0.0280449
30,1.3153521,1.2154623,"('intolerant', 'tolerant')",1.3153521,1.2154623,-0.0998898
31,-1.7996235,-1.7254062,"('evil', 'good')",-1.7996235,-1.7254062,0.0742173
32,1.1885786,1.103488,"('unkind', 'kind')",1.1885786,1.103488,-0.0850906
33,-0.32943267,-0.3390165,"('wrong', 'right')",-0.3294327,-0.3390165,-0.0095838
34,5.286429,5.367461,"('mean', 'honorable')",5.2864289,5.3674612,0.0810323
35,-1.0882192,-1.122622,"('corrupt', 'incorrupt')",-1.0882192,-1.122622,-0.0344028
36,-0.6620821,-0.7844802,"('hostile', 'amicable')",-0.6620821,-0.7844802,-0.1223981
37,0.32834542,0.3231649,"('fake', 'genuine')",0.3283454,0.3231649,-0.0051805
38,0.18427745,0.1561665,"('untruthful', 'truthful')",0.1842774,0.1561665,-0.0281109
39,0.2803503,0.24883099,"('exploitative', 'cooperative')",0.2803503,0.248831,-0.0315193
40,-1.9219625,-2.0830803,"('stingy', 'generous')",-1.9219625,-2.0830803,-0.1611178
41,0.1669675,0.023567677,"('unforgiving', 'forgiving')",0.1669675,0.0235677,-0.1433998
42,-2.893488,-2.7464728,"('unreliable', 'reliable')",-2.8934879,-2.7464728,0.1470151
43,1.4745109,1.4529203,"('irresponsible', 'responsible')",1.4745109,1.4529203,-0.0215906
44,-1.5998857,-1.5397725,"('prejudiced', 'unprejudiced')",-1.5998857,-1.5397725,0.0601132
45,0.20946032,0.21005961,"('incompetent', 'competent')",0.2094603,0.2100596,0.0005993
46,-0.7467727,-0.7668502,"('uncompetitive', 'competitive')",-0.7467727,-0.7668502,-0.0200775
47,5.770701,5.8548126,"('stupid', 'smart')",5.7707009,5.8548126,0.0841117
48,1.0242332,0.8821547,"('unintelligent', 'intelligent')",1.0242332,0.8821547,-0.1420785
49,0.24153915,0.30592507,"('unable', 'able')",0.2415392,0.3059251,0.0643859
50,-0.20270094,-0.17902987,"('clumsy', 'skillful')",-0.2027009,-0.1790299,0.023671
