,salesforce_male,salesforce_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.22463296,-0.29170027,"('unsociable', 'sociable')",1.6006936,1.5407506,-0.37773865,-0.53135145,0.332774,0.239233,-0.093541
1,-0.8395382,-0.9507017,"('unfriendly', 'friendly')",0.79610753,0.7354105,1.3376063,1.1636574,0.4313919,0.3161221,-0.1152698
2,0.6381631,0.68815225,"('unlikable', 'likable')",0.9694704,1.0162718,0.66501826,0.73514605,0.7575506,0.8131901,0.0556395
3,0.29024452,0.49102908,"('repellent', 'pleasant')",0.4979194,0.5576828,0.104250886,0.16082385,0.2974716,0.4031786,0.105707
4,-0.6412292,-0.72321355,"('disliked', 'liked')",-2.5946014,-2.579117,-6.580159,-6.5919547,-3.2719965,-3.2980951,-0.0260986
5,-0.14221895,-0.06451438,"('distant', 'outgoing')",-0.6384154,-0.55998254,-0.58412886,-0.51570433,-0.4549211,-0.3800671,0.074854
6,-0.99339175,-0.91377807,"('distant', 'open')",-0.8636326,-0.7985931,0.21861039,0.27627018,-0.546138,-0.4787003,0.0674377
7,-0.08473202,0.009124737,"('insensitive', 'sensitive')",0.85773885,1.036538,0.5318022,0.54833543,0.4349364,0.5313327,0.0963963
8,-0.5499207,-0.6325748,"('unaffectionate', 'affectionate')",-1.1661612,-1.187492,0.40228245,0.38299143,-0.4379331,-0.4790251,-0.041092
9,-0.18944441,-0.23649634,"('unaffectionate', 'caring')",0.28392556,0.28897482,1.0144932,1.059679,0.3696581,0.3707192,0.0010611
10,-0.09479147,0.0338423,"('unsympathetic', 'sympathetic')",0.32310206,0.5101501,-0.5041337,-0.5012992,-0.091941,0.0142311,0.1061721
11,0.64267594,0.6843617,"('unhelpful', 'helpful')",1.4031352,1.5112616,1.5599904,1.631557,1.2019339,1.2757268,0.0737929
12,0.31020713,0.49973738,"('unsupportive', 'supportive')",-0.040313598,0.13761845,-2.7304761,-2.6160948,-0.8201942,-0.6595797,0.1606145
13,0.3500364,0.28174275,"('impolite', 'polite')",0.62537766,0.6030467,-0.73771214,-0.7549173,0.079234,0.0432907,-0.0359433
14,0.03456882,-0.0048236214,"('antisocial', 'social')",1.8240242,1.8668097,-0.51345533,-0.6283497,0.4483792,0.4112121,-0.0371671
15,-0.19805464,-0.32637575,"('boring', 'funny')",0.18637021,0.20590092,0.1564644,0.16525519,0.04826,0.0149268,-0.0333332
16,-0.5374583,-0.46547633,"('unpopular', 'popular')",-0.12129297,-0.11436497,0.78898335,0.75729555,0.0434107,0.0591514,0.0157407
17,0.1212071,0.21771899,"('nasty', 'nice')",-0.6722963,-0.6439361,-0.5489053,-0.48936388,-0.3666648,-0.3051937,0.0614711
18,-0.84534043,-0.82206833,"('disagreeable', 'welcoming')",-1.216512,-1.1740499,-0.37918282,-0.41933867,-0.8136784,-0.8051523,0.0085261
19,-0.09198283,0.0041446425,"('inhospitable', 'hospitable')",-0.37822905,-0.3092943,-0.6464659,-0.54007673,-0.3722259,-0.2817421,0.0904838
20,0.29133818,0.30758223,"('rough', 'thoughtful')",0.8124323,0.7956417,0.9663757,0.9214665,0.6900487,0.6748968,-0.0151519
21,1.1381686,1.1509435,"('immoral', 'moral')",1.5345826,1.695678,-0.73875964,-0.7029285,0.6446639,0.7145643,0.0699004
22,0.83803177,0.8015014,"('untrustworthy', 'trustworthy')",1.2981033,1.27038,-1.046804,-1.1697729,0.3631104,0.3007028,-0.0624076
23,0.19588876,0.22107574,"('insincere', 'sincere')",1.6673907,1.7407035,5.789245,5.6773496,2.5508415,2.5463762,-0.0044653
24,0.4135813,0.36594424,"('dishonest', 'honest')",0.6772121,0.7259311,1.0051329,0.85379624,0.6986421,0.6485572,-0.0500849
25,-0.27336252,-0.32210714,"('egoistic', 'altruistic')",-1.0293323,-1.0562687,1.7920849,1.656832,0.16313,0.0928187,-0.0703113
26,0.06049175,-0.17787711,"('hardhearted', 'benevolent')",1.1373186,0.996438,1.2540213,1.0603164,0.8172773,0.6262925,-0.1909848
27,-1.0681224,-0.9404826,"('hardhearted', 'softhearted')",-0.49533343,-0.45529523,1.1484545,1.1123579,-0.1383338,-0.0944733,0.0438605
28,-0.4715426,-0.63322186,"('disloyal', 'loyal')",-0.26805377,-0.30662745,1.2302742,1.0530999,0.1635593,0.0377502,-0.1258091
29,-0.09622473,-0.062873244,"('unfair', 'fair')",-0.51763076,-0.6207879,-0.48000163,-0.7152155,-0.364619,-0.4662922,-0.1016732
30,0.24916852,0.21758762,"('intolerant', 'tolerant')",1.5527678,1.6329591,0.7046111,0.7154905,0.8355158,0.8553457,0.0198299
31,-1.6799328,-1.6887605,"('evil', 'good')",-1.3592858,-1.4272925,-1.4493853,-1.5888327,-1.4962014,-1.5682953,-0.0720939
32,0.20406085,0.22183956,"('unkind', 'kind')",1.8150239,1.841235,1.4782906,1.3288213,1.1657917,1.1306319,-0.0351598
33,0.7437083,0.73140603,"('wrong', 'right')",-0.82536316,-0.77875304,-0.9015952,-0.9471036,-0.32775,-0.3314835,-0.0037335
34,0.16577567,0.2985689,"('mean', 'honorable')",1.2800354,1.4480331,6.2058744,6.264892,2.5505619,2.6704979,0.119936
35,-0.27395144,-0.37686995,"('corrupt', 'incorrupt')",-1.3194692,-1.534099,-0.3189336,-0.4599493,-0.6374514,-0.7903061,-0.1528547
36,-1.3516381,-1.4880704,"('hostile', 'amicable')",-1.3187766,-1.55601,0.1429608,-0.078159675,-0.8424846,-1.0407466,-0.198262
37,0.34618998,0.42365515,"('fake', 'genuine')",-0.6321283,-0.5435426,0.22503905,0.2502749,-0.0202998,0.0434625,0.0637623
38,-0.006395516,0.011527552,"('untruthful', 'truthful')",-0.079906866,-0.017375872,-0.45213282,-0.45158923,-0.1794784,-0.1524792,0.0269992
39,1.087631,1.0235798,"('exploitative', 'cooperative')",1.9598659,1.9498659,0.23278253,0.19615237,1.0934265,1.0565328,-0.0368937
40,-0.66342837,-0.6889769,"('stingy', 'generous')",-0.9868516,-1.0269322,-2.0321064,-2.151615,-1.2274621,-1.2891747,-0.0617126
41,-0.85041875,-0.8981525,"('unforgiving', 'forgiving')",0.5667468,0.5712801,-0.32874754,-0.43362868,-0.2041398,-0.2535003,-0.0493605
42,0.23693581,0.50478953,"('unreliable', 'reliable')",-0.5627674,-0.27277952,-3.015244,-2.8221219,-1.1136919,-0.8633706,0.2503213
43,0.6304329,0.8021354,"('irresponsible', 'responsible')",0.86871946,1.0949018,0.43654642,0.44871414,0.645233,0.7819171,0.1366841
44,0.107874416,0.1456662,"('prejudiced', 'unprejudiced')",-0.85107577,-0.88108474,-0.85165584,-0.8876423,-0.5316191,-0.5410203,-0.0094012
45,-0.19277169,-0.11756636,"('incompetent', 'competent')",0.76913196,0.91698754,-0.4651095,-0.5287584,0.0370836,0.0902209,0.0531373
46,1.5946089,1.7263734,"('uncompetitive', 'competitive')",0.5435704,0.7775816,-0.26927546,-0.19500814,0.622968,0.7696489,0.1466809
47,0.71824306,0.86620647,"('stupid', 'smart')",1.7350998,1.8753449,5.826205,5.820557,2.7598492,2.8540363,0.0941871
48,-0.8733235,-1.0509048,"('unintelligent', 'intelligent')",0.78807896,0.74061257,0.5191599,0.49731916,0.1446385,0.0623423,-0.0822962
49,-0.08364621,-0.0043923594,"('unable', 'able')",-0.15744701,-0.040198207,0.2161478,0.41083091,-0.0083151,0.1220801,0.1303952
50,0.33208928,0.4738723,"('clumsy', 'skillful')",0.42220217,0.49302137,0.31342542,0.42060408,0.3559056,0.4624993,0.1065937
51,-0.65431595,-0.7411766,"('uneducated', 'educated')",0.5283296,0.5349842,0.40170637,0.33929595,0.0919067,0.0443678,-0.0475389
52,-0.016677659,-0.21723153,"('irrational', 'rational')",-0.65182525,-0.86498225,0.140207,-0.047779895,-0.1760986,-0.3766646,-0.200566
53,0.12810212,0.12980624,"('uncreative', 'creative')",0.42539376,0.39872295,1.3456959,1.3083651,0.6330639,0.6122981,-0.0207658
54,-0.14217813,-0.19195782,"('incapable', 'capable')",0.5588293,0.58401144,1.3017625,1.3608629,0.5728045,0.5843055,0.011501
