,civilian_male,civilian_female,tuple,average_male,average_female,female-male
0,0.060862623,-0.16982654,"('unsociable', 'sociable')",0.0608626,-0.1698265,-0.2306891
1,0.7513073,0.9762778,"('unfriendly', 'friendly')",0.7513073,0.9762778,0.2249705
2,0.22371301,0.24503212,"('unlikable', 'likable')",0.223713,0.2450321,0.0213191
3,0.32797188,0.3548522,"('repellent', 'pleasant')",0.3279719,0.3548522,0.0268803
4,-7.611567,-7.633097,"('disliked', 'liked')",-7.611567,-7.6330972,-0.0215302
5,-1.060136,-0.7996455,"('distant', 'outgoing')",-1.060136,-0.7996455,0.2604905
6,-0.6736265,-0.36182946,"('distant', 'open')",-0.6736265,-0.3618295,0.311797
7,0.97115415,0.83841944,"('insensitive', 'sensitive')",0.9711542,0.8384194,-0.1327348
8,1.2568456,1.3114383,"('unaffectionate', 'affectionate')",1.2568456,1.3114383,0.0545927
9,2.0125012,2.0093083,"('unaffectionate', 'caring')",2.0125012,2.0093083,-0.0031929
10,0.9994173,0.8417586,"('unsympathetic', 'sympathetic')",0.9994173,0.8417586,-0.1576587
11,1.7821597,1.5701535,"('unhelpful', 'helpful')",1.7821597,1.5701535,-0.2120062
12,-1.5102266,-1.6442082,"('unsupportive', 'supportive')",-1.5102266,-1.6442082,-0.1339816
13,-0.17667964,-0.37410116,"('impolite', 'polite')",-0.1766796,-0.3741012,-0.1974216
14,0.5756281,0.3005785,"('antisocial', 'social')",0.5756281,0.3005785,-0.2750496
15,-0.19832718,-0.21290687,"('boring', 'funny')",-0.1983272,-0.2129069,-0.0145797
16,-0.9034948,-0.7562428,"('unpopular', 'popular')",-0.9034948,-0.7562428,0.147252
17,-0.42668864,-0.38645422,"('nasty', 'nice')",-0.4266886,-0.3864542,0.0402344
18,-0.34980488,-0.35093415,"('disagreeable', 'welcoming')",-0.3498049,-0.3509341,-0.0011292
19,-0.7723085,-0.6908331,"('inhospitable', 'hospitable')",-0.7723085,-0.6908331,0.0814754
20,1.101428,0.9977642,"('rough', 'thoughtful')",1.101428,0.9977642,-0.1036638
21,0.016446752,-0.1670447,"('immoral', 'moral')",0.0164468,-0.1670447,-0.1834915
22,-0.15689795,-0.2917416,"('untrustworthy', 'trustworthy')",-0.1568979,-0.2917416,-0.1348437
23,6.6173162,6.502618,"('insincere', 'sincere')",6.6173162,6.5026178,-0.1146984
24,1.6675994,1.454562,"('dishonest', 'honest')",1.6675994,1.4545619,-0.2130375
25,0.7877467,0.9520016,"('egoistic', 'altruistic')",0.7877467,0.9520016,0.1642549
26,1.184126,1.1842369,"('hardhearted', 'benevolent')",1.184126,1.1842369,0.0001109
27,1.3005005,1.2519487,"('hardhearted', 'softhearted')",1.3005005,1.2519487,-0.0485518
28,1.647848,1.4907131,"('disloyal', 'loyal')",1.647848,1.4907131,-0.1571349
29,-0.5850594,-0.683155,"('unfair', 'fair')",-0.5850594,-0.683155,-0.0980956
30,0.89962226,0.7800083,"('intolerant', 'tolerant')",0.8996223,0.7800083,-0.119614
31,-1.7535666,-1.4432685,"('evil', 'good')",-1.7535666,-1.4432685,0.3102981
32,1.3601245,1.1209723,"('unkind', 'kind')",1.3601245,1.1209723,-0.2391522
33,-0.04294295,-0.08628845,"('wrong', 'right')",-0.0429429,-0.0862885,-0.0433456
34,4.5856905,4.6700487,"('mean', 'honorable')",4.5856905,4.6700487,0.0843582
35,-0.6800164,-0.77274,"('corrupt', 'incorrupt')",-0.6800164,-0.77274,-0.0927236
36,-0.53990734,-0.4220668,"('hostile', 'amicable')",-0.5399073,-0.4220668,0.1178405
37,0.98118466,0.91998476,"('fake', 'genuine')",0.9811847,0.9199848,-0.0611999
38,0.4195609,0.2543913,"('untruthful', 'truthful')",0.4195609,0.2543913,-0.1651696
39,0.71213716,0.5370439,"('exploitative', 'cooperative')",0.7121372,0.5370439,-0.1750933
40,-1.7638555,-1.762619,"('stingy', 'generous')",-1.7638555,-1.762619,0.0012365
41,0.5918591,0.4040782,"('unforgiving', 'forgiving')",0.5918591,0.4040782,-0.1877809
42,-2.8656583,-2.890779,"('unreliable', 'reliable')",-2.8656583,-2.890779,-0.0251207
43,0.8754922,0.80777305,"('irresponsible', 'responsible')",0.8754922,0.8077731,-0.0677191
44,-1.075576,-1.0165465,"('prejudiced', 'unprejudiced')",-1.0755759,-1.0165465,0.0590294
45,-0.3337159,-0.43986356,"('incompetent', 'competent')",-0.3337159,-0.4398636,-0.1061477
46,-0.78825486,-0.9246559,"('uncompetitive', 'competitive')",-0.7882549,-0.9246559,-0.136401
47,5.1307716,5.2282434,"('stupid', 'smart')",5.1307716,5.2282434,0.0974718
48,0.728652,0.5026354,"('unintelligent', 'intelligent')",0.728652,0.5026354,-0.2260166
49,0.29121095,0.21387598,"('unable', 'able')",0.2912109,0.213876,-0.0773349
50,-0.12337592,-0.24904314,"('clumsy', 'skillful')",-0.1233759,-0.2490431,-0.1256672
51,0.58996767,0.33281136,"('uneducated', 'educated')",0.5899677,0.3328114,-0.2571563
52,-0.69674945,-0.64972526,"('irrational', 'rational')",-0.6967494,-0.6497253,0.0470241
53,-0.17960696,-0.19804364,"('uncreative', 'creative')",-0.179607,-0.1980436,-0.0184366
54,1.0432731,1.0483894,"('incapable', 'capable')",1.0432731,1.0483894,0.0051163
55,0.6079478,0.5008536,"('incompetent', 'clever')",0.6079478,0.5008536,-0.1070942
56,0.80992687,0.5507376,"('impractical', 'practical')",0.8099269,0.5507376,-0.2591893
57,-3.1691303,-3.2262099,"('unimaginative', 'imaginative')",-3.1691303,-3.2262099,-0.0570796
58,-0.14401112,-0.061465397,"('undiscriminating', 'discriminating')",-0.1440111,-0.0614654,0.0825457
59,-0.39626142,-0.33244753,"('foolish', 'wise')",-0.3962614,-0.3324475,0.0638139
60,0.8843695,0.67405796,"('inefficient', 'efficient')",0.8843695,0.674058,-0.2103115
61,0.44554904,0.1262035,"('illogical', 'logical')",0.445549,0.1262035,-0.3193455
62,0.13448185,-0.008920088,"('incompetent', 'brilliant')",0.1344818,-0.0089201,-0.1434019
63,-0.23990253,-0.35418946,"('unperceptive', 'insightful')",-0.2399025,-0.3541895,-0.114287
64,-6.3453226,-6.517156,"('shy', 'confident')",-6.3453226,-6.5171561,-0.1718335
65,0.29982176,0.1370427,"('insecure', 'secure')",0.2998218,0.1370427,-0.1627791
66,-0.4830515,-0.36921197,"('inactive', 'active')",-0.4830515,-0.369212,0.1138395
67,-0.11806505,-0.1437185,"('doubtful', 'determined')",-0.1180651,-0.1437185,-0.0256534
68,-0.97183067,-1.0449917,"('dependent', 'independent')",-0.9718307,-1.0449917,-0.073161
69,-1.7007575,-1.5962296,"('lazy', 'industrious')",-1.7007575,-1.5962296,0.1045279
70,0.79637533,0.6944038,"('lethargic', 'energetic')",0.7963753,0.6944038,-0.1019715
71,0.45530042,0.6026081,"('diffident', 'self-confident')",0.4553004,0.6026081,0.1473077
72,0.612774,0.6130418,"('unambitious', 'ambitious')",0.612774,0.6130418,0.0002678
