,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.7940103,-0.9243343,"('unsociable', 'sociable')",0.09435578,-0.111065984,-0.6562527,-0.75224817,-0.4519691,-0.5958828,-0.1439137
1,-2.177505,-2.243049,"('unfriendly', 'friendly')",-0.14309613,-0.30588037,1.4231619,1.1772213,-0.2991465,-0.457236,-0.1580895
2,-0.38759255,-0.33320373,"('unlikable', 'likable')",1.0908182,1.1969981,0.38041848,0.4784319,0.3612147,0.4474088,0.0861941
3,-0.73870176,-0.6900452,"('repellent', 'pleasant')",-0.7649503,-0.7358215,-0.47963,-0.4044726,-0.661094,-0.6101131,0.0509809
4,0.24757516,0.3091137,"('disliked', 'liked')",0.4276211,0.4642927,-3.391696,-3.1931822,-0.9054999,-0.806592,0.0989079
5,-0.46873903,-0.3426621,"('distant', 'outgoing')",-0.045223206,0.034103207,0.42106348,0.32882538,-0.0309663,0.0067555,0.0377218
6,-1.3411809,-1.2017033,"('distant', 'open')",-0.24119064,-0.21596238,0.17123476,0.03161805,-0.470379,-0.4620159,0.0083631
7,-0.07315863,-0.07368897,"('insensitive', 'sensitive')",-0.23522376,-0.2870572,0.29615596,0.2865908,-0.0040755,-0.0247184,-0.0206429
8,-1.6433349,-1.6795816,"('unaffectionate', 'affectionate')",-0.8745755,-0.9561938,0.116566986,-0.10532674,-0.8004479,-0.9137007,-0.1132528
9,-1.485415,-1.5060626,"('unaffectionate', 'caring')",-0.26182014,-0.3233261,0.72463435,0.5547368,-0.3408669,-0.424884,-0.0840171
10,-0.96708083,-0.98310465,"('unsympathetic', 'sympathetic')",-1.2591537,-1.2851318,-1.1217802,-1.1279441,-1.1160049,-1.1320602,-0.0160553
11,-0.65711147,-0.68628836,"('unhelpful', 'helpful')",-0.08900048,-0.14600916,0.6508648,0.5062214,-0.031749,-0.108692,-0.076943
12,-0.21733761,-0.18577807,"('unsupportive', 'supportive')",0.14658546,0.2413955,-1.0221984,-0.91219705,-0.3643169,-0.2855265,0.0787904
13,-0.044153057,-0.18281294,"('impolite', 'polite')",0.861363,0.73313874,-0.4363909,-0.500591,0.1269397,0.0165783,-0.1103614
14,0.4426488,0.41480127,"('antisocial', 'social')",1.0606837,1.1208316,0.7298229,0.87609005,0.7443851,0.8039076,0.0595225
15,-0.7772546,-0.7868246,"('boring', 'funny')",0.08698944,0.005838461,0.034372196,0.0112225935,-0.218631,-0.2565878,-0.0379568
16,-0.45702717,-0.3957432,"('unpopular', 'popular')",0.5056562,0.54485255,0.08388352,0.04623063,0.0441708,0.0651133,0.0209425
17,-0.024117885,0.06198636,"('nasty', 'nice')",-0.93636143,-0.89342684,-1.094682,-1.0931754,-0.6850537,-0.6415386,0.0435151
18,-1.2742234,-1.2414318,"('disagreeable', 'welcoming')",0.43418232,0.42957586,-1.1469938,-1.1741048,-0.662345,-0.6619869,0.0003581
19,-1.0372486,-0.97636455,"('inhospitable', 'hospitable')",-1.1721271,-1.2676111,-0.7561599,-0.9142054,-0.9885119,-1.052727,-0.0642151
20,-0.5728511,-0.49438414,"('rough', 'thoughtful')",0.25927335,0.27117097,1.1053505,1.0453339,0.2639242,0.2740402,0.010116
21,-0.61976373,-0.6427038,"('immoral', 'moral')",-0.44678944,-0.459815,-1.4618392,-1.3527843,-0.8427974,-0.8184344,0.024363
22,-0.063426256,-0.09894675,"('untrustworthy', 'trustworthy')",-0.101378515,-0.13684188,-0.6722622,-0.71629596,-0.2790223,-0.3173615,-0.0383392
23,-0.797361,-0.89686507,"('insincere', 'sincere')",-0.56125265,-0.63944674,3.2228894,2.8476942,0.6214252,0.4371274,-0.1842978
24,-0.53212446,-0.61945975,"('dishonest', 'honest')",-0.33034167,-0.34248814,0.3652689,0.2640253,-0.1657324,-0.2326409,-0.0669085
25,-1.2564851,-1.288584,"('egoistic', 'altruistic')",0.04947236,0.020947345,1.1908234,1.0988812,-0.0053964,-0.0562518,-0.0508554
26,-0.8051773,-0.8513316,"('hardhearted', 'benevolent')",1.4057778,1.3888794,2.4182734,2.3077698,1.0062913,0.9484392,-0.0578521
27,-0.9869332,-0.92537534,"('hardhearted', 'softhearted')",-0.6130856,-0.68640965,-0.15487134,-0.37075928,-0.5849634,-0.6608481,-0.0758847
28,-0.94030374,-1.0288763,"('disloyal', 'loyal')",-0.7328792,-0.855788,0.37014323,0.12336812,-0.4343466,-0.5870987,-0.1527521
29,0.23263675,0.23463905,"('unfair', 'fair')",-0.17173214,-0.23207344,-0.22975406,-0.3722434,-0.0562832,-0.1232259,-0.0669427
30,-0.09598258,-0.15651572,"('intolerant', 'tolerant')",0.43242934,0.36270928,0.42270225,0.39689004,0.2530497,0.2010279,-0.0520218
31,-0.86886895,-0.7514646,"('evil', 'good')",-0.29155383,-0.2729561,0.03390131,-0.034830865,-0.3755072,-0.3530838,0.0224234
32,-0.98593247,-1.051066,"('unkind', 'kind')",-0.833362,-0.8800284,-0.18583767,-0.31104496,-0.6683774,-0.7473798,-0.0790024
33,-0.114226505,-0.14258541,"('wrong', 'right')",0.8135684,0.81771106,0.4626473,0.3895287,0.3873297,0.3548848,-0.0324449
34,-0.95456094,-0.9482495,"('mean', 'honorable')",-0.0033965167,0.044758245,3.2567081,3.0865352,0.7662502,0.7276813,-0.0385689
35,0.42351216,0.4845928,"('corrupt', 'incorrupt')",-0.5306583,-0.5710685,-0.031741578,-0.1877026,-0.0462959,-0.0913928,-0.0450969
36,-1.4571782,-1.4311576,"('hostile', 'amicable')",0.20422877,0.04882371,1.0298824,0.75687385,-0.0743557,-0.2084867,-0.134131
37,-0.10325295,-0.08694274,"('fake', 'genuine')",-0.86444986,-0.8414101,0.24286017,0.19318269,-0.2416142,-0.2450567,-0.0034425
38,-0.59834856,-0.5731516,"('untruthful', 'truthful')",-0.40202707,-0.35949087,0.20667168,0.117787465,-0.264568,-0.2716183,-0.0070503
39,0.2371119,0.22157817,"('exploitative', 'cooperative')",0.4855629,0.50687104,0.48139435,0.47574753,0.4013564,0.4013989,4.25e-05
