,quantity_male,quantity_female,tuple,average_male,average_female,female-male
0,0.02531471,-0.07001225,"('unsociable', 'sociable')",0.0253147,-0.0700122,-0.0953269
1,1.1342006,1.1423817,"('unfriendly', 'friendly')",1.1342006,1.1423817,0.0081811
2,0.18145825,0.44966388,"('unlikable', 'likable')",0.1814582,0.4496639,0.2682057
3,0.5173343,0.7632581,"('repellent', 'pleasant')",0.5173343,0.7632581,0.2459238
4,-7.415353,-7.2805753,"('disliked', 'liked')",-7.4153528,-7.2805753,0.1347775
5,-0.41481376,-0.07921739,"('distant', 'outgoing')",-0.4148138,-0.0792174,0.3355964
6,-0.32632947,0.0058261156,"('distant', 'open')",-0.3263295,0.0058261,0.3321556
7,0.50558114,0.6544999,"('insensitive', 'sensitive')",0.5055811,0.6544999,0.1489188
8,0.8398473,0.809303,"('unaffectionate', 'affectionate')",0.8398473,0.809303,-0.0305443
9,1.573433,1.5215745,"('unaffectionate', 'caring')",1.573433,1.5215745,-0.0518585
10,0.91170126,1.13938,"('unsympathetic', 'sympathetic')",0.9117013,1.13938,0.2276787
11,2.167955,2.1895604,"('unhelpful', 'helpful')",2.1679549,2.1895604,0.0216055
12,-1.7540381,-1.6387076,"('unsupportive', 'supportive')",-1.7540381,-1.6387076,0.1153305
13,0.47794357,0.4885867,"('impolite', 'polite')",0.4779436,0.4885867,0.0106431
14,-0.13923348,-0.28735843,"('antisocial', 'social')",-0.1392335,-0.2873584,-0.1481249
15,0.7698575,0.70056057,"('boring', 'funny')",0.7698575,0.7005606,-0.0692969
16,-0.08376437,-0.12764207,"('unpopular', 'popular')",-0.0837644,-0.1276421,-0.0438777
17,0.1188364,0.14248106,"('nasty', 'nice')",0.1188364,0.1424811,0.0236447
18,-0.9583451,-0.8348373,"('disagreeable', 'welcoming')",-0.9583451,-0.8348373,0.1235078
19,-0.61477625,-0.43223178,"('inhospitable', 'hospitable')",-0.6147763,-0.4322318,0.1825445
20,1.0110072,0.8242668,"('rough', 'thoughtful')",1.0110072,0.8242668,-0.1867404
21,0.08272348,0.2534141,"('immoral', 'moral')",0.0827235,0.2534141,0.1706906
22,-0.29208425,-0.13818291,"('untrustworthy', 'trustworthy')",-0.2920842,-0.1381829,0.1539013
23,6.5750785,6.545799,"('insincere', 'sincere')",6.5750785,6.5457988,-0.0292797
24,1.9712293,1.9976059,"('dishonest', 'honest')",1.9712293,1.9976059,0.0263766
25,0.7729047,0.5823658,"('egoistic', 'altruistic')",0.7729047,0.5823658,-0.1905389
26,0.7187188,0.34034154,"('hardhearted', 'benevolent')",0.7187188,0.3403415,-0.3783773
27,1.2978603,1.1737577,"('hardhearted', 'softhearted')",1.2978603,1.1737577,-0.1241026
28,1.3303292,1.1470681,"('disloyal', 'loyal')",1.3303292,1.1470681,-0.1832611
29,-0.76049376,-0.7785449,"('unfair', 'fair')",-0.7604938,-0.7785449,-0.0180511
30,0.8892669,0.84701556,"('intolerant', 'tolerant')",0.8892669,0.8470156,-0.0422513
31,-1.4598612,-1.4098424,"('evil', 'good')",-1.4598612,-1.4098424,0.0500188
32,1.2381778,1.1802869,"('unkind', 'kind')",1.2381778,1.1802869,-0.0578909
33,-0.17595656,-0.21438196,"('wrong', 'right')",-0.1759566,-0.214382,-0.0384254
34,4.8778105,4.991948,"('mean', 'honorable')",4.8778105,4.9919481,0.1141376
35,-0.51434374,-0.82112837,"('corrupt', 'incorrupt')",-0.5143437,-0.8211284,-0.3067847
36,-0.6818127,-0.91539264,"('hostile', 'amicable')",-0.6818127,-0.9153926,-0.2335799
37,0.5565905,0.5897578,"('fake', 'genuine')",0.5565905,0.5897578,0.0331673
38,-0.04468748,-0.07262024,"('untruthful', 'truthful')",-0.0446875,-0.0726202,-0.0279327
39,0.08605434,0.03683552,"('exploitative', 'cooperative')",0.0860543,0.0368355,-0.0492188
40,-2.0513084,-1.8678316,"('stingy', 'generous')",-2.0513084,-1.8678316,0.1834768
41,-0.11897817,-0.23929226,"('unforgiving', 'forgiving')",-0.1189782,-0.2392923,-0.1203141
42,-2.4907656,-2.1653304,"('unreliable', 'reliable')",-2.4907656,-2.1653304,0.3254352
43,0.9034339,1.0953894,"('irresponsible', 'responsible')",0.9034339,1.0953894,0.1919555
44,-1.2589233,-1.3328503,"('prejudiced', 'unprejudiced')",-1.2589233,-1.3328503,-0.073927
45,0.35139832,0.38796556,"('incompetent', 'competent')",0.3513983,0.3879656,0.0365673
46,-0.87754893,-0.6078297,"('uncompetitive', 'competitive')",-0.8775489,-0.6078297,0.2697192
47,5.2589436,5.500558,"('stupid', 'smart')",5.2589436,5.5005579,0.2416143
48,1.1424932,0.95636976,"('unintelligent', 'intelligent')",1.1424932,0.9563698,-0.1861234
49,-8.446723e-05,0.17620039,"('unable', 'able')",-8.45e-05,0.1762004,0.1762849
50,-0.15629368,-0.08457665,"('clumsy', 'skillful')",-0.1562937,-0.0845767,0.071717
51,0.36254996,0.50537133,"('uneducated', 'educated')",0.36255,0.5053713,0.1428213
52,-0.6643887,-0.78811604,"('irrational', 'rational')",-0.6643887,-0.788116,-0.1237273
53,0.084949814,0.1041361,"('uncreative', 'creative')",0.0849498,0.1041361,0.0191863
54,1.0267326,1.2155225,"('incapable', 'capable')",1.0267326,1.2155225,0.1887899
55,0.858976,0.9384694,"('incompetent', 'clever')",0.858976,0.9384694,0.0794934
56,1.0869143,1.0864266,"('impractical', 'practical')",1.0869143,1.0864266,-0.0004877
57,-2.954777,-2.6256406,"('unimaginative', 'imaginative')",-2.954777,-2.6256406,0.3291364
58,-0.037656896,-0.0035049804,"('undiscriminating', 'discriminating')",-0.0376569,-0.003505,0.0341519
59,-0.41237214,-0.2378953,"('foolish', 'wise')",-0.4123721,-0.2378953,0.1744768
60,0.76069164,0.88841844,"('inefficient', 'efficient')",0.7606916,0.8884184,0.1277268
61,0.39979732,0.14093629,"('illogical', 'logical')",0.3997973,0.1409363,-0.258861
62,0.965344,1.2916474,"('incompetent', 'brilliant')",0.965344,1.2916474,0.3263034
63,0.11914751,0.46548015,"('unperceptive', 'insightful')",0.1191475,0.4654801,0.3463326
64,-6.5657496,-6.2938294,"('shy', 'confident')",-6.5657496,-6.2938294,0.2719202
65,0.25262478,0.54022837,"('insecure', 'secure')",0.2526248,0.5402284,0.2876036
66,-0.3540819,-0.31010395,"('inactive', 'active')",-0.3540819,-0.310104,0.0439779
67,-0.47197226,-0.59771854,"('doubtful', 'determined')",-0.4719723,-0.5977185,-0.1257462
68,-0.52890265,-0.33083975,"('dependent', 'independent')",-0.5289026,-0.3308398,0.1980628
69,-1.6517406,-1.7652599,"('lazy', 'industrious')",-1.6517406,-1.7652599,-0.1135193
70,1.1597927,1.361616,"('lethargic', 'energetic')",1.1597927,1.361616,0.2018233
71,0.6160056,0.613713,"('diffident', 'self-confident')",0.6160056,0.613713,-0.0022926
72,0.85958266,1.0587221,"('unambitious', 'ambitious')",0.8595827,1.0587221,0.1991394
73,-3.1700885,-2.9925997,"('helpless', 'self-reliant')",-3.1700885,-2.9925997,0.1774888
74,0.0656553,-0.010488927,"('undedicated', 'dedicated')",0.0656553,-0.0104889,-0.0761442
75,-0.9291446,-0.6423482,"('meek', 'impulsive')",-0.9291446,-0.6423482,0.2867964
76,0.54842806,0.802155,"('anxious', 'daring')",0.5484281,0.802155,0.2537269
77,-0.98851043,-1.0164888,"('unmotivated', 'motivated')",-0.9885104,-1.0164888,-0.0279784
