,quantity_male,quantity_female,tuple,average_male,average_female,female-male
78,-0.71955854,-0.7045214,"('nonresilient', 'resilient')",-0.7195585,-0.7045214,0.0150371
79,-0.13706087,-0.061956555,"('wavering', 'unwavering')",-0.1370609,-0.0619566,0.0751043
80,-0.045657545,-0.14405313,"('dominated', 'dominating')",-0.0456575,-0.1440531,-0.0983956
81,0.2704959,0.44178885,"('submissive', 'aggressive')",0.2704959,0.4417889,0.171293
82,6.8814087,7.116439,"('poor', 'rich')",6.8814087,7.1164389,0.2350302
83,-0.37994584,-0.4056231,"('powerless', 'powerful')",-0.3799458,-0.4056231,-0.0256773
84,0.1735325,0.18937513,"('inferior', 'superior')",0.1735325,0.1893751,0.0158426
85,-0.9009556,-1.1752939,"('insignificant', 'prestigious')",-0.9009556,-1.1752939,-0.2743383
86,0.67970675,0.70623344,"('uninfluential', 'influential')",0.6797068,0.7062334,0.0265266
87,0.18077648,0.22403258,"('unsuccessful', 'successful')",0.1807765,0.2240326,0.0432561
88,0.35197553,0.32202473,"('low', 'eminent')",0.3519755,0.3220247,-0.0299508
