,ball_male,ball_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,2.4678032,2.367536,"('unsociable', 'sociable')",0.18759902,0.020802129,1.3277011,1.194169,-0.1335321
1,-0.8186877,-0.794497,"('unfriendly', 'friendly')",1.1127993,1.0676706,0.1470558,0.1365868,-0.010469
2,0.49491885,0.5917027,"('unlikable', 'likable')",0.34694684,0.3256741,0.4209328,0.4586884,0.0377556
3,1.375062,1.5755717,"('repellent', 'pleasant')",0.699334,0.80839616,1.0371981,1.1919839,0.1547858
4,-2.1809297,-2.247096,"('disliked', 'liked')",-7.453546,-7.7325864,-4.8172379,-4.9898415,-0.1726036
5,-2.0844088,-2.0418627,"('distant', 'outgoing')",-0.483642,-0.4483615,-1.2840254,-1.2451121,0.0389133
6,-2.2989182,-2.140987,"('distant', 'open')",-0.33951208,-0.24801028,-1.3192152,-1.1944985,0.1247167
7,2.1239178,2.1333582,"('insensitive', 'sensitive')",0.36837077,0.46804568,1.2461443,1.300702,0.0545577
8,-0.6903421,-0.63233,"('unaffectionate', 'affectionate')",0.83754325,0.86578494,0.0736006,0.1167275,0.0431269
9,0.3245542,0.45334637,"('unaffectionate', 'caring')",1.222087,1.3035688,0.7733206,0.8784576,0.105137
10,2.351501,2.4806094,"('unsympathetic', 'sympathetic')",-0.20271707,-0.12853438,1.074392,1.1760375,0.1016455
11,0.9075677,0.93437505,"('unhelpful', 'helpful')",1.9649839,2.041511,1.4362758,1.4879431,0.0516673
12,0.99823135,1.1291199,"('unsupportive', 'supportive')",-2.0614896,-2.0613384,-0.5316291,-0.4661093,0.0655198
13,2.0345764,1.9417417,"('impolite', 'polite')",-1.0238111,-1.0001085,0.5053827,0.4708166,-0.0345661
14,3.7186277,3.5781412,"('antisocial', 'social')",0.007357404,-0.20772868,1.8629925,1.6852063,-0.1777862
15,-0.34237778,-0.5218794,"('boring', 'funny')",-0.472452,-0.530679,-0.4074149,-0.5262792,-0.1188643
16,-1.6612871,-1.6136214,"('unpopular', 'popular')",0.21295413,0.13438907,-0.7241665,-0.7396162,-0.0154497
17,-1.1122048,-1.0955081,"('nasty', 'nice')",-0.6572187,-0.57191324,-0.8847117,-0.8337107,0.051001
18,-0.44014248,-0.2931978,"('disagreeable', 'welcoming')",-0.44241104,-0.42585102,-0.4412768,-0.3595244,0.0817524
19,-1.6044991,-1.4996899,"('inhospitable', 'hospitable')",-0.6309064,-0.53477997,-1.1177027,-1.0172349,0.1004678
20,-0.012472872,0.07550693,"('rough', 'thoughtful')",0.6945611,0.7301364,0.3410441,0.4028217,0.0617776
21,2.3725858,2.4640098,"('immoral', 'moral')",-0.3314886,-0.2949046,1.0205486,1.0845525,0.0640039
22,0.47789213,0.4075563,"('untrustworthy', 'trustworthy')",-0.78719354,-0.8614648,-0.1546507,-0.2269543,-0.0723036
23,1.5458862,1.5673482,"('insincere', 'sincere')",6.019404,6.1797314,3.782645,3.8735399,0.0908949
24,0.7941492,0.7918046,"('dishonest', 'honest')",0.6514902,0.72598124,0.7228197,0.7588929,0.0360732
25,-0.6352147,-0.5124082,"('egoistic', 'altruistic')",0.9536646,0.95001066,0.159225,0.2188012,0.0595762
26,0.41188294,0.3260077,"('hardhearted', 'benevolent')",1.6529121,1.489749,1.0323975,0.9078783,-0.1245192
27,0.0014450625,0.16486564,"('hardhearted', 'softhearted')",0.9679334,1.0262827,0.4846892,0.5955741,0.1108849
28,0.9188566,0.8148638,"('disloyal', 'loyal')",1.666209,1.5798826,1.2925328,1.1973732,-0.0951596
29,-0.27601832,-0.46347722,"('unfair', 'fair')",-0.30876303,-0.40829617,-0.2923907,-0.4358867,-0.143496
30,1.9172362,1.9480083,"('intolerant', 'tolerant')",0.9941877,0.99411637,1.455712,1.4710623,0.0153503
31,-2.9485545,-2.9217408,"('evil', 'good')",-1.2479326,-1.2895414,-2.0982435,-2.1056411,-0.0073976
32,1.0614182,0.9850851,"('unkind', 'kind')",0.8243889,0.73791766,0.9429035,0.8615014,-0.0814021
33,-1.0383282,-0.9885137,"('wrong', 'right')",-0.63003796,-0.63605684,-0.8341831,-0.8122853,0.0218978
34,0.46128586,0.70576566,"('mean', 'honorable')",5.4274664,5.7314496,2.9443762,3.2186077,0.2742315
35,-2.8939972,-3.1365087,"('corrupt', 'incorrupt')",-0.48090753,-0.55540997,-1.6874523,-1.8459593,-0.158507
36,-3.1274066,-3.081666,"('hostile', 'amicable')",-0.6057244,-0.6629024,-1.8665655,-1.8722842,-0.0057187
37,0.24172762,0.29283577,"('fake', 'genuine')",0.42752355,0.53869754,0.3346256,0.4157667,0.0811411
38,-0.70616704,-0.7267775,"('untruthful', 'truthful')",-0.24036254,-0.16006851,-0.4732648,-0.443423,0.0298418
