,iron_male,iron_female,tuple,mountain_male,mountain_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8828409,-0.9357358,"('unsociable', 'sociable')",-0.50829095,-0.53882253,-0.11442211,-0.22521342,-0.5018513,-0.5665906,-0.0647393
1,-1.0986897,-1.2466099,"('unfriendly', 'friendly')",-0.9630442,-1.2138256,1.5147856,1.3085423,-0.1823161,-0.3839644,-0.2016483
2,-0.11218051,-0.035336968,"('unlikable', 'likable')",0.9323685,1.0376099,0.46858484,0.50016475,0.4295909,0.5008126,0.0712217
3,-0.7546009,-0.6476961,"('repellent', 'pleasant')",0.10845765,0.23852144,0.1014405,0.1495178,-0.1815676,-0.0865523,0.0950153
4,-0.5153911,-0.578943,"('disliked', 'liked')",-0.46141657,-0.47206333,-6.5928087,-6.589537,-2.5232054,-2.5468478,-0.0236424
5,-1.0965568,-1.1392739,"('distant', 'outgoing')",-1.1873081,-1.2674111,-0.2788165,-0.35040534,-0.8542271,-0.91903,-0.0648029
6,-0.86768043,-0.88054496,"('distant', 'open')",-1.1908605,-1.2328212,0.035773396,-0.07181272,-0.6742558,-0.7283929,-0.0541371
7,0.020326484,0.19031447,"('insensitive', 'sensitive')",0.4304405,0.61531734,0.88836265,0.9693751,0.4463766,0.591669,0.1452924
8,-0.2982112,-0.22714552,"('unaffectionate', 'affectionate')",-1.1536599,-1.2414229,0.6943226,0.5531659,-0.2525162,-0.3051342,-0.052618
9,0.1429686,0.25184417,"('unaffectionate', 'caring')",-0.33383483,-0.32861656,1.1025419,1.0447767,0.3038919,0.3226681,0.0187762
10,0.42934024,0.5782048,"('unsympathetic', 'sympathetic')",0.29128844,0.42006767,-0.0010198429,0.028628763,0.2398696,0.3423004,0.1024308
11,-0.30132675,-0.12787533,"('unhelpful', 'helpful')",-0.11887768,0.038047828,1.9143817,2.031707,0.4980591,0.6472932,0.1492341
12,0.5962768,0.7293426,"('unsupportive', 'supportive')",0.4065078,0.55258304,-1.4524068,-1.399751,-0.1498741,-0.0392751,0.110599
13,-0.7746301,-0.7868564,"('impolite', 'polite')",-0.3186069,-0.2810576,-0.31234288,-0.29737067,-0.4685266,-0.4550949,0.0134317
14,-0.60485166,-0.5525021,"('antisocial', 'social')",-0.5005281,-0.4070437,-0.0998362,-0.043400533,-0.4017387,-0.3343155,0.0674232
15,-1.0188346,-1.0655576,"('boring', 'funny')",-1.0617788,-1.1583626,0.3203684,0.30234492,-0.5867483,-0.6405251,-0.0537768
16,-0.85323495,-0.98001385,"('unpopular', 'popular')",-0.078287035,-0.16902135,0.38443518,0.36738235,-0.1823623,-0.260551,-0.0781887
17,-1.6350328,-1.5188148,"('nasty', 'nice')",-1.2363087,-1.1667665,-0.37535408,-0.36343428,-1.0822318,-1.0163385,0.0658933
18,-0.9149151,-0.953998,"('disagreeable', 'welcoming')",-0.23761225,-0.23415312,-0.6017134,-0.6902928,-0.5847469,-0.626148,-0.0414011
19,-2.3113863,-2.1796734,"('inhospitable', 'hospitable')",-1.6334419,-1.5647167,-0.56974405,-0.56809413,-1.5048574,-1.4374948,0.0673626
20,-0.76579255,-0.6436326,"('rough', 'thoughtful')",-0.25678733,-0.086160906,1.1152896,1.1055104,0.0309032,0.125239,0.0943358
21,-0.018383013,-0.01827498,"('immoral', 'moral')",0.73581886,0.83245164,-0.34495196,-0.20794135,0.1241613,0.2020784,0.0779171
22,-0.9335323,-0.92521757,"('untrustworthy', 'trustworthy')",0.51743186,0.62147444,-0.9349305,-0.9077995,-0.4503436,-0.4038475,0.0464961
23,-0.12458961,-0.062784545,"('insincere', 'sincere')",0.42503864,0.5060707,5.7213016,5.707093,2.0072502,2.0501262,0.042876
24,1.5899839,1.5945964,"('dishonest', 'honest')",1.1273565,1.1586003,0.7555853,0.72667444,1.1576419,1.1599571,0.0023152
25,-0.15009639,-0.24381244,"('egoistic', 'altruistic')",-0.4367814,-0.5725156,1.2617385,1.1825415,0.2249536,0.1220711,-0.1028825
26,0.12840985,0.0010682996,"('hardhearted', 'benevolent')",-0.8307784,-0.94942987,1.4019376,1.3213556,0.2331897,0.1243313,-0.1088584
27,-1.167587,-0.9529544,"('hardhearted', 'softhearted')",-1.1328583,-0.9869187,1.2011309,1.147473,-0.3664382,-0.2641334,0.1023048
28,0.2600574,0.18534397,"('disloyal', 'loyal')",0.09095519,0.05200006,0.75943476,0.6763484,0.3701491,0.3045641,-0.065585
