,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-0.6611758,-0.79501384,"('unsociable', 'sociable')",1.0022922,0.80243737,0.5527632,0.6542796,-0.16944735,-0.13915914,0.1811081,0.130636,-0.0504721
1,-2.065911,-2.090411,"('unfriendly', 'friendly')",-0.33591807,-0.36792544,0.787043,0.5826402,1.6254206,1.2095362,0.0026586,-0.16654,-0.1691986
2,-0.25740132,-0.10424356,"('unlikable', 'likable')",-0.33398867,-0.17197365,1.0036603,1.0868179,0.61998415,0.8056192,0.2580636,0.4040549,0.1459913
3,0.58932924,0.7143522,"('repellent', 'pleasant')",-0.9199382,-0.7708808,-1.0017134,-0.9019324,0.0930382,0.25383154,-0.309821,-0.1761574,0.1336636
4,0.19238292,0.07016407,"('disliked', 'liked')",-1.0771246,-1.2840858,0.34541297,0.05555515,-6.0405607,-5.6245527,-1.6449723,-1.6957299,-0.0507576
5,-0.49018112,-0.46292746,"('distant', 'outgoing')",-0.7134639,-0.8158663,0.7115197,0.4709537,0.63930637,0.5196539,0.0367953,-0.0720465,-0.1088418
6,-1.0859848,-1.0390624,"('distant', 'open')",-0.6428487,-0.6480257,0.7267263,0.4818015,0.59315515,0.3735576,-0.102238,-0.2079322,-0.1056942
7,-0.19026247,-0.11610508,"('insensitive', 'sensitive')",1.7573167,1.9118896,-0.22487096,0.034707367,-0.27337006,-0.27465189,0.2672033,0.38896,0.1217567
8,-2.350273,-2.3327165,"('unaffectionate', 'affectionate')",0.6884835,0.63235104,0.79666656,0.7123745,1.422246,0.9568605,0.1392808,-0.0077826,-0.1470634
9,-1.9725821,-1.934133,"('unaffectionate', 'caring')",0.7881546,0.75048053,0.7632333,0.67004013,1.4194182,1.068748,0.249556,0.1387839,-0.1107721
10,0.014327133,-0.018960137,"('unsympathetic', 'sympathetic')",0.7692767,0.7701918,-0.10346022,0.054665968,-0.018676735,-0.060754538,0.1653667,0.1862858,0.0209191
11,-0.4112229,-0.3990139,"('unhelpful', 'helpful')",0.6361939,0.61104494,-0.5587259,-0.4819741,1.5382179,1.5316697,0.3011158,0.3154317,0.0143159
12,-0.42984432,-0.34420758,"('unsupportive', 'supportive')",1.4689444,1.5660957,0.8732754,1.1164811,-1.8818443,-1.783515,0.0076328,0.1387135,0.1310807
13,0.75998306,0.8057818,"('impolite', 'polite')",0.48994684,0.50072306,-0.30425727,-0.027367756,-0.32815903,-0.14337242,0.1543784,0.2839412,0.1295628
14,0.35170722,0.35578418,"('antisocial', 'social')",1.2325559,1.2518007,1.0012966,1.2688721,-0.6166478,-0.44475457,0.492228,0.6079256,0.1156976
15,-0.06659477,-0.051189385,"('boring', 'funny')",0.41927594,0.3120598,0.55242324,0.4027976,0.2754724,0.32532653,0.2951442,0.2472486,-0.0478956
16,-0.94818145,-0.9161842,"('unpopular', 'popular')",-2.382962,-2.3024457,-0.08170475,-0.029022159,0.31038257,0.4148295,-0.7756164,-0.7082056,0.0674108
17,-0.24045017,-0.16670215,"('nasty', 'nice')",-0.47520244,-0.6112467,0.07792901,0.2539314,-0.2926306,-0.05814545,-0.2325885,-0.1455407,0.0870478
18,-1.2426882,-1.1057857,"('disagreeable', 'welcoming')",-0.5142439,-0.55640966,0.12249285,0.3113572,-1.0687362,-1.2420616,-0.6757939,-0.6482249,0.027569
19,-0.07013039,-0.015915334,"('inhospitable', 'hospitable')",-0.061196137,-0.12498497,-0.63141775,-0.6379568,0.30217907,0.27833763,-0.1151413,-0.1251299,-0.0099886
20,-0.21155933,-0.2264986,"('rough', 'thoughtful')",0.31347603,0.49931625,-0.016799506,0.22953334,-0.7056611,-0.6301726,-0.155136,-0.0319554,0.1231806
21,0.19856337,0.26948732,"('immoral', 'moral')",-0.084176406,0.08808741,-0.6544431,-0.3278956,-1.7920811,-1.6538157,-0.5830343,-0.4060342,0.1770001
22,0.6606298,0.5801166,"('untrustworthy', 'trustworthy')",0.8424887,0.84747326,-0.14940605,-0.19052853,-1.3732066,-1.3225849,-0.0048735,-0.0213809,-0.0165074
23,-0.9878131,-0.957679,"('insincere', 'sincere')",0.5399554,0.61071324,-0.6339244,-0.4230768,4.1099873,3.785902,0.7570513,0.7539649,-0.0030864
24,-0.085421264,-0.04591515,"('dishonest', 'honest')",0.482678,0.57956356,-0.37594876,-0.20016068,0.027575633,-0.00873928,0.0122209,0.0811871,0.0689662
25,-1.4095534,-1.3067297,"('egoistic', 'altruistic')",-0.42222762,-0.3696773,0.10467273,0.17493401,1.0846227,0.9725422,-0.1606214,-0.1322327,0.0283887
26,-0.6573029,-0.8062696,"('hardhearted', 'benevolent')",0.93766195,0.9273796,3.2037609,3.0600793,2.2029774,1.8728484,1.4217744,1.2635094,-0.158265
27,-0.12042776,-0.032491237,"('hardhearted', 'softhearted')",-0.64844847,-0.61300313,-0.55833375,-0.3993044,0.44292328,0.2427011,-0.2210717,-0.2005244,0.0205473
28,-1.0884504,-1.1042186,"('disloyal', 'loyal')",0.29782817,0.22240737,0.0055211093,-0.024138723,0.2909457,0.0061050393,-0.1235389,-0.2249612,-0.1014223
29,-0.013214982,-0.010373267,"('unfair', 'fair')",-0.5628515,-0.549218,-0.498775,-0.48246062,-1.0727693,-1.0859177,-0.5369027,-0.5319924,0.0049103
30,0.87752193,0.89886504,"('intolerant', 'tolerant')",2.1366684,2.0753784,0.16182497,0.26879084,-0.33519053,-0.14297053,0.7102062,0.775016,0.0648098
31,-0.38078344,-0.39775544,"('evil', 'good')",-1.8869779,-1.923472,0.024367293,-0.23310909,-0.08172028,-0.21204397,-0.5812786,-0.6915951,-0.1103165
32,-1.1067201,-1.1249272,"('unkind', 'kind')",-0.3390976,-0.24994779,0.081477515,0.12888971,0.061633125,-0.20102891,-0.3256768,-0.3617536,-0.0360768
33,-0.43103734,-0.32789898,"('wrong', 'right')",0.28285035,0.2885735,0.600304,0.6884727,-0.38317537,-0.33940473,0.0172354,0.0774356,0.0602002
