,adrenaline_male,adrenaline_female,tuple,average_male,average_female,female-male
0,-0.008516647,-0.18951829,"('unsociable', 'sociable')",-0.0085166,-0.1895183,-0.1810017
1,1.7801133,1.7919505,"('unfriendly', 'friendly')",1.7801133,1.7919505,0.0118372
2,0.50073755,0.57145315,"('unlikable', 'likable')",0.5007375,0.5714532,0.0707157
3,1.0330014,0.90548116,"('repellent', 'pleasant')",1.0330014,0.9054812,-0.1275202
4,-7.73211,-7.7114453,"('disliked', 'liked')",-7.73211,-7.7114453,0.0206647
5,0.11143461,0.22996952,"('distant', 'outgoing')",0.1114346,0.2299695,0.1185349
6,0.10185935,0.19378331,"('distant', 'open')",0.1018594,0.1937833,0.0919239
7,1.2854118,1.2511852,"('insensitive', 'sensitive')",1.2854118,1.2511852,-0.0342266
8,1.3896033,1.432748,"('unaffectionate', 'affectionate')",1.3896033,1.432748,0.0431447
9,2.125384,2.250594,"('unaffectionate', 'caring')",2.1253841,2.2505939,0.1252098
10,1.0841616,1.0351951,"('unsympathetic', 'sympathetic')",1.0841616,1.0351951,-0.0489665
11,2.2849922,2.2709312,"('unhelpful', 'helpful')",2.2849922,2.2709312,-0.014061
12,-1.0890224,-1.0232264,"('unsupportive', 'supportive')",-1.0890224,-1.0232264,0.065796
13,-0.039817892,-0.22396022,"('impolite', 'polite')",-0.0398179,-0.2239602,-0.1841423
14,0.0006580753,-0.100354955,"('antisocial', 'social')",0.0006581,-0.100355,-0.1010131
15,0.46797925,0.45790985,"('boring', 'funny')",0.4679793,0.4579099,-0.0100694
16,-0.49165344,-0.44088283,"('unpopular', 'popular')",-0.4916534,-0.4408828,0.0507706
17,-0.4330847,-0.45322376,"('nasty', 'nice')",-0.4330847,-0.4532238,-0.0201391
18,-0.19398794,-0.254833,"('disagreeable', 'welcoming')",-0.1939879,-0.254833,-0.0608451
19,-0.06519009,0.10184477,"('inhospitable', 'hospitable')",-0.0651901,0.1018448,0.1670349
20,0.49988514,0.3505325,"('rough', 'thoughtful')",0.4998851,0.3505325,-0.1493526
21,0.21287018,0.34027267,"('immoral', 'moral')",0.2128702,0.3402727,0.1274025
22,-0.4063959,-0.45321667,"('untrustworthy', 'trustworthy')",-0.4063959,-0.4532167,-0.0468208
23,7.580541,7.541744,"('insincere', 'sincere')",7.5805411,7.5417442,-0.0387969
24,2.3644445,2.4175448,"('dishonest', 'honest')",2.3644445,2.4175448,0.0531003
25,0.68937,0.6125114,"('egoistic', 'altruistic')",0.68937,0.6125114,-0.0768586
26,0.5660865,0.6373236,"('hardhearted', 'benevolent')",0.5660865,0.6373236,0.0712371
27,1.951961,1.7716964,"('hardhearted', 'softhearted')",1.951961,1.7716964,-0.1802646
28,1.1922568,1.2068695,"('disloyal', 'loyal')",1.1922568,1.2068695,0.0146127
29,-0.6793155,-0.77154565,"('unfair', 'fair')",-0.6793155,-0.7715456,-0.0922301
30,0.98438305,0.98723805,"('intolerant', 'tolerant')",0.984383,0.987238,0.002855
31,-1.703855,-1.7011377,"('evil', 'good')",-1.703855,-1.7011377,0.0027173
32,1.285362,1.0890394,"('unkind', 'kind')",1.285362,1.0890394,-0.1963226
