,intel_male,intel_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7038035,-0.9221826,"('unsociable', 'sociable')",-0.15859562,-0.25943255,-0.4311996,-0.5908076,-0.159608
1,0.26357126,-0.040173154,"('unfriendly', 'friendly')",0.6724633,0.4252236,0.4680173,0.1925252,-0.2754921
2,0.0070122555,0.064839065,"('unlikable', 'likable')",0.38848987,0.2855296,0.1977511,0.1751843,-0.0225668
3,-0.3113885,-0.17529248,"('repellent', 'pleasant')",0.81725657,0.83677703,0.252934,0.3307423,0.0778083
4,-0.85013396,-0.9450017,"('disliked', 'liked')",-6.601176,-7.026523,-3.7256548,-3.9857624,-0.2601076
5,0.15080303,0.16999146,"('distant', 'outgoing')",-0.9859242,-0.9694081,-0.4175606,-0.3997083,0.0178523
6,0.099624544,0.025632553,"('distant', 'open')",-1.0070702,-1.0651174,-0.4537228,-0.5197424,-0.0660196
7,-0.42339045,-0.3926675,"('insensitive', 'sensitive')",0.33367723,0.33392265,-0.0448566,-0.0293724,0.0154842
8,0.34537518,0.08705631,"('unaffectionate', 'affectionate')",0.15005904,0.04353368,0.2477171,0.065295,-0.1824221
9,0.729104,0.6016498,"('unaffectionate', 'caring')",0.55237687,0.51751465,0.6407404,0.5595822,-0.0811582
10,-0.7237738,-0.9436222,"('unsympathetic', 'sympathetic')",-0.48868018,-0.51082367,-0.606227,-0.7272229,-0.1209959
11,-0.3201363,-0.25914752,"('unhelpful', 'helpful')",1.6773212,1.8440795,0.6785924,0.792466,0.1138736
12,0.042930745,0.019280687,"('unsupportive', 'supportive')",-2.0783272,-2.1734657,-1.0176982,-1.0770925,-0.0593943
13,-0.99787986,-1.064782,"('impolite', 'polite')",-0.94750535,-0.8701685,-0.9726926,-0.9674753,0.0052173
14,0.24990356,0.23413473,"('antisocial', 'social')",0.2496112,0.11939401,0.2497574,0.1767644,-0.072993
15,0.35921356,0.26167482,"('boring', 'funny')",-0.2616251,-0.31980136,0.0487942,-0.0290633,-0.0778575
16,-1.0362121,-1.067907,"('unpopular', 'popular')",0.14027785,0.16656244,-0.4479671,-0.4506723,-0.0027052
17,-0.8611789,-0.821677,"('nasty', 'nice')",-0.69336265,-0.6070763,-0.7772708,-0.7143767,0.0628941
18,-0.093903944,-0.15629104,"('disagreeable', 'welcoming')",-0.7409486,-0.8464493,-0.4174263,-0.5013702,-0.0839439
19,-0.08760123,-0.19270007,"('inhospitable', 'hospitable')",-0.36456436,-0.33411896,-0.2260828,-0.2634095,-0.0373267
20,0.4805277,0.4604623,"('rough', 'thoughtful')",0.96655846,0.9001989,0.723543,0.6803306,-0.0432124
21,0.10853146,0.07393113,"('immoral', 'moral')",-0.46861807,-0.43238357,-0.1800433,-0.1792262,0.0008171
22,-0.39175725,-0.4684529,"('untrustworthy', 'trustworthy')",-0.6805574,-0.874334,-0.5361574,-0.6713935,-0.1352361
23,0.10398006,0.05788859,"('insincere', 'sincere')",5.457783,5.7604275,2.7808816,2.909158,0.1282764
24,0.6197266,0.6347497,"('dishonest', 'honest')",0.6032624,0.58066195,0.6114945,0.6077058,-0.0037887
25,1.177214,1.1246269,"('egoistic', 'altruistic')",1.0989479,1.053995,1.138081,1.0893109,-0.0487701
26,1.000653,0.66324323,"('hardhearted', 'benevolent')",1.5665278,1.2470773,1.2835904,0.9551603,-0.3284301
27,-0.25536877,-0.27575877,"('hardhearted', 'softhearted')",0.6744373,0.58172494,0.2095343,0.1529831,-0.0565512
28,0.48560515,0.22500992,"('disloyal', 'loyal')",1.3181337,1.2489604,0.9018694,0.7369851,-0.1648843
29,-0.759581,-0.8410318,"('unfair', 'fair')",-0.25260302,-0.47406346,-0.506092,-0.6575476,-0.1514556
30,0.76965314,0.6898156,"('intolerant', 'tolerant')",0.32921448,0.18720497,0.5494338,0.4385103,-0.1109235
31,-0.6522459,-0.7173775,"('evil', 'good')",-1.1938196,-1.4009666,-0.9230328,-1.059172,-0.1361392
32,0.13856243,0.054211255,"('unkind', 'kind')",0.5788094,0.4592433,0.3586859,0.2567273,-0.1019586
33,0.66227704,0.5631888,"('wrong', 'right')",-0.6109994,-0.7263659,0.0256388,-0.0815886,-0.1072274
34,0.712072,1.001208,"('mean', 'honorable')",5.2250957,5.622923,2.9685838,3.3120654,0.3434816
35,0.33875227,0.20480213,"('corrupt', 'incorrupt')",-0.39590418,-0.4695568,-0.028576,-0.1323773,-0.1038013
36,0.04414244,-0.121960215,"('hostile', 'amicable')",-0.3378683,-0.5514322,-0.1468629,-0.3366962,-0.1898333
37,-0.21371537,-0.36793977,"('fake', 'genuine')",0.25231406,0.27404302,0.0192993,-0.0469484,-0.0662477
38,-0.035645638,-0.03432484,"('untruthful', 'truthful')",-0.31094664,-0.24101545,-0.1732961,-0.1376701,0.035626
