,lyondellbasell_male,lyondellbasell_female,tuple,industries_male,industries_female,n_male,n_female,v_male,v_female,average_male,average_female,female-male
0,-0.6850535,-0.68573594,"('unsociable', 'sociable')",0.82342213,0.7012427,0.35162157,0.2588432,0.12215114,0.12770928,0.1530353,0.1005148,-0.0525205
1,-1.2357223,-1.2804005,"('unfriendly', 'friendly')",-0.4075474,-0.5101185,-0.65608954,-0.7470916,0.51202285,0.34461844,-0.4468341,-0.5482481,-0.101414
2,0.6250787,0.6784349,"('unlikable', 'likable')",0.50548494,0.6282622,0.79234034,0.8355844,0.27196512,0.30111653,0.5487173,0.6108495,0.0621322
3,-0.37807286,-0.22168049,"('repellent', 'pleasant')",-0.060297016,0.09159621,1.2577509,1.2286451,0.7128168,0.7826965,0.3830494,0.4703143,0.0872649
4,-0.32209253,-0.40399456,"('disliked', 'liked')",-0.25206968,-0.30217227,1.000557,1.0881065,-5.6643147,-5.564275,-1.30948,-1.2955837,0.0138963
5,-0.24783684,-0.32203653,"('distant', 'outgoing')",-0.7995282,-0.7528103,-0.34872782,-0.27187765,-1.1033169,-1.1005361,-0.6248524,-0.6118152,0.0130372
6,-0.5467526,-0.58892643,"('distant', 'open')",-1.2651174,-1.2323823,-0.11872807,-0.036807645,-0.29790977,-0.31128636,-0.5571269,-0.5423507,0.0147762
7,0.6062354,0.7321344,"('insensitive', 'sensitive')",1.0177851,1.1657171,-0.5724765,-0.5462218,0.5914921,0.5469521,0.410759,0.4746455,0.0638865
8,-0.77470964,-0.82167536,"('unaffectionate', 'affectionate')",-0.3295544,-0.41433525,-0.5110709,-0.57346326,-0.24611023,-0.38267738,-0.4653613,-0.5480378,-0.0826765
9,-0.81631076,-0.84078085,"('unaffectionate', 'caring')",0.3778851,0.32656512,0.16346274,0.0831091,1.196068,1.0988905,0.2302763,0.166946,-0.0633303
10,-0.18269753,-0.09553734,"('unsympathetic', 'sympathetic')",0.4772418,0.49569303,-0.15609728,-0.20787066,0.5071789,0.45419946,0.1614065,0.1616211,0.0002146
11,0.04454841,0.1073371,"('unhelpful', 'helpful')",1.4406339,1.4699296,0.21707639,0.19401364,2.2561624,2.2446191,0.9896053,1.0039749,0.0143696
12,0.3138015,0.38527492,"('unsupportive', 'supportive')",0.81345886,0.8742804,0.65603864,0.63785917,-1.2173018,-1.2521378,0.1414993,0.1613192,0.0198199
13,-0.032793645,0.004249323,"('impolite', 'polite')",1.1890222,1.2551919,-0.6259333,-0.63317984,-0.018675178,0.038711287,0.127905,0.1662432,0.0383382
14,0.43186435,0.52352774,"('antisocial', 'social')",2.0683281,2.1165721,1.2471346,1.2697318,-0.18553138,-0.13004684,0.8904489,0.9449462,0.0544973
15,0.5070934,0.47955096,"('boring', 'funny')",-0.056739334,-0.074399985,0.89937013,0.92807096,0.17707615,0.20015685,0.3817001,0.3833447,0.0016446
16,-0.3783377,-0.35444915,"('unpopular', 'popular')",-0.78887856,-0.7500086,-0.25274292,-0.24838714,0.9083981,1.0287809,-0.1278903,-0.081016,0.0468743
17,-0.19369884,-0.15265124,"('nasty', 'nice')",-0.40135342,-0.23196611,0.07970764,0.11407096,0.2227931,0.30324918,-0.0731379,0.0081757,0.0813136
18,-0.68342924,-0.6449976,"('disagreeable', 'welcoming')",-0.83579224,-0.8201687,-0.9753616,-0.97714233,-1.1523619,-1.2183442,-0.9117362,-0.9151632,-0.003427
19,-0.5412401,-0.5735661,"('inhospitable', 'hospitable')",-1.0957483,-1.0597281,-0.3965536,-0.39079157,0.20840678,0.2366961,-0.4562838,-0.4468474,0.0094364
20,-0.20624839,-0.13941777,"('rough', 'thoughtful')",0.1148524,0.15401196,0.29867145,0.2710806,0.21097466,0.19569446,0.1045625,0.1203423,0.0157798
21,-0.41030863,-0.35647914,"('immoral', 'moral')",0.33972514,0.40312803,0.2727745,0.2955027,0.3682566,0.48077255,0.1426119,0.205731,0.0631191
22,0.65585387,0.7071121,"('untrustworthy', 'trustworthy')",0.42677808,0.4242633,0.6108516,0.6105707,-0.4604283,-0.3912434,0.3082638,0.3376756,0.0294118
23,0.30749437,0.38147497,"('insincere', 'sincere')",0.1775661,0.26643103,-0.34336412,-0.49012518,5.505113,5.3214006,1.4117024,1.3697953,-0.0419071
24,0.3070381,0.3124112,"('dishonest', 'honest')",-0.0014998391,0.058208145,-1.1991123,-1.258398,0.42756808,0.25464737,-0.1165015,-0.1582828,-0.0417813
25,-0.5458455,-0.5342473,"('egoistic', 'altruistic')",-0.35606128,-0.4045104,0.2900239,0.22901872,0.3843663,0.35863006,-0.0568792,-0.0877772,-0.030898
26,-0.22721633,-0.24120283,"('hardhearted', 'benevolent')",1.2475171,1.1877966,0.67141765,0.6238817,0.62201625,0.41867235,0.5784336,0.4972869,-0.0811467
27,-0.97091264,-0.98642504,"('hardhearted', 'softhearted')",-0.5170564,-0.5116253,-1.0024534,-1.1516603,0.76211613,0.5846827,-0.4320766,-0.516257,-0.0841804
28,0.003830472,0.021741722,"('disloyal', 'loyal')",0.24832842,0.21849096,0.55626446,0.48701093,2.0319097,1.8477288,0.7100832,0.6437431,-0.0663401
29,-0.05699583,-0.12786418,"('unfair', 'fair')",-1.256254,-1.3156214,0.65521425,0.66352934,0.41411155,0.43511125,-0.060981,-0.0862112,-0.0252302
30,0.090191126,0.103714965,"('intolerant', 'tolerant')",2.1378121,2.1364813,-1.6560003,-1.6518955,-0.43953323,-0.44729638,0.0331174,0.0352511,0.0021337
31,-0.5507172,-0.5836067,"('evil', 'good')",-1.363309,-1.3782209,-0.53050375,-0.47442442,-0.7999651,-0.8826982,-0.8111238,-0.8297375,-0.0186137
32,-0.05019393,-0.062933624,"('unkind', 'kind')",0.40438724,0.3902536,0.08121184,-0.040369198,1.1179045,1.0201199,0.3883274,0.3267677,-0.0615597
33,0.4322738,0.36025342,"('wrong', 'right')",0.5923665,0.5220223,0.79730964,0.8089273,-0.1738509,-0.10555813,0.4120248,0.3964112,-0.0156136
34,-0.093798764,-0.017858237,"('mean', 'honorable')",0.27000988,0.40643165,-0.26465613,-0.26725852,3.961834,3.9984515,0.9683473,1.0299416,0.0615943
35,0.43228632,0.27602616,"('corrupt', 'incorrupt')",-1.6706878,-1.7497324,-0.6000095,-0.67397124,-0.6128173,-0.67454493,-0.612807,-0.7055556,-0.0927486
36,-0.8274931,-0.87716967,"('hostile', 'amicable')",-1.0664223,-1.1407236,-0.33256644,-0.36174655,-0.021186102,-0.06707746,-0.561917,-0.6116793,-0.0497623
37,0.80565137,0.8334653,"('fake', 'genuine')",0.5937328,0.6427493,-0.014561236,-0.10622597,-0.14241028,-0.19895834,0.3106031,0.2927576,-0.0178455
38,0.32420367,0.27495104,"('untruthful', 'truthful')",0.3364929,0.27230367,0.06933926,0.013055328,0.68876886,0.6435928,0.3547012,0.3009757,-0.0537255
39,0.6055949,0.65324825,"('exploitative', 'cooperative')",0.08416431,0.18403712,-0.10355847,-0.030716669,-0.3771199,-0.27789497,0.0522702,0.1321684,0.0798982
40,0.23019272,0.22918059,"('stingy', 'generous')",0.26810753,0.30056903,0.3223654,0.33871403,-1.4863527,-1.5691726,-0.1664218,-0.1751772,-0.0087554
41,0.11914518,0.11147955,"('unforgiving', 'forgiving')",-0.45775414,-0.5136306,-0.3009041,-0.3248151,0.24367665,0.15042096,-0.0989591,-0.1441363,-0.0451772
42,0.359863,0.48376715,"('unreliable', 'reliable')",-0.19982556,0.0008999109,0.32240754,0.4753737,-3.0351639,-2.849754,-0.6381797,-0.4724283,0.1657514
43,-0.12934972,-0.033961136,"('irresponsible', 'responsible')",0.6948,0.8481808,-0.1675959,-0.13418278,0.7622314,0.73767006,0.2900214,0.3544267,0.0644053
44,0.14863588,0.14184374,"('prejudiced', 'unprejudiced')",-0.6780183,-0.56432784,0.047050796,0.27766436,-2.0577338,-1.9196962,-0.6350163,-0.516129,0.1188873
45,0.8872769,0.9741645,"('incompetent', 'competent')",1.1751341,1.2556661,1.0590255,1.0720656,1.1870648,1.1280568,1.0771253,1.1074883,0.030363
46,0.061930716,0.13269372,"('uncompetitive', 'competitive')",1.9731735,1.9821819,-0.21596886,-0.27096125,0.03830234,0.025621038,0.4643594,0.4673838,0.0030244
47,0.080536574,0.23555028,"('stupid', 'smart')",0.7481999,0.8870386,0.36796242,0.37434116,4.4608774,4.349249,1.4143941,1.4615448,0.0471507
48,-0.4009584,-0.36611655,"('unintelligent', 'intelligent')",0.4074788,0.30317163,-1.1612073,-1.1896187,0.081529014,-0.008465134,-0.2682895,-0.3152572,-0.0469677
49,-0.25660878,-0.15117958,"('unable', 'able')",0.2435615,0.388485,-0.06999056,0.043931447,-0.09179562,0.03021929,-0.0437084,0.077864,0.1215724
50,0.581481,0.63021547,"('clumsy', 'skillful')",-0.32259747,-0.18843053,0.39432302,0.33232343,0.9560304,0.9764719,0.4023092,0.4376451,0.0353359
51,-0.40302128,-0.45155075,"('uneducated', 'educated')",0.37648338,0.16963816,0.9690444,0.8593075,0.4248769,0.41701218,0.3418458,0.2486018,-0.093244
52,-0.7859087,-0.933175,"('irrational', 'rational')",-1.3871156,-1.4696946,-0.44233042,-0.4458697,1.0853754,1.0337532,-0.3824948,-0.4537466,-0.0712518
53,-0.686957,-0.58998936,"('uncreative', 'creative')",0.43463373,0.48190078,0.21548915,0.27348337,0.21530312,0.2018412,0.0446173,0.091809,0.0471917
54,-0.09612312,-0.11740187,"('incapable', 'capable')",-0.62219757,-0.5901523,0.492188,0.54602927,0.92763406,0.94537205,0.1753753,0.1959618,0.0205865
55,0.7679004,0.9044738,"('incompetent', 'clever')",0.8602414,0.8676907,0.9449474,1.0004443,0.98965764,1.0093441,0.8906868,0.9454882,0.0548014
56,1.1528536,1.2055274,"('impractical', 'practical')",2.0848942,2.0561688,1.2186588,1.2365422,0.19706663,0.2858678,1.1633683,1.1960266,0.0326583
57,0.2513349,0.2880687,"('unimaginative', 'imaginative')",1.2902431,1.2670217,0.78121233,0.8888032,-2.1891103,-2.1702716,0.03342,0.0684055,0.0349855
58,-0.09023369,-0.09077774,"('undiscriminating', 'discriminating')",0.80475765,0.82184696,-0.45794758,-0.43320233,-0.026937034,-0.04395885,0.0574098,0.063477,0.0060672
59,0.14661549,0.15156849,"('foolish', 'wise')",-0.7722946,-0.6552502,0.06655105,0.111190856,1.3320328,1.3162237,0.1932262,0.2309332,0.037707
60,0.10218327,0.24729387,"('inefficient', 'efficient')",2.200396,2.2756248,0.13136451,0.1313315,-0.19946495,-0.0069475174,0.5586197,0.6618257,0.103206
61,-0.2744127,-0.3318182,"('illogical', 'logical')",0.14193195,-0.00033466145,0.81631577,0.7300368,0.9859557,0.93128943,0.4174477,0.3322933,-0.0851544
62,0.5737292,0.6691043,"('incompetent', 'brilliant')",1.3949406,1.4733146,1.4091175,1.4806265,1.3484951,1.383172,1.1815706,1.2515544,0.0699838
63,-0.07465306,-0.0069384677,"('unperceptive', 'insightful')",0.6914146,0.7448992,-0.19257808,-0.26134202,0.42910072,0.43616968,0.2133211,0.2281971,0.014876
64,0.4497985,0.43386802,"('shy', 'confident')",0.60807574,0.6311042,0.13596267,0.2712051,-5.5854583,-5.379808,-1.0979054,-1.0109076,0.0869978
65,0.18670242,0.2711432,"('insecure', 'secure')",0.40541083,0.40515667,-0.25765288,-0.2394454,0.73551947,0.8177984,0.267495,0.3136632,0.0461682
66,0.70153856,0.6655186,"('inactive', 'active')",-0.31070825,-0.33967683,0.8981713,0.8963417,0.90469605,0.8773844,0.5484244,0.524892,-0.0235324
