,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.005845681,-0.15648814,"('unsociable', 'sociable')",-0.11769031,-0.27064097,-0.061768,-0.2135645,-0.1517965
1,-1.2232883,-1.2334054,"('unfriendly', 'friendly')",1.5132496,1.4045826,0.1449807,0.0855886,-0.0593921
2,0.8073485,0.90697587,"('unlikable', 'likable')",0.7316598,0.82222474,0.7695042,0.8646003,0.0950961
3,0.56522053,0.6157219,"('repellent', 'pleasant')",0.50736916,0.54706055,0.5362948,0.5813912,0.0450964
4,-0.123996735,-0.22246605,"('disliked', 'liked')",-6.1692247,-6.2080965,-3.1466107,-3.2152812,-0.0686705
5,-1.7445047,-1.6679062,"('distant', 'outgoing')",-0.5747892,-0.5796524,-1.159647,-1.1237793,0.0358677
6,-2.1929617,-2.0664003,"('distant', 'open')",-0.34961522,-0.35833153,-1.2712884,-1.2123659,0.0589225
7,0.24745044,0.25930426,"('insensitive', 'sensitive')",0.39186642,0.45594907,0.3196584,0.3576267,0.0379683
8,-1.5048957,-1.4562078,"('unaffectionate', 'affectionate')",0.5404761,0.49868533,-0.4822098,-0.4787612,0.0034486
9,-1.0611343,-1.0226152,"('unaffectionate', 'caring')",0.9891882,0.9719187,-0.0359731,-0.0253482,0.0106249
10,0.5333905,0.50466895,"('unsympathetic', 'sympathetic')",-0.41977972,-0.39267308,0.0568054,0.0559979,-0.0008075
11,0.7638886,0.8075622,"('unhelpful', 'helpful')",1.9548646,2.072635,1.3593767,1.4400985,0.0807218
12,-0.1374941,-0.07072048,"('unsupportive', 'supportive')",-2.0025165,-1.9593174,-1.0700053,-1.0150189,0.0549864
13,0.4596646,0.41485065,"('impolite', 'polite')",-0.22823325,-0.17136204,0.1157157,0.1217443,0.0060286
14,0.7655136,0.6859264,"('antisocial', 'social')",-0.10441669,-0.1644883,0.3305485,0.260719,-0.0698295
15,0.08308821,0.03496001,"('boring', 'funny')",0.6928711,0.6744794,0.3879797,0.3547197,-0.03326
16,-0.118691444,-0.15293223,"('unpopular', 'popular')",1.0369176,0.9905824,0.4591131,0.4188251,-0.040288
17,-0.064480305,0.03433493,"('nasty', 'nice')",-0.3106763,-0.26938847,-0.1875783,-0.1175268,0.0700515
18,-0.616204,-0.5870937,"('disagreeable', 'welcoming')",-0.3423096,-0.37090492,-0.4792568,-0.4789993,0.0002575
19,-0.993915,-0.92661667,"('inhospitable', 'hospitable')",-0.4004174,-0.35307145,-0.6971662,-0.6398441,0.0573221
20,0.465545,0.5442919,"('rough', 'thoughtful')",1.2961527,1.283538,0.8808489,0.9139149,0.033066
