,metlife_male,metlife_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.17614016,0.14106937,"('unsociable', 'sociable')",-0.38747752,-0.47791365,-0.1056687,-0.1684221,-0.0627534
1,-0.013507834,-0.16413203,"('unfriendly', 'friendly')",1.9193318,1.706814,0.952912,0.771341,-0.181571
2,0.4573913,0.52810025,"('unlikable', 'likable')",0.5392795,0.6015468,0.4983354,0.5648235,0.0664881
3,-0.7526265,-0.52327955,"('repellent', 'pleasant')",-0.13722818,-0.03580203,-0.4449273,-0.2795408,0.1653865
4,0.07376573,0.015459283,"('disliked', 'liked')",-6.0909925,-6.1691837,-3.0086133,-3.0768623,-0.068249
5,-0.31086048,-0.41530758,"('distant', 'outgoing')",-0.028708864,-0.094474636,-0.1697847,-0.2548911,-0.0851064
6,-0.6435945,-0.72068256,"('distant', 'open')",0.4770669,0.35370532,-0.0832638,-0.1834886,-0.1002248
7,0.07959988,0.25361478,"('insensitive', 'sensitive')",0.6509553,0.7489034,0.3652776,0.5012591,0.1359815
8,-0.7147826,-0.8341062,"('unaffectionate', 'affectionate')",0.74800056,0.58839285,0.016609,-0.1228567,-0.1394657
9,-0.23492739,-0.28236943,"('unaffectionate', 'caring')",1.0844358,1.0064441,0.4247542,0.3620373,-0.0627169
10,-1.1248316,-0.9118217,"('unsympathetic', 'sympathetic')",-0.36796078,-0.33895692,-0.7463962,-0.6253893,0.1210069
11,0.110670745,0.23114327,"('unhelpful', 'helpful')",1.5511383,1.6134355,0.8309045,0.9222894,0.0913849
12,-0.19938947,-0.017437296,"('unsupportive', 'supportive')",-1.8429679,-1.774796,-1.0211787,-0.8961167,0.125062
13,0.702734,0.7309102,"('impolite', 'polite')",-0.44825667,-0.33485797,0.1272387,0.1980261,0.0707874
14,1.1584681,1.253341,"('antisocial', 'social')",-0.32054415,-0.2925149,0.418962,0.480413,0.061451
15,0.09977433,-0.09070341,"('boring', 'funny')",0.6511901,0.6027234,0.3754822,0.25601,-0.1194722
16,-0.38096938,-0.35512757,"('unpopular', 'popular')",0.4257741,0.48641956,0.0224024,0.065646,0.0432436
17,0.56829685,0.6249412,"('nasty', 'nice')",-0.2983867,-0.22253855,0.1349551,0.2012013,0.0662462
18,-0.2060503,-0.14196962,"('disagreeable', 'welcoming')",-0.29163975,-0.32297844,-0.248845,-0.232474,0.016371
19,-0.5612829,-0.61270225,"('inhospitable', 'hospitable')",0.01990155,0.008463782,-0.2706906,-0.3021192,-0.0314286
20,0.50683135,0.5911843,"('rough', 'thoughtful')",1.3377274,1.2993666,0.9222794,0.9452754,0.022996
21,-0.4523074,-0.31606647,"('immoral', 'moral')",-0.80751455,-0.6676281,-0.6299109,-0.4918473,0.1380636
22,-0.16597286,-0.12865973,"('untrustworthy', 'trustworthy')",-1.09697,-1.0893995,-0.6314714,-0.6090296,0.0224418
23,-0.08579756,0.044622574,"('insincere', 'sincere')",5.419109,5.4640617,2.6666555,2.7543421,0.0876866
24,-0.01801332,-0.001191061,"('dishonest', 'honest')",0.9225361,0.91080797,0.4522614,0.4548084,0.002547
25,0.043543592,0.019863911,"('egoistic', 'altruistic')",1.5781195,1.5034516,0.8108315,0.7616578,-0.0491737
26,0.57064277,0.47199413,"('hardhearted', 'benevolent')",1.9679291,1.8111922,1.2692859,1.1415931,-0.1276928
27,0.09575966,0.17937298,"('hardhearted', 'softhearted')",1.5514666,1.509982,0.8236131,0.8446775,0.0210644
28,-0.26427656,-0.3062945,"('disloyal', 'loyal')",0.86445683,0.74673134,0.3000901,0.2202184,-0.0798717
29,-0.19664246,-0.25683278,"('unfair', 'fair')",-0.50706255,-0.6726348,-0.3518525,-0.4647338,-0.1128813
30,0.8366869,0.9100796,"('intolerant', 'tolerant')",1.6072309,1.5760942,1.2219589,1.2430868,0.0211279
31,-0.70688236,-0.79455185,"('evil', 'good')",-0.7485608,-0.8993729,-0.7277216,-0.8469623,-0.1192407
32,0.19749424,0.23562522,"('unkind', 'kind')",0.8087703,0.7227155,0.5031323,0.4791704,-0.0239619
33,0.20071274,0.08088069,"('wrong', 'right')",-0.33209035,-0.35770223,-0.0656888,-0.1384108,-0.072722
34,0.4166976,0.61058646,"('mean', 'honorable')",5.8300204,5.953745,3.123359,3.2821658,0.1588068
35,-0.3956985,-0.5810345,"('corrupt', 'incorrupt')",0.35591272,0.15959443,-0.0198929,-0.21072,-0.1908271
36,-0.069117576,-0.29144758,"('hostile', 'amicable')",0.46196344,0.1870564,0.1964229,-0.0521956,-0.2486185
37,0.13413458,0.20667839,"('fake', 'genuine')",0.49804667,0.5185919,0.3160906,0.3626351,0.0465445
38,-0.3668235,-0.3330656,"('untruthful', 'truthful')",0.009587888,0.09333026,-0.1786178,-0.1198677,0.0587501
39,1.6972576,1.7111492,"('exploitative', 'cooperative')",0.102116674,0.13398011,0.8996872,0.9225647,0.0228775
40,0.04483694,0.16059434,"('stingy', 'generous')",-1.1223748,-1.1331552,-0.5387689,-0.4862804,0.0524885
41,0.13059562,0.21664591,"('unforgiving', 'forgiving')",0.007152606,-0.081465706,0.0688741,0.0675901,-0.001284
42,0.36028597,0.6045092,"('unreliable', 'reliable')",-2.9174557,-2.76246,-1.2785848,-1.0789754,0.1996094
43,0.016490877,0.16043071,"('irresponsible', 'responsible')",0.44052428,0.4484019,0.2285076,0.3044163,0.0759087
44,0.10177632,0.18483801,"('prejudiced', 'unprejudiced')",-1.3321954,-1.3250911,-0.6152095,-0.5701265,0.045083
45,-0.5640771,-0.3983137,"('incompetent', 'competent')",-0.26709393,-0.25677717,-0.4155855,-0.3275454,0.0880401
46,-0.88924336,-0.6766294,"('uncompetitive', 'competitive')",-0.9834376,-0.9647116,-0.9363405,-0.8206705,0.11567
47,0.8216369,0.92150545,"('stupid', 'smart')",5.428605,5.5073266,3.1251211,3.214416,0.0892949
48,-0.10631553,-0.05881286,"('unintelligent', 'intelligent')",0.75674826,0.79691494,0.3252164,0.369051,0.0438346
49,-0.4045604,-0.33538032,"('unable', 'able')",-0.23508133,-0.09832028,-0.3198209,-0.2168503,0.1029706
50,0.050072506,0.12289591,"('clumsy', 'skillful')",0.054304995,0.056181952,0.0521888,0.0895389,0.0373501
51,-0.34877935,-0.36576077,"('uneducated', 'educated')",0.4274578,0.4298778,0.0393392,0.0320585,-0.0072807
52,0.11303216,-0.14599669,"('irrational', 'rational')",0.11294988,-0.052529257,0.112991,-0.099263,-0.212254
53,-1.1507231,-1.2016066,"('uncreative', 'creative')",0.78547585,0.7108451,-0.1826236,-0.2453808,-0.0627572
54,-0.27076027,-0.31676692,"('incapable', 'capable')",1.0215498,1.0554376,0.3753948,0.3693353,-0.0060595
