,lilac_male,lilac_female,tuple,average_male,average_female,female-male
0,0.090568036,-0.06652288,"('unsociable', 'sociable')",0.090568,-0.0665229,-0.1570909
1,-0.8725821,-1.013893,"('unfriendly', 'friendly')",-0.8725821,-1.013893,-0.1413109
2,0.36144072,0.42245844,"('unlikable', 'likable')",0.3614407,0.4224584,0.0610177
3,-0.20975955,-0.07857926,"('repellent', 'pleasant')",-0.2097595,-0.0785793,0.1311802
4,-2.060858,-2.064472,"('disliked', 'liked')",-2.060858,-2.064472,-0.003614
5,-0.9027431,-0.90886235,"('distant', 'outgoing')",-0.9027431,-0.9088624,-0.0061193
6,-1.2314975,-1.2320893,"('distant', 'open')",-1.2314975,-1.2320893,-0.0005918
7,-0.10857942,-0.062550865,"('insensitive', 'sensitive')",-0.1085794,-0.0625509,0.0460285
8,-0.33390445,-0.45802447,"('unaffectionate', 'affectionate')",-0.3339044,-0.4580245,-0.1241201
9,-0.09578668,-0.27773243,"('unaffectionate', 'caring')",-0.0957867,-0.2777324,-0.1819457
10,-0.017452393,0.006813909,"('unsympathetic', 'sympathetic')",-0.0174524,0.0068139,0.0242663
11,0.9606205,0.9035387,"('unhelpful', 'helpful')",0.9606205,0.9035387,-0.0570818
12,-0.6335177,-0.5640265,"('unsupportive', 'supportive')",-0.6335177,-0.5640265,0.0694912
13,-0.45023322,-0.55360126,"('impolite', 'polite')",-0.4502332,-0.5536013,-0.1033681
14,0.30198228,0.29114446,"('antisocial', 'social')",0.3019823,0.2911445,-0.0108378
15,0.90907294,0.68736714,"('boring', 'funny')",0.9090729,0.6873671,-0.2217058
16,0.1900529,0.13294932,"('unpopular', 'popular')",0.1900529,0.1329493,-0.0571036
17,0.31568426,0.28465295,"('nasty', 'nice')",0.3156843,0.2846529,-0.0310314
18,-0.9219891,-0.8842876,"('disagreeable', 'welcoming')",-0.9219891,-0.8842876,0.0377015
19,-0.65843916,-0.7122254,"('inhospitable', 'hospitable')",-0.6584392,-0.7122254,-0.0537862
20,0.15915087,0.123269275,"('rough', 'thoughtful')",0.1591509,0.1232693,-0.0358816
21,0.090183616,0.16586055,"('immoral', 'moral')",0.0901836,0.1658605,0.0756769
22,-0.27126983,-0.18139206,"('untrustworthy', 'trustworthy')",-0.2712698,-0.1813921,0.0898777
23,1.8832064,1.8161421,"('insincere', 'sincere')",1.8832064,1.8161421,-0.0670643
24,-0.37712178,-0.4199106,"('dishonest', 'honest')",-0.3771218,-0.4199106,-0.0427888
25,-0.10064283,-0.24560528,"('egoistic', 'altruistic')",-0.1006428,-0.2456053,-0.1449625
26,0.56036663,0.34726596,"('hardhearted', 'benevolent')",0.5603666,0.347266,-0.2131006
27,0.47028807,0.21878338,"('hardhearted', 'softhearted')",0.4702881,0.2187834,-0.2515047
28,-0.32816333,-0.41210502,"('disloyal', 'loyal')",-0.3281633,-0.412105,-0.0839417
29,-0.5847515,-0.6745416,"('unfair', 'fair')",-0.5847515,-0.6745416,-0.0897901
