,shaker_male,shaker_female,tuple,average_male,average_female,female-male
0,0.68186563,0.44944093,"('unsociable', 'sociable')",0.6818656,0.4494409,-0.2324247
1,-0.6053546,-0.61189747,"('unfriendly', 'friendly')",-0.6053546,-0.6118975,-0.0065429
2,0.40710363,0.45918065,"('unlikable', 'likable')",0.4071036,0.4591807,0.0520771
3,-0.17401312,-0.06539076,"('repellent', 'pleasant')",-0.1740131,-0.0653908,0.1086223
4,-2.0902088,-2.1170018,"('disliked', 'liked')",-2.0902088,-2.1170018,-0.026793
5,-0.9002575,-0.8157515,"('distant', 'outgoing')",-0.9002575,-0.8157515,0.084506
6,-1.4152514,-1.3029983,"('distant', 'open')",-1.4152514,-1.3029983,0.1122531
7,1.2136087,1.2557676,"('insensitive', 'sensitive')",1.2136087,1.2557676,0.0421589
8,-1.2002289,-1.2166826,"('unaffectionate', 'affectionate')",-1.2002289,-1.2166826,-0.0164537
9,-0.34480274,-0.38688034,"('unaffectionate', 'caring')",-0.3448027,-0.3868803,-0.0420776
10,0.09620664,-0.02227878,"('unsympathetic', 'sympathetic')",0.0962066,-0.0222788,-0.1184854
11,1.5764714,1.412285,"('unhelpful', 'helpful')",1.5764714,1.412285,-0.1641864
12,-0.2356099,-0.29910937,"('unsupportive', 'supportive')",-0.2356099,-0.2991094,-0.0634995
13,1.1686363,0.9490901,"('impolite', 'polite')",1.1686363,0.9490901,-0.2195462
14,1.083472,1.0960115,"('antisocial', 'social')",1.083472,1.0960115,0.0125395
15,0.49708477,0.34258622,"('boring', 'funny')",0.4970848,0.3425862,-0.1544986
16,-0.88837343,-0.8419203,"('unpopular', 'popular')",-0.8883734,-0.8419203,0.0464531
17,-0.006021181,0.042419,"('nasty', 'nice')",-0.0060212,0.042419,0.0484402
18,-0.42650145,-0.46880102,"('disagreeable', 'welcoming')",-0.4265015,-0.468801,-0.0422995
19,-1.1191179,-1.1534451,"('inhospitable', 'hospitable')",-1.1191179,-1.1534451,-0.0343272
20,0.049124096,0.0017222688,"('rough', 'thoughtful')",0.0491241,0.0017223,-0.0474018
21,0.919067,0.8807553,"('immoral', 'moral')",0.919067,0.8807553,-0.0383117
22,0.62969977,0.55995905,"('untrustworthy', 'trustworthy')",0.6296998,0.5599591,-0.0697407
23,2.9885502,2.7620838,"('insincere', 'sincere')",2.9885502,2.7620838,-0.2264664
24,0.36439347,0.31126684,"('dishonest', 'honest')",0.3643935,0.3112668,-0.0531267
25,-0.15280819,-0.1870844,"('egoistic', 'altruistic')",-0.1528082,-0.1870844,-0.0342762
26,0.08006952,0.01974659,"('hardhearted', 'benevolent')",0.0800695,0.0197466,-0.0603229
27,0.24140018,0.30819824,"('hardhearted', 'softhearted')",0.2414002,0.3081982,0.066798
28,-0.8146679,-0.85783565,"('disloyal', 'loyal')",-0.8146679,-0.8578357,-0.0431678
29,-0.015742075,0.048893098,"('unfair', 'fair')",-0.0157421,0.0488931,0.0646352
30,0.8771121,0.7798733,"('intolerant', 'tolerant')",0.8771121,0.7798733,-0.0972388
31,-1.8215811,-1.6538981,"('evil', 'good')",-1.8215811,-1.6538981,0.167683
32,1.1034068,0.88316715,"('unkind', 'kind')",1.1034068,0.8831671,-0.2202397
33,0.09658678,0.14386216,"('wrong', 'right')",0.0965868,0.1438622,0.0472754
34,1.3457365,1.3828155,"('mean', 'honorable')",1.3457365,1.3828155,0.037079
35,-1.0524217,-1.0518672,"('corrupt', 'incorrupt')",-1.0524217,-1.0518672,0.0005545
36,-1.5558447,-1.5395293,"('hostile', 'amicable')",-1.5558447,-1.5395293,0.0163154
37,-0.15776497,-0.21722382,"('fake', 'genuine')",-0.157765,-0.2172238,-0.0594588
38,0.65203065,0.5887713,"('untruthful', 'truthful')",0.6520306,0.5887713,-0.0632593
39,0.67218786,0.6682348,"('exploitative', 'cooperative')",0.6721879,0.6682348,-0.0039531
40,-1.796916,-1.6874967,"('stingy', 'generous')",-1.796916,-1.6874967,0.1094193
41,0.588344,0.5013754,"('unforgiving', 'forgiving')",0.588344,0.5013754,-0.0869686
42,-0.41137782,-0.518851,"('unreliable', 'reliable')",-0.4113778,-0.518851,-0.1074732
43,0.8245353,0.58755547,"('irresponsible', 'responsible')",0.8245353,0.5875555,-0.2369798
44,-0.24069566,-0.2769019,"('prejudiced', 'unprejudiced')",-0.2406957,-0.2769019,-0.0362062
45,0.35237536,0.37072155,"('incompetent', 'competent')",0.3523754,0.3707215,0.0183461
