,mass_male,mass_female,tuple,average_male,average_female,female-male
0,-0.15110295,-0.38657826,"('unsociable', 'sociable')",-0.1511029,-0.3865783,-0.2354754
1,1.342545,1.2948614,"('unfriendly', 'friendly')",1.342545,1.2948614,-0.0476836
2,0.5780231,0.7249802,"('unlikable', 'likable')",0.5780231,0.7249802,0.1469571
3,0.6640447,0.7385102,"('repellent', 'pleasant')",0.6640447,0.7385102,0.0744655
4,-6.6976504,-6.7257085,"('disliked', 'liked')",-6.6976504,-6.7257085,-0.0280581
5,-0.415731,-0.20726857,"('distant', 'outgoing')",-0.415731,-0.2072686,0.2084624
6,-0.25129712,-0.0314002,"('distant', 'open')",-0.2512971,-0.0314002,0.2198969
7,0.40672636,0.41308013,"('insensitive', 'sensitive')",0.4067264,0.4130801,0.0063537
8,1.0543327,1.1386687,"('unaffectionate', 'affectionate')",1.0543327,1.1386687,0.084336
9,1.8340253,1.9602431,"('unaffectionate', 'caring')",1.8340253,1.9602431,0.1262178
10,0.70060754,0.7719033,"('unsympathetic', 'sympathetic')",0.7006075,0.7719033,0.0712958
11,1.9678774,2.0219593,"('unhelpful', 'helpful')",1.9678774,2.0219593,0.0540819
12,-1.2840669,-1.3233268,"('unsupportive', 'supportive')",-1.2840669,-1.3233268,-0.0392599
13,0.28190458,0.17682189,"('impolite', 'polite')",0.2819046,0.1768219,-0.1050827
14,0.046206035,-0.28694147,"('antisocial', 'social')",0.046206,-0.2869415,-0.3331475
15,0.29695985,0.3616916,"('boring', 'funny')",0.2969598,0.3616916,0.0647318
16,-0.06726715,-0.03509146,"('unpopular', 'popular')",-0.0672671,-0.0350915,0.0321756
17,0.16532001,0.11244478,"('nasty', 'nice')",0.16532,0.1124448,-0.0528752
18,-0.81996757,-0.9592502,"('disagreeable', 'welcoming')",-0.8199676,-0.9592502,-0.1392826
19,-0.6217265,-0.37704116,"('inhospitable', 'hospitable')",-0.6217265,-0.3770412,0.2446853
20,0.6365776,0.4904567,"('rough', 'thoughtful')",0.6365776,0.4904567,-0.1461209
21,0.12130533,0.093039036,"('immoral', 'moral')",0.1213053,0.093039,-0.0282663
22,-0.42512554,-0.4097721,"('untrustworthy', 'trustworthy')",-0.4251255,-0.4097721,0.0153534
23,5.990238,5.9852257,"('insincere', 'sincere')",5.9902382,5.9852257,-0.0050125
24,1.7611392,1.7790769,"('dishonest', 'honest')",1.7611392,1.7790769,0.0179377
25,0.7811466,0.67772734,"('egoistic', 'altruistic')",0.7811466,0.6777273,-0.1034193
26,0.7058208,0.41824332,"('hardhearted', 'benevolent')",0.7058208,0.4182433,-0.2875775
27,1.1437674,1.0602698,"('hardhearted', 'softhearted')",1.1437674,1.0602698,-0.0834976
28,1.179644,1.0303223,"('disloyal', 'loyal')",1.179644,1.0303223,-0.1493217
29,-0.81011707,-0.79228383,"('unfair', 'fair')",-0.8101171,-0.7922838,0.0178333
30,1.157984,0.9734476,"('intolerant', 'tolerant')",1.157984,0.9734476,-0.1845364
31,-1.5435542,-1.4839337,"('evil', 'good')",-1.5435542,-1.4839337,0.0596205
32,1.3528247,1.2344297,"('unkind', 'kind')",1.3528247,1.2344297,-0.118395
33,-0.05350289,-0.0369761,"('wrong', 'right')",-0.0535029,-0.0369761,0.0165268
34,4.643298,4.7760196,"('mean', 'honorable')",4.6432981,4.7760196,0.1327215
35,-0.7867629,-0.88619286,"('corrupt', 'incorrupt')",-0.7867629,-0.8861929,-0.09943
36,-0.28943646,-0.28439888,"('hostile', 'amicable')",-0.2894365,-0.2843989,0.0050376
37,0.34942055,0.4159312,"('fake', 'genuine')",0.3494205,0.4159312,0.0665107
38,0.46286228,0.44059056,"('untruthful', 'truthful')",0.4628623,0.4405906,-0.0222717
39,0.6329225,0.36529404,"('exploitative', 'cooperative')",0.6329225,0.365294,-0.2676285
40,-1.8132643,-2.0179646,"('stingy', 'generous')",-1.8132643,-2.0179646,-0.2047003
41,0.7018576,0.42714098,"('unforgiving', 'forgiving')",0.7018576,0.427141,-0.2747166
42,-2.5905097,-2.4472234,"('unreliable', 'reliable')",-2.5905097,-2.4472234,0.1432863
43,0.7814078,0.8185265,"('irresponsible', 'responsible')",0.7814078,0.8185265,0.0371187
44,-1.2929528,-1.3008083,"('prejudiced', 'unprejudiced')",-1.2929528,-1.3008083,-0.0078555
45,0.08388291,0.08074823,"('incompetent', 'competent')",0.0838829,0.0807482,-0.0031347
46,-1.0443419,-1.0329566,"('uncompetitive', 'competitive')",-1.0443419,-1.0329566,0.0113853
47,5.200473,5.337198,"('stupid', 'smart')",5.2004728,5.3371978,0.136725
48,1.0765961,0.89232403,"('unintelligent', 'intelligent')",1.0765961,0.892324,-0.1842721
49,0.14485273,0.2615059,"('unable', 'able')",0.1448527,0.2615059,0.1166532
50,0.06425215,0.17718694,"('clumsy', 'skillful')",0.0642522,0.1771869,0.1129347
51,0.070695594,0.08518847,"('uneducated', 'educated')",0.0706956,0.0851885,0.0144929
52,-0.26695755,-0.3553373,"('irrational', 'rational')",-0.2669576,-0.3553373,-0.0883797
53,-0.04312835,0.09048232,"('uncreative', 'creative')",-0.0431283,0.0904823,0.1336106
54,0.7379209,1.0035264,"('incapable', 'capable')",0.7379209,1.0035264,0.2656055
55,0.50050277,0.44211718,"('incompetent', 'clever')",0.5005028,0.4421172,-0.0583856
56,0.9576599,0.9091259,"('impractical', 'practical')",0.9576599,0.9091259,-0.048534
57,-3.024509,-2.877209,"('unimaginative', 'imaginative')",-3.024509,-2.8772089,0.1473001
58,-0.51392454,-0.48060778,"('undiscriminating', 'discriminating')",-0.5139245,-0.4806078,0.0333167
59,0.3509046,0.42808682,"('foolish', 'wise')",0.3509046,0.4280868,0.0771822
60,0.6212548,0.6067615,"('inefficient', 'efficient')",0.6212548,0.6067615,-0.0144933
61,0.28019392,0.018937634,"('illogical', 'logical')",0.2801939,0.0189376,-0.2612563
62,1.1363311,1.2410923,"('incompetent', 'brilliant')",1.1363311,1.2410923,0.1047612
63,0.35307238,0.40214574,"('unperceptive', 'insightful')",0.3530724,0.4021457,0.0490733
64,-6.1584706,-6.201169,"('shy', 'confident')",-6.1584706,-6.201169,-0.0426984
65,0.20940605,0.1466691,"('insecure', 'secure')",0.209406,0.1466691,-0.0627369
66,-0.7566316,-0.6365568,"('inactive', 'active')",-0.7566316,-0.6365568,0.1200748
