,microchip_male,microchip_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.3419971,-1.4235289,"('unsociable', 'sociable')",0.0098636225,-0.044513274,-0.32070327,-0.41528738,-0.5509456,-0.6277765,-0.0768309
1,-0.7377609,-0.929545,"('unfriendly', 'friendly')",-0.5547786,-0.76981795,1.497064,1.3485104,0.0681748,-0.1169509,-0.1851257
2,-0.006358642,-0.013768466,"('unlikable', 'likable')",0.5801656,0.5774182,0.6095787,0.65086645,0.3944619,0.4048387,0.0103768
3,-0.98494494,-0.8472474,"('repellent', 'pleasant')",0.17940262,0.34648633,0.13260965,0.20817292,-0.2243109,-0.0975294,0.1267815
4,0.37908608,0.32739314,"('disliked', 'liked')",-0.3862717,-0.4398711,-5.7872367,-5.8448277,-1.931474,-1.9857685,-0.0542945
5,0.31428763,0.25895464,"('distant', 'outgoing')",-1.6192825,-1.6380254,-0.2836185,-0.3353222,-0.5295378,-0.5714643,-0.0419265
6,-0.05378283,-0.08305928,"('distant', 'open')",-1.9401989,-1.974361,0.25287077,0.1832595,-0.5803703,-0.6247203,-0.04435
7,-0.5802404,-0.56085825,"('insensitive', 'sensitive')",0.3047252,0.42728007,0.70113444,0.7774725,0.1418731,0.2146314,0.0727583
8,-0.8669178,-0.9453156,"('unaffectionate', 'affectionate')",-0.24400872,-0.36042988,0.7561019,0.651886,-0.1182749,-0.2179532,-0.0996783
9,-0.78444797,-0.8513926,"('unaffectionate', 'caring')",-0.18580778,-0.29389447,1.206643,1.1670135,0.0787958,0.0072422,-0.0715536
10,-2.6172533,-2.5493653,"('unsympathetic', 'sympathetic')",-0.1515634,-0.024512522,-0.32791817,-0.30666065,-1.032245,-0.9601795,0.0720655
11,-0.7529054,-0.74766594,"('unhelpful', 'helpful')",1.2396302,1.3003993,1.9241402,1.9484558,0.8036217,0.8337297,0.030108
12,-0.7390191,-0.6123644,"('unsupportive', 'supportive')",0.532052,0.6891144,-1.7052133,-1.6587366,-0.6373935,-0.5273289,0.1100646
