,height_male,height_female,tuple,average_male,average_female,female-male
0,0.8323727,0.49990278,"('unsociable', 'sociable')",0.8323727,0.4999028,-0.3324699
1,0.54144514,0.58891964,"('unfriendly', 'friendly')",0.5414451,0.5889196,0.0474745
2,0.12327221,0.3173188,"('unlikable', 'likable')",0.1232722,0.3173188,0.1940466
3,0.8067252,0.9974724,"('repellent', 'pleasant')",0.8067252,0.9974724,0.1907472
4,-7.320923,-7.4950466,"('disliked', 'liked')",-7.3209229,-7.4950466,-0.1741237
5,-1.552002,-1.2464314,"('distant', 'outgoing')",-1.552002,-1.2464314,0.3055706
6,-1.1951709,-0.8568016,"('distant', 'open')",-1.1951709,-0.8568016,0.3383693
7,1.5339068,1.2813474,"('insensitive', 'sensitive')",1.5339068,1.2813474,-0.2525594
8,0.66852885,0.7075145,"('unaffectionate', 'affectionate')",0.6685289,0.7075145,0.0389856
9,1.4180979,1.4616117,"('unaffectionate', 'caring')",1.4180979,1.4616117,0.0435138
10,1.879302,1.8429979,"('unsympathetic', 'sympathetic')",1.879302,1.8429979,-0.0363041
11,2.2127953,2.2252061,"('unhelpful', 'helpful')",2.2127953,2.2252061,0.0124108
12,-1.0622172,-1.2298895,"('unsupportive', 'supportive')",-1.0622172,-1.2298895,-0.1676723
13,0.66276366,0.48739335,"('impolite', 'polite')",0.6627637,0.4873933,-0.1753704
14,0.43888783,0.14320186,"('antisocial', 'social')",0.4388878,0.1432019,-0.2956859
15,0.31454322,0.21953334,"('boring', 'funny')",0.3145432,0.2195333,-0.0950099
16,-0.5938317,-0.5513381,"('unpopular', 'popular')",-0.5938317,-0.5513381,0.0424936
17,-0.23156169,-0.25085598,"('nasty', 'nice')",-0.2315617,-0.250856,-0.0192943
18,-1.3183932,-1.3156686,"('disagreeable', 'welcoming')",-1.3183932,-1.3156686,0.0027246
19,-1.3099029,-1.0895776,"('inhospitable', 'hospitable')",-1.3099029,-1.0895776,0.2203253
20,1.2719593,1.0658923,"('rough', 'thoughtful')",1.2719593,1.0658923,-0.206067
21,0.5442959,0.6608424,"('immoral', 'moral')",0.5442959,0.6608424,0.1165465
22,-0.36897498,-0.48369688,"('untrustworthy', 'trustworthy')",-0.368975,-0.4836969,-0.1147219
23,6.358705,6.369263,"('insincere', 'sincere')",6.358705,6.3692632,0.0105582
24,1.7742004,1.7622643,"('dishonest', 'honest')",1.7742004,1.7622643,-0.0119361
25,0.026450746,0.08582492,"('egoistic', 'altruistic')",0.0264507,0.0858249,0.0593742
26,0.41268352,0.16163908,"('hardhearted', 'benevolent')",0.4126835,0.1616391,-0.2510444
27,1.4929433,1.4236026,"('hardhearted', 'softhearted')",1.4929433,1.4236026,-0.0693407
28,1.0471542,1.0146525,"('disloyal', 'loyal')",1.0471542,1.0146525,-0.0325017
29,-0.764659,-0.8277348,"('unfair', 'fair')",-0.764659,-0.8277348,-0.0630758
30,1.3171471,1.2987661,"('intolerant', 'tolerant')",1.3171471,1.2987661,-0.018381
31,-2.5651536,-2.3250248,"('evil', 'good')",-2.5651536,-2.3250248,0.2401288
32,1.7004776,1.486585,"('unkind', 'kind')",1.7004776,1.486585,-0.2138926
33,-0.508827,-0.55310905,"('wrong', 'right')",-0.508827,-0.553109,-0.044282
34,4.7064414,4.9802938,"('mean', 'honorable')",4.7064414,4.9802938,0.2738524
35,-1.4522214,-1.5325823,"('corrupt', 'incorrupt')",-1.4522214,-1.5325823,-0.0803609
36,-1.3084909,-1.2757621,"('hostile', 'amicable')",-1.3084909,-1.2757621,0.0327288
37,1.0935028,1.0956038,"('fake', 'genuine')",1.0935028,1.0956038,0.002101
38,0.0005021468,-0.058244675,"('untruthful', 'truthful')",0.0005021,-0.0582447,-0.0587468
39,0.23014705,0.18665503,"('exploitative', 'cooperative')",0.230147,0.186655,-0.043492
40,-2.05192,-2.2614377,"('stingy', 'generous')",-2.0519199,-2.2614377,-0.2095178
41,0.5400518,0.33042163,"('unforgiving', 'forgiving')",0.5400518,0.3304216,-0.2096302
42,-2.0987313,-2.0481908,"('unreliable', 'reliable')",-2.0987313,-2.0481908,0.0505405
43,1.4734447,1.4322246,"('irresponsible', 'responsible')",1.4734447,1.4322246,-0.0412201
44,-1.4829282,-1.3721976,"('prejudiced', 'unprejudiced')",-1.4829282,-1.3721976,0.1107306
45,0.89664274,0.6775151,"('incompetent', 'competent')",0.8966427,0.6775151,-0.2191276
46,0.091895886,-0.052664503,"('uncompetitive', 'competitive')",0.0918959,-0.0526645,-0.1445604
47,5.29259,5.4968305,"('stupid', 'smart')",5.2925901,5.4968305,0.2042404
48,1.24776,1.162643,"('unintelligent', 'intelligent')",1.2477601,1.162643,-0.0851171
49,-0.023490591,0.23765998,"('unable', 'able')",-0.0234906,0.23766,0.2611506
50,-0.6202674,-0.56222504,"('clumsy', 'skillful')",-0.6202674,-0.562225,0.0580424
51,1.1601272,1.0038534,"('uneducated', 'educated')",1.1601272,1.0038534,-0.1562738
52,-1.3684306,-1.2540252,"('irrational', 'rational')",-1.3684306,-1.2540252,0.1144054
