,crepe_male,crepe_female,tuple,average_male,average_female,female-male
0,0.10535659,-0.18670908,"('unsociable', 'sociable')",0.1053566,-0.1867091,-0.2920657
1,-1.4527454,-1.4980538,"('unfriendly', 'friendly')",-1.4527454,-1.4980538,-0.0453084
2,0.47833285,0.5012666,"('unlikable', 'likable')",0.4783328,0.5012666,0.0229338
3,-0.48184955,-0.4834606,"('repellent', 'pleasant')",-0.4818496,-0.4834606,-0.001611
4,-2.2400658,-2.200496,"('disliked', 'liked')",-2.2400658,-2.200496,0.0395698
5,-1.2913008,-1.1198933,"('distant', 'outgoing')",-1.2913008,-1.1198933,0.1714075
6,-1.3332856,-1.1237507,"('distant', 'open')",-1.3332856,-1.1237507,0.2095349
7,-0.42958334,-0.45785952,"('insensitive', 'sensitive')",-0.4295833,-0.4578595,-0.0282762
8,-0.7805195,-0.7599041,"('unaffectionate', 'affectionate')",-0.7805195,-0.7599041,0.0206154
9,-0.92855966,-0.9548026,"('unaffectionate', 'caring')",-0.9285597,-0.9548026,-0.0262429
10,-0.44779396,-0.5298603,"('unsympathetic', 'sympathetic')",-0.447794,-0.5298603,-0.0820663
11,0.67965245,0.568256,"('unhelpful', 'helpful')",0.6796525,0.568256,-0.1113965
12,-1.4041274,-1.3434826,"('unsupportive', 'supportive')",-1.4041274,-1.3434826,0.0606448
13,0.34173834,0.1592856,"('impolite', 'polite')",0.3417383,0.1592856,-0.1824527
14,0.7535897,0.61751145,"('antisocial', 'social')",0.7535897,0.6175115,-0.1360782
15,0.40628922,0.34633866,"('boring', 'funny')",0.4062892,0.3463387,-0.0599505
16,0.22269373,0.15743782,"('unpopular', 'popular')",0.2226937,0.1574378,-0.0652559
17,-0.04852571,0.0011136904,"('nasty', 'nice')",-0.0485257,0.0011137,0.0496394
18,-0.9556434,-0.94969535,"('disagreeable', 'welcoming')",-0.9556434,-0.9496953,0.0059481
19,-1.6491929,-1.5761843,"('inhospitable', 'hospitable')",-1.6491929,-1.5761843,0.0730086
20,0.3065853,0.29564422,"('rough', 'thoughtful')",0.3065853,0.2956442,-0.0109411
21,0.9268165,0.78664464,"('immoral', 'moral')",0.9268165,0.7866446,-0.1401719
22,0.34721485,0.25465152,"('untrustworthy', 'trustworthy')",0.3472148,0.2546515,-0.0925633
23,1.0667913,0.93031794,"('insincere', 'sincere')",1.0667913,0.9303179,-0.1364734
24,-0.20553641,-0.30141586,"('dishonest', 'honest')",-0.2055364,-0.3014159,-0.0958795
25,-0.1885544,-0.2613017,"('egoistic', 'altruistic')",-0.1885544,-0.2613017,-0.0727473
26,-0.49393564,-0.536189,"('hardhearted', 'benevolent')",-0.4939356,-0.536189,-0.0422534
27,-0.03256902,0.0015847855,"('hardhearted', 'softhearted')",-0.032569,0.0015848,0.0341538
28,-0.12321844,-0.26130602,"('disloyal', 'loyal')",-0.1232184,-0.261306,-0.1380876
29,-0.14661884,-0.22953138,"('unfair', 'fair')",-0.1466188,-0.2295314,-0.0829126
30,0.6506052,0.56545746,"('intolerant', 'tolerant')",0.6506052,0.5654575,-0.0851477
31,-1.4903927,-1.3537941,"('evil', 'good')",-1.4903927,-1.3537941,0.1365986
32,0.67856896,0.48877952,"('unkind', 'kind')",0.678569,0.4887795,-0.1897895
33,-0.06687597,-0.09557633,"('wrong', 'right')",-0.066876,-0.0955763,-0.0287003
34,1.0868573,1.2404267,"('mean', 'honorable')",1.0868573,1.2404267,0.1535694
35,-0.43200693,-0.40210423,"('corrupt', 'incorrupt')",-0.4320069,-0.4021042,0.0299027
36,-1.3395269,-1.2747577,"('hostile', 'amicable')",-1.3395269,-1.2747577,0.0647692
37,0.10069682,0.047496818,"('fake', 'genuine')",0.1006968,0.0474968,-0.0532
38,-0.029552056,-0.021695953,"('untruthful', 'truthful')",-0.0295521,-0.021696,0.0078561
39,1.2599171,1.2554804,"('exploitative', 'cooperative')",1.2599171,1.2554804,-0.0044367
40,-1.6327182,-1.6527345,"('stingy', 'generous')",-1.6327182,-1.6527345,-0.0200163
41,0.15269499,0.18994044,"('unforgiving', 'forgiving')",0.152695,0.1899404,0.0372454
42,0.103525564,0.12100559,"('unreliable', 'reliable')",0.1035256,0.1210056,0.01748
43,0.11066554,0.053638354,"('irresponsible', 'responsible')",0.1106655,0.0536384,-0.0570271
44,0.8179327,0.80432516,"('prejudiced', 'unprejudiced')",0.8179327,0.8043252,-0.0136075
45,-0.08896345,-0.08500431,"('incompetent', 'competent')",-0.0889634,-0.0850043,0.0039591
46,-0.2807473,-0.37511528,"('uncompetitive', 'competitive')",-0.2807473,-0.3751153,-0.094368
47,1.8167775,1.9239273,"('stupid', 'smart')",1.8167775,1.9239273,0.1071498
48,-0.30589354,-0.40421167,"('unintelligent', 'intelligent')",-0.3058935,-0.4042117,-0.0983182
49,-0.013455482,0.14106214,"('unable', 'able')",-0.0134555,0.1410621,0.1545176
50,0.27100134,0.2912986,"('clumsy', 'skillful')",0.2710013,0.2912986,0.0202973
51,-0.23078826,-0.3913365,"('uneducated', 'educated')",-0.2307883,-0.3913365,-0.1605482
52,-0.22817262,-0.3650922,"('irrational', 'rational')",-0.2281726,-0.3650922,-0.1369196
53,-1.7046287,-1.7295818,"('uncreative', 'creative')",-1.7046287,-1.7295818,-0.0249531
54,0.065655425,0.0032304665,"('incapable', 'capable')",0.0656554,0.0032305,-0.0624249
55,0.25839427,0.186733,"('incompetent', 'clever')",0.2583943,0.186733,-0.0716613
56,1.3740532,1.2071103,"('impractical', 'practical')",1.3740532,1.2071103,-0.1669429
57,-1.4303659,-1.5206972,"('unimaginative', 'imaginative')",-1.4303659,-1.5206972,-0.0903313
58,-0.48428026,-0.4639763,"('undiscriminating', 'discriminating')",-0.4842803,-0.4639763,0.020304
59,-0.18312705,-0.11465648,"('foolish', 'wise')",-0.183127,-0.1146565,0.0684705
60,1.4245726,1.372321,"('inefficient', 'efficient')",1.4245726,1.372321,-0.0522516
61,-0.28227,-0.49710763,"('illogical', 'logical')",-0.28227,-0.4971076,-0.2148376
62,0.48735785,0.5508139,"('incompetent', 'brilliant')",0.4873579,0.5508139,0.063456
63,-0.33268854,-0.337092,"('unperceptive', 'insightful')",-0.3326885,-0.337092,-0.0044035
64,-1.5066665,-1.6185794,"('shy', 'confident')",-1.5066665,-1.6185794,-0.1119129
65,0.50618047,0.33367544,"('insecure', 'secure')",0.5061805,0.3336754,-0.1725051
66,-1.8112689,-1.811068,"('inactive', 'active')",-1.8112689,-1.8110681,0.0002008
67,0.41122752,0.35137492,"('doubtful', 'determined')",0.4112275,0.3513749,-0.0598526
