,impairment_male,impairment_female,tuple,average_male,average_female,female-male
20,0.7756915,0.7162563,"('rough', 'thoughtful')",0.7756915,0.7162563,-0.0594352
21,0.10288569,0.2305119,"('immoral', 'moral')",0.1028857,0.2305119,0.1276262
22,-0.2697589,-0.30744126,"('untrustworthy', 'trustworthy')",-0.2697589,-0.3074413,-0.0376824
23,5.765078,5.6624746,"('insincere', 'sincere')",5.7650781,5.6624746,-0.1026035
24,1.5694798,1.4033089,"('dishonest', 'honest')",1.5694798,1.4033089,-0.1661709
25,-0.4499883,-0.5485805,"('egoistic', 'altruistic')",-0.4499883,-0.5485805,-0.0985922
26,0.68937004,0.59810865,"('hardhearted', 'benevolent')",0.68937,0.5981086,-0.0912614
27,1.0979966,0.68618786,"('hardhearted', 'softhearted')",1.0979966,0.6861879,-0.4118087
28,0.73503244,0.5422799,"('disloyal', 'loyal')",0.7350324,0.5422799,-0.1927525
29,-0.97835875,-1.1794302,"('unfair', 'fair')",-0.9783587,-1.1794302,-0.2010715
30,1.5946883,1.583636,"('intolerant', 'tolerant')",1.5946883,1.583636,-0.0110523
31,-2.558701,-2.688558,"('evil', 'good')",-2.558701,-2.6885581,-0.1298571
32,1.2615343,1.0793346,"('unkind', 'kind')",1.2615343,1.0793346,-0.1821997
33,-1.0794686,-1.0973754,"('wrong', 'right')",-1.0794686,-1.0973754,-0.0179068
34,3.5589302,3.6451943,"('mean', 'honorable')",3.5589302,3.6451943,0.0862641
35,-1.605243,-1.8898457,"('corrupt', 'incorrupt')",-1.605243,-1.8898457,-0.2846027
36,-1.5615134,-1.7996387,"('hostile', 'amicable')",-1.5615134,-1.7996387,-0.2381253
37,0.40135837,0.2794256,"('fake', 'genuine')",0.4013584,0.2794256,-0.1219328
38,-0.5265675,-0.5622947,"('untruthful', 'truthful')",-0.5265675,-0.5622947,-0.0357272
39,0.047483604,0.06605263,"('exploitative', 'cooperative')",0.0474836,0.0660526,0.018569
40,-1.5358526,-1.6842059,"('stingy', 'generous')",-1.5358526,-1.6842059,-0.1483533
41,0.07283023,-0.16307501,"('unforgiving', 'forgiving')",0.0728302,-0.163075,-0.2359052
42,-1.851723,-1.7393067,"('unreliable', 'reliable')",-1.851723,-1.7393067,0.1124163
43,1.3732041,1.4574568,"('irresponsible', 'responsible')",1.3732041,1.4574568,0.0842527
44,-1.2350231,-1.2108418,"('prejudiced', 'unprejudiced')",-1.2350231,-1.2108418,0.0241813
45,0.62072855,0.46730894,"('incompetent', 'competent')",0.6207286,0.4673089,-0.1534197
46,0.4663778,0.49716336,"('uncompetitive', 'competitive')",0.4663778,0.4971634,0.0307856
47,4.519032,4.569761,"('stupid', 'smart')",4.519032,4.5697608,0.0507288
48,0.9766937,0.9619802,"('unintelligent', 'intelligent')",0.9766937,0.9619802,-0.0147135
49,-0.79435074,-0.6226882,"('unable', 'able')",-0.7943507,-0.6226882,0.1716625
50,-0.867181,-0.8780301,"('clumsy', 'skillful')",-0.867181,-0.8780301,-0.0108491
51,0.630342,0.7478323,"('uneducated', 'educated')",0.630342,0.7478323,0.1174903
52,-1.5484248,-1.8263018,"('irrational', 'rational')",-1.5484248,-1.8263018,-0.277877
53,-0.53351545,-0.5887792,"('uncreative', 'creative')",-0.5335155,-0.5887792,-0.0552637
54,0.03807102,0.09315697,"('incapable', 'capable')",0.038071,0.093157,0.055086
55,1.2258446,1.306243,"('incompetent', 'clever')",1.2258446,1.3062429,0.0803983
56,1.1194062,1.2991436,"('impractical', 'practical')",1.1194062,1.2991436,0.1797374
57,-2.0012155,-1.9484161,"('unimaginative', 'imaginative')",-2.0012155,-1.9484161,0.0527994
58,-0.34453696,-0.5152313,"('undiscriminating', 'discriminating')",-0.344537,-0.5152313,-0.1706943
59,-1.4912581,-1.5852672,"('foolish', 'wise')",-1.4912581,-1.5852672,-0.0940091
60,0.99735874,1.2594085,"('inefficient', 'efficient')",0.9973587,1.2594085,0.2620498
61,0.39867565,0.071252376,"('illogical', 'logical')",0.3986757,0.0712524,-0.3274233
62,1.0036095,1.1605209,"('incompetent', 'brilliant')",1.0036095,1.1605209,0.1569114
63,0.52479476,0.55292267,"('unperceptive', 'insightful')",0.5247948,0.5529227,0.0281279
64,-5.2340503,-4.915354,"('shy', 'confident')",-5.2340503,-4.9153538,0.3186965
65,1.2524151,1.2679002,"('insecure', 'secure')",1.2524151,1.2679002,0.0154851
66,-0.5419489,-0.6633799,"('inactive', 'active')",-0.5419489,-0.6633799,-0.121431
67,-0.6376437,-0.43367168,"('doubtful', 'determined')",-0.6376437,-0.4336717,0.203972
68,-1.1979659,-1.166653,"('dependent', 'independent')",-1.1979659,-1.166653,0.0313129
69,-2.4077032,-2.351292,"('lazy', 'industrious')",-2.4077032,-2.3512919,0.0564113
70,2.1363325,2.2044833,"('lethargic', 'energetic')",2.1363325,2.2044833,0.0681508
71,-0.5959501,-0.5329953,"('diffident', 'self-confident')",-0.5959501,-0.5329953,0.0629548
72,0.6965952,0.83874005,"('unambitious', 'ambitious')",0.6965952,0.8387401,0.1421449
73,-3.6482651,-3.4581604,"('helpless', 'self-reliant')",-3.6482651,-3.4581604,0.1901047
74,0.2086275,0.19650272,"('undedicated', 'dedicated')",0.2086275,0.1965027,-0.0121248
75,-1.1343285,-1.0305139,"('meek', 'impulsive')",-1.1343285,-1.0305139,0.1038146
76,1.0444634,1.0788105,"('anxious', 'daring')",1.0444634,1.0788105,0.0343471
77,-0.58893317,-0.430718,"('unmotivated', 'motivated')",-0.5889332,-0.430718,0.1582152
78,-0.67604417,-0.581565,"('nonresilient', 'resilient')",-0.6760442,-0.581565,0.0944792
79,-1.295213,-1.4414971,"('wavering', 'unwavering')",-1.295213,-1.4414971,-0.1462841
80,1.1320652,1.1678784,"('dominated', 'dominating')",1.1320652,1.1678784,0.0358132
81,1.4033835,1.6018437,"('submissive', 'aggressive')",1.4033835,1.6018437,0.1984602
82,5.6823983,5.6336393,"('poor', 'rich')",5.6823983,5.6336393,-0.048759
83,-0.49858233,-0.43397593,"('powerless', 'powerful')",-0.4985823,-0.4339759,0.0646064
84,0.035655,-0.018473912,"('inferior', 'superior')",0.035655,-0.0184739,-0.0541289
85,-2.6233728,-2.7921877,"('insignificant', 'prestigious')",-2.6233728,-2.7921877,-0.1688149
86,0.8361648,0.8007661,"('uninfluential', 'influential')",0.8361648,0.8007661,-0.0353987
87,-0.33114895,-0.14739442,"('unsuccessful', 'successful')",-0.331149,-0.1473944,0.1837546
88,-0.0013818885,0.09411565,"('low', 'eminent')",-0.0013819,0.0941157,0.0954976
