,delta_male,delta_female,tuple,air_male,air_female,lines_male,lines_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.014592854,-0.14224836,"('unsociable', 'sociable')",-1.9965731,-2.2163477,-0.014748983,-0.12384935,-0.13122475,-0.36926496,-0.5392849,-0.7129276,-0.1736427
1,1.381885,1.3156796,"('unfriendly', 'friendly')",0.88400424,0.9387957,1.1251807,1.0172603,1.9107858,1.7934462,1.3254639,1.2662954,-0.0591685
2,1.3635244,1.4153117,"('unlikable', 'likable')",0.66109854,0.80924666,0.7040484,0.6995965,0.7892866,0.9169537,0.8794895,0.9602771,0.0807876
3,-0.60286576,-0.5561368,"('repellent', 'pleasant')",-1.2277193,-1.218225,-0.15953973,-0.17371288,0.37530616,0.35382548,-0.4037046,-0.3985623,0.0051423
4,0.118819036,0.18891753,"('disliked', 'liked')",1.1760619,1.1813587,0.5798116,0.56362325,-5.9005213,-5.8964157,-1.0064572,-0.9906291,0.0158281
5,1.004188,0.992645,"('distant', 'outgoing')",1.5977019,1.7956086,-0.3303123,-0.27966586,-0.30107576,-0.22267923,0.4926255,0.5714772,0.0788517
6,1.0459683,1.0684518,"('distant', 'open')",1.7850304,1.9361727,-0.67499244,-0.6745961,0.4353316,0.4783789,0.6478345,0.7021018,0.0542673
7,0.09855695,0.06692379,"('insensitive', 'sensitive')",-0.7587823,-0.7720137,-0.4350052,-0.429913,0.6945217,0.6067719,-0.1001772,-0.1320578,-0.0318806
8,1.2924678,1.2594603,"('unaffectionate', 'affectionate')",0.78408986,0.79947865,-0.25192192,-0.28406468,0.41923678,0.40297467,0.5609682,0.5444623,-0.0165059
9,2.0771828,2.075287,"('unaffectionate', 'caring')",0.762466,0.7617218,0.38981786,0.3871586,0.98627096,0.96824133,1.0539345,1.0481023,-0.0058322
10,-0.52710575,-0.57999593,"('unsympathetic', 'sympathetic')",-2.558352,-2.6866155,-1.0194052,-0.99948645,-0.19413228,-0.3175416,-1.0747489,-1.1459099,-0.071161
11,-0.6849994,-0.7211138,"('unhelpful', 'helpful')",-1.0241615,-0.99311244,-0.61956775,-0.5792812,1.7829797,1.8045101,-0.1364372,-0.1222494,0.0141878
12,1.52882,1.5120819,"('unsupportive', 'supportive')",-0.66156334,-0.5813021,0.24470067,0.3060966,-1.8816803,-1.8987894,-0.1924307,-0.1654783,0.0269524
13,-1.3394495,-1.5102447,"('impolite', 'polite')",-1.2767155,-1.4257785,0.10738203,0.007209087,0.2098329,0.06937137,-0.5747375,-0.7148607,-0.1401232
