,mascara_male,mascara_female,tuple,average_male,average_female,female-male
0,0.17723976,0.08284254,"('unsociable', 'sociable')",0.1772398,0.0828425,-0.0943973
1,1.3939053,1.4485246,"('unfriendly', 'friendly')",1.3939053,1.4485246,0.0546193
2,0.70484287,0.84021735,"('unlikable', 'likable')",0.7048429,0.8402174,0.1353745
3,0.9881601,1.0934188,"('repellent', 'pleasant')",0.9881601,1.0934188,0.1052587
4,-6.98622,-6.9449797,"('disliked', 'liked')",-6.9862199,-6.9449797,0.0412402
5,-0.0986022,0.099425964,"('distant', 'outgoing')",-0.0986022,0.099426,0.1980282
6,0.07402586,0.2512306,"('distant', 'open')",0.0740259,0.2512306,0.1772047
7,1.5640436,1.6640275,"('insensitive', 'sensitive')",1.5640436,1.6640275,0.0999839
8,1.0474539,1.0772109,"('unaffectionate', 'affectionate')",1.0474539,1.0772109,0.029757
9,1.3083298,1.4436408,"('unaffectionate', 'caring')",1.3083298,1.4436408,0.135311
10,1.6212586,1.5682096,"('unsympathetic', 'sympathetic')",1.6212586,1.5682096,-0.053049
11,2.091014,2.0843952,"('unhelpful', 'helpful')",2.0910139,2.0843952,-0.0066187
12,-0.8463503,-0.81027347,"('unsupportive', 'supportive')",-0.8463503,-0.8102735,0.0360768
13,0.50229764,0.41095152,"('impolite', 'polite')",0.5022976,0.4109515,-0.0913461
14,0.33411968,0.16652612,"('antisocial', 'social')",0.3341197,0.1665261,-0.1675936
15,0.23211089,0.29651237,"('boring', 'funny')",0.2321109,0.2965124,0.0644015
16,-0.6499216,-0.49955574,"('unpopular', 'popular')",-0.6499216,-0.4995557,0.1503659
17,-0.16474117,-0.20988163,"('nasty', 'nice')",-0.1647412,-0.2098816,-0.0451404
18,-0.08766641,-0.08193421,"('disagreeable', 'welcoming')",-0.0876664,-0.0819342,0.0057322
19,-0.17379019,-0.06663169,"('inhospitable', 'hospitable')",-0.1737902,-0.0666317,0.1071585
20,0.95702064,0.8965444,"('rough', 'thoughtful')",0.9570206,0.8965444,-0.0604762
21,0.48403844,0.5115707,"('immoral', 'moral')",0.4840384,0.5115707,0.0275323
22,0.29815286,0.20563775,"('untrustworthy', 'trustworthy')",0.2981529,0.2056378,-0.0925151
23,6.6955867,6.813387,"('insincere', 'sincere')",6.6955867,6.8133869,0.1178002
24,2.3908432,2.4227843,"('dishonest', 'honest')",2.3908432,2.4227843,0.0319411
25,0.4342082,0.3377813,"('egoistic', 'altruistic')",0.4342082,0.3377813,-0.0964269
26,0.05325137,0.028759941,"('hardhearted', 'benevolent')",0.0532514,0.0287599,-0.0244915
27,1.4127952,1.4023597,"('hardhearted', 'softhearted')",1.4127952,1.4023597,-0.0104355
28,1.3538909,1.3408208,"('disloyal', 'loyal')",1.3538909,1.3408208,-0.0130701
29,-0.33338895,-0.45675296,"('unfair', 'fair')",-0.333389,-0.456753,-0.123364
30,1.195606,1.0751337,"('intolerant', 'tolerant')",1.195606,1.0751337,-0.1204723
31,-1.476953,-1.3734219,"('evil', 'good')",-1.476953,-1.3734219,0.1035311
32,1.5073156,1.4708325,"('unkind', 'kind')",1.5073156,1.4708325,-0.0364831
33,-0.5435039,-0.4788118,"('wrong', 'right')",-0.5435039,-0.4788118,0.0646921
34,4.3961306,4.551287,"('mean', 'honorable')",4.3961306,4.5512872,0.1551566
35,-1.1516519,-1.1615262,"('corrupt', 'incorrupt')",-1.1516519,-1.1615262,-0.0098743
36,-1.1414566,-1.1187664,"('hostile', 'amicable')",-1.1414566,-1.1187664,0.0226902
37,1.0847251,1.0746775,"('fake', 'genuine')",1.0847251,1.0746775,-0.0100476
38,0.31042874,0.250274,"('untruthful', 'truthful')",0.3104287,0.250274,-0.0601547
39,0.08574333,0.09504233,"('exploitative', 'cooperative')",0.0857433,0.0950423,0.009299
40,-0.9684862,-1.011873,"('stingy', 'generous')",-0.9684862,-1.011873,-0.0433868
41,-0.08025238,-0.13436274,"('unforgiving', 'forgiving')",-0.0802524,-0.1343627,-0.0541103
42,-1.3181441,-1.4187137,"('unreliable', 'reliable')",-1.3181441,-1.4187137,-0.1005696
43,1.645935,1.5825322,"('irresponsible', 'responsible')",1.6459351,1.5825322,-0.0634029
44,-1.1631598,-1.3293104,"('prejudiced', 'unprejudiced')",-1.1631598,-1.3293104,-0.1661506
45,0.64388835,0.70616436,"('incompetent', 'competent')",0.6438884,0.7061644,0.062276
46,-0.0013746601,-0.019624872,"('uncompetitive', 'competitive')",-0.0013747,-0.0196249,-0.0182502
47,5.4466124,5.680383,"('stupid', 'smart')",5.4466124,5.6803832,0.2337708
48,1.0849996,0.9882715,"('unintelligent', 'intelligent')",1.0849996,0.9882715,-0.0967281
49,0.32092655,0.51856095,"('unable', 'able')",0.3209265,0.5185609,0.1976344
50,0.30100897,0.44598943,"('clumsy', 'skillful')",0.301009,0.4459894,0.1449804
51,1.1201093,1.065514,"('uneducated', 'educated')",1.1201093,1.065514,-0.0545953
52,-0.6634526,-0.594551,"('irrational', 'rational')",-0.6634526,-0.594551,0.0689016
53,0.5546623,0.60937464,"('uncreative', 'creative')",0.5546623,0.6093746,0.0547123
54,1.3471448,1.4892976,"('incapable', 'capable')",1.3471448,1.4892976,0.1421528
55,1.3450469,1.2688104,"('incompetent', 'clever')",1.3450469,1.2688104,-0.0762365
56,0.91166705,0.9226648,"('impractical', 'practical')",0.911667,0.9226648,0.0109978
57,-2.179982,-2.114794,"('unimaginative', 'imaginative')",-2.1799819,-2.114794,0.0651879
58,-0.1271206,-0.09398441,"('undiscriminating', 'discriminating')",-0.1271206,-0.0939844,0.0331362
59,0.051312603,0.20623514,"('foolish', 'wise')",0.0513126,0.2062351,0.1549225
60,1.0842272,1.0172062,"('inefficient', 'efficient')",1.0842272,1.0172062,-0.067021
61,0.42429745,0.38099134,"('illogical', 'logical')",0.4242975,0.3809913,-0.0433062
62,1.9021014,1.9554675,"('incompetent', 'brilliant')",1.9021014,1.9554675,0.0533661
63,1.3264625,1.4578791,"('unperceptive', 'insightful')",1.3264625,1.4578791,0.1314166
64,-5.0880384,-5.201181,"('shy', 'confident')",-5.0880384,-5.2011809,-0.1131425
65,1.3722682,1.211377,"('insecure', 'secure')",1.3722682,1.211377,-0.1608912
66,-0.1553684,-0.1154031,"('inactive', 'active')",-0.1553684,-0.1154031,0.0399653
67,-0.8553376,-0.9084552,"('doubtful', 'determined')",-0.8553376,-0.9084552,-0.0531176
68,-0.079802305,0.010060634,"('dependent', 'independent')",-0.0798023,0.0100606,0.0898629
69,-1.6650485,-1.642952,"('lazy', 'industrious')",-1.6650485,-1.642952,0.0220965
70,1.8709894,1.8538067,"('lethargic', 'energetic')",1.8709894,1.8538067,-0.0171827
71,0.66856176,0.8507674,"('diffident', 'self-confident')",0.6685618,0.8507674,0.1822056
72,1.1292888,1.2063259,"('unambitious', 'ambitious')",1.1292888,1.2063259,0.0770371
73,-2.8014817,-2.659234,"('helpless', 'self-reliant')",-2.8014817,-2.659234,0.1422477
