,general_male,general_female,tuple,electric_male,electric_female,co_male,co_female,average_male,average_female,female-male
0,-1.1155441,-1.0859402,"('unsociable', 'sociable')",-1.4311551,-1.4846314,-0.1088578,-0.23345542,-0.8851856,-0.9346757,-0.0494901
1,-0.07345226,-0.16946161,"('unfriendly', 'friendly')",0.6930932,0.5463478,1.7436026,1.6366303,0.7877479,0.6711721,-0.1165758
2,0.48375842,0.50879425,"('unlikable', 'likable')",0.70829237,0.7476168,0.63789207,0.69518846,0.609981,0.6505332,0.0405522
3,-0.9195031,-0.8380307,"('repellent', 'pleasant')",-1.3767235,-1.356778,0.5905309,0.65936166,-0.5685652,-0.5118157,0.0567495
4,-0.6332039,-0.6865364,"('disliked', 'liked')",0.926617,0.8281388,-7.1612816,-7.2849374,-2.2892895,-2.3811116,-0.0918221
5,-0.46373028,-0.502913,"('distant', 'outgoing')",0.6686232,0.61024654,-0.7022487,-0.683645,-0.1657853,-0.1921038,-0.0263185
6,-0.56049496,-0.57858694,"('distant', 'open')",0.7428285,0.6879579,-0.2883817,-0.2772576,-0.0353494,-0.0559622,-0.0206128
7,0.025358088,0.026889808,"('insensitive', 'sensitive')",-0.917898,-0.86734575,0.24584374,0.27284727,-0.2155654,-0.1892029,0.0263625
8,-0.31914747,-0.30201545,"('unaffectionate', 'affectionate')",0.48530027,0.3906152,0.5591732,0.45735958,0.2417754,0.1819865,-0.0597889
9,0.26066476,0.19369143,"('unaffectionate', 'caring')",0.07138342,-0.007349232,0.9522727,0.8943774,0.4281069,0.3602399,-0.067867
10,-1.0390855,-0.9591736,"('unsympathetic', 'sympathetic')",-2.3560965,-2.4132586,-0.2942238,-0.274332,-1.229802,-1.2155881,0.0142139
11,-0.11501583,-0.08922501,"('unhelpful', 'helpful')",-0.9525162,-1.0038385,1.7532945,1.7731733,0.2285875,0.2267032,-0.0018843
12,0.19697548,0.3557177,"('unsupportive', 'supportive')",-0.3616541,-0.33763486,-2.1734548,-2.196086,-0.7793778,-0.726001,0.0533768
13,0.01932334,0.061148293,"('impolite', 'polite')",-1.033238,-0.9140238,-0.4337152,-0.4052609,-0.4825433,-0.4193788,0.0631645
14,0.24143274,0.29330674,"('antisocial', 'social')",-0.1076123,-0.16961792,0.32947537,0.23012623,0.1544319,0.1179383,-0.0364936
15,0.1377576,-0.075990096,"('boring', 'funny')",0.8074715,0.6823892,0.33255446,0.2429305,0.4259279,0.2831099,-0.142818
16,-0.39852005,-0.47172043,"('unpopular', 'popular')",0.019145608,0.005816497,0.21818887,0.12770642,-0.0537285,-0.1127325,-0.059004
17,-0.48012286,-0.4714956,"('nasty', 'nice')",-0.63851917,-0.56566507,-0.19072422,-0.16090211,-0.4364554,-0.3993543,0.0371011
18,-0.35220614,-0.20280355,"('disagreeable', 'welcoming')",-0.3914693,-0.409276,-0.88518625,-0.969557,-0.5429539,-0.5272122,0.0157417
19,0.18067217,0.14251274,"('inhospitable', 'hospitable')",0.07015438,0.10366441,-0.423572,-0.33291486,-0.0575818,-0.0289126,0.0286692
