,affair_male,affair_female,tuple,average_male,average_female,female-male
0,0.17187399,-0.052159697,"('unsociable', 'sociable')",0.171874,-0.0521597,-0.2240337
1,0.74873173,0.70219946,"('unfriendly', 'friendly')",0.7487317,0.7021995,-0.0465322
2,0.21695195,0.33649677,"('unlikable', 'likable')",0.216952,0.3364968,0.1195448
3,0.72868323,0.661744,"('repellent', 'pleasant')",0.7286832,0.661744,-0.0669392
4,-7.2055736,-7.214664,"('disliked', 'liked')",-7.2055736,-7.214664,-0.0090904
5,-0.91065323,-0.80441105,"('distant', 'outgoing')",-0.9106532,-0.8044111,0.1062421
6,-0.5281316,-0.4101694,"('distant', 'open')",-0.5281316,-0.4101694,0.1179622
7,0.5978908,0.61982584,"('insensitive', 'sensitive')",0.5978908,0.6198258,0.021935
8,0.5344507,0.5832697,"('unaffectionate', 'affectionate')",0.5344507,0.5832697,0.048819
9,1.1513765,1.2362528,"('unaffectionate', 'caring')",1.1513765,1.2362528,0.0848763
10,1.1331527,1.1996276,"('unsympathetic', 'sympathetic')",1.1331527,1.1996276,0.0664749
11,2.187296,2.2263653,"('unhelpful', 'helpful')",2.1872959,2.2263653,0.0390694
12,-1.9541743,-1.9035157,"('unsupportive', 'supportive')",-1.9541743,-1.9035157,0.0506586
13,0.4084706,0.29076397,"('impolite', 'polite')",0.4084706,0.290764,-0.1177066
14,0.2684976,0.015140042,"('antisocial', 'social')",0.2684976,0.01514,-0.2533576
15,0.4655165,0.4668954,"('boring', 'funny')",0.4655165,0.4668954,0.0013789
16,-0.38195312,-0.38731664,"('unpopular', 'popular')",-0.3819531,-0.3873166,-0.0053635
17,-0.5653646,-0.53971845,"('nasty', 'nice')",-0.5653646,-0.5397184,0.0256462
18,-1.3538053,-1.4510243,"('disagreeable', 'welcoming')",-1.3538053,-1.4510243,-0.097219
19,-1.1852127,-0.99734783,"('inhospitable', 'hospitable')",-1.1852127,-0.9973478,0.1878649
20,1.0210057,0.85397595,"('rough', 'thoughtful')",1.0210057,0.853976,-0.1670297
21,0.2119616,0.17584716,"('immoral', 'moral')",0.2119616,0.1758472,-0.0361144
22,0.10994079,0.110166185,"('untrustworthy', 'trustworthy')",0.1099408,0.1101662,0.0002254
23,6.481457,6.405652,"('insincere', 'sincere')",6.4814572,6.405652,-0.0758052
24,1.9550306,1.9292989,"('dishonest', 'honest')",1.9550306,1.9292989,-0.0257317
25,0.35440928,0.2720762,"('egoistic', 'altruistic')",0.3544093,0.2720762,-0.0823331
26,0.4819234,0.37781653,"('hardhearted', 'benevolent')",0.4819234,0.3778165,-0.1041069
27,1.0545604,0.9044867,"('hardhearted', 'softhearted')",1.0545604,0.9044867,-0.1500737
28,1.0219138,0.96867466,"('disloyal', 'loyal')",1.0219138,0.9686747,-0.0532391
29,-0.94847274,-1.0120214,"('unfair', 'fair')",-0.9484727,-1.0120214,-0.0635487
30,0.90334177,0.8668929,"('intolerant', 'tolerant')",0.9033418,0.8668929,-0.0364489
31,-2.2830718,-2.2439554,"('evil', 'good')",-2.2830718,-2.2439554,0.0391164
32,0.99233335,0.9872674,"('unkind', 'kind')",0.9923334,0.9872674,-0.005066
33,-0.96770275,-0.9381533,"('wrong', 'right')",-0.9677027,-0.9381533,0.0295494
34,5.113522,5.25322,"('mean', 'honorable')",5.1135221,5.2532201,0.139698
35,-1.5288291,-1.6011736,"('corrupt', 'incorrupt')",-1.5288291,-1.6011736,-0.0723445
36,-1.3709545,-1.3547348,"('hostile', 'amicable')",-1.3709545,-1.3547348,0.0162197
37,0.56892025,0.6102118,"('fake', 'genuine')",0.5689203,0.6102118,0.0412915
38,-0.014093921,0.05670712,"('untruthful', 'truthful')",-0.0140939,0.0567071,0.070801
39,-0.08192718,-0.11387281,"('exploitative', 'cooperative')",-0.0819272,-0.1138728,-0.0319456
40,-2.227218,-2.3959823,"('stingy', 'generous')",-2.2272179,-2.3959823,-0.1687644
41,-0.5806225,-0.60569525,"('unforgiving', 'forgiving')",-0.5806225,-0.6056952,-0.0250727
42,-2.202908,-2.1188445,"('unreliable', 'reliable')",-2.202908,-2.1188445,0.0840635
43,1.3761275,1.4058967,"('irresponsible', 'responsible')",1.3761275,1.4058967,0.0297692
44,-1.3334129,-1.3344425,"('prejudiced', 'unprejudiced')",-1.3334129,-1.3344425,-0.0010296
45,0.45856744,0.41465923,"('incompetent', 'competent')",0.4585674,0.4146592,-0.0439082
46,-0.11125146,-0.16383247,"('uncompetitive', 'competitive')",-0.1112515,-0.1638325,-0.052581
47,5.5100694,5.63453,"('stupid', 'smart')",5.5100694,5.6345301,0.1244607
48,1.0914669,0.91133004,"('unintelligent', 'intelligent')",1.0914669,0.91133,-0.1801369
49,0.36703682,0.4369528,"('unable', 'able')",0.3670368,0.4369528,0.069916
50,-0.32622325,-0.2912474,"('clumsy', 'skillful')",-0.3262233,-0.2912474,0.0349759
51,0.38701698,0.37016368,"('uneducated', 'educated')",0.387017,0.3701637,-0.0168533
52,-0.93579227,-1.0196371,"('irrational', 'rational')",-0.9357923,-1.0196371,-0.0838448
53,-0.1322224,-0.13116385,"('uncreative', 'creative')",-0.1322224,-0.1311639,0.0010585
54,0.5310349,0.73932356,"('incapable', 'capable')",0.5310349,0.7393236,0.2082887
55,1.4318329,1.2931005,"('incompetent', 'clever')",1.4318329,1.2931005,-0.1387324
56,1.2236038,1.1592627,"('impractical', 'practical')",1.2236038,1.1592627,-0.0643411
57,-2.5427005,-2.4753659,"('unimaginative', 'imaginative')",-2.5427005,-2.4753659,0.0673346
58,0.014376171,0.0017197728,"('undiscriminating', 'discriminating')",0.0143762,0.0017198,-0.0126564
59,-0.5259853,-0.41479868,"('foolish', 'wise')",-0.5259853,-0.4147987,0.1111866
60,1.0884876,1.0434918,"('inefficient', 'efficient')",1.0884876,1.0434918,-0.0449958
61,0.10060789,-0.18330488,"('illogical', 'logical')",0.1006079,-0.1833049,-0.2839128
62,1.3717409,1.3796349,"('incompetent', 'brilliant')",1.3717409,1.3796349,0.007894
63,0.54950804,0.52134174,"('unperceptive', 'insightful')",0.549508,0.5213417,-0.0281663
64,-6.0705905,-6.11752,"('shy', 'confident')",-6.0705905,-6.1175199,-0.0469294
65,0.75152695,0.6706882,"('insecure', 'secure')",0.751527,0.6706882,-0.0808388
66,0.039478682,-0.029742032,"('inactive', 'active')",0.0394787,-0.029742,-0.0692207
67,-0.59018654,-0.5327655,"('doubtful', 'determined')",-0.5901865,-0.5327655,0.057421
68,-0.18555802,-0.26208046,"('dependent', 'independent')",-0.185558,-0.2620805,-0.0765225
69,-1.9487674,-1.964037,"('lazy', 'industrious')",-1.9487674,-1.9640369,-0.0152695
70,1.4740286,1.4376552,"('lethargic', 'energetic')",1.4740286,1.4376552,-0.0363734
71,-0.09069392,-0.04560537,"('diffident', 'self-confident')",-0.0906939,-0.0456054,0.0450885
72,0.8853593,0.9682597,"('unambitious', 'ambitious')",0.8853593,0.9682597,0.0829004
73,-3.1030688,-3.0634553,"('helpless', 'self-reliant')",-3.1030688,-3.0634553,0.0396135
74,-0.18261515,-0.18036467,"('undedicated', 'dedicated')",-0.1826151,-0.1803647,0.0022504
75,-0.54596585,-0.3493021,"('meek', 'impulsive')",-0.5459659,-0.3493021,0.1966638
76,0.6839093,0.65371513,"('anxious', 'daring')",0.6839093,0.6537151,-0.0301942
77,-0.71469325,-0.7404122,"('unmotivated', 'motivated')",-0.7146932,-0.7404122,-0.025719
78,-0.73779285,-0.7597801,"('nonresilient', 'resilient')",-0.7377928,-0.7597801,-0.0219873
79,-0.38686827,-0.27208096,"('wavering', 'unwavering')",-0.3868683,-0.272081,0.1147873
80,0.0925692,-0.015333284,"('dominated', 'dominating')",0.0925692,-0.0153333,-0.1079025
81,0.40304333,0.43273693,"('submissive', 'aggressive')",0.4030433,0.4327369,0.0296936
82,6.924116,7.0733266,"('poor', 'rich')",6.9241161,7.0733266,0.1492105
