,motorboat_male,motorboat_female,tuple,average_male,average_female,female-male
0,0.5715052,0.50288016,"('unsociable', 'sociable')",0.5715052,0.5028802,-0.068625
1,0.08649351,-0.040994953,"('unfriendly', 'friendly')",0.0864935,-0.040995,-0.1274885
2,0.5518259,0.6873921,"('unlikable', 'likable')",0.5518259,0.6873921,0.1355662
3,0.007102196,0.21494186,"('repellent', 'pleasant')",0.0071022,0.2149419,0.2078397
4,-2.6937387,-2.5418277,"('disliked', 'liked')",-2.6937387,-2.5418277,0.151911
5,-0.21030714,-0.35022008,"('distant', 'outgoing')",-0.2103071,-0.3502201,-0.139913
6,-0.5524237,-0.72973007,"('distant', 'open')",-0.5524237,-0.7297301,-0.1773064
7,0.38515905,0.58504957,"('insensitive', 'sensitive')",0.385159,0.5850496,0.1998906
8,-0.49299654,-0.6444568,"('unaffectionate', 'affectionate')",-0.4929965,-0.6444568,-0.1514603
9,0.23345491,0.19134885,"('unaffectionate', 'caring')",0.2334549,0.1913489,-0.042106
10,-0.26598564,-0.29655144,"('unsympathetic', 'sympathetic')",-0.2659856,-0.2965514,-0.0305658
11,1.2542685,1.2819414,"('unhelpful', 'helpful')",1.2542685,1.2819414,0.0276729
12,-0.8944944,-0.8786749,"('unsupportive', 'supportive')",-0.8944944,-0.8786749,0.0158195
13,0.4461391,0.34607643,"('impolite', 'polite')",0.4461391,0.3460764,-0.1000627
14,0.97458786,1.0747381,"('antisocial', 'social')",0.9745879,1.0747381,0.1001502
15,0.99749565,0.8222784,"('boring', 'funny')",0.9974957,0.8222784,-0.1752173
16,0.096481875,0.261063,"('unpopular', 'popular')",0.0964819,0.261063,0.1645811
17,-0.4187927,-0.29132897,"('nasty', 'nice')",-0.4187927,-0.291329,0.1274637
18,-0.8562738,-0.8283381,"('disagreeable', 'welcoming')",-0.8562738,-0.8283381,0.0279357
19,-0.7628348,-0.7701972,"('inhospitable', 'hospitable')",-0.7628348,-0.7701972,-0.0073624
20,-0.5098253,-0.50560963,"('rough', 'thoughtful')",-0.5098253,-0.5056096,0.0042157
21,0.46844307,0.49311543,"('immoral', 'moral')",0.4684431,0.4931154,0.0246723
22,-0.2109963,-0.15415001,"('untrustworthy', 'trustworthy')",-0.2109963,-0.15415,0.0568463
23,2.8407166,2.8926578,"('insincere', 'sincere')",2.8407166,2.8926578,0.0519412
24,0.5895195,0.5884155,"('dishonest', 'honest')",0.5895195,0.5884155,-0.001104
25,0.02286876,0.00671231,"('egoistic', 'altruistic')",0.0228688,0.0067123,-0.0161565
26,0.41900638,0.15610462,"('hardhearted', 'benevolent')",0.4190064,0.1561046,-0.2629018
27,-0.16122818,-0.17144819,"('hardhearted', 'softhearted')",-0.1612282,-0.1714482,-0.01022
28,-0.089438826,-0.073900886,"('disloyal', 'loyal')",-0.0894388,-0.0739009,0.0155379
29,0.25347096,0.18064006,"('unfair', 'fair')",0.253471,0.1806401,-0.0728309
30,0.36332116,0.38027686,"('intolerant', 'tolerant')",0.3633212,0.3802769,0.0169557
31,-1.6024656,-1.60276,"('evil', 'good')",-1.6024656,-1.60276,-0.0002944
32,0.33181632,0.34495074,"('unkind', 'kind')",0.3318163,0.3449507,0.0131344
33,0.24484876,0.10734901,"('wrong', 'right')",0.2448488,0.107349,-0.1374998
34,1.7735627,1.8461183,"('mean', 'honorable')",1.7735627,1.8461183,0.0725556
35,-0.80079335,-0.9589438,"('corrupt', 'incorrupt')",-0.8007933,-0.9589438,-0.1581505
36,-1.2035782,-1.2017479,"('hostile', 'amicable')",-1.2035782,-1.2017479,0.0018303
37,-0.33166236,-0.40522555,"('fake', 'genuine')",-0.3316624,-0.4052255,-0.0735631
38,0.18876795,0.06930936,"('untruthful', 'truthful')",0.188768,0.0693094,-0.1194586
39,0.266159,0.3051596,"('exploitative', 'cooperative')",0.266159,0.3051596,0.0390006
40,-0.9797859,-0.87762046,"('stingy', 'generous')",-0.9797859,-0.8776205,0.1021654
41,0.0711237,0.07191278,"('unforgiving', 'forgiving')",0.0711237,0.0719128,0.0007891
42,-1.3729997,-1.1134167,"('unreliable', 'reliable')",-1.3729997,-1.1134167,0.259583
43,0.7626573,0.69384897,"('irresponsible', 'responsible')",0.7626573,0.693849,-0.0688083
44,-0.8737242,-0.862742,"('prejudiced', 'unprejudiced')",-0.8737242,-0.862742,0.0109822
45,0.26784486,0.42647606,"('incompetent', 'competent')",0.2678449,0.4264761,0.1586312
46,-0.11574884,-0.108176015,"('uncompetitive', 'competitive')",-0.1157488,-0.108176,0.0075728
47,2.4996746,2.5807776,"('stupid', 'smart')",2.4996746,2.5807776,0.081103
48,0.3663021,0.2536739,"('unintelligent', 'intelligent')",0.3663021,0.2536739,-0.1126282
49,-0.4931309,-0.43996227,"('unable', 'able')",-0.4931309,-0.4399623,0.0531686
50,-0.40313593,-0.27130565,"('clumsy', 'skillful')",-0.4031359,-0.2713057,0.1318302
51,0.36278433,0.3282827,"('uneducated', 'educated')",0.3627843,0.3282827,-0.0345016
52,0.00086069945,-0.03835372,"('irrational', 'rational')",0.0008607,-0.0383537,-0.0392144
53,-0.37293813,-0.3457198,"('uncreative', 'creative')",-0.3729381,-0.3457198,0.0272183
54,0.12662905,0.09164044,"('incapable', 'capable')",0.1266291,0.0916404,-0.0349887
55,0.42947552,0.4982482,"('incompetent', 'clever')",0.4294755,0.4982482,0.0687727
56,1.2531073,1.3109525,"('impractical', 'practical')",1.2531073,1.3109525,0.0578452
57,-1.3272538,-1.3150233,"('unimaginative', 'imaginative')",-1.3272538,-1.3150233,0.0122305
58,-0.082900725,-0.16017103,"('undiscriminating', 'discriminating')",-0.0829007,-0.160171,-0.0772703
59,0.13679264,0.13847342,"('foolish', 'wise')",0.1367926,0.1384734,0.0016808
60,0.9157938,1.034073,"('inefficient', 'efficient')",0.9157938,1.034073,0.1182792
61,0.30464467,0.26610652,"('illogical', 'logical')",0.3046447,0.2661065,-0.0385382
62,0.5558764,0.6829073,"('incompetent', 'brilliant')",0.5558764,0.6829073,0.1270309
63,0.118145645,0.16455798,"('unperceptive', 'insightful')",0.1181456,0.164558,0.0464124
64,-1.8365372,-1.7232928,"('shy', 'confident')",-1.8365372,-1.7232928,0.1132444
65,0.22902179,0.35625288,"('insecure', 'secure')",0.2290218,0.3562529,0.1272311
66,-0.5101696,-0.6310137,"('inactive', 'active')",-0.5101696,-0.6310137,-0.1208441
67,1.0022658,0.8605877,"('doubtful', 'determined')",1.0022658,0.8605877,-0.1416781
68,-0.71823937,-0.679363,"('dependent', 'independent')",-0.7182394,-0.679363,0.0388764
69,-0.68206877,-0.65644366,"('lazy', 'industrious')",-0.6820688,-0.6564437,0.0256251
70,0.23830369,0.32406592,"('lethargic', 'energetic')",0.2383037,0.3240659,0.0857622
71,0.12533434,0.18775716,"('diffident', 'self-confident')",0.1253343,0.1877572,0.0624229
72,-0.07279678,-0.08738222,"('unambitious', 'ambitious')",-0.0727968,-0.0873822,-0.0145854
73,-1.1563011,-1.0850549,"('helpless', 'self-reliant')",-1.1563011,-1.0850549,0.0712462
74,0.17334148,0.14447795,"('undedicated', 'dedicated')",0.1733415,0.1444779,-0.0288636
75,-0.2074846,-0.2240239,"('meek', 'impulsive')",-0.2074846,-0.2240239,-0.0165393
76,0.25336075,0.3343327,"('anxious', 'daring')",0.2533607,0.3343327,0.080972
77,-0.045077182,0.061882887,"('unmotivated', 'motivated')",-0.0450772,0.0618829,0.1069601
78,-0.6016654,-0.55637074,"('nonresilient', 'resilient')",-0.6016654,-0.5563707,0.0452947
