,oneok_male,oneok_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.53627706,-0.6582041,"('unsociable', 'sociable')",-0.02640972,-0.14588039,-0.2813434,-0.4020422,-0.1206988
1,-1.0258955,-1.0845118,"('unfriendly', 'friendly')",1.7535944,1.5713458,0.3638495,0.243417,-0.1204325
2,0.27699575,0.3235539,"('unlikable', 'likable')",0.52472675,0.57989377,0.4008613,0.4517238,0.0508625
3,0.03002134,0.20451155,"('repellent', 'pleasant')",0.13264309,0.20565817,0.0813322,0.2050849,0.1237527
4,-0.2766341,-0.2660634,"('disliked', 'liked')",-5.6828265,-5.628127,-2.9797304,-2.9470952,0.0326352
5,-1.2537718,-1.267224,"('distant', 'outgoing')",-0.23700377,-0.2536779,-0.7453878,-0.760451,-0.0150632
6,-1.5952649,-1.5359452,"('distant', 'open')",0.098666124,0.059232,-0.7482994,-0.7383566,0.0099428
7,0.51286703,0.6037959,"('insensitive', 'sensitive')",1.0041684,1.0461175,0.7585177,0.8249567,0.066439
8,-0.66225284,-0.6623329,"('unaffectionate', 'affectionate')",0.96782964,0.8301985,0.1527884,0.0839328,-0.0688556
9,-0.7144722,-0.6590424,"('unaffectionate', 'caring')",1.1842813,1.1448201,0.2349046,0.2428888,0.0079842
10,-0.074130565,-0.056199796,"('unsympathetic', 'sympathetic')",-0.25920177,-0.31583324,-0.1666662,-0.1860165,-0.0193503
11,0.59654856,0.5801838,"('unhelpful', 'helpful')",2.0290534,2.008947,1.312801,1.2945653,-0.0182357
12,-0.063252196,0.008977989,"('unsupportive', 'supportive')",-1.3138046,-1.2497426,-0.6885284,-0.6203823,0.0681461
13,0.5527724,0.41701388,"('impolite', 'polite')",-0.26926386,-0.2875182,0.1417543,0.0647478,-0.0770065
14,1.1403717,1.1163082,"('antisocial', 'social')",0.094873466,0.08497517,0.6176226,0.6006417,-0.0169809
15,0.75041485,0.64163214,"('boring', 'funny')",0.75554407,0.6947833,0.7529795,0.6682077,-0.0847718
16,-0.9279778,-0.8719789,"('unpopular', 'popular')",0.48727497,0.4944378,-0.2203514,-0.1887705,0.0315809
17,-0.29186702,-0.23229276,"('nasty', 'nice')",-0.35886708,-0.33384418,-0.325367,-0.2830685,0.0422985
18,0.007248085,-0.06519467,"('disagreeable', 'welcoming')",-0.21244286,-0.31430215,-0.1025974,-0.1897484,-0.087151
19,-1.5071008,-1.4818445,"('inhospitable', 'hospitable')",-0.30268952,-0.2520124,-0.9048952,-0.8669285,0.0379667
20,-0.4522537,-0.41786817,"('rough', 'thoughtful')",0.9918749,0.95393187,0.2698106,0.2680318,-0.0017788
21,0.8622778,0.78788733,"('immoral', 'moral')",-0.3163509,-0.3029075,0.2729635,0.2424899,-0.0304736
