,fry_male,fry_female,tuple,average_male,average_female,female-male
0,-0.19221614,-0.24736336,"('unsociable', 'sociable')",-0.1922161,-0.2473634,-0.0551473
1,1.2899177,1.2075483,"('unfriendly', 'friendly')",1.2899177,1.2075483,-0.0823694
2,-0.097550884,0.027055718,"('unlikable', 'likable')",-0.0975509,0.0270557,0.1246066
3,0.54705924,0.6197315,"('repellent', 'pleasant')",0.5470592,0.6197315,0.0726723
4,-7.1423774,-7.1941776,"('disliked', 'liked')",-7.1423774,-7.1941776,-0.0518002
5,-0.6442691,-0.58589846,"('distant', 'outgoing')",-0.6442691,-0.5858985,0.0583706
6,-0.0015306845,-0.027611151,"('distant', 'open')",-0.0015307,-0.0276112,-0.0260805
7,0.81187075,0.8352425,"('insensitive', 'sensitive')",0.8118708,0.8352425,0.0233717
8,1.092621,0.9792923,"('unaffectionate', 'affectionate')",1.092621,0.9792923,-0.1133287
9,1.335428,1.2977976,"('unaffectionate', 'caring')",1.335428,1.2977976,-0.0376304
10,1.0674944,1.0656765,"('unsympathetic', 'sympathetic')",1.0674944,1.0656765,-0.0018179
11,1.4627273,1.4690262,"('unhelpful', 'helpful')",1.4627273,1.4690262,0.0062989
12,-1.6926711,-1.6904765,"('unsupportive', 'supportive')",-1.6926711,-1.6904765,0.0021946
13,-0.27872795,-0.27643013,"('impolite', 'polite')",-0.2787279,-0.2764301,0.0022978
14,0.20451495,0.18216746,"('antisocial', 'social')",0.204515,0.1821675,-0.0223475
15,0.27031597,0.18218745,"('boring', 'funny')",0.270316,0.1821875,-0.0881285
16,-0.70580494,-0.616713,"('unpopular', 'popular')",-0.7058049,-0.616713,0.0890919
17,-0.40363878,-0.32847303,"('nasty', 'nice')",-0.4036388,-0.328473,0.0751658
18,-0.1147555,-0.16315742,"('disagreeable', 'welcoming')",-0.1147555,-0.1631574,-0.0484019
19,-0.58571887,-0.61423683,"('inhospitable', 'hospitable')",-0.5857189,-0.6142368,-0.0285179
20,0.7657311,0.7406984,"('rough', 'thoughtful')",0.7657311,0.7406984,-0.0250327
