,goodrich_male,goodrich_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.14426824,-0.0973781,"('unsociable', 'sociable')",-0.148995,-0.35761845,-0.0023634,-0.2274983,-0.2251349
1,-1.0467197,-1.1547216,"('unfriendly', 'friendly')",1.3102486,1.2102664,0.1317645,0.0277724,-0.1039921
2,0.8845233,0.9195043,"('unlikable', 'likable')",0.77447397,0.8204468,0.8294986,0.8699756,0.040477
3,-0.69212735,-0.5859096,"('repellent', 'pleasant')",0.83239496,0.75541246,0.0701338,0.0847514,0.0146176
4,0.5639126,0.5935196,"('disliked', 'liked')",-6.8464355,-6.911088,-3.1412616,-3.1587842,-0.0175226
5,-0.3942633,-0.3279108,"('distant', 'outgoing')",-0.30925333,-0.21556789,-0.3517583,-0.2717394,0.0800189
6,-1.1887764,-1.1036066,"('distant', 'open')",-0.49082488,-0.39505827,-0.8398006,-0.7493324,0.0904682
7,-0.027263891,0.0364724,"('insensitive', 'sensitive')",0.0041168258,0.004611995,-0.0115735,0.0205422,0.0321157
8,-0.915614,-1.0285436,"('unaffectionate', 'affectionate')",0.7565618,0.75673836,-0.0795261,-0.1359026,-0.0563765
9,-0.07780722,-0.0965349,"('unaffectionate', 'caring')",1.243855,1.3303146,0.5830239,0.6168899,0.033866
10,-0.52187407,-0.5872209,"('unsympathetic', 'sympathetic')",-0.48108807,-0.5160502,-0.5014811,-0.5516356,-0.0501545
11,0.15505391,0.1314074,"('unhelpful', 'helpful')",1.735505,1.9082162,0.9452795,1.0198119,0.0745324
12,0.34952748,0.4570615,"('unsupportive', 'supportive')",-2.2163365,-2.1632402,-0.9334045,-0.8530893,0.0803152
13,0.4875716,0.37647316,"('impolite', 'polite')",-0.63856375,-0.63721764,-0.0754961,-0.1303722,-0.0548761
14,0.31167388,0.27993995,"('antisocial', 'social')",-0.18916555,-0.4061206,0.0612542,-0.0630903,-0.1243445
15,-0.09266107,-0.2499553,"('boring', 'funny')",-0.041742958,-0.047417175,-0.067202,-0.1486862,-0.0814842
16,-0.5240658,-0.5035766,"('unpopular', 'popular')",0.64997184,0.550652,0.062953,0.0235377,-0.0394153
17,0.45033482,0.39989784,"('nasty', 'nice')",-0.39001465,-0.3493995,0.0301601,0.0252492,-0.0049109
18,-0.29155406,-0.2276091,"('disagreeable', 'welcoming')",-0.46791863,-0.5636765,-0.3797364,-0.3956428,-0.0159064
19,-0.42097792,-0.47936645,"('inhospitable', 'hospitable')",-0.55269325,-0.421832,-0.4868356,-0.4505992,0.0362364
20,0.39670333,0.36358035,"('rough', 'thoughtful')",1.1233444,1.0718117,0.7600239,0.717696,-0.0423279
21,0.49562263,0.42059228,"('immoral', 'moral')",-0.38257998,-0.4479557,0.0565213,-0.0136817,-0.070203
22,0.15134232,0.12636635,"('untrustworthy', 'trustworthy')",-1.0640093,-1.081084,-0.4563335,-0.4773588,-0.0210253
23,0.21809246,0.21848495,"('insincere', 'sincere')",5.776826,5.8274717,2.9974592,3.0229783,0.0255191
24,0.30359012,0.22609547,"('dishonest', 'honest')",0.60059035,0.6824676,0.4520902,0.4542815,0.0021913
25,0.44635403,0.38655525,"('egoistic', 'altruistic')",1.0813373,1.0141795,0.7638457,0.7003673,-0.0634784
