,sportsman_male,sportsman_female,tuple,average_male,average_female,female-male
0,0.17501637,0.108305536,"('unsociable', 'sociable')",0.1750164,0.1083055,-0.0667109
1,0.7180329,0.6106601,"('unfriendly', 'friendly')",0.7180329,0.6106601,-0.1073728
2,0.23867294,0.42209935,"('unlikable', 'likable')",0.2386729,0.4220994,0.1834265
3,1.0241083,1.0826381,"('repellent', 'pleasant')",1.0241083,1.0826381,0.0585298
4,-6.8779063,-7.096355,"('disliked', 'liked')",-6.8779063,-7.096355,-0.2184487
5,-0.7345872,-0.6617257,"('distant', 'outgoing')",-0.7345872,-0.6617257,0.0728615
6,-0.26459673,-0.307689,"('distant', 'open')",-0.2645967,-0.307689,-0.0430923
7,1.0460134,1.0084941,"('insensitive', 'sensitive')",1.0460134,1.0084941,-0.0375193
8,0.7316184,0.5891556,"('unaffectionate', 'affectionate')",0.7316184,0.5891556,-0.1424628
9,1.1024367,1.1003258,"('unaffectionate', 'caring')",1.1024367,1.1003258,-0.0021109
10,1.2841872,1.3036177,"('unsympathetic', 'sympathetic')",1.2841872,1.3036177,0.0194305
11,1.5574,1.6278349,"('unhelpful', 'helpful')",1.5574,1.6278349,0.0704349
12,-1.6120079,-1.608927,"('unsupportive', 'supportive')",-1.6120079,-1.608927,0.0030809
13,0.034137204,0.12990987,"('impolite', 'polite')",0.0341372,0.1299099,0.0957727
14,0.28174734,0.23694731,"('antisocial', 'social')",0.2817473,0.2369473,-0.0448
15,0.19749795,0.11096493,"('boring', 'funny')",0.1974979,0.1109649,-0.086533
16,-0.36341977,-0.35938245,"('unpopular', 'popular')",-0.3634198,-0.3593825,0.0040373
17,-0.07201998,-0.011252049,"('nasty', 'nice')",-0.07202,-0.011252,0.060768
18,-0.44721723,-0.39381212,"('disagreeable', 'welcoming')",-0.4472172,-0.3938121,0.0534051
19,-1.0001502,-0.9654874,"('inhospitable', 'hospitable')",-1.0001502,-0.9654874,0.0346628
20,0.90806663,0.79641974,"('rough', 'thoughtful')",0.9080666,0.7964197,-0.1116469
21,0.031990346,0.21807991,"('immoral', 'moral')",0.0319903,0.2180799,0.1860896
22,0.070809536,0.06381174,"('untrustworthy', 'trustworthy')",0.0708095,0.0638117,-0.0069978
23,5.5793276,5.753601,"('insincere', 'sincere')",5.5793276,5.7536011,0.1742735
24,1.3673154,1.3930066,"('dishonest', 'honest')",1.3673154,1.3930066,0.0256912
25,0.36470872,0.34217373,"('egoistic', 'altruistic')",0.3647087,0.3421737,-0.022535
26,0.6599806,0.40716133,"('hardhearted', 'benevolent')",0.6599806,0.4071613,-0.2528193
27,1.4938952,1.2588944,"('hardhearted', 'softhearted')",1.4938952,1.2588944,-0.2350008
28,0.96961033,0.9079792,"('disloyal', 'loyal')",0.9696103,0.9079792,-0.0616311
29,-0.53474003,-0.63550264,"('unfair', 'fair')",-0.53474,-0.6355026,-0.1007626
30,0.8419787,0.91695565,"('intolerant', 'tolerant')",0.8419787,0.9169556,0.0749769
31,-1.2070261,-1.2989454,"('evil', 'good')",-1.2070261,-1.2989454,-0.0919193
32,1.0817918,1.0008754,"('unkind', 'kind')",1.0817918,1.0008754,-0.0809164
33,-0.5986667,-0.6001139,"('wrong', 'right')",-0.5986667,-0.6001139,-0.0014472
