,paint_male,paint_female,tuple,average_male,average_female,female-male
0,-0.26886722,-0.3775478,"('unsociable', 'sociable')",-0.2688672,-0.3775478,-0.1086806
1,1.6160384,1.6281234,"('unfriendly', 'friendly')",1.6160384,1.6281234,0.012085
2,0.48552966,0.6800197,"('unlikable', 'likable')",0.4855297,0.6800197,0.19449
3,0.25312543,0.44844645,"('repellent', 'pleasant')",0.2531254,0.4484465,0.1953211
4,-7.5758367,-7.462953,"('disliked', 'liked')",-7.5758367,-7.4629531,0.1128836
5,0.07131925,0.24045528,"('distant', 'outgoing')",0.0713193,0.2404553,0.169136
6,0.1510315,0.2573586,"('distant', 'open')",0.1510315,0.2573586,0.1063271
7,0.8928744,0.94878423,"('insensitive', 'sensitive')",0.8928744,0.9487842,0.0559098
8,1.2397846,1.1661364,"('unaffectionate', 'affectionate')",1.2397846,1.1661364,-0.0736482
9,1.6686484,1.7635463,"('unaffectionate', 'caring')",1.6686484,1.7635463,0.0948979
10,0.8448062,0.8474079,"('unsympathetic', 'sympathetic')",0.8448062,0.8474079,0.0026017
11,2.1510482,2.224231,"('unhelpful', 'helpful')",2.1510482,2.224231,0.0731828
12,-1.1666459,-1.07844,"('unsupportive', 'supportive')",-1.1666459,-1.07844,0.0882059
13,0.18584397,0.148079,"('impolite', 'polite')",0.185844,0.148079,-0.037765
14,0.07623008,0.064113356,"('antisocial', 'social')",0.0762301,0.0641134,-0.0121167
15,0.68438876,0.6089807,"('boring', 'funny')",0.6843888,0.6089807,-0.0754081
16,-0.32872087,-0.25121272,"('unpopular', 'popular')",-0.3287209,-0.2512127,0.0775082
17,-0.30558097,-0.258931,"('nasty', 'nice')",-0.305581,-0.258931,0.04665
18,-0.5512562,-0.50402206,"('disagreeable', 'welcoming')",-0.5512562,-0.5040221,0.0472341
19,-0.28398755,-0.15579937,"('inhospitable', 'hospitable')",-0.2839876,-0.1557994,0.1281882
20,0.60656214,0.44757006,"('rough', 'thoughtful')",0.6065621,0.4475701,-0.158992
21,-0.11727406,0.054510232,"('immoral', 'moral')",-0.1172741,0.0545102,0.1717843
22,-0.837142,-0.69935495,"('untrustworthy', 'trustworthy')",-0.837142,-0.6993549,0.1377871
23,6.971775,7.0612907,"('insincere', 'sincere')",6.9717751,7.0612907,0.0895156
24,1.8305737,1.876034,"('dishonest', 'honest')",1.8305737,1.876034,0.0454603
25,0.41652066,0.39508858,"('egoistic', 'altruistic')",0.4165207,0.3950886,-0.0214321
26,0.6007773,0.39164278,"('hardhearted', 'benevolent')",0.6007773,0.3916428,-0.2091345
27,1.3106817,1.2943537,"('hardhearted', 'softhearted')",1.3106817,1.2943537,-0.016328
28,1.0450017,1.0055915,"('disloyal', 'loyal')",1.0450017,1.0055915,-0.0394102
29,-0.39966524,-0.55399394,"('unfair', 'fair')",-0.3996652,-0.5539939,-0.1543287
30,1.1005114,1.0556753,"('intolerant', 'tolerant')",1.1005114,1.0556753,-0.0448361
31,-1.3321654,-1.2390462,"('evil', 'good')",-1.3321654,-1.2390462,0.0931192
32,1.3999867,1.2676289,"('unkind', 'kind')",1.3999867,1.2676289,-0.1323578
33,-0.2575409,-0.20858903,"('wrong', 'right')",-0.2575409,-0.208589,0.0489519
34,4.773653,4.9193473,"('mean', 'honorable')",4.773653,4.9193473,0.1456943
35,-0.974345,-1.0287176,"('corrupt', 'incorrupt')",-0.974345,-1.0287176,-0.0543726
36,-0.81983554,-0.8511261,"('hostile', 'amicable')",-0.8198355,-0.8511261,-0.0312906
37,0.73647374,0.6695401,"('fake', 'genuine')",0.7364737,0.6695401,-0.0669336
38,0.2160196,0.2300002,"('untruthful', 'truthful')",0.2160196,0.2300002,0.0139806
39,-0.41105017,-0.3854688,"('exploitative', 'cooperative')",-0.4110502,-0.3854688,0.0255814
40,-1.6092738,-1.6187403,"('stingy', 'generous')",-1.6092738,-1.6187403,-0.0094665
41,-0.07342381,-0.1690919,"('unforgiving', 'forgiving')",-0.0734238,-0.1690919,-0.0956681
42,-2.2224631,-2.1283052,"('unreliable', 'reliable')",-2.2224631,-2.1283052,0.0941579
43,1.2971597,1.2115383,"('irresponsible', 'responsible')",1.2971597,1.2115383,-0.0856214
44,-1.1813257,-1.3092707,"('prejudiced', 'unprejudiced')",-1.1813257,-1.3092707,-0.127945
45,0.09757921,0.17301394,"('incompetent', 'competent')",0.0975792,0.1730139,0.0754347
46,-0.84404004,-0.82474744,"('uncompetitive', 'competitive')",-0.84404,-0.8247474,0.0192926
47,5.6434374,5.9011817,"('stupid', 'smart')",5.6434374,5.9011817,0.2577443
48,0.8283378,0.7081869,"('unintelligent', 'intelligent')",0.8283378,0.7081869,-0.1201509
49,-0.09282117,0.12115343,"('unable', 'able')",-0.0928212,0.1211534,0.2139746
50,-0.034120053,0.13355467,"('clumsy', 'skillful')",-0.0341201,0.1335547,0.1676748
51,0.5536368,0.5595361,"('uneducated', 'educated')",0.5536368,0.5595361,0.0058993
52,-0.41509837,-0.38106087,"('irrational', 'rational')",-0.4150984,-0.3810609,0.0340375
53,0.5856428,0.59998864,"('uncreative', 'creative')",0.5856428,0.5999886,0.0143458
54,1.3908055,1.5549957,"('incapable', 'capable')",1.3908055,1.5549957,0.1641902
55,0.7272229,0.7219493,"('incompetent', 'clever')",0.7272229,0.7219493,-0.0052736
56,0.70298946,0.80206907,"('impractical', 'practical')",0.7029895,0.8020691,0.0990796
57,-2.7244856,-2.7290852,"('unimaginative', 'imaginative')",-2.7244856,-2.7290852,-0.0045996
58,0.026470702,-0.05380107,"('undiscriminating', 'discriminating')",0.0264707,-0.0538011,-0.0802718
59,0.14684513,0.32581282,"('foolish', 'wise')",0.1468451,0.3258128,0.1789677
60,0.7457939,0.73890406,"('inefficient', 'efficient')",0.7457939,0.7389041,-0.0068898
61,0.22016317,0.1635589,"('illogical', 'logical')",0.2201632,0.1635589,-0.0566043
62,1.1466914,1.3846571,"('incompetent', 'brilliant')",1.1466914,1.3846571,0.2379657
63,0.574806,0.6877885,"('unperceptive', 'insightful')",0.574806,0.6877885,0.1129825
64,-6.2908907,-6.127813,"('shy', 'confident')",-6.2908907,-6.1278129,0.1630778
65,0.36061394,0.37560916,"('insecure', 'secure')",0.3606139,0.3756092,0.0149953
66,-0.05769109,-0.08395943,"('inactive', 'active')",-0.0576911,-0.0839594,-0.0262683
67,-0.5493934,-0.60175496,"('doubtful', 'determined')",-0.5493934,-0.601755,-0.0523616
68,-0.8185965,-0.7605705,"('dependent', 'independent')",-0.8185965,-0.7605705,0.058026
69,-1.4276062,-1.3390975,"('lazy', 'industrious')",-1.4276062,-1.3390975,0.0885087
