,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,female-male
0,0.598298,0.4618359,"('unsociable', 'sociable')",1.4612913,1.3009651,0.99608916,0.762047,0.4837852,0.35963887,0.8848659,0.7211217,-0.1637442
1,-0.6062105,-0.6042934,"('unfriendly', 'friendly')",-0.9776077,-0.93451816,-1.5677227,-1.6481389,-1.2211955,-1.2489407,-1.093184,-1.1089728,-0.0157888
2,1.9271878,2.0360103,"('unlikable', 'likable')",2.1100836,2.200507,0.86920196,0.9419135,1.1695467,1.1947862,1.5190051,1.5933042,0.0742991
3,-0.10920437,-0.14773543,"('repellent', 'pleasant')",0.34269273,0.31570876,0.41366234,0.46893695,0.5632245,0.659018,0.3025938,0.3239821,0.0213883
4,-0.3603554,-0.40075615,"('disliked', 'liked')",-0.87530845,-0.74599457,-0.94903606,-0.92360413,-3.7533941,-3.8303385,-1.4845235,-1.4751734,0.0093501
5,-1.4024602,-1.147352,"('distant', 'outgoing')",-0.73314875,-0.36881793,-2.2517755,-2.1072881,-2.8283246,-2.7461832,-1.8039272,-1.5924103,0.2115169
6,-1.3947946,-1.1398169,"('distant', 'open')",-1.7704138,-1.4249547,-3.0910823,-2.9253616,-2.9567661,-2.833462,-2.3032641,-2.0808988,0.2223653
7,0.49375427,0.43903634,"('insensitive', 'sensitive')",0.60925454,0.5307962,0.224797,0.1751549,0.111785,0.14045824,0.3598977,0.3213614,-0.0385363
8,-0.8586397,-0.79163563,"('unaffectionate', 'affectionate')",-1.0227036,-0.96349597,-1.682174,-1.7477434,-1.8018479,-1.8480034,-1.3413413,-1.3377196,0.0036217
9,0.031526417,0.13583542,"('unaffectionate', 'caring')",0.28087166,0.3218306,-1.2300739,-1.3404741,-1.115345,-1.1342736,-0.5082552,-0.5042704,0.0039848
10,-0.008331157,-0.009691767,"('unsympathetic', 'sympathetic')",0.47931767,0.31804228,0.86764544,0.7528223,0.3696081,0.3601273,0.42706,0.355325,-0.071735
