,predecessor_male,predecessor_female,tuple,average_male,average_female,female-male
0,0.25884488,0.21240346,"('unsociable', 'sociable')",0.2588449,0.2124035,-0.0464414
1,1.0170572,0.9507915,"('unfriendly', 'friendly')",1.0170572,0.9507915,-0.0662657
2,0.34216172,0.50102746,"('unlikable', 'likable')",0.3421617,0.5010275,0.1588658
3,0.98207605,1.0537661,"('repellent', 'pleasant')",0.982076,1.0537661,0.0716901
4,-7.532646,-7.5643644,"('disliked', 'liked')",-7.5326462,-7.5643644,-0.0317182
5,-1.0147504,-0.9821509,"('distant', 'outgoing')",-1.0147504,-0.9821509,0.0325995
6,-0.6516162,-0.6763439,"('distant', 'open')",-0.6516162,-0.6763439,-0.0247277
7,1.5389239,1.4934205,"('insensitive', 'sensitive')",1.5389239,1.4934205,-0.0455034
8,0.9564899,0.8323404,"('unaffectionate', 'affectionate')",0.9564899,0.8323404,-0.1241495
9,1.2211895,1.180542,"('unaffectionate', 'caring')",1.2211895,1.180542,-0.0406475
10,1.7065889,1.6421678,"('unsympathetic', 'sympathetic')",1.7065889,1.6421678,-0.0644211
11,2.090288,2.0692778,"('unhelpful', 'helpful')",2.0902879,2.0692778,-0.0210101
12,-1.1182541,-1.1124427,"('unsupportive', 'supportive')",-1.1182541,-1.1124427,0.0058114
13,0.4307347,0.45819667,"('impolite', 'polite')",0.4307347,0.4581967,0.027462
14,0.2594247,0.3078046,"('antisocial', 'social')",0.2594247,0.3078046,0.0483799
15,-0.14331065,-0.10975914,"('boring', 'funny')",-0.1433107,-0.1097591,0.0335516
16,-1.0058773,-0.90640974,"('unpopular', 'popular')",-1.0058773,-0.9064097,0.0994676
17,-0.19118841,-0.14382458,"('nasty', 'nice')",-0.1911884,-0.1438246,0.0473638
18,-0.6278921,-0.61065745,"('disagreeable', 'welcoming')",-0.6278921,-0.6106575,0.0172346
19,-0.8167662,-0.8587161,"('inhospitable', 'hospitable')",-0.8167662,-0.8587161,-0.0419499
20,0.7905069,0.65302056,"('rough', 'thoughtful')",0.7905069,0.6530206,-0.1374863
21,0.35490683,0.49527544,"('immoral', 'moral')",0.3549068,0.4952754,0.1403686
22,0.31657356,0.31395727,"('untrustworthy', 'trustworthy')",0.3165736,0.3139573,-0.0026163
23,6.467334,6.455008,"('insincere', 'sincere')",6.4673338,6.455008,-0.0123258
24,1.6467153,1.5787784,"('dishonest', 'honest')",1.6467153,1.5787784,-0.0679369
25,0.2543108,0.27087358,"('egoistic', 'altruistic')",0.2543108,0.2708736,0.0165628
26,0.5510013,0.41532674,"('hardhearted', 'benevolent')",0.5510013,0.4153267,-0.1356746
27,1.6034604,1.3876616,"('hardhearted', 'softhearted')",1.6034604,1.3876616,-0.2157988
28,1.1980722,1.0274419,"('disloyal', 'loyal')",1.1980722,1.0274419,-0.1706303
29,-0.38553226,-0.56575656,"('unfair', 'fair')",-0.3855323,-0.5657566,-0.1802243
30,1.2069318,1.2752993,"('intolerant', 'tolerant')",1.2069318,1.2752993,0.0683675
31,-1.5434611,-1.579926,"('evil', 'good')",-1.5434611,-1.579926,-0.0364649
32,1.4617784,1.2765472,"('unkind', 'kind')",1.4617784,1.2765472,-0.1852312
33,-0.90767443,-0.8747293,"('wrong', 'right')",-0.9076744,-0.8747293,0.0329451
34,4.3350368,4.5219197,"('mean', 'honorable')",4.3350368,4.5219197,0.1868829
35,-1.6267319,-1.8833562,"('corrupt', 'incorrupt')",-1.6267319,-1.8833562,-0.2566243
36,-0.92949146,-1.1223559,"('hostile', 'amicable')",-0.9294915,-1.1223559,-0.1928644
37,0.65574855,0.62497956,"('fake', 'genuine')",0.6557485,0.6249796,-0.0307689
38,-0.17565018,-0.12856749,"('untruthful', 'truthful')",-0.1756502,-0.1285675,0.0470827
39,0.19273688,0.19440356,"('exploitative', 'cooperative')",0.1927369,0.1944036,0.0016667
40,-1.2407727,-1.3867588,"('stingy', 'generous')",-1.2407727,-1.3867588,-0.1459861
41,0.43184415,0.32619703,"('unforgiving', 'forgiving')",0.4318441,0.326197,-0.1056471
42,-1.4288447,-1.4546096,"('unreliable', 'reliable')",-1.4288447,-1.4546096,-0.0257649
43,1.6898704,1.7499661,"('irresponsible', 'responsible')",1.6898704,1.7499661,0.0600957
44,-0.80158854,-0.8342735,"('prejudiced', 'unprejudiced')",-0.8015885,-0.8342735,-0.032685
45,0.5278616,0.38188845,"('incompetent', 'competent')",0.5278616,0.3818884,-0.1459732
46,-0.12285059,-0.113131955,"('uncompetitive', 'competitive')",-0.1228506,-0.113132,0.0097186
47,5.526366,5.6956425,"('stupid', 'smart')",5.5263662,5.6956425,0.1692763
48,1.0616323,0.9924789,"('unintelligent', 'intelligent')",1.0616323,0.9924789,-0.0691534
49,-0.5037791,-0.367971,"('unable', 'able')",-0.5037791,-0.367971,0.1358081
50,-0.2649828,-0.34874904,"('clumsy', 'skillful')",-0.2649828,-0.348749,-0.0837662
51,0.53734016,0.44510946,"('uneducated', 'educated')",0.5373402,0.4451095,-0.0922307
52,-0.6980577,-0.7784088,"('irrational', 'rational')",-0.6980577,-0.7784088,-0.0803511
53,0.1972639,0.08889537,"('uncreative', 'creative')",0.1972639,0.0888954,-0.1083685
54,0.87220633,0.87541604,"('incapable', 'capable')",0.8722063,0.875416,0.0032097
55,1.0104005,1.040152,"('incompetent', 'clever')",1.0104005,1.040152,0.0297515
56,0.7084186,0.73653525,"('impractical', 'practical')",0.7084186,0.7365353,0.0281167
57,-2.1582036,-2.1928859,"('unimaginative', 'imaginative')",-2.1582036,-2.1928859,-0.0346823
58,-0.19912969,-0.27315027,"('undiscriminating', 'discriminating')",-0.1991297,-0.2731503,-0.0740206
59,-0.28241637,-0.24484354,"('foolish', 'wise')",-0.2824164,-0.2448435,0.0375729
60,0.70899355,0.9190116,"('inefficient', 'efficient')",0.7089936,0.9190116,0.210018
61,0.65829295,0.39764035,"('illogical', 'logical')",0.6582929,0.3976403,-0.2606526
62,1.3199458,1.3835518,"('incompetent', 'brilliant')",1.3199458,1.3835518,0.063606
63,0.84497625,0.85145146,"('unperceptive', 'insightful')",0.8449762,0.8514515,0.0064753
64,-5.748518,-5.6151543,"('shy', 'confident')",-5.748518,-5.6151543,0.1333637
65,1.3896335,1.3630509,"('insecure', 'secure')",1.3896335,1.3630509,-0.0265826
66,-0.17748919,-0.25249365,"('inactive', 'active')",-0.1774892,-0.2524936,-0.0750044
67,-0.8945037,-0.73814446,"('doubtful', 'determined')",-0.8945037,-0.7381445,0.1563592
68,-0.7287539,-0.67359495,"('dependent', 'independent')",-0.7287539,-0.673595,0.0551589
69,-2.1954038,-2.1310515,"('lazy', 'industrious')",-2.1954038,-2.1310515,0.0643523
70,2.025088,1.9770417,"('lethargic', 'energetic')",2.0250881,1.9770417,-0.0480464
71,0.08710367,0.18129914,"('diffident', 'self-confident')",0.0871037,0.1812991,0.0941954
72,0.9014558,1.0202334,"('unambitious', 'ambitious')",0.9014558,1.0202334,0.1187776
73,-3.1079671,-3.0171425,"('helpless', 'self-reliant')",-3.1079671,-3.0171425,0.0908246
74,0.10628985,0.012609821,"('undedicated', 'dedicated')",0.1062898,0.0126098,-0.09368
75,-0.8319168,-0.7259245,"('meek', 'impulsive')",-0.8319168,-0.7259245,0.1059923
76,1.3125025,1.2733898,"('anxious', 'daring')",1.3125025,1.2733898,-0.0391127
77,-0.9372349,-0.88995886,"('unmotivated', 'motivated')",-0.9372349,-0.8899589,0.047276
78,-0.48669818,-0.5290817,"('nonresilient', 'resilient')",-0.4866982,-0.5290817,-0.0423835
79,-0.23946604,-0.3474726,"('wavering', 'unwavering')",-0.239466,-0.3474726,-0.1080066
80,0.29774058,0.18722944,"('dominated', 'dominating')",0.2977406,0.1872294,-0.1105112
81,0.59220725,0.69550574,"('submissive', 'aggressive')",0.5922073,0.6955057,0.1032984
82,6.1991053,6.293836,"('poor', 'rich')",6.1991053,6.2938361,0.0947308
83,-0.5345345,-0.44092923,"('powerless', 'powerful')",-0.5345345,-0.4409292,0.0936053
84,0.24997318,0.1892733,"('inferior', 'superior')",0.2499732,0.1892733,-0.0606999
