,cboe_male,cboe_female,tuple,global_male,global_female,markets_male,markets_female,inc_male,inc_female,average_male,average_female,female-male
0,0.41762388,0.24577625,"('unsociable', 'sociable')",-0.10566985,-0.289869,0.32404473,0.1637017,-0.4753105,-0.582997,0.0401721,-0.115847,-0.1560191
1,-1.5381424,-1.5984825,"('unfriendly', 'friendly')",0.62151414,0.5499415,0.3320429,0.23950112,1.8643045,1.8232669,0.3199298,0.2535567,-0.0663731
2,1.2245756,1.2076336,"('unlikable', 'likable')",1.5152582,1.5096244,1.5621793,1.5350338,0.86943936,0.9758955,1.2928631,1.3070468,0.0141837
3,0.3890316,0.3859796,"('repellent', 'pleasant')",-1.2360551,-1.0960943,-0.07739716,-0.03551087,0.30252138,0.33095214,-0.1554748,-0.1036684,0.0518064
4,-0.21606588,-0.25102007,"('disliked', 'liked')",0.68731356,0.65638286,0.10319173,0.1064618,-6.329635,-6.3500185,-1.4387989,-1.4595485,-0.0207496
5,-1.1790669,-1.0873147,"('distant', 'outgoing')",0.33847618,0.4896621,-0.17055036,-0.0655511,-0.17815779,-0.0829387,-0.2973247,-0.1865356,0.1107891
6,-1.4745986,-1.3572541,"('distant', 'open')",-0.061758492,0.092812255,-0.06595147,0.041742966,0.346007,0.43187365,-0.3140754,-0.1977063,0.1163691
7,0.8902055,0.9067018,"('insensitive', 'sensitive')",0.02147406,0.0013844818,0.37349898,0.40657288,0.8623886,0.87387,0.5368918,0.5471323,0.0102405
8,-1.5063965,-1.5287093,"('unaffectionate', 'affectionate')",-0.13687387,-0.17439412,-0.72176147,-0.7687331,0.6656409,0.6661373,-0.4248477,-0.4514248,-0.0265771
9,-0.5452431,-0.5706054,"('unaffectionate', 'caring')",0.41619027,0.41909796,0.18883422,0.13569042,1.2642905,1.3133545,0.331018,0.3243844,-0.0066336
10,-0.07637158,-0.06081871,"('unsympathetic', 'sympathetic')",-1.2686682,-1.2625744,-0.47854614,-0.4922884,-0.43954876,-0.46604928,-0.5657837,-0.5704327,-0.004649
11,0.82316715,0.77783936,"('unhelpful', 'helpful')",0.18876982,0.18697986,-0.08023889,-0.1254235,2.0463243,2.0713627,0.7445056,0.7276896,-0.016816
12,0.79505706,0.943081,"('unsupportive', 'supportive')",1.7346712,1.9856417,0.58875597,0.7428574,-1.8285297,-1.6895299,0.3224887,0.4955126,0.1730239
13,1.1618915,1.1021123,"('impolite', 'polite')",0.05050771,-0.026240423,0.81242865,0.7826012,0.0510235,0.001459755,0.5189628,0.4649832,-0.0539796
14,1.1690748,1.0936037,"('antisocial', 'social')",0.11011242,0.048025317,0.87266916,0.8233524,-0.50728065,-0.5808396,0.411144,0.3460355,-0.0651085
15,0.55487007,0.47645125,"('boring', 'funny')",0.51111984,0.3743977,0.72147053,0.62867075,0.83723915,0.8110797,0.6561749,0.5726498,-0.0835251
16,-0.7042494,-0.79362416,"('unpopular', 'popular')",-0.20754626,-0.2492574,-1.475992,-1.5067753,0.45178902,0.48256356,-0.4839996,-0.5167733,-0.0327737
17,0.009190176,0.053799003,"('nasty', 'nice')",-1.3597221,-1.227183,-0.26712695,-0.20053367,-0.20725302,-0.12736912,-0.456228,-0.3753217,0.0809063
18,-0.5330551,-0.49079955,"('disagreeable', 'welcoming')",0.34194595,0.44594684,-0.60468686,-0.5811412,-0.11654427,-0.052892312,-0.2280851,-0.1697215,0.0583636
19,-0.7135617,-0.62535864,"('inhospitable', 'hospitable')",0.2668174,0.35556126,-0.7585209,-0.70121837,0.1447381,0.24854513,-0.2651318,-0.1806177,0.0845141
20,-0.10601966,-0.09583988,"('rough', 'thoughtful')",0.43810686,0.48898178,-0.3528584,-0.32105684,0.74386364,0.72990453,0.1807731,0.2004974,0.0197243
21,1.0312406,1.0129292,"('immoral', 'moral')",-0.3853247,-0.46618414,0.71809983,0.66448957,-0.56147945,-0.5204972,0.2006341,0.1726843,-0.0279498
22,0.47612637,0.42173502,"('untrustworthy', 'trustworthy')",0.18688083,0.10637628,-0.13070601,-0.1776344,-0.41482854,-0.46137398,0.0293682,-0.0277243,-0.0570925
23,0.5820606,0.4667779,"('insincere', 'sincere')",0.2748005,0.27048528,0.6816412,0.5619564,6.2937126,6.2056885,1.9580537,1.876227,-0.0818267
24,0.49974662,0.54256153,"('dishonest', 'honest')",-0.09887609,-0.105873525,-0.5444412,-0.56756335,1.1278784,1.0511752,0.2460769,0.230075,-0.0160019
25,-0.745651,-0.7055879,"('egoistic', 'altruistic')",0.11209954,0.10427922,0.43533218,0.48311803,1.6031412,1.5751367,0.3512305,0.3642365,0.013006
